split,level,aggregation,auc,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp
test_oof,case,mean,0.7688633261844414,0.7157360406091371,0.7045964125560538,0.6591928251121076,0.75,0.6150627615062761,0.6363636363636364,276,92,76,147
test_oof:batch1,case,mean,0.8116959064327485,0.7264957264957265,0.7267543859649123,0.7368421052631579,0.7166666666666667,0.711864406779661,0.7241379310344828,43,17,15,42
test_oof:batch2,case,mean,0.6904761904761905,0.6428571428571429,0.6428571428571428,0.6785714285714286,0.6071428571428571,0.6333333333333333,0.6551724137931034,51,33,27,57
test_oof:third_batch_adapt72_highfocus,case,mean,0.6801948051948052,0.5833333333333334,0.5876623376623377,0.5681818181818182,0.6071428571428571,0.6944444444444444,0.625,17,11,19,25
test_oof:third_batch_holdout,case,mean,0.7453007518796992,0.8034188034188035,0.7235499462943071,0.6052631578947368,0.8418367346938775,0.42592592592592593,0.5,165,31,15,23
test_oof:old,case,mean,0.741725768321513,0.6771929824561403,0.677452718676123,0.7021276595744681,0.6527777777777778,0.6644295302013423,0.6827586206896552,94,50,42,99
test_oof:third,case,mean,0.7576219512195123,0.7516339869281046,0.6989329268292683,0.5853658536585366,0.8125,0.5333333333333333,0.5581395348837209,182,42,34,48
