fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,9,0.7164539007092199,0.8194444444444444,0.7479674796747967,0.7520833333333333
2,3,0.7069767441860465,0.7390070921985815,0.6967213114754098,0.7056737588652482
3,4,0.6913029627269831,0.7897674418604651,0.7457627118644068,0.7355038759689922
4,3,0.730952380952381,0.7123287671232876,0.6637931034482759,0.6277476903472443
5,5,0.7408333333333333,0.7972789115646258,0.7232142857142857,0.6928571428571428
