fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,8,0.6646808510638298,0.8172222222222221,0.7154471544715447,0.6879166666666667
2,1,0.7054263565891472,0.7239716312056738,0.6639344262295082,0.6591489361702128
3,4,0.6742593182542211,0.764031007751938,0.711864406779661,0.6889922480620154
4,3,0.7523809523809524,0.7285759796113412,0.6379310344827587,0.6884358075820325
5,6,0.7145833333333333,0.7755102040816326,0.7053571428571429,0.65
