fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,7,0.6713475177304965,0.8230555555555555,0.7479674796747967,0.7220833333333333
2,6,0.7141085271317829,0.7500709219858156,0.7459016393442623,0.7019858156028369
3,7,0.6844536476584899,0.7776744186046511,0.6864406779661016,0.7086821705426356
4,1,0.7142857142857143,0.7056387384517363,0.6551724137931034,0.6639057024530105
5,5,0.7408333333333333,0.7656462585034014,0.6607142857142857,0.6142857142857143
