fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,4,0.5914893617021277,0.6905555555555555,0.6747967479674797,0.6358333333333334
2,3,0.6522480620155039,0.6533333333333333,0.6311475409836066,0.6364539007092198
3,9,0.6734628862695126,0.7072868217054263,0.6101694915254238,0.6189147286821706
4,1,0.5476190476190476,0.5266008282892641,0.39655172413793105,0.5205479452054794
5,4,0.5404166666666667,0.5867346938775511,0.5982142857142857,0.5023809523809524
