fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,8,0.7355651105651105,0.7596783799880882,0.6974789915966386,0.7051816557474687
2,9,0.7281941031941032,0.7837837837837838,0.7203389830508474,0.6894963144963145
3,4,0.7484643734643734,0.7607493857493858,0.7033898305084746,0.6944103194103194
4,4,0.7996955859969559,0.75,0.6271186440677966,0.6566339066339066
5,9,0.7229005360333531,0.8547945205479452,0.788135593220339,0.7861491628614916
