fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,12,0.7191489361702128,0.8275,0.7317073170731707,0.735
2,6,0.7052713178294574,0.7551773049645389,0.7049180327868853,0.7163120567375887
3,10,0.6954444090474674,0.7851162790697674,0.7372881355932204,0.7089922480620154
4,2,0.7404761904761905,0.7626632685568653,0.7241379310344828,0.742593182542211
5,11,0.7470833333333333,0.7534013605442177,0.7053571428571429,0.6880952380952381
