split,level,aggregation,auc,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp
test_oof,case,mean,0.7725799376096706,0.7208121827411168,0.7192739812829011,0.7130044843049327,0.7255434782608695,0.6115384615384616,0.6583850931677019,267,101,64,159
test_oof:batch1,case,mean,0.8201754385964912,0.7435897435897436,0.744298245614035,0.7719298245614035,0.7166666666666667,0.7213114754098361,0.7457627118644068,43,17,13,44
test_oof:batch2,case,mean,0.671485260770975,0.6369047619047619,0.6369047619047619,0.7142857142857143,0.5595238095238095,0.6185567010309279,0.6629834254143646,47,37,24,60
test_oof:third_batch_adapt72_highfocus,case,mean,0.7224025974025974,0.6527777777777778,0.637987012987013,0.7045454545454546,0.5714285714285714,0.7209302325581395,0.7126436781609196,16,12,13,31
test_oof:third_batch_holdout,case,mean,0.7649033297529538,0.7905982905982906,0.7265037593984962,0.631578947368421,0.8214285714285714,0.4067796610169492,0.4948453608247423,161,35,14,24
test_oof:old,case,mean,0.7349290780141844,0.6807017543859649,0.6812943262411347,0.7375886524822695,0.625,0.6582278481012658,0.6956521739130435,90,54,37,104
test_oof:third,case,mean,0.7814677700348431,0.7581699346405228,0.7304551393728222,0.6707317073170732,0.7901785714285714,0.5392156862745098,0.5978260869565217,177,47,27,55
