fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,8,0.7218439716312057,0.8113888888888888,0.7235772357723578,0.7208333333333333
2,3,0.6837209302325582,0.7500709219858156,0.6721311475409836,0.6697872340425532
3,7,0.7097801847722205,0.7848062015503877,0.7203389830508474,0.7303875968992248
4,3,0.6880952380952381,0.7400446001911436,0.6982758620689655,0.6551449506212169
5,8,0.7304166666666667,0.7877551020408163,0.7410714285714286,0.7071428571428571
