feature_set,coverage_target,accuracy_target,prediction_source,selector_supervision,selector_supervision_weight,accept_n,accept_frac,review_n,review_frac,accept_accuracy,accept_balanced_accuracy,accept_sensitivity_high,accept_specificity_low,hardcore_recall_in_review,hardcore_precision_in_review,base_accuracy,base_balanced_accuracy,selnet_all_accuracy,selnet_all_balanced_accuracy,selnet_all_sensitivity_high,selnet_all_specificity_low
dino_oof,0.5,0.9,upper,upper_correct,1.0,59,0.20701754385964913,226,0.7929824561403509,0.8305084745762712,0.8321678321678322,0.8181818181818182,0.8461538461538461,0.8923076923076924,0.25663716814159293,0.7684210526315789,0.7684692671394799,0.7684210526315789,0.7684692671394799,0.7730496453900709,0.7638888888888888
dino_oof,0.7,0.9,upper,upper_correct,1.0,53,0.18596491228070175,232,0.8140350877192982,0.8301886792452831,0.8297101449275363,0.8333333333333334,0.8260869565217391,0.9076923076923077,0.2543103448275862,0.7684210526315789,0.7684692671394799,0.7684210526315789,0.7684692671394799,0.7730496453900709,0.7638888888888888
