base_name,base_threshold,route_name,route_threshold,budget_pct,corrector_name,corrector_threshold,selection_score,train_accuracy,train_balanced_accuracy,train_f1,train_tn,train_fp,train_fn,train_tp,train_routed_n,train_routed_pct,train_pass_n,train_pass_acc,train_routed_acc,train_rescue_n,train_hurt_n,train_net_rescue,old_oof_accuracy,old_oof_balanced_accuracy,old_oof_f1,old_oof_tn,old_oof_fp,old_oof_fn,old_oof_tp,old_oof_n,adapt_oof_accuracy,adapt_oof_balanced_accuracy,adapt_oof_f1,adapt_oof_tn,adapt_oof_fp,adapt_oof_fn,adapt_oof_tp,adapt_oof_n,holdout_accuracy,holdout_balanced_accuracy,holdout_f1,holdout_tn,holdout_fp,holdout_fn,holdout_tp,holdout_routed_n,holdout_routed_pct,holdout_pass_n,holdout_pass_acc,holdout_routed_acc,holdout_rescue_n,holdout_hurt_n,holdout_net_rescue
adapt_r4_c0.0003,0.57,mixed_disagreement_margin,0.37131690585739924,30,adapt_r2_c0.0003,0.52,0.9322583109401665,0.6666666666666666,0.6695945945945946,0.6468842729970327,129,43,76,109,107,0.29971988795518206,250,0.684,0.6261682242990654,23,7,16,0.6596491228070176,0.6585401891252955,0.616600790513834,110,34,63,78,285,0.6944444444444444,0.6915584415584416,0.7380952380952381,19,9,13,31,72,0.7521367521367521,0.6823308270676691,0.43137254901960786,154,42,16,22,66,0.28205128205128205,168,0.8630952380952381,0.4696969696969697,1,18,-17
adapt_r4_c0.0003,0.58,mixed_disagreement_margin,0.37258734087460293,30,adapt_r2_c0.0003,0.52,0.9321867085883161,0.6638655462184874,0.6673004399748586,0.6385542168674698,131,41,79,106,107,0.29971988795518206,250,0.68,0.6261682242990654,24,7,17,0.6526315789473685,0.6513741134751774,0.6024096385542169,111,33,66,75,285,0.7083333333333334,0.7094155844155845,0.7469879518072289,20,8,13,31,72,0.7564102564102564,0.6848818474758325,0.43564356435643564,155,41,16,22,63,0.2692307692307692,171,0.8830409356725146,0.4126984126984127,1,18,-17
adapt_r4_c0.0003,0.57,low_margin,0.7472227382659911,20,adapt_r4_c0.0003,0.54,0.9302171588967549,0.6638655462184874,0.6664833438089253,0.6470588235294118,127,45,75,110,72,0.20168067226890757,285,0.6701754385964912,0.6388888888888888,19,4,15,0.6631578947368421,0.6622340425531915,0.627906976744186,108,36,60,81,285,0.6666666666666666,0.6688311688311688,0.7073170731707317,19,9,15,29,72,0.7564102564102564,0.6954887218045113,0.44660194174757284,154,42,15,23,53,0.2264957264957265,181,0.856353591160221,0.41509433962264153,0,16,-16
adapt_r4_c0.0003,0.57,mixed_disagreement_margin,0.4107668599829612,20,adapt_r4_c0.0003,0.54,0.9302171588967549,0.6638655462184874,0.6664833438089253,0.6470588235294118,127,45,75,110,72,0.20168067226890757,285,0.6701754385964912,0.6388888888888888,19,4,15,0.6631578947368421,0.6622340425531915,0.627906976744186,108,36,60,81,285,0.6666666666666666,0.6688311688311688,0.7073170731707317,19,9,15,29,72,0.7564102564102564,0.6954887218045113,0.44660194174757284,154,42,15,23,48,0.20512820512820512,186,0.8548387096774194,0.375,0,16,-16
adapt_r4_c0.0003,0.57,low_margin,0.7472227382659911,20,adapt_r2_c0.0003,0.53,0.9299577431227424,0.6638655462184874,0.6677089880578253,0.6341463414634146,133,39,81,104,72,0.20168067226890757,285,0.6701754385964912,0.6388888888888888,20,5,15,0.6631578947368421,0.6617907801418439,0.6097560975609756,114,30,66,75,285,0.6666666666666666,0.6688311688311688,0.7073170731707317,19,9,15,29,72,0.7777777777777778,0.6976369495166488,0.4583333333333333,160,36,16,22,53,0.2264957264957265,181,0.856353591160221,0.5094339622641509,1,12,-11
adapt_r4_c0.0003,0.57,base_low_high_consensus,0.6488866806030273,30,adapt_r2_c0.0003,0.53,0.9287341616313484,0.6666666666666666,0.6681646763042113,0.6609686609686609,122,50,69,116,107,0.29971988795518206,250,0.696,0.5981308411214953,25,9,16,0.656140350877193,0.6555112293144207,0.631578947368421,103,41,57,84,285,0.7083333333333334,0.702922077922078,0.7529411764705882,19,9,12,32,72,0.7991452991452992,0.720998925886144,0.4946236559139785,164,32,15,23,33,0.14102564102564102,201,0.8009950248756219,0.7878787878787878,0,6,-6
adapt_r4_c0.0003,0.57,low_margin,0.6567177104949948,30,adapt_r4_c0.0003,0.54,0.9277661785045981,0.6638655462184874,0.6664833438089253,0.6470588235294118,127,45,75,110,107,0.29971988795518206,250,0.688,0.6074766355140186,19,4,15,0.6631578947368421,0.6622340425531915,0.627906976744186,108,36,60,81,285,0.6666666666666666,0.6688311688311688,0.7073170731707317,19,9,15,29,72,0.7564102564102564,0.6954887218045113,0.44660194174757284,154,42,15,23,70,0.29914529914529914,164,0.8719512195121951,0.4857142857142857,0,16,-16
adapt_r4_c0.0003,0.57,base_low_high_consensus,0.6488866806030273,30,adapt_r4_c0.0003,0.54,0.9277661785045981,0.6638655462184874,0.6664833438089253,0.6470588235294118,127,45,75,110,107,0.29971988795518206,250,0.696,0.5887850467289719,19,4,15,0.6631578947368421,0.6622340425531915,0.627906976744186,108,36,60,81,285,0.6666666666666666,0.6688311688311688,0.7073170731707317,19,9,15,29,72,0.7948717948717948,0.7184479054779807,0.48936170212765956,163,33,15,23,33,0.14102564102564102,201,0.8009950248756219,0.7575757575757576,0,7,-7
adapt_r4_c0.0003,0.57,mixed_disagreement_margin,0.37131690585739924,30,adapt_r4_c0.0003,0.54,0.9277661785045981,0.6638655462184874,0.6664833438089253,0.6470588235294118,127,45,75,110,107,0.29971988795518206,250,0.684,0.616822429906542,19,4,15,0.6631578947368421,0.6622340425531915,0.627906976744186,108,36,60,81,285,0.6666666666666666,0.6688311688311688,0.7073170731707317,19,9,15,29,72,0.7564102564102564,0.6954887218045113,0.44660194174757284,154,42,15,23,66,0.28205128205128205,168,0.8630952380952381,0.48484848484848486,0,16,-16
adapt_r4_c0.0003,0.6,low_margin,0.6465265274047849,30,adapt_r4_c0.0003,0.54,0.9277661785045981,0.6638655462184874,0.6664833438089253,0.6470588235294118,127,45,75,110,107,0.29971988795518206,250,0.684,0.616822429906542,26,11,15,0.6631578947368421,0.6622340425531915,0.627906976744186,108,36,60,81,285,0.6666666666666666,0.6688311688311688,0.7073170731707317,19,9,15,29,72,0.7564102564102564,0.6954887218045113,0.44660194174757284,154,42,15,23,62,0.26495726495726496,172,0.8895348837209303,0.3870967741935484,5,21,-16
adapt_r4_c0.0003,0.6,mixed_disagreement_margin,0.357058934576312,30,adapt_r4_c0.0003,0.54,0.9277661785045981,0.6638655462184874,0.6664833438089253,0.6470588235294118,127,45,75,110,107,0.29971988795518206,250,0.676,0.6355140186915887,26,11,15,0.6631578947368421,0.6622340425531915,0.627906976744186,108,36,60,81,285,0.6666666666666666,0.6688311688311688,0.7073170731707317,19,9,15,29,72,0.7564102564102564,0.6954887218045113,0.44660194174757284,154,42,15,23,66,0.28205128205128205,168,0.8988095238095238,0.3939393939393939,5,21,-16
oldonly_c0.0003,0.6,base_low_high_consensus,0.7561636924743652,30,adapt_r2_c0.0003,0.53,0.9253197472882836,0.6610644257703081,0.6639849151477059,0.6409495548961425,128,44,77,108,107,0.29971988795518206,250,0.688,0.5981308411214953,41,24,17,0.6666666666666666,0.6657062647754137,0.6303501945525292,109,35,60,81,285,0.6388888888888888,0.6461038961038961,0.675,19,9,17,27,72,0.8034188034188035,0.6811224489795918,0.4523809523809524,169,27,19,19,37,0.1581196581196581,197,0.8527918781725888,0.5405405405405406,6,16,-10
adapt_r4_c0.0003,0.58,low_margin,0.7661627216339111,20,adapt_r2_c0.0003,0.53,0.9239932752808951,0.6582633053221288,0.66230358265242,0.6257668711656442,133,39,83,102,72,0.20168067226890757,285,0.6736842105263158,0.5972222222222222,20,5,15,0.6596491228070176,0.6582446808510638,0.6040816326530613,114,30,67,74,285,0.6527777777777778,0.6574675324675325,0.691358024691358,19,9,16,28,72,0.7777777777777778,0.6976369495166488,0.4583333333333333,160,36,16,22,49,0.2094017094017094,185,0.8540540540540541,0.4897959183673469,1,13,-12
adapt_r4_c0.0003,0.58,mixed_disagreement_margin,0.4128420571799931,20,adapt_r2_c0.0003,0.53,0.9239932752808951,0.6582633053221288,0.66230358265242,0.6257668711656442,133,39,83,102,72,0.20168067226890757,285,0.6736842105263158,0.5972222222222222,20,5,15,0.6596491228070176,0.6582446808510638,0.6040816326530613,114,30,67,74,285,0.6527777777777778,0.6574675324675325,0.691358024691358,19,9,16,28,72,0.7863247863247863,0.7027389903329753,0.46808510638297873,162,34,16,22,51,0.21794871794871795,183,0.8688524590163934,0.49019607843137253,1,11,-10
adapt_r4_c0.0003,0.58,low_margin,0.7661627216339111,20,adapt_r2_c0.0003,0.52,0.9239626341746726,0.6582633053221288,0.6620993086109366,0.6280487804878049,132,40,82,103,72,0.20168067226890757,285,0.6736842105263158,0.5972222222222222,19,4,15,0.6596491228070176,0.6583185579196218,0.6072874493927125,113,31,66,75,285,0.6527777777777778,0.6574675324675325,0.691358024691358,19,9,16,28,72,0.7564102564102564,0.6848818474758325,0.43564356435643564,155,41,16,22,49,0.2094017094017094,185,0.8540540540540541,0.3877551020408163,1,18,-17
adapt_r4_c0.0003,0.58,mixed_disagreement_margin,0.4128420571799931,20,adapt_r2_c0.0003,0.52,0.9239626341746726,0.6582633053221288,0.6620993086109366,0.6280487804878049,132,40,82,103,72,0.20168067226890757,285,0.6736842105263158,0.5972222222222222,19,4,15,0.6596491228070176,0.6583185579196218,0.6072874493927125,113,31,66,75,285,0.6527777777777778,0.6574675324675325,0.691358024691358,19,9,16,28,72,0.7692307692307693,0.6925349087003223,0.4489795918367347,158,38,16,22,51,0.21794871794871795,183,0.8688524590163934,0.4117647058823529,1,15,-14
adapt_r4_c0.0003,0.6,low_margin,0.6465265274047849,30,adapt_r2_c0.0003,0.52,0.9237538387539774,0.6638655462184874,0.6677089880578253,0.6341463414634146,133,39,81,104,107,0.29971988795518206,250,0.684,0.616822429906542,24,9,15,0.6596491228070176,0.6583185579196218,0.6072874493927125,113,31,66,75,285,0.6805555555555556,0.6866883116883117,0.7160493827160493,20,8,15,29,72,0.7564102564102564,0.6848818474758325,0.43564356435643564,155,41,16,22,62,0.26495726495726496,172,0.8895348837209303,0.3870967741935484,5,21,-16
adapt_r4_c0.0003,0.6,low_margin,0.6465265274047849,30,adapt_r2_c0.0003,0.53,0.923710602791642,0.6638655462184874,0.6679132620993087,0.6319018404907976,134,38,82,103,107,0.29971988795518206,250,0.684,0.616822429906542,24,9,15,0.6596491228070176,0.6582446808510638,0.6040816326530613,114,30,67,74,285,0.6805555555555556,0.6866883116883117,0.7160493827160493,20,8,15,29,72,0.7777777777777778,0.6976369495166488,0.4583333333333333,160,36,16,22,62,0.26495726495726496,172,0.8895348837209303,0.46774193548387094,5,16,-11
adapt_r4_c0.0003,0.58,low_margin,0.6711224842071533,30,oldonly_c0.001,0.59,0.9234774258064271,0.6582633053221288,0.6649591451917033,0.5933333333333334,146,26,96,89,107,0.29971988795518206,250,0.684,0.5981308411214953,28,13,15,0.6701754385964912,0.6683658392434988,0.5982905982905983,121,23,71,70,285,0.6111111111111112,0.6623376623376623,0.5757575757575758,25,3,25,19,72,0.8632478632478633,0.7062298603651987,0.5294117647058824,184,12,20,18,66,0.28205128205128205,168,0.8809523809523809,0.8181818181818182,14,6,8
adapt_r2_c0.0003,0.53,base_low_high_consensus,0.577350628376007,30,oldonly_c0.001,0.56,0.9193874993684188,0.6974789915966386,0.6970773098680075,0.7081081081081081,118,54,54,131,107,0.29971988795518206,250,0.716,0.6542056074766355,18,9,9,0.6947368421052632,0.6947399527186762,0.6925795053003534,100,44,43,98,285,0.7083333333333334,0.6964285714285714,0.7586206896551724,18,10,11,33,72,0.7264957264957265,0.6776315789473684,0.41818181818181815,147,49,15,23,51,0.21794871794871795,183,0.7377049180327869,0.6862745098039216,1,11,-10
adapt_r4_c0.0003,0.57,low_margin,0.88117959022522,10,adapt_r4_c0.0003,0.5,0.9187358424523268,0.6610644257703081,0.6637806411062225,0.6430678466076696,127,45,76,109,36,0.10084033613445378,321,0.6573208722741433,0.6944444444444444,18,4,14,0.6631578947368421,0.6622340425531915,0.627906976744186,108,36,60,81,285,0.6527777777777778,0.6574675324675325,0.691358024691358,19,9,16,28,72,0.7564102564102564,0.6954887218045113,0.44660194174757284,154,42,15,23,26,0.1111111111111111,208,0.8269230769230769,0.19230769230769232,0,16,-16
adapt_r4_c0.0003,0.57,low_margin,0.88117959022522,10,adapt_r4_c0.0003,0.54,0.9187358424523268,0.6610644257703081,0.6637806411062225,0.6430678466076696,127,45,76,109,36,0.10084033613445378,321,0.6573208722741433,0.6944444444444444,18,4,14,0.6631578947368421,0.6622340425531915,0.627906976744186,108,36,60,81,285,0.6527777777777778,0.6574675324675325,0.691358024691358,19,9,16,28,72,0.7564102564102564,0.6954887218045113,0.44660194174757284,154,42,15,23,26,0.1111111111111111,208,0.8269230769230769,0.19230769230769232,0,16,-16
adapt_r4_c0.0003,0.57,low_margin,0.7472227382659911,20,adapt_r2_c0.0003,0.52,0.9178120085968418,0.6610644257703081,0.6645977372721559,0.6344410876132931,131,41,80,105,72,0.20168067226890757,285,0.6701754385964912,0.625,19,5,14,0.6596491228070176,0.6583924349881797,0.6104417670682731,112,32,65,76,285,0.6666666666666666,0.6688311688311688,0.7073170731707317,19,9,15,29,72,0.7564102564102564,0.6848818474758325,0.43564356435643564,155,41,16,22,53,0.2264957264957265,181,0.856353591160221,0.41509433962264153,1,17,-16
adapt_r4_c0.0003,0.57,mixed_disagreement_margin,0.4107668599829612,20,adapt_r2_c0.0003,0.53,0.9177255366721708,0.6610644257703081,0.6650062853551226,0.6299694189602446,133,39,82,103,72,0.20168067226890757,285,0.6701754385964912,0.625,19,5,14,0.6596491228070176,0.6582446808510638,0.6040816326530613,114,30,67,74,285,0.6666666666666666,0.6688311688311688,0.7073170731707317,19,9,15,29,72,0.7777777777777778,0.6976369495166488,0.4583333333333333,160,36,16,22,48,0.20512820512820512,186,0.8548387096774194,0.4791666666666667,1,12,-11
adapt_r4_c0.0003,0.58,base_low_high_consensus,0.6574252605438232,30,adapt_r2_c0.0003,0.53,0.915691144369966,0.6582633053221288,0.660056568196103,0.6494252873563219,122,50,72,113,107,0.29971988795518206,250,0.688,0.5887850467289719,25,10,15,0.6526315789473685,0.6519651300236406,0.6264150943396226,103,41,58,83,285,0.6805555555555556,0.6801948051948052,0.7228915662650602,19,9,14,30,72,0.7991452991452992,0.7103920515574651,0.4835164835164835,165,31,16,22,33,0.14102564102564102,201,0.8059701492537313,0.7575757575757576,0,7,-7
adapt_r2_c0.0003,0.53,base_low_high_consensus,0.577350628376007,30,oldonly_c0.001,0.59,0.9154616315424688,0.6974789915966386,0.6978944060339409,0.7016574585635359,122,50,58,127,107,0.29971988795518206,250,0.716,0.6542056074766355,14,5,9,0.6912280701754386,0.6909722222222222,0.6811594202898551,103,41,47,94,285,0.7222222222222222,0.7142857142857143,0.7674418604651163,19,9,11,33,72,0.7307692307692307,0.6801825993555317,0.42201834862385323,148,48,15,23,51,0.21794871794871795,183,0.7377049180327869,0.7058823529411765,1,10,-9
oldonly_c0.0003,0.62,base_low_high_consensus,0.8694407224655152,20,adapt_r4_c0.0003,0.5,0.9139199168877691,0.6554621848739496,0.6614393463230672,0.5993485342019544,142,30,93,92,72,0.20168067226890757,285,0.6596491228070176,0.6388888888888888,34,18,16,0.6666666666666666,0.6648936170212766,0.5957446808510638,120,24,71,70,285,0.6111111111111112,0.6428571428571428,0.6111111111111112,22,6,22,22,72,0.8376068376068376,0.6697099892588614,0.45714285714285713,180,16,22,16,20,0.08547008547008547,214,0.8691588785046729,0.5,7,10,-3
oldonly_c0.0003,0.62,base_low_high_consensus,0.8694407224655152,20,adapt_r2_c0.0003,0.53,0.9139199168877691,0.6554621848739496,0.6614393463230672,0.5993485342019544,142,30,93,92,72,0.20168067226890757,285,0.6596491228070176,0.6388888888888888,34,18,16,0.6666666666666666,0.6648936170212766,0.5957446808510638,120,24,71,70,285,0.6111111111111112,0.6428571428571428,0.6111111111111112,22,6,22,22,72,0.8461538461538461,0.674812030075188,0.47058823529411764,182,14,22,16,20,0.08547008547008547,214,0.8691588785046729,0.6,7,8,-1
oldonly_c0.001,0.62,base_low_high_consensus,0.7193157850036083,30,adapt_r2_c0.0003,0.53,0.9129845156507262,0.680672268907563,0.6820867379006914,0.6761363636363636,124,48,66,119,107,0.29971988795518206,250,0.716,0.5981308411214953,37,25,12,0.6842105263157895,0.6837322695035462,0.6666666666666666,105,39,51,90,285,0.6666666666666666,0.6688311688311688,0.7073170731707317,19,9,15,29,72,0.7948717948717948,0.6866272824919442,0.45454545454545453,166,30,18,20,32,0.13675213675213677,202,0.8366336633663366,0.53125,3,15,-12
adapt_r4_c0.0003,0.58,low_margin,0.7661627216339111,20,oldonly_c0.001,0.59,0.912880110999126,0.6582633053221288,0.6645505971087367,0.5986842105263158,144,28,94,91,72,0.20168067226890757,285,0.6736842105263158,0.5972222222222222,23,8,15,0.6701754385964912,0.6683658392434988,0.5982905982905983,121,23,71,70,285,0.6111111111111112,0.6493506493506493,0.6,23,5,23,21,72,0.8418803418803419,0.6934747583243823,0.4931506849315068,179,17,20,18,49,0.2094017094017094,185,0.8540540540540541,0.7959183673469388,9,6,3
adapt_r4_c0.0003,0.58,mixed_disagreement_margin,0.37258734087460293,30,adapt_r2_c0.0003,0.57,0.912851614112085,0.6554621848739496,0.6604179761156506,0.61198738170347,137,35,88,97,107,0.29971988795518206,250,0.68,0.5981308411214953,22,8,14,0.6596491228070176,0.6581708037825059,0.6008230452674898,115,29,68,73,285,0.6388888888888888,0.6655844155844155,0.6486486486486487,22,6,20,24,72,0.8376068376068376,0.7015306122448979,0.5,177,19,19,19,63,0.2692307692307692,171,0.8830409356725146,0.7142857142857143,6,4,2
adapt_r4_c0.0003,0.6,base_low_high_consensus,0.6849851369857788,30,adapt_r2_c0.0003,0.53,0.9118368788958667,0.6610644257703081,0.6631678189817725,0.6492753623188405,124,48,73,112,107,0.29971988795518206,250,0.704,0.5607476635514018,28,14,14,0.656140350877193,0.655363475177305,0.6259541984732825,105,39,59,82,285,0.6805555555555556,0.6801948051948052,0.7228915662650602,19,9,14,30,72,0.7991452991452992,0.6891783029001074,0.45977011494252873,167,29,18,20,33,0.14102564102564102,201,0.8109452736318408,0.7272727272727273,2,8,-6
adapt_r4_c0.0003,0.6,mixed_disagreement_margin,0.357058934576312,30,adapt_r2_c0.0003,0.53,0.9114783963410705,0.6610644257703081,0.665210559396606,0.6276923076923077,134,38,83,102,107,0.29971988795518206,250,0.676,0.6261682242990654,23,9,14,0.656140350877193,0.6546985815602837,0.5983606557377049,114,30,68,73,285,0.6805555555555556,0.6866883116883117,0.7160493827160493,20,8,15,29,72,0.7777777777777778,0.6976369495166488,0.4583333333333333,160,36,16,22,66,0.28205128205128205,168,0.8988095238095238,0.4696969696969697,5,16,-11
adapt_r4_c0.0003,0.54,old_adapt_gap,0.15317310094833378,30,oldonly_c0.001,0.56,0.910551746049352,0.7058823529411765,0.7086580766813324,0.6902654867256637,135,37,68,117,107,0.29971988795518206,250,0.716,0.6822429906542056,32,17,15,0.7298245614035088,0.7292405437352245,0.7116104868913857,113,31,46,95,285,0.6111111111111112,0.6428571428571428,0.6111111111111112,22,6,22,22,72,0.7692307692307693,0.6501074113856069,0.4,162,34,20,18,86,0.36752136752136755,148,0.7905405405405406,0.7325581395348837,20,17,3
oldonly_c0.0003,0.56,base_low_high_consensus,0.6814319729804993,30,adapt_r2_c0.0003,0.53,0.9094286220192513,0.680672268907563,0.681882463859208,0.6779661016949152,123,49,65,120,107,0.29971988795518206,250,0.724,0.5794392523364486,29,19,10,0.6807017543859649,0.6802600472813238,0.6642066420664207,104,40,51,90,285,0.6805555555555556,0.6801948051948052,0.7228915662650602,19,9,14,30,72,0.7777777777777778,0.6658163265306123,0.4222222222222222,163,33,19,19,41,0.1752136752136752,193,0.8186528497409327,0.5853658536585366,4,16,-12
adapt_r4_c0.0003,0.58,base_low_high_consensus,0.6574252605438232,30,adapt_r4_c0.0003,0.54,0.9088837007766556,0.6582633053221288,0.6610779384035198,0.6390532544378699,127,45,77,108,107,0.29971988795518206,250,0.688,0.5887850467289719,20,5,15,0.6631578947368421,0.6622340425531915,0.627906976744186,108,36,60,81,285,0.6388888888888888,0.6461038961038961,0.675,19,9,17,27,72,0.7991452991452992,0.7103920515574651,0.4835164835164835,165,31,16,22,33,0.14102564102564102,201,0.8059701492537313,0.7575757575757576,0,7,-7
adapt_r4_c0.0003,0.58,low_margin,0.6711224842071533,30,adapt_r2_c0.0003,0.57,0.9078211195454698,0.6554621848739496,0.6606222501571339,0.6095238095238096,138,34,89,96,107,0.29971988795518206,250,0.684,0.5887850467289719,22,8,14,0.6631578947368421,0.6616430260047281,0.6033057851239669,116,28,68,73,285,0.625,0.6542207792207793,0.6301369863013698,22,6,21,23,72,0.8376068376068376,0.7015306122448979,0.5,177,19,19,19,66,0.28205128205128205,168,0.8809523809523809,0.7272727272727273,6,4,2
