accuracy,balanced_accuracy,f1,tn,fp,fn,tp,auc,candidate,threshold
0.7368421052631579,0.7367760047281324,0.7330960854092526,107,37,38,103,0.7815701339637511,logreg_c0003,0.5099999999999999
0.7192982456140351,0.7186022458628842,0.696969696969697,113,31,49,92,0.7672379826635146,logreg_c003,0.61
0.7157894736842105,0.7159426713947991,0.7177700348432056,101,43,38,103,0.771375098502758,rf_d7,0.48999999999999994
0.7157894736842105,0.7154994089834515,0.7054545454545454,107,37,44,97,0.7726063829787234,logreg_c001,0.5199999999999999
0.7157894736842105,0.7149083924349882,0.6872586872586872,115,29,52,89,0.7620173364854216,logreg_c01,0.6599999999999999
0.7157894736842105,0.7146128841607564,0.6772908366533864,119,25,56,85,0.7614755713159969,extra_dnone_l2,0.5199999999999999
0.712280701754386,0.711436170212766,0.6846153846153846,114,30,52,89,0.7591115051221433,logreg_c03,0.7
0.712280701754386,0.711436170212766,0.6846153846153846,114,30,52,89,0.7569936958234831,logreg_c10,0.7599999999999999
0.712280701754386,0.7111406619385343,0.6746031746031746,118,26,56,85,0.7726802600472813,svc_c1,0.5399999999999999
0.7087719298245614,0.7091459810874705,0.7167235494880546,97,47,36,105,0.7550236406619384,rf_d5,0.48999999999999994
0.7052631578947368,0.7050088652482269,0.6956521739130435,105,39,45,96,0.7333530338849488,extra_d3_l8,0.49999999999999994
0.7052631578947368,0.7038268321513003,0.6557377049180327,121,23,61,80,0.7458628841607565,extra_d7_l2,0.5299999999999999
0.6912280701754386,0.6910460992907801,0.6834532374100719,102,42,46,95,0.7507387706855793,extra_dnone_l8,0.49999999999999994
0.6912280701754386,0.6906028368794326,0.6691729323308271,108,36,52,89,0.7418735224586288,extra_d7_l8,0.5099999999999999
0.6912280701754386,0.6903073286052009,0.6589147286821705,112,32,56,85,0.7373916469661149,extra_dnone_l4,0.5199999999999999
0.6877192982456141,0.6871306146572105,0.6666666666666666,107,37,52,89,0.7420705279747832,extra_d5_l8,0.5099999999999999
0.6877192982456141,0.6870567375886525,0.6641509433962264,108,36,53,88,0.7448286052009456,extra_d7_l4,0.5099999999999999
0.6877192982456141,0.6869828605200945,0.6615969581749049,109,35,54,87,0.7354708431836091,extra_d3_l2,0.5099999999999999
0.6877192982456141,0.6869089834515366,0.6590038314176245,110,34,55,86,0.7417257683215129,extra_d5_l2,0.5099999999999999
0.6877192982456141,0.6860963356973995,0.6276150627615062,121,23,66,75,0.7507387706855791,extra_d3_l4,0.5199999999999999
0.6842105263157895,0.6830673758865249,0.6428571428571429,114,30,60,81,0.7431540583136328,extra_d5_l4,0.5199999999999999
0.6807017543859649,0.6808510638297872,0.6829268292682927,96,48,43,98,0.7191193853427894,gb_d2_lr03,0.5199999999999999
0.6807017543859649,0.6795951536643026,0.6403162055335968,113,31,60,81,0.7482762017336486,rf_d3,0.5199999999999999
0.6771929824561403,0.6778221040189125,0.6933333333333334,89,55,37,104,0.7092198581560285,gb_d1_lr03,0.48999999999999994
0.6701754385964912,0.6685874704491725,0.6083333333333333,118,26,68,73,0.6910460992907802,mlp64_32_a003,0.6399999999999999
0.6385964912280702,0.6384456264775413,0.6308243727598566,94,50,53,88,0.6599192277383767,mlp96_a003,0.6
0.6350877192982456,0.6354905437352245,0.6462585034013606,86,58,46,95,0.6563485027580772,knn11,0.49999999999999994
0.6280701754385964,0.6283983451536643,0.636986301369863,86,58,48,93,0.6615937746256895,svc_c03,0.49999999999999994
0.6175438596491228,0.6153221040189125,0.5112107623318386,119,25,84,57,0.6380762411347518,knn7,0.58
