accuracy,balanced_accuracy,f1,tn,fp,fn,tp,task_l6_label,n
0.7405660377358491,0.7405660377358491,0.0,157,55,0,0,AB,212
0.4166666666666667,0.4166666666666667,0.0,5,7,0,0,B1,12
0.27586206896551724,0.27586206896551724,0.43243243243243246,0,0,21,8,B2,29
0.5471698113207547,0.5471698113207547,0.7073170731707317,0,0,24,29,TC,53
