feature_model,global_pool,input_variant,image_size,estimator,weight_mode,objective,all_threshold,all_accuracy,all_balanced_accuracy,all_f1,all_tn,all_fp,all_fn,all_tp,all_sensitivity_high,all_specificity_low,all_auc,old_threshold,old_accuracy,old_balanced_accuracy,old_f1,old_tn,old_fp,old_fn,old_tp,old_sensitivity_high,old_specificity_low,old_auc,third_threshold,third_accuracy,third_balanced_accuracy,third_f1,third_tn,third_fp,third_fn,third_tp,third_sensitivity_high,third_specificity_low,third_auc,selection_score,old_guard_090,old_guard_092
vit_large_patch16_siglip_512.v2_webli,avg,whole_plus_crop,512,logreg_bal_c0.003,domain_label_third_up,high_sensitivity,0.43499999999999994,0.6717428087986463,0.6975409436537336,0.6485507246376812,218,150,44,179,0.8026905829596412,0.592391304347826,0.7573966660167675,0.43499999999999994,0.6982456140350877,0.6999113475177305,0.7378048780487805,78,66,20,121,0.8581560283687943,0.5416666666666666,0.7528073286052009,0.43499999999999994,0.6470588235294118,0.6661585365853658,0.5178571428571429,140,84,24,58,0.7073170731707317,0.625,0.7410169860627178,0.4771274667789165,False,False
vit_large_patch16_siglip_512.v2_webli,avg,whole_plus_crop,512,logreg_plain_c0.003,domain_label_third_up,balanced_accuracy,0.42999999999999994,0.6717428087986463,0.6975409436537336,0.6485507246376812,218,150,44,179,0.8026905829596412,0.592391304347826,0.7575550789627609,0.42999999999999994,0.6982456140350877,0.6999113475177305,0.7378048780487805,78,66,20,121,0.8581560283687943,0.5416666666666666,0.7539893617021276,0.42999999999999994,0.6470588235294118,0.6661585365853658,0.5178571428571429,140,84,24,58,0.7073170731707317,0.625,0.7396559233449478,0.4771274667789165,False,False
vit_large_patch16_siglip_512.v2_webli,avg,whole_plus_crop,512,logreg_plain_c0.003,domain_label_third_up,high_sensitivity,0.42999999999999994,0.6717428087986463,0.6975409436537336,0.6485507246376812,218,150,44,179,0.8026905829596412,0.592391304347826,0.7575550789627609,0.42999999999999994,0.6982456140350877,0.6999113475177305,0.7378048780487805,78,66,20,121,0.8581560283687943,0.5416666666666666,0.7539893617021276,0.42999999999999994,0.6470588235294118,0.6661585365853658,0.5178571428571429,140,84,24,58,0.7073170731707317,0.625,0.7396559233449478,0.4771274667789165,False,False
vit_large_patch16_siglip_512.v2_webli,avg,whole_plus_crop,512,logreg_bal_c0.003,none,high_sensitivity,0.4549999999999999,0.6785109983079526,0.6985584421914603,0.6468401486988847,227,141,49,174,0.7802690582959642,0.6168478260869565,0.7592732501462273,0.4549999999999999,0.7052631578947368,0.7066341607565012,0.7375,83,61,23,118,0.8368794326241135,0.5763888888888888,0.7550728920409773,0.4549999999999999,0.6535947712418301,0.6628919860627178,0.5137614678899083,144,80,26,56,0.6829268292682927,0.6428571428571429,0.7434668989547039,0.47081941703610863,False,False
vit_large_patch16_siglip_512.v2_webli,avg,whole_plus_crop,512,logreg_bal_c0.003,label,high_sensitivity,0.4549999999999999,0.6785109983079526,0.6985584421914603,0.6468401486988847,227,141,49,174,0.7802690582959642,0.6168478260869565,0.7592732501462273,0.4549999999999999,0.7052631578947368,0.7066341607565012,0.7375,83,61,23,118,0.8368794326241135,0.5763888888888888,0.7550728920409773,0.4549999999999999,0.6535947712418301,0.6628919860627178,0.5137614678899083,144,80,26,56,0.6829268292682927,0.6428571428571429,0.7434668989547039,0.47081941703610863,False,False
vit_large_patch16_siglip_512.v2_webli,avg,whole_plus_crop,512,logreg_plain_c0.003,label,high_sensitivity,0.4549999999999999,0.6785109983079526,0.6985584421914603,0.6468401486988847,227,141,49,174,0.7802690582959642,0.6168478260869565,0.7592732501462273,0.4549999999999999,0.7052631578947368,0.7066341607565012,0.7375,83,61,23,118,0.8368794326241135,0.5763888888888888,0.7550728920409773,0.4549999999999999,0.6535947712418301,0.6628919860627178,0.5137614678899083,144,80,26,56,0.6829268292682927,0.6428571428571429,0.7434668989547039,0.47081941703610863,False,False
vit_large_patch16_siglip_512.v2_webli,avg,whole_plus_crop,512,logreg_plain_c0.03,domain_label_third_up,balanced_accuracy,0.38999999999999996,0.688663282571912,0.7031767888477286,0.648854961832061,237,131,53,170,0.7623318385650224,0.6440217391304348,0.7440412361084031,0.38999999999999996,0.7157894736842105,0.716903073286052,0.7412140575079872,88,56,25,116,0.8226950354609929,0.6111111111111112,0.7620173364854217,0.38999999999999996,0.6633986928104575,0.6618575783972125,0.5118483412322274,149,75,28,54,0.6585365853658537,0.6651785714285714,0.7054660278745644,0.4637918878539772,False,False
vit_large_patch16_siglip_512.v2_webli,avg,whole_plus_crop,512,logreg_plain_c0.03,domain_label_third_up,high_sensitivity,0.38999999999999996,0.688663282571912,0.7031767888477286,0.648854961832061,237,131,53,170,0.7623318385650224,0.6440217391304348,0.7440412361084031,0.38999999999999996,0.7157894736842105,0.716903073286052,0.7412140575079872,88,56,25,116,0.8226950354609929,0.6111111111111112,0.7620173364854217,0.38999999999999996,0.6633986928104575,0.6618575783972125,0.5118483412322274,149,75,28,54,0.6585365853658537,0.6651785714285714,0.7054660278745644,0.4637918878539772,False,False
vit_large_patch16_siglip_512.v2_webli,avg,whole_plus_crop,512,logreg_bal_c0.003,domain_label,high_sensitivity,0.4499999999999999,0.6717428087986463,0.6957740300253461,0.6459854014598541,220,148,46,177,0.7937219730941704,0.5978260869565217,0.7592001364788458,0.4499999999999999,0.6912280701754386,0.6928930260047281,0.7317073170731707,77,67,21,120,0.851063829787234,0.5347222222222222,0.7552698975571316,0.4499999999999999,0.6535947712418301,0.6667574041811846,0.5181818181818182,143,81,25,57,0.6951219512195121,0.6383928571428571,0.742868031358885,0.4632097187341784,False,False
vit_large_patch16_siglip_512.v2_webli,avg,whole_plus_crop,512,logreg_plain_c0.003,domain_label,high_sensitivity,0.4499999999999999,0.6700507614213198,0.6944153343731722,0.644808743169399,219,149,46,177,0.7937219730941704,0.595108695652174,0.7593829206472996,0.4499999999999999,0.6912280701754386,0.6928930260047281,0.7317073170731707,77,67,21,120,0.851063829787234,0.5347222222222222,0.7554669030732861,0.4499999999999999,0.6503267973856209,0.6645252613240418,0.5158371040723982,142,82,25,57,0.6951219512195121,0.6339285714285714,0.7430858013937283,0.46188648110579367,False,False
