feature_model,global_pool,input_variant,image_size,estimator,weight_mode,objective,all_threshold,all_accuracy,all_balanced_accuracy,all_f1,all_tn,all_fp,all_fn,all_tp,all_sensitivity_high,all_specificity_low,all_auc,old_threshold,old_accuracy,old_balanced_accuracy,old_f1,old_tn,old_fp,old_fn,old_tp,old_sensitivity_high,old_specificity_low,old_auc,third_threshold,third_accuracy,third_balanced_accuracy,third_f1,third_tn,third_fp,third_fn,third_tp,third_sensitivity_high,third_specificity_low,third_auc,selection_score,old_guard_090,old_guard_092
eva02_large_patch14_clip_336.merged2b,token,whole_plus_crop,336,extra_d2,label,balanced_accuracy,0.62,0.6531302876480541,0.6622757847533632,0.6034816247582205,230,138,67,156,0.6995515695067265,0.625,0.6860011698186781,0.62,0.6350877192982456,0.6356382978723405,0.6510067114093959,84,60,44,97,0.6879432624113475,0.5833333333333334,0.6528270291568163,0.62,0.6699346405228758,0.6856489547038327,0.5388127853881278,146,78,23,59,0.7195121951219512,0.6517857142857143,0.7188044425087108,0.3924783670353218,False,False
eva02_large_patch14_clip_336.merged2b,token,whole_plus_crop,336,extra_d2,label,high_sensitivity,0.62,0.6531302876480541,0.6622757847533632,0.6034816247582205,230,138,67,156,0.6995515695067265,0.625,0.6860011698186781,0.62,0.6350877192982456,0.6356382978723405,0.6510067114093959,84,60,44,97,0.6879432624113475,0.5833333333333334,0.6528270291568163,0.62,0.6699346405228758,0.6856489547038327,0.5388127853881278,146,78,23,59,0.7195121951219512,0.6517857142857143,0.7188044425087108,0.3924783670353218,False,False
eva02_large_patch14_clip_336.merged2b,token,whole_plus_crop,336,extra_d2,domain_label_third_up,balanced_accuracy,0.6,0.6294416243654822,0.6485547865080912,0.5966850828729282,210,158,61,162,0.726457399103139,0.5706521739130435,0.6718780464028076,0.6,0.6210526315789474,0.6220449172576832,0.6516129032258065,76,68,40,101,0.7163120567375887,0.5277777777777778,0.6387411347517731,0.6,0.6372549019607843,0.671058362369338,0.5236051502145923,134,90,21,61,0.7439024390243902,0.5982142857142857,0.706935975609756,0.360645122175,False,False
eva02_large_patch14_clip_336.merged2b,token,whole_plus_crop,336,extra_d2,domain_label_third_up,high_sensitivity,0.6,0.6294416243654822,0.6485547865080912,0.5966850828729282,210,158,61,162,0.726457399103139,0.5706521739130435,0.6718780464028076,0.6,0.6210526315789474,0.6220449172576832,0.6516129032258065,76,68,40,101,0.7163120567375887,0.5277777777777778,0.6387411347517731,0.6,0.6372549019607843,0.671058362369338,0.5236051502145923,134,90,21,61,0.7439024390243902,0.5982142857142857,0.706935975609756,0.360645122175,False,False
eva02_large_patch14_clip_336.merged2b,token,whole_plus_crop,336,extra_d3,none,balanced_accuracy,0.49499999999999994,0.626057529610829,0.643187024761162,0.5899814471243042,211,157,64,159,0.7130044843049327,0.5733695652173914,0.6818946188340808,0.49499999999999994,0.624561403508772,0.6254432624113475,0.6514657980456026,78,66,41,100,0.7092198581560284,0.5416666666666666,0.6484929078014184,0.49499999999999994,0.6274509803921569,0.6566310975609756,0.5086206896551724,133,91,23,59,0.7195121951219512,0.59375,0.7171167247386759,0.3595861882806547,False,False
eva02_large_patch14_clip_336.merged2b,token,whole_plus_crop,336,extra_d4,domain_label_third_up,balanced_accuracy,0.59,0.6125211505922166,0.6305505459153831,0.578268876611418,205,163,66,157,0.7040358744394619,0.5570652173913043,0.6650541041138623,0.59,0.6280701754385964,0.6289154846335698,0.6535947712418301,79,65,41,100,0.7092198581560284,0.5486111111111112,0.6422379826635146,0.59,0.5980392156862745,0.6288109756097561,0.4810126582278481,126,98,25,57,0.6951219512195121,0.5625,0.6836890243902439,0.34573194295608056,False,False
eva02_large_patch14_clip_336.merged2b,token,whole_plus_crop,336,extra_d4,domain_label_third_up,high_sensitivity,0.59,0.6125211505922166,0.6305505459153831,0.578268876611418,205,163,66,157,0.7040358744394619,0.5570652173913043,0.6650541041138623,0.59,0.6280701754385964,0.6289154846335698,0.6535947712418301,79,65,41,100,0.7092198581560284,0.5486111111111112,0.6422379826635146,0.59,0.5980392156862745,0.6288109756097561,0.4810126582278481,126,98,25,57,0.6951219512195121,0.5625,0.6836890243902439,0.34573194295608056,False,False
eva02_large_patch14_clip_336.merged2b,token,whole_plus_crop,336,logreg_bal_c0.003,domain_label_third_up,high_sensitivity,0.42499999999999993,0.6074450084602369,0.6432601384285436,0.6027397260273972,183,185,47,176,0.7892376681614349,0.49728260869565216,0.6853797036459349,0.42499999999999993,0.6175438596491228,0.6196808510638298,0.6803519061583577,60,84,25,116,0.8226950354609929,0.4166666666666667,0.6549940898345155,0.42499999999999993,0.5980392156862745,0.6404072299651569,0.49382716049382713,123,101,22,60,0.7317073170731707,0.5491071428571429,0.6882077526132405,0.33868689902489835,False,False
eva02_large_patch14_clip_336.merged2b,token,whole_plus_crop,336,logreg_plain_c0.003,domain_label_third_up,high_sensitivity,0.41999999999999993,0.6057529610829103,0.6427848995905634,0.6030664395229983,181,187,46,177,0.7937219730941704,0.49184782608695654,0.685428446090856,0.41999999999999993,0.6105263157894737,0.6127364066193853,0.6763848396501457,58,86,25,116,0.8226950354609929,0.4027777777777778,0.6553881008668243,0.41999999999999993,0.6013071895424836,0.6465047909407666,0.5,123,101,21,61,0.7439024390243902,0.5491071428571429,0.6873911149825783,0.3306653761239108,False,False
eva02_large_patch14_clip_336.merged2b,token,whole_plus_crop,336,extra_d3,label,high_sensitivity,0.615,0.6192893401015228,0.6342184148956912,0.5794392523364486,211,157,68,155,0.695067264573991,0.5733695652173914,0.6704035874439461,0.615,0.6210526315789474,0.6218971631205674,0.6470588235294118,78,66,42,99,0.7021276595744681,0.5416666666666666,0.6455870764381403,0.615,0.6176470588235294,0.6383384146341464,0.4890829694323144,133,91,26,56,0.6829268292682927,0.59375,0.6933253484320557,0.3297900722541497,False,False
