split,level,aggregation,auc,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp
test_oof,case,mean,0.7329767011113277,0.6565143824027073,0.6658766328719048,0.7040358744394619,0.6277173913043478,0.5340136054421769,0.6073500967117988,231,137,66,157
test_oof:batch1,case,mean,0.8002923976608187,0.7350427350427351,0.7381578947368421,0.8596491228070176,0.6166666666666667,0.6805555555555556,0.7596899224806202,37,23,8,49
test_oof:batch2,case,mean,0.6539115646258503,0.5952380952380952,0.5952380952380952,0.6904761904761905,0.5,0.58,0.6304347826086957,42,42,26,58
test_oof:third_batch_adapt72_highfocus,case,mean,0.6704545454545455,0.5694444444444444,0.5503246753246753,0.6363636363636364,0.4642857142857143,0.6511627906976745,0.6436781609195402,13,15,16,28
test_oof:third_batch_holdout,case,mean,0.6902524167561761,0.688034188034188,0.6440655209452202,0.5789473684210527,0.7091836734693877,0.27848101265822783,0.37606837606837606,139,57,16,22
test_oof:old,case,mean,0.7124211977935383,0.6526315789473685,0.6537381796690307,0.7588652482269503,0.5486111111111112,0.622093023255814,0.6837060702875399,79,65,34,107
test_oof:third,case,mean,0.724520905923345,0.6601307189542484,0.644163763066202,0.6097560975609756,0.6785714285714286,0.4098360655737705,0.49019607843137253,152,72,32,50
