align,pca_components,pca_explained,model,weighting,pseudo,threshold_objective,old_cv_threshold,old_cv_threshold_score,old_accuracy,old_balanced_accuracy,old_f1,old_tn,old_fp,old_fn,old_tp,old_auc,all_accuracy,all_balanced_accuracy,all_f1,all_tn,all_fp,all_fn,all_tp,all_auc,strict_accuracy,strict_balanced_accuracy,strict_f1,strict_tn,strict_fp,strict_fn,strict_tp,strict_auc
coral,200,0.9631368517875671,logreg_c1,none,none,balanced_accuracy,0.5299999999999999,0.6071956264775413,0.6070175438596491,0.6071956264775413,0.6111111111111112,85,59,53,88,0.6304176516942475,0.5462962962962963,0.5495291245204046,0.5242718446601942,32,29,20,27,0.5535402860132542,0.5523809523809524,0.5544754218635364,0.5346534653465347,31,27,20,27,0.5616287600880411
coral,200,0.9631433486938477,logreg_c001,none,p85,balanced_accuracy,0.5199999999999999,0.6275856973995272,0.6280701754385964,0.6275856973995272,0.6074074074074074,97,47,59,82,0.6603132387706856,0.5555555555555556,0.5577258458318801,0.5294117647058824,33,28,20,27,0.5207534007673527,0.5523809523809524,0.5544754218635364,0.5346534653465347,31,27,20,27,0.520542920029347
coral,200,0.9632009267807007,extra_d5,none,none,balanced_accuracy,0.48999999999999994,0.5308067375886525,0.5298245614035088,0.5308067375886525,0.567741935483871,63,81,53,88,0.5171394799054374,0.5370370370370371,0.5510987094523893,0.5535714285714286,27,34,16,31,0.545866759679107,0.5428571428571428,0.5539251650770359,0.5636363636363636,26,32,16,31,0.545487894350697
coral,64,0.7726930975914001,logreg_c001,maxsim,none,balanced_accuracy,0.5599999999999999,0.6331264775413712,0.6350877192982456,0.6331264775413712,0.5478260869565217,118,26,78,63,0.6420902285263987,0.5833333333333334,0.5603418207185211,0.4444444444444444,45,16,29,18,0.5807464248343216,0.5714285714285714,0.553558327219369,0.4444444444444444,42,16,29,18,0.5774027879677183
coral,32,0.635729968547821,logreg_c01,none,none,balanced_accuracy,0.5599999999999999,0.7007978723404256,0.7017543859649122,0.7007978723404256,0.669260700389105,114,30,55,86,0.7277383766745468,0.5740740740740741,0.5619114056505057,0.4888888888888889,40,21,25,22,0.5880711545169166,0.5619047619047619,0.5530080704328687,0.4888888888888889,37,21,25,22,0.5825385179750551
coral,32,0.6359090805053711,extra_d5,maxsim,none,balanced_accuracy,0.5099999999999999,0.626846926713948,0.6280701754385964,0.626846926713948,0.576,107,37,69,72,0.6264775413711584,0.5740740740740741,0.5619114056505057,0.4888888888888889,40,21,25,22,0.5880711545169166,0.5619047619047619,0.5530080704328687,0.4888888888888889,37,21,25,22,0.5807043286867205
coral,32,0.6358503699302673,logreg_c01,none,p80,balanced_accuracy,0.57,0.6829934988179669,0.6842105263157895,0.6829934988179669,0.64,115,29,61,80,0.7152285263987392,0.5740740740740741,0.5619114056505057,0.4888888888888889,40,21,25,22,0.5880711545169166,0.5619047619047619,0.5530080704328687,0.4888888888888889,37,21,25,22,0.582538517975055
coral,200,0.9631732702255249,extra_d5,none,p80,balanced_accuracy,0.5399999999999999,0.5684101654846336,0.5719298245614035,0.5684101654846336,0.35106382978723405,130,14,108,33,0.5456560283687943,0.5925925925925926,0.5465643529822114,0.2903225806451613,55,6,38,9,0.5252877572375305,0.5904761904761905,0.5526412325752018,0.29508196721311475,53,5,38,9,0.5271460014673515
mean,32,0.6356843113899231,logreg_c01,none,none,balanced_accuracy,0.49999999999999994,0.6845449172576832,0.6842105263157895,0.6845449172576832,0.6917808219178082,94,50,40,101,0.7317769897557131,0.5555555555555556,0.5552842692710149,0.52,34,27,21,26,0.5800488315312173,0.5523809523809524,0.5524578136463683,0.5252525252525253,32,26,21,26,0.5707997065297139
none,64,0.7724776268005371,extra_d5,none,p85,balanced_accuracy,0.49999999999999994,0.648936170212766,0.6491228070175439,0.648936170212766,0.6402877697841727,96,48,52,89,0.7144897557131601,0.5925925925925926,0.5563306592256715,0.37142857142857144,51,10,34,13,0.5326124869201256,0.580952380952381,0.5520909757887014,0.37142857142857144,48,10,34,13,0.5297138664710198
