feature_set,model,weight_mode,objective,all_threshold,all_accuracy,all_balanced_accuracy,all_f1,all_tn,all_fp,all_fn,all_tp,all_sensitivity_high,all_specificity_low,all_auc,old_threshold,old_accuracy,old_balanced_accuracy,old_f1,old_tn,old_fp,old_fn,old_tp,old_sensitivity_high,old_specificity_low,old_auc,third_threshold,third_accuracy,third_balanced_accuracy,third_f1,third_tn,third_fp,third_fn,third_tp,third_sensitivity_high,third_specificity_low,third_auc,adapt_threshold,adapt_accuracy,adapt_balanced_accuracy,adapt_f1,adapt_tn,adapt_fp,adapt_fn,adapt_tp,adapt_sensitivity_high,adapt_specificity_low,adapt_auc,holdout_threshold,holdout_accuracy,holdout_balanced_accuracy,holdout_f1,holdout_tn,holdout_fp,holdout_fn,holdout_tp,holdout_sensitivity_high,holdout_specificity_low,holdout_auc,old_guard_092,old_guard_090,selection_score
prob_only,logreg_bal_c0.01,none,old_third_balanced,0.4549999999999999,0.8426395939086294,0.8436037726652369,0.802547770700637,309,59,34,189,0.8475336322869955,0.8396739130434783,0.8975799376096705,0.4549999999999999,0.9192982456140351,0.9194001182033097,0.9192982456140351,131,13,10,131,0.9290780141843972,0.9097222222222222,0.9509948778565799,0.4549999999999999,0.7712418300653595,0.7509799651567943,0.6236559139784946,178,46,24,58,0.7073170731707317,0.7946428571428571,0.7970927700348431,0.4549999999999999,0.6527777777777778,0.5925324675324676,0.7524752475247525,9,19,6,38,0.8636363636363636,0.32142857142857145,0.7102272727272727,0.4549999999999999,0.8076923076923077,0.694280343716434,0.47058823529411764,169,27,18,20,0.5263157894736842,0.8622448979591837,0.7017991407089151,False,True,0.8379457877844277
prob_only,logreg_bal_c0.01,none,accuracy,0.625,0.8629441624365483,0.8395886137648665,0.8038740920096852,344,24,57,166,0.7443946188340808,0.9347826086956522,0.8975799376096705,0.625,0.9052631578947369,0.9049940898345155,0.9018181818181819,134,10,17,124,0.8794326241134752,0.9305555555555556,0.9509948778565799,0.625,0.8235294117647058,0.7248475609756098,0.6086956521739131,210,14,40,42,0.5121951219512195,0.9375,0.7970927700348431,0.625,0.6527777777777778,0.663961038961039,0.6835443037974683,20,8,17,27,0.6136363636363636,0.7142857142857143,0.7102272727272727,0.625,0.8760683760683761,0.682062298603652,0.5084745762711864,190,6,23,15,0.39473684210526316,0.9693877551020408,0.7017991407089151,False,True,0.7869508001149277
prob_only,logreg_bal_c0.01,none,high_sensitivity,0.4549999999999999,0.8426395939086294,0.8436037726652369,0.802547770700637,309,59,34,189,0.8475336322869955,0.8396739130434783,0.8975799376096705,0.4549999999999999,0.9192982456140351,0.9194001182033097,0.9192982456140351,131,13,10,131,0.9290780141843972,0.9097222222222222,0.9509948778565799,0.4549999999999999,0.7712418300653595,0.7509799651567943,0.6236559139784946,178,46,24,58,0.7073170731707317,0.7946428571428571,0.7970927700348431,0.4549999999999999,0.6527777777777778,0.5925324675324676,0.7524752475247525,9,19,6,38,0.8636363636363636,0.32142857142857145,0.7102272727272727,0.4549999999999999,0.8076923076923077,0.694280343716434,0.47058823529411764,169,27,18,20,0.5263157894736842,0.8622448979591837,0.7017991407089151,False,True,0.8379457877844277
prob_only,logreg_bal_c0.01,label,old_third_balanced,0.4549999999999999,0.8426395939086294,0.8436037726652369,0.802547770700637,309,59,34,189,0.8475336322869955,0.8396739130434783,0.8975799376096705,0.4549999999999999,0.9192982456140351,0.9194001182033097,0.9192982456140351,131,13,10,131,0.9290780141843972,0.9097222222222222,0.9509948778565799,0.4549999999999999,0.7712418300653595,0.7509799651567943,0.6236559139784946,178,46,24,58,0.7073170731707317,0.7946428571428571,0.7970927700348431,0.4549999999999999,0.6527777777777778,0.5925324675324676,0.7524752475247525,9,19,6,38,0.8636363636363636,0.32142857142857145,0.7102272727272727,0.4549999999999999,0.8076923076923077,0.694280343716434,0.47058823529411764,169,27,18,20,0.5263157894736842,0.8622448979591837,0.7017991407089151,False,True,0.8379457877844277
prob_only,logreg_bal_c0.01,label,accuracy,0.625,0.8629441624365483,0.8395886137648665,0.8038740920096852,344,24,57,166,0.7443946188340808,0.9347826086956522,0.8975799376096705,0.625,0.9052631578947369,0.9049940898345155,0.9018181818181819,134,10,17,124,0.8794326241134752,0.9305555555555556,0.9509948778565799,0.625,0.8235294117647058,0.7248475609756098,0.6086956521739131,210,14,40,42,0.5121951219512195,0.9375,0.7970927700348431,0.625,0.6527777777777778,0.663961038961039,0.6835443037974683,20,8,17,27,0.6136363636363636,0.7142857142857143,0.7102272727272727,0.625,0.8760683760683761,0.682062298603652,0.5084745762711864,190,6,23,15,0.39473684210526316,0.9693877551020408,0.7017991407089151,False,True,0.7869508001149277
prob_only,logreg_bal_c0.01,label,high_sensitivity,0.4549999999999999,0.8426395939086294,0.8436037726652369,0.802547770700637,309,59,34,189,0.8475336322869955,0.8396739130434783,0.8975799376096705,0.4549999999999999,0.9192982456140351,0.9194001182033097,0.9192982456140351,131,13,10,131,0.9290780141843972,0.9097222222222222,0.9509948778565799,0.4549999999999999,0.7712418300653595,0.7509799651567943,0.6236559139784946,178,46,24,58,0.7073170731707317,0.7946428571428571,0.7970927700348431,0.4549999999999999,0.6527777777777778,0.5925324675324676,0.7524752475247525,9,19,6,38,0.8636363636363636,0.32142857142857145,0.7102272727272727,0.4549999999999999,0.8076923076923077,0.694280343716434,0.47058823529411764,169,27,18,20,0.5263157894736842,0.8622448979591837,0.7017991407089151,False,True,0.8379457877844277
prob_only,logreg_bal_c0.01,domain_label,old_third_balanced,0.4099999999999999,0.8375634517766497,0.8448284265938779,0.8024691358024691,300,68,28,195,0.874439461883408,0.8152173913043478,0.8979211347241177,0.4099999999999999,0.9052631578947369,0.9055851063829787,0.9072164948453608,126,18,9,132,0.9361702127659575,0.875,0.9506993695823484,0.4099999999999999,0.7745098039215687,0.7725391986062717,0.6461538461538462,174,50,19,63,0.7682926829268293,0.7767857142857143,0.7969294425087108,0.4099999999999999,0.6666666666666666,0.5909090909090908,0.7735849056603774,7,21,3,41,0.9318181818181818,0.25,0.7094155844155844,0.4099999999999999,0.8076923076923077,0.7154940923737916,0.4943820224719101,167,29,16,22,0.5789473684210527,0.8520408163265306,0.7020676691729323,False,True,0.7969123065130239
prob_only,logreg_bal_c0.01,domain_label,accuracy,0.625,0.8629441624365483,0.8395886137648665,0.8038740920096852,344,24,57,166,0.7443946188340808,0.9347826086956522,0.8979211347241177,0.625,0.9052631578947369,0.9049940898345155,0.9018181818181819,134,10,17,124,0.8794326241134752,0.9305555555555556,0.9506993695823484,0.625,0.8235294117647058,0.7248475609756098,0.6086956521739131,210,14,40,42,0.5121951219512195,0.9375,0.7969294425087108,0.625,0.6527777777777778,0.663961038961039,0.6835443037974683,20,8,17,27,0.6136363636363636,0.7142857142857143,0.7094155844155844,0.625,0.8760683760683761,0.682062298603652,0.5084745762711864,190,6,23,15,0.39473684210526316,0.9693877551020408,0.7020676691729323,False,True,0.7869508001149277
prob_only,logreg_bal_c0.01,domain_label,high_sensitivity,0.4099999999999999,0.8375634517766497,0.8448284265938779,0.8024691358024691,300,68,28,195,0.874439461883408,0.8152173913043478,0.8979211347241177,0.4099999999999999,0.9052631578947369,0.9055851063829787,0.9072164948453608,126,18,9,132,0.9361702127659575,0.875,0.9506993695823484,0.4099999999999999,0.7745098039215687,0.7725391986062717,0.6461538461538462,174,50,19,63,0.7682926829268293,0.7767857142857143,0.7969294425087108,0.4099999999999999,0.6666666666666666,0.5909090909090908,0.7735849056603774,7,21,3,41,0.9318181818181818,0.25,0.7094155844155844,0.4099999999999999,0.8076923076923077,0.7154940923737916,0.4943820224719101,167,29,16,22,0.5789473684210527,0.8520408163265306,0.7020676691729323,False,True,0.7969123065130239
prob_only,logreg_bal_c0.01,domain_label_third_up,old_third_balanced,0.4599999999999999,0.8460236886632826,0.8472046207837785,0.8067940552016986,310,58,33,190,0.852017937219731,0.842391304347826,0.8971899980503022,0.4599999999999999,0.9122807017543859,0.9123817966903074,0.9122807017543859,130,14,11,130,0.9219858156028369,0.9027777777777778,0.9493695823483058,0.4599999999999999,0.7843137254901961,0.7676393728222997,0.6451612903225806,180,44,22,60,0.7317073170731707,0.8035714285714286,0.8000871080139373,0.4599999999999999,0.6666666666666666,0.5974025974025974,0.7692307692307693,8,20,4,40,0.9090909090909091,0.2857142857142857,0.7191558441558441,0.4599999999999999,0.8205128205128205,0.7019334049409237,0.4878048780487805,172,24,18,20,0.5263157894736842,0.8775510204081632,0.6960257787325457,False,True,0.8209377453218196
prob_only,logreg_bal_c0.01,domain_label_third_up,accuracy,0.6549999999999999,0.8646362098138748,0.8391803957886528,0.803921568627451,347,21,59,164,0.7354260089686099,0.9429347826086957,0.8971899980503022,0.6549999999999999,0.9052631578947369,0.9049940898345155,0.9018181818181819,134,10,17,124,0.8794326241134752,0.9305555555555556,0.9493695823483058,0.6549999999999999,0.826797385620915,0.7193488675958188,0.6015037593984962,213,11,42,40,0.4878048780487805,0.9508928571428571,0.8000871080139373,0.6549999999999999,0.6527777777777778,0.663961038961039,0.6835443037974683,20,8,17,27,0.6136363636363636,0.7142857142857143,0.7191558441558441,0.6549999999999999,0.8803418803418803,0.6633995703544576,0.48148148148148145,193,3,25,13,0.34210526315789475,0.9846938775510204,0.6960257787325457,False,True,0.78557144044423
prob_only,logreg_bal_c0.01,domain_label_third_up,high_sensitivity,0.4599999999999999,0.8460236886632826,0.8472046207837785,0.8067940552016986,310,58,33,190,0.852017937219731,0.842391304347826,0.8971899980503022,0.4599999999999999,0.9122807017543859,0.9123817966903074,0.9122807017543859,130,14,11,130,0.9219858156028369,0.9027777777777778,0.9493695823483058,0.4599999999999999,0.7843137254901961,0.7676393728222997,0.6451612903225806,180,44,22,60,0.7317073170731707,0.8035714285714286,0.8000871080139373,0.4599999999999999,0.6666666666666666,0.5974025974025974,0.7692307692307693,8,20,4,40,0.9090909090909091,0.2857142857142857,0.7191558441558441,0.4599999999999999,0.8205128205128205,0.7019334049409237,0.4878048780487805,172,24,18,20,0.5263157894736842,0.8775510204081632,0.6960257787325457,False,True,0.8209377453218196
prob_only,logreg_plain_c0.01,none,old_third_balanced,0.4149999999999999,0.8443316412859561,0.8423120978748293,0.8017241379310345,313,55,37,186,0.8340807174887892,0.8505434782608695,0.8980551764476505,0.4149999999999999,0.9157894736842105,0.9159278959810875,0.916083916083916,130,14,10,131,0.9290780141843972,0.9027777777777778,0.9511918833727345,0.4149999999999999,0.7777777777777778,0.7438479965156795,0.6179775280898876,183,41,27,55,0.6707317073170732,0.8169642857142857,0.7987804878048781,0.4149999999999999,0.6388888888888888,0.5941558441558441,0.7291666666666666,11,17,9,35,0.7954545454545454,0.39285714285714285,0.7102272727272727,0.4149999999999999,0.8205128205128205,0.7019334049409237,0.4878048780487805,172,24,18,20,0.5263157894736842,0.8775510204081632,0.7042158968850699,False,True,0.8242535035857677
prob_only,logreg_plain_c0.01,none,accuracy,0.5599999999999999,0.8646362098138748,0.8418307662312342,0.8067632850241546,344,24,56,167,0.7488789237668162,0.9347826086956522,0.8980551764476505,0.5599999999999999,0.9087719298245615,0.9085401891252955,0.9057971014492754,134,10,16,125,0.8865248226950354,0.9305555555555556,0.9511918833727345,0.5599999999999999,0.8235294117647058,0.7248475609756098,0.6086956521739131,210,14,40,42,0.5121951219512195,0.9375,0.7987804878048781,0.5599999999999999,0.6527777777777778,0.663961038961039,0.6835443037974683,20,8,17,27,0.6136363636363636,0.7142857142857143,0.7102272727272727,0.5599999999999999,0.8760683760683761,0.682062298603652,0.5084745762711864,190,6,23,15,0.39473684210526316,0.9693877551020408,0.7042158968850699,False,True,0.7993360184799891
prob_only,logreg_plain_c0.01,none,high_sensitivity,0.4149999999999999,0.8443316412859561,0.8423120978748293,0.8017241379310345,313,55,37,186,0.8340807174887892,0.8505434782608695,0.8980551764476505,0.4149999999999999,0.9157894736842105,0.9159278959810875,0.916083916083916,130,14,10,131,0.9290780141843972,0.9027777777777778,0.9511918833727345,0.4149999999999999,0.7777777777777778,0.7438479965156795,0.6179775280898876,183,41,27,55,0.6707317073170732,0.8169642857142857,0.7987804878048781,0.4149999999999999,0.6388888888888888,0.5941558441558441,0.7291666666666666,11,17,9,35,0.7954545454545454,0.39285714285714285,0.7102272727272727,0.4149999999999999,0.8205128205128205,0.7019334049409237,0.4878048780487805,172,24,18,20,0.5263157894736842,0.8775510204081632,0.7042158968850699,False,True,0.8242535035857677
prob_only,logreg_plain_c0.01,label,old_third_balanced,0.4549999999999999,0.8426395939086294,0.8436037726652369,0.802547770700637,309,59,34,189,0.8475336322869955,0.8396739130434783,0.8975799376096705,0.4549999999999999,0.9192982456140351,0.9194001182033097,0.9192982456140351,131,13,10,131,0.9290780141843972,0.9097222222222222,0.9509948778565799,0.4549999999999999,0.7712418300653595,0.7509799651567943,0.6236559139784946,178,46,24,58,0.7073170731707317,0.7946428571428571,0.7970927700348431,0.4549999999999999,0.6527777777777778,0.5925324675324676,0.7524752475247525,9,19,6,38,0.8636363636363636,0.32142857142857145,0.7102272727272727,0.4549999999999999,0.8076923076923077,0.694280343716434,0.47058823529411764,169,27,18,20,0.5263157894736842,0.8622448979591837,0.7017991407089151,False,True,0.8379457877844277
