fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,7,0.709645390070922,0.8055555555555556,0.7154471544715447,0.7291666666666666
2,5,0.684031007751938,0.6882269503546099,0.6311475409836066,0.6007092198581561
3,6,0.7166294998407136,0.765891472868217,0.7033898305084746,0.6922480620155038
4,6,0.7261904761904763,0.696718700223001,0.5948275862068966,0.6255176807900605
5,10,0.73875,0.7547619047619049,0.7142857142857143,0.7047619047619047
