split,level,aggregation,auc,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp
test_oof,case,tta_mean,0.7812195359719244,0.727580372250423,0.723825307077403,0.7085201793721974,0.7391304347826086,0.6220472440944882,0.6624737945492662,272,96,65,158
