accuracy,balanced_accuracy,auc,f1,sensitivity,specificity,tn,fp,fn,tp,model,feature_set
0.8315789473684211,0.8313386524822695,0.8278171788810087,0.8260869565217391,0.8085106382978723,0.8541666666666666,123,21,27,114,extra_d3_l8,candidates_only
