fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,6,0.6631205673758864,0.821388888888889,0.7398373983739838,0.7379166666666667
2,2,0.6972093023255814,0.6873758865248226,0.6885245901639344,0.6712056737588652
3,2,0.6948072634597006,0.7072868217054264,0.6779661016949152,0.6325581395348837
4,9,0.6833333333333333,0.7789104810449188,0.7413793103448276,0.7276202612296909
5,4,0.7691666666666667,0.7397959183673469,0.6785714285714286,0.6619047619047619
