hard_detector,corrector,recall_target,corrector_scope,hard_auc,pass_n,pass_frac,hardlike_n,hardlike_frac,pass_accuracy,pass_hard_contamination,hard_recall_in_hardlike,hard_precision_in_hardlike,base_accuracy,base_balanced_accuracy,final_accuracy,final_balanced_accuracy,final_specificity_low,final_sensitivity_high,final_tn,final_fp,final_fn,final_tp,hardcore_base_accuracy,hardcore_final_accuracy,hardlike_base_accuracy,hardlike_final_accuracy,rescued_total,hurt_total,rescued_hardcore,hurt_hardcore
hard_extra,corr_logreg,0.8,pred_hardlike_train,0.6319580419580421,77,0.27017543859649124,208,0.7298245614035088,0.8441558441558441,0.15584415584415584,0.8153846153846154,0.2548076923076923,0.7684210526315789,0.7684692671394799,0.7017543859649122,0.7024970449172576,0.6319444444444444,0.7730496453900709,91,53,32,109,0.27692307692307694,0.4,0.7403846153846154,0.6490384615384616,16,35,11,3
hard_extra,corr_extra,0.7,true_hardcore_train,0.6319580419580421,117,0.4105263157894737,168,0.5894736842105263,0.8461538461538461,0.15384615384615385,0.7230769230769231,0.27976190476190477,0.7684210526315789,0.7684692671394799,0.5719298245614035,0.5721778959810875,0.5486111111111112,0.5957446808510638,79,65,57,84,0.27692307692307694,0.7230769230769231,0.7142857142857143,0.38095238095238093,39,95,29,0
hard_extra,corr_logreg,0.7,true_hardcore_train,0.6319580419580421,117,0.4105263157894737,168,0.5894736842105263,0.8461538461538461,0.15384615384615385,0.7230769230769231,0.27976190476190477,0.7684210526315789,0.7684692671394799,0.5719298245614035,0.5720301418439716,0.5625,0.5815602836879432,81,63,59,82,0.27692307692307694,0.7076923076923077,0.7142857142857143,0.38095238095238093,38,94,29,1
hard_rf,corr_extra,0.7,true_hardcore_train,0.6334965034965034,106,0.3719298245614035,179,0.6280701754385964,0.8679245283018868,0.12264150943396226,0.8,0.2905027932960894,0.7684210526315789,0.7684692671394799,0.5614035087719298,0.5615395981087471,0.5486111111111112,0.574468085106383,79,65,60,81,0.27692307692307694,0.8153846153846154,0.7094972067039106,0.37988826815642457,44,103,35,0
hard_rf,corr_logreg,0.7,true_hardcore_train,0.6334965034965034,106,0.3719298245614035,179,0.6280701754385964,0.8679245283018868,0.12264150943396226,0.8,0.2905027932960894,0.7684210526315789,0.7684692671394799,0.5614035087719298,0.5613918439716312,0.5625,0.5602836879432624,81,63,62,79,0.27692307692307694,0.8,0.7094972067039106,0.37988826815642457,43,102,35,1
hard_rf,corr_extra,0.8,true_hardcore_train,0.6334965034965034,85,0.2982456140350877,200,0.7017543859649122,0.8823529411764706,0.11764705882352941,0.8461538461538461,0.275,0.7684210526315789,0.7684692671394799,0.5157894736842106,0.5160313238770686,0.4930555555555556,0.5390070921985816,71,73,65,76,0.27692307692307694,0.8615384615384616,0.72,0.36,48,120,38,0
hard_rf,corr_logreg,0.8,true_hardcore_train,0.6334965034965034,85,0.2982456140350877,200,0.7017543859649122,0.8823529411764706,0.11764705882352941,0.8461538461538461,0.275,0.7684210526315789,0.7684692671394799,0.5157894736842106,0.5158835697399526,0.5069444444444444,0.524822695035461,73,71,67,74,0.27692307692307694,0.8461538461538461,0.72,0.36,47,119,38,1
hard_rf,corr_extra,0.9,true_hardcore_train,0.6334965034965034,65,0.22807017543859648,220,0.7719298245614035,0.9230769230769231,0.09230769230769231,0.9076923076923077,0.2681818181818182,0.7684210526315789,0.7684692671394799,0.47719298245614034,0.4775413711583924,0.4444444444444444,0.5106382978723404,64,80,69,72,0.27692307692307694,0.9230769230769231,0.7227272727272728,0.34545454545454546,52,135,42,0
hard_rf,corr_logreg,0.9,true_hardcore_train,0.6334965034965034,65,0.22807017543859648,220,0.7719298245614035,0.9230769230769231,0.09230769230769231,0.9076923076923077,0.2681818181818182,0.7684210526315789,0.7684692671394799,0.47719298245614034,0.4773936170212766,0.4583333333333333,0.49645390070921985,66,78,71,70,0.27692307692307694,0.9076923076923077,0.7227272727272728,0.34545454545454546,51,134,42,1
hard_extra,corr_extra,0.8,true_hardcore_train,0.6319580419580421,77,0.27017543859649124,208,0.7298245614035088,0.8441558441558441,0.15584415584415584,0.8153846153846154,0.2548076923076923,0.7684210526315789,0.7684692671394799,0.47368421052631576,0.4746601654846336,0.3819444444444444,0.5673758865248227,55,89,61,80,0.27692307692307694,0.8153846153846154,0.7403846153846154,0.33653846153846156,45,129,35,0
hard_extra,corr_logreg,0.8,true_hardcore_train,0.6319580419580421,77,0.27017543859649124,208,0.7298245614035088,0.8441558441558441,0.15584415584415584,0.8153846153846154,0.2548076923076923,0.7684210526315789,0.7684692671394799,0.47368421052631576,0.47451241134751776,0.3958333333333333,0.5531914893617021,57,87,63,78,0.27692307692307694,0.8,0.7403846153846154,0.33653846153846156,44,128,35,1
hard_logreg,corr_extra,0.7,true_hardcore_train,0.5682517482517482,93,0.3263157894736842,192,0.6736842105263158,0.7956989247311828,0.1827956989247312,0.7384615384615385,0.25,0.7684210526315789,0.7684692671394799,0.47368421052631576,0.47399527186761226,0.4444444444444444,0.5035460992907801,64,80,70,71,0.27692307692307694,0.7538461538461538,0.7552083333333334,0.3177083333333333,38,122,31,0
hard_logreg,corr_logreg,0.7,true_hardcore_train,0.5682517482517482,93,0.3263157894736842,192,0.6736842105263158,0.7956989247311828,0.1827956989247312,0.7384615384615385,0.25,0.7684210526315789,0.7684692671394799,0.47368421052631576,0.4739213947990544,0.4513888888888889,0.49645390070921985,65,79,71,70,0.27692307692307694,0.7384615384615385,0.7552083333333334,0.3177083333333333,38,122,31,1
hard_logreg,corr_logreg,0.8,true_hardcore_train,0.5682517482517482,66,0.23157894736842105,219,0.7684210526315789,0.803030303030303,0.16666666666666666,0.8307692307692308,0.2465753424657534,0.7684210526315789,0.7684692671394799,0.4280701754385965,0.4284131205673759,0.3958333333333333,0.46099290780141844,57,87,76,65,0.27692307692307694,0.8307692307692308,0.7579908675799086,0.3150684931506849,44,141,37,1
