n,accuracy,balanced_accuracy,f1,auc,tn,fp,fn,tp,high_recall,low_specificity,run
162,0.6851851851851852,0.6847211611917494,0.6982248520710059,0.7242169595110772,52,25,26,59,0.6941176470588235,0.6753246753246753,149_qkvb_stylelight_tta4
162,0.6851851851851852,0.6822765469824293,0.711864406779661,0.7219251336898396,48,29,22,63,0.7411764705882353,0.6233766233766234,105_qkvb_tta4
162,0.6851851851851852,0.6816653934300994,0.7150837988826816,0.7291061879297174,47,30,21,64,0.7529411764705882,0.6103896103896104,126_qkvb_headonly_tta4
162,0.5925925925925926,0.586096256684492,0.648936170212766,0.6768525592055005,35,42,24,61,0.7176470588235294,0.45454545454545453,140_convnext_tta4
