gate_score,gate_target_accept_acc,gate_selection_mode,feature_set,model,train_scope,accept_n,accept_frac,review_n,review_frac,base_accuracy,base_balanced_accuracy,final_accuracy,final_balanced_accuracy,final_specificity_low,final_sensitivity_high,final_tn,final_fp,final_fn,final_tp,accept_accuracy,review_base_accuracy,review_final_accuracy,review_final_sensitivity_high,review_final_specificity_low,rescued_total,hurt_total,rescued_fn,hardcore_final_accuracy,hardcore_rescued,hardcore_hurt
all_range,0.9,raw,raw_plus_review,rf,review_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7542109929078014,0.7708333333333334,0.7375886524822695,111,33,37,104,0.8095238095238095,0.7651515151515151,0.75,0.7421875,0.7573529411764706,2,6,0,0.24615384615384617,2,4
upper_low_conf,0.9,raw,raw_outputs,gb,all_train,100,0.3508771929824561,185,0.6491228070175439,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7541371158392436,0.7777777777777778,0.7304964539007093,112,32,38,103,0.89,0.7027027027027027,0.6810810810810811,0.6559139784946236,0.7065217391304348,7,11,1,0.23076923076923078,2,5
all_range,0.9,raw,raw_outputs,gb,all_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7541371158392436,0.7777777777777778,0.7304964539007093,112,32,38,103,0.8095238095238095,0.7651515151515151,0.75,0.734375,0.7647058823529411,7,11,1,0.23076923076923078,2,5
hybrid_max_allrange_fn,0.9,raw,raw_outputs,gb,all_train,13,0.0456140350877193,272,0.9543859649122807,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7541371158392436,0.7777777777777778,0.7304964539007093,112,32,38,103,0.8461538461538461,0.7647058823529411,0.75,0.7076923076923077,0.7887323943661971,7,11,1,0.23076923076923078,2,5
hybrid_mean_all_std_abs_fn,0.9,raw,raw_outputs,gb,all_train,34,0.11929824561403508,251,0.8807017543859649,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7541371158392436,0.7777777777777778,0.7304964539007093,112,32,38,103,0.8823529411764706,0.7529880478087649,0.7370517928286853,0.6923076923076923,0.7761194029850746,7,11,1,0.23076923076923078,2,5
hybrid_overall_then_fn,0.9,raw,raw_outputs,gb,all_train,30,0.10526315789473684,255,0.8947368421052632,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7541371158392436,0.7777777777777778,0.7304964539007093,112,32,38,103,0.8666666666666667,0.7568627450980392,0.7411764705882353,0.6942148760330579,0.7835820895522388,7,11,1,0.23076923076923078,2,5
upper_low_conf,0.95,raw,raw_outputs,gb,all_train,58,0.20350877192982456,227,0.7964912280701755,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7541371158392436,0.7777777777777778,0.7304964539007093,112,32,38,103,0.9137931034482759,0.7312775330396476,0.7136563876651982,0.6964285714285714,0.7304347826086957,7,11,1,0.23076923076923078,2,5
all_range,0.95,raw,raw_outputs,gb,all_train,4,0.014035087719298246,281,0.9859649122807017,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7541371158392436,0.7777777777777778,0.7304964539007093,112,32,38,103,0.5,0.7722419928825622,0.7580071174377224,0.7391304347826086,0.7762237762237763,7,11,1,0.23076923076923078,2,5
hybrid_max_allrange_fn,0.95,raw,raw_outputs,gb,all_train,0,0.0,285,1.0,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7541371158392436,0.7777777777777778,0.7304964539007093,112,32,38,103,,0.7684210526315789,0.7543859649122807,0.7304964539007093,0.7777777777777778,7,11,1,0.23076923076923078,2,5
hybrid_mean_all_std_abs_fn,0.95,raw,raw_outputs,gb,all_train,20,0.07017543859649122,265,0.9298245614035088,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7541371158392436,0.7777777777777778,0.7304964539007093,112,32,38,103,0.9,0.7584905660377359,0.7433962264150943,0.696,0.7857142857142857,7,11,1,0.23076923076923078,2,5
hybrid_overall_then_fn,0.95,raw,raw_outputs,gb,all_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7541371158392436,0.7777777777777778,0.7304964539007093,112,32,38,103,0.9047619047619048,0.7575757575757576,0.7424242424242424,0.6935483870967742,0.7857142857142857,7,11,1,0.23076923076923078,2,5
hybrid_max_allrange_fn,0.95,raw,raw_outputs,gb,review_train,0,0.0,285,1.0,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7541371158392436,0.7777777777777778,0.7304964539007093,112,32,38,103,,0.7684210526315789,0.7543859649122807,0.7304964539007093,0.7777777777777778,7,11,1,0.23076923076923078,2,5
hybrid_overall_then_fn,0.95,raw,raw_outputs,gb,review_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7541371158392436,0.7777777777777778,0.7304964539007093,112,32,38,103,0.9047619047619048,0.7575757575757576,0.7424242424242424,0.6935483870967742,0.7857142857142857,8,12,1,0.23076923076923078,3,6
hybrid_mean_all_std_abs_fn,0.9,raw,raw_outputs,gb,review_train,34,0.11929824561403508,251,0.8807017543859649,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7540632387706856,0.7847222222222222,0.723404255319149,113,31,39,102,0.8823529411764706,0.7529880478087649,0.7370517928286853,0.6837606837606838,0.7835820895522388,9,13,1,0.2153846153846154,3,7
hybrid_max_allrange_fn,0.9,raw,raw_plus_review,gb,review_train,13,0.0456140350877193,272,0.9543859649122807,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7540632387706856,0.7847222222222222,0.723404255319149,113,31,39,102,0.8461538461538461,0.7647058823529411,0.75,0.7,0.795774647887324,9,13,1,0.26153846153846155,6,7
all_range,0.95,raw,raw_outputs,rf,review_train,4,0.014035087719298246,281,0.9859649122807017,0.7684210526315789,0.7684692671394799,0.7508771929824561,0.7507387706855791,0.7638888888888888,0.7375886524822695,110,34,37,104,0.5,0.7722419928825622,0.7544483985765125,0.7463768115942029,0.7622377622377622,2,7,1,0.2153846153846154,0,4
hybrid_overall_then_fn,0.95,raw,raw_plus_review,rf,review_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.7508771929824561,0.7507387706855791,0.7638888888888888,0.7375886524822695,110,34,37,104,0.9047619047619048,0.7575757575757576,0.7386363636363636,0.7016129032258065,0.7714285714285715,1,6,0,0.23076923076923078,1,4
hybrid_max_allrange_fn,0.9,raw,raw_outputs,rf,review_train,13,0.0456140350877193,272,0.9543859649122807,0.7684210526315789,0.7684692671394799,0.7473684210526316,0.7474143026004728,0.7430555555555556,0.75177304964539,107,37,35,106,0.8461538461538461,0.7647058823529411,0.7426470588235294,0.7307692307692307,0.7535211267605634,2,8,1,0.23076923076923078,0,3
all_range,0.9,raw,raw_outputs,rf,review_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.7473684210526316,0.7473404255319149,0.75,0.7446808510638298,108,36,36,105,0.8095238095238095,0.7651515151515151,0.7424242424242424,0.75,0.7352941176470589,2,8,1,0.2153846153846154,0,4
all_range,0.95,raw,raw_outputs,gb,review_train,4,0.014035087719298246,281,0.9859649122807017,0.7684210526315789,0.7684692671394799,0.7473684210526316,0.7471187943262412,0.7708333333333334,0.723404255319149,111,33,39,102,0.5,0.7722419928825622,0.7508896797153025,0.7318840579710145,0.7692307692307693,7,13,1,0.23076923076923078,3,6
all_range,0.95,raw,raw_plus_review,rf,review_train,4,0.014035087719298246,281,0.9859649122807017,0.7684210526315789,0.7684692671394799,0.7473684210526316,0.7471187943262412,0.7708333333333334,0.723404255319149,111,33,39,102,0.5,0.7722419928825622,0.7508896797153025,0.7318840579710145,0.7692307692307693,2,8,0,0.2153846153846154,2,6
hybrid_overall_then_fn,0.9,raw,raw_outputs,rf,review_train,30,0.10526315789473684,255,0.8947368421052632,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7439420803782506,0.7361111111111112,0.75177304964539,106,38,35,106,0.8666666666666667,0.7568627450980392,0.7294117647058823,0.71900826446281,0.7388059701492538,2,9,1,0.23076923076923078,0,3
upper_low_conf,0.9,raw,raw_outputs,rf,review_train,100,0.3508771929824561,185,0.6491228070175439,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7438682033096926,0.7430555555555556,0.7446808510638298,107,37,36,105,0.89,0.7027027027027027,0.6648648648648648,0.6774193548387096,0.6521739130434783,2,9,1,0.2,0,5
upper_low_conf,0.9,raw,raw_outputs,rf,all_train,100,0.3508771929824561,185,0.6491228070175439,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7437943262411347,0.75,0.7375886524822695,108,36,37,104,0.89,0.7027027027027027,0.6648648648648648,0.6666666666666666,0.6630434782608695,2,9,1,0.2153846153846154,0,4
all_range,0.9,raw,raw_outputs,rf,all_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7437943262411347,0.75,0.7375886524822695,108,36,37,104,0.8095238095238095,0.7651515151515151,0.7386363636363636,0.7421875,0.7352941176470589,2,9,1,0.2153846153846154,0,4
hybrid_max_allrange_fn,0.9,raw,raw_outputs,rf,all_train,13,0.0456140350877193,272,0.9543859649122807,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7437943262411347,0.75,0.7375886524822695,108,36,37,104,0.8461538461538461,0.7647058823529411,0.7389705882352942,0.7153846153846154,0.7605633802816901,2,9,1,0.2153846153846154,0,4
hybrid_mean_all_std_abs_fn,0.9,raw,raw_outputs,rf,all_train,34,0.11929824561403508,251,0.8807017543859649,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7437943262411347,0.75,0.7375886524822695,108,36,37,104,0.8823529411764706,0.7529880478087649,0.7250996015936255,0.7008547008547008,0.746268656716418,2,9,1,0.2153846153846154,0,4
hybrid_overall_then_fn,0.9,raw,raw_outputs,rf,all_train,30,0.10526315789473684,255,0.8947368421052632,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7437943262411347,0.75,0.7375886524822695,108,36,37,104,0.8666666666666667,0.7568627450980392,0.7294117647058823,0.7024793388429752,0.753731343283582,2,9,1,0.2153846153846154,0,4
upper_low_conf,0.95,raw,raw_outputs,rf,all_train,58,0.20350877192982456,227,0.7964912280701755,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7437943262411347,0.75,0.7375886524822695,108,36,37,104,0.9137931034482759,0.7312775330396476,0.7004405286343612,0.7053571428571429,0.6956521739130435,2,9,1,0.2153846153846154,0,4
all_range,0.95,raw,raw_outputs,rf,all_train,4,0.014035087719298246,281,0.9859649122807017,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7437943262411347,0.75,0.7375886524822695,108,36,37,104,0.5,0.7722419928825622,0.7473309608540926,0.7463768115942029,0.7482517482517482,2,9,1,0.2153846153846154,0,4
hybrid_max_allrange_fn,0.95,raw,raw_outputs,rf,all_train,0,0.0,285,1.0,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7437943262411347,0.75,0.7375886524822695,108,36,37,104,,0.7684210526315789,0.743859649122807,0.7375886524822695,0.75,2,9,1,0.2153846153846154,0,4
hybrid_mean_all_std_abs_fn,0.95,raw,raw_outputs,rf,all_train,20,0.07017543859649122,265,0.9298245614035088,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7437943262411347,0.75,0.7375886524822695,108,36,37,104,0.9,0.7584905660377359,0.7320754716981132,0.704,0.7571428571428571,2,9,1,0.2153846153846154,0,4
hybrid_overall_then_fn,0.95,raw,raw_outputs,rf,all_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7437943262411347,0.75,0.7375886524822695,108,36,37,104,0.9047619047619048,0.7575757575757576,0.7310606060606061,0.7016129032258065,0.7571428571428571,2,9,1,0.2153846153846154,0,4
hybrid_max_allrange_fn,0.95,raw,raw_outputs,rf,review_train,0,0.0,285,1.0,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7437943262411347,0.75,0.7375886524822695,108,36,37,104,,0.7684210526315789,0.743859649122807,0.7375886524822695,0.75,2,9,1,0.2153846153846154,0,4
upper_low_conf,0.95,raw,raw_outputs,rf,review_train,58,0.20350877192982456,227,0.7964912280701755,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7437204491725768,0.7569444444444444,0.7304964539007093,109,35,38,103,0.9137931034482759,0.7312775330396476,0.7004405286343612,0.6964285714285714,0.7043478260869566,1,8,0,0.2153846153846154,0,4
hybrid_max_allrange_fn,0.9,raw,raw_plus_review,rf,review_train,13,0.0456140350877193,272,0.9543859649122807,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7437204491725768,0.7569444444444444,0.7304964539007093,109,35,38,103,0.8461538461538461,0.7647058823529411,0.7389705882352942,0.7076923076923077,0.7676056338028169,0,7,0,0.2,0,5
upper_low_conf,0.9,raw,raw_plus_review,rf,all_train,100,0.3508771929824561,185,0.6491228070175439,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7435726950354611,0.7708333333333334,0.7163120567375887,111,33,40,101,0.89,0.7027027027027027,0.6648648648648648,0.6344086021505376,0.6956521739130435,2,9,0,0.2153846153846154,2,6
all_range,0.9,raw,raw_plus_review,rf,all_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7435726950354611,0.7708333333333334,0.7163120567375887,111,33,40,101,0.8095238095238095,0.7651515151515151,0.7386363636363636,0.71875,0.7573529411764706,2,9,0,0.2153846153846154,2,6
hybrid_max_allrange_fn,0.9,raw,raw_plus_review,rf,all_train,13,0.0456140350877193,272,0.9543859649122807,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7435726950354611,0.7708333333333334,0.7163120567375887,111,33,40,101,0.8461538461538461,0.7647058823529411,0.7389705882352942,0.6923076923076923,0.7816901408450704,2,9,0,0.2153846153846154,2,6
hybrid_mean_all_std_abs_fn,0.9,raw,raw_plus_review,rf,all_train,34,0.11929824561403508,251,0.8807017543859649,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7435726950354611,0.7708333333333334,0.7163120567375887,111,33,40,101,0.8823529411764706,0.7529880478087649,0.7250996015936255,0.6752136752136753,0.7686567164179104,2,9,0,0.2153846153846154,2,6
hybrid_overall_then_fn,0.9,raw,raw_plus_review,rf,all_train,30,0.10526315789473684,255,0.8947368421052632,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7435726950354611,0.7708333333333334,0.7163120567375887,111,33,40,101,0.8666666666666667,0.7568627450980392,0.7294117647058823,0.6776859504132231,0.7761194029850746,2,9,0,0.2153846153846154,2,6
upper_low_conf,0.95,raw,raw_plus_review,rf,all_train,58,0.20350877192982456,227,0.7964912280701755,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7435726950354611,0.7708333333333334,0.7163120567375887,111,33,40,101,0.9137931034482759,0.7312775330396476,0.7004405286343612,0.6785714285714286,0.7217391304347827,2,9,0,0.2153846153846154,2,6
all_range,0.95,raw,raw_plus_review,rf,all_train,4,0.014035087719298246,281,0.9859649122807017,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7435726950354611,0.7708333333333334,0.7163120567375887,111,33,40,101,0.5,0.7722419928825622,0.7473309608540926,0.7246376811594203,0.7692307692307693,2,9,0,0.2153846153846154,2,6
hybrid_max_allrange_fn,0.95,raw,raw_plus_review,rf,all_train,0,0.0,285,1.0,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7435726950354611,0.7708333333333334,0.7163120567375887,111,33,40,101,,0.7684210526315789,0.743859649122807,0.7163120567375887,0.7708333333333334,2,9,0,0.2153846153846154,2,6
hybrid_mean_all_std_abs_fn,0.95,raw,raw_plus_review,rf,all_train,20,0.07017543859649122,265,0.9298245614035088,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7435726950354611,0.7708333333333334,0.7163120567375887,111,33,40,101,0.9,0.7584905660377359,0.7320754716981132,0.68,0.7785714285714286,2,9,0,0.2153846153846154,2,6
hybrid_overall_then_fn,0.95,raw,raw_plus_review,rf,all_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7435726950354611,0.7708333333333334,0.7163120567375887,111,33,40,101,0.9047619047619048,0.7575757575757576,0.7310606060606061,0.6774193548387096,0.7785714285714286,2,9,0,0.2153846153846154,2,6
hybrid_max_allrange_fn,0.95,raw,raw_plus_review,rf,review_train,0,0.0,285,1.0,0.7684210526315789,0.7684692671394799,0.743859649122807,0.7435726950354611,0.7708333333333334,0.7163120567375887,111,33,40,101,,0.7684210526315789,0.743859649122807,0.7163120567375887,0.7708333333333334,2,9,0,0.2153846153846154,2,6
hybrid_overall_then_fn,0.95,raw,raw_outputs,rf,review_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.7403508771929824,0.7403959810874705,0.7361111111111112,0.7446808510638298,106,38,36,105,0.9047619047619048,0.7575757575757576,0.7272727272727273,0.7096774193548387,0.7428571428571429,2,10,1,0.23076923076923078,0,3
upper_low_conf,0.9,raw,raw_plus_review,gb,review_train,100,0.3508771929824561,185,0.6491228070175439,0.7684210526315789,0.7684692671394799,0.7333333333333333,0.7330082742316785,0.7638888888888888,0.7021276595744681,110,34,42,99,0.89,0.7027027027027027,0.6486486486486487,0.6129032258064516,0.6847826086956522,9,19,1,0.27692307692307694,7,7
upper_low_conf,0.9,raw,raw_outputs,logreg,all_train,100,0.3508771929824561,185,0.6491228070175439,0.7684210526315789,0.7684692671394799,0.7263157894736842,0.7267287234042553,0.6875,0.7659574468085106,99,45,33,108,0.89,0.7027027027027027,0.6378378378378379,0.7096774193548387,0.5652173913043478,8,20,6,0.27692307692307694,5,5
hybrid_max_allrange_fn,0.9,raw,raw_plus_review,logreg,review_train,13,0.0456140350877193,272,0.9543859649122807,0.7684210526315789,0.7684692671394799,0.7263157894736842,0.7266548463356974,0.6944444444444444,0.7588652482269503,100,44,34,107,0.8461538461538461,0.7647058823529411,0.7205882352941176,0.7384615384615385,0.704225352112676,13,25,8,0.3384615384615385,8,4
hybrid_overall_then_fn,0.95,raw,raw_plus_review,logreg,review_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.7192982456140351,0.719636524822695,0.6875,0.75177304964539,99,45,35,106,0.9047619047619048,0.7575757575757576,0.7045454545454546,0.717741935483871,0.6928571428571428,10,24,6,0.2923076923076923,6,5
hybrid_mean_all_std_abs_fn,0.95,raw,raw_plus_review,logreg,review_train,20,0.07017543859649122,265,0.9298245614035088,0.7684210526315789,0.7684692671394799,0.7157894736842105,0.7160904255319149,0.6875,0.7446808510638298,99,45,36,105,0.9,0.7584905660377359,0.7018867924528301,0.712,0.6928571428571428,9,24,5,0.27692307692307694,5,5
hybrid_mean_all_std_abs_fn,0.9,raw,raw_plus_review,logreg,review_train,34,0.11929824561403508,251,0.8807017543859649,0.7684210526315789,0.7684692671394799,0.712280701754386,0.7129137115839244,0.6527777777777778,0.7730496453900709,94,50,32,109,0.8823529411764706,0.7529880478087649,0.6892430278884463,0.7435897435897436,0.6417910447761194,12,28,8,0.3230769230769231,8,5
upper_low_conf,0.95,raw,raw_outputs,logreg,all_train,58,0.20350877192982456,227,0.7964912280701755,0.7684210526315789,0.7684692671394799,0.712280701754386,0.7128398345153664,0.6597222222222222,0.7659574468085106,95,49,33,108,0.9137931034482759,0.7312775330396476,0.6607929515418502,0.7410714285714286,0.5826086956521739,8,24,6,0.27692307692307694,5,5
upper_low_conf,0.9,raw,raw_plus_review,logreg,all_train,100,0.3508771929824561,185,0.6491228070175439,0.7684210526315789,0.7684692671394799,0.712280701754386,0.7123965721040189,0.7013888888888888,0.723404255319149,101,43,39,102,0.89,0.7027027027027027,0.6162162162162163,0.6451612903225806,0.5869565217391305,9,25,4,0.27692307692307694,5,5
upper_low_conf,0.9,raw,raw_outputs,logreg,review_train,100,0.3508771929824561,185,0.6491228070175439,0.7684210526315789,0.7684692671394799,0.7087719298245614,0.7092937352245863,0.6597222222222222,0.7588652482269503,95,49,34,107,0.89,0.7027027027027027,0.6108108108108108,0.6989247311827957,0.5217391304347826,13,30,7,0.35384615384615387,9,4
hybrid_overall_then_fn,0.9,raw,raw_plus_review,logreg,review_train,30,0.10526315789473684,255,0.8947368421052632,0.7684210526315789,0.7684692671394799,0.7087719298245614,0.7092198581560283,0.6666666666666666,0.75177304964539,96,48,35,106,0.8666666666666667,0.7568627450980392,0.6901960784313725,0.71900826446281,0.664179104477612,13,30,7,0.36923076923076925,9,3
upper_low_conf,0.9,raw,raw_plus_review,logreg,review_train,100,0.3508771929824561,185,0.6491228070175439,0.7684210526315789,0.7684692671394799,0.7087719298245614,0.7090721040189125,0.6805555555555556,0.7375886524822695,98,46,37,104,0.89,0.7027027027027027,0.6108108108108108,0.6666666666666666,0.5543478260869565,12,29,6,0.35384615384615387,9,4
all_range,0.9,raw,raw_outputs,logreg,all_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.705895390070922,0.6458333333333334,0.7659574468085106,93,51,33,108,0.8095238095238095,0.7651515151515151,0.696969696969697,0.7734375,0.625,8,26,6,0.27692307692307694,5,5
hybrid_max_allrange_fn,0.9,raw,raw_outputs,logreg,all_train,13,0.0456140350877193,272,0.9543859649122807,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.705895390070922,0.6458333333333334,0.7659574468085106,93,51,33,108,0.8461538461538461,0.7647058823529411,0.6985294117647058,0.7461538461538462,0.6549295774647887,8,26,6,0.27692307692307694,5,5
hybrid_mean_all_std_abs_fn,0.9,raw,raw_outputs,logreg,all_train,34,0.11929824561403508,251,0.8807017543859649,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.705895390070922,0.6458333333333334,0.7659574468085106,93,51,33,108,0.8823529411764706,0.7529880478087649,0.6812749003984063,0.7350427350427351,0.6343283582089553,8,26,6,0.27692307692307694,5,5
hybrid_overall_then_fn,0.9,raw,raw_outputs,logreg,all_train,30,0.10526315789473684,255,0.8947368421052632,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.705895390070922,0.6458333333333334,0.7659574468085106,93,51,33,108,0.8666666666666667,0.7568627450980392,0.6862745098039216,0.7355371900826446,0.6417910447761194,8,26,6,0.27692307692307694,5,5
all_range,0.95,raw,raw_outputs,logreg,all_train,4,0.014035087719298246,281,0.9859649122807017,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.705895390070922,0.6458333333333334,0.7659574468085106,93,51,33,108,0.5,0.7722419928825622,0.708185053380783,0.7753623188405797,0.6433566433566433,8,26,6,0.27692307692307694,5,5
hybrid_max_allrange_fn,0.95,raw,raw_outputs,logreg,all_train,0,0.0,285,1.0,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.705895390070922,0.6458333333333334,0.7659574468085106,93,51,33,108,,0.7684210526315789,0.7052631578947368,0.7659574468085106,0.6458333333333334,8,26,6,0.27692307692307694,5,5
hybrid_mean_all_std_abs_fn,0.95,raw,raw_outputs,logreg,all_train,20,0.07017543859649122,265,0.9298245614035088,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.705895390070922,0.6458333333333334,0.7659574468085106,93,51,33,108,0.9,0.7584905660377359,0.690566037735849,0.736,0.65,8,26,6,0.27692307692307694,5,5
hybrid_overall_then_fn,0.95,raw,raw_outputs,logreg,all_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.705895390070922,0.6458333333333334,0.7659574468085106,93,51,33,108,0.9047619047619048,0.7575757575757576,0.6893939393939394,0.7338709677419355,0.65,8,26,6,0.27692307692307694,5,5
hybrid_max_allrange_fn,0.95,raw,raw_outputs,logreg,review_train,0,0.0,285,1.0,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.705895390070922,0.6458333333333334,0.7659574468085106,93,51,33,108,,0.7684210526315789,0.7052631578947368,0.7659574468085106,0.6458333333333334,8,26,6,0.27692307692307694,5,5
all_range,0.95,raw,raw_plus_review,logreg,review_train,4,0.014035087719298246,281,0.9859649122807017,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.7055998817966903,0.6736111111111112,0.7375886524822695,97,47,37,104,0.5,0.7722419928825622,0.708185053380783,0.7463768115942029,0.6713286713286714,10,28,5,0.3076923076923077,6,4
all_range,0.9,raw,raw_plus_review,logreg,all_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.7054521276595744,0.6875,0.723404255319149,99,45,39,102,0.8095238095238095,0.7651515151515151,0.696969696969697,0.7265625,0.6691176470588235,9,27,4,0.27692307692307694,5,5
hybrid_max_allrange_fn,0.9,raw,raw_plus_review,logreg,all_train,13,0.0456140350877193,272,0.9543859649122807,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.7054521276595744,0.6875,0.723404255319149,99,45,39,102,0.8461538461538461,0.7647058823529411,0.6985294117647058,0.7,0.6971830985915493,9,27,4,0.27692307692307694,5,5
hybrid_mean_all_std_abs_fn,0.9,raw,raw_plus_review,logreg,all_train,34,0.11929824561403508,251,0.8807017543859649,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.7054521276595744,0.6875,0.723404255319149,99,45,39,102,0.8823529411764706,0.7529880478087649,0.6812749003984063,0.6837606837606838,0.6791044776119403,9,27,4,0.27692307692307694,5,5
hybrid_overall_then_fn,0.9,raw,raw_plus_review,logreg,all_train,30,0.10526315789473684,255,0.8947368421052632,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.7054521276595744,0.6875,0.723404255319149,99,45,39,102,0.8666666666666667,0.7568627450980392,0.6862745098039216,0.6859504132231405,0.6865671641791045,9,27,4,0.27692307692307694,5,5
upper_low_conf,0.95,raw,raw_plus_review,logreg,all_train,58,0.20350877192982456,227,0.7964912280701755,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.7054521276595744,0.6875,0.723404255319149,99,45,39,102,0.9137931034482759,0.7312775330396476,0.6519823788546255,0.6875,0.6173913043478261,9,27,4,0.27692307692307694,5,5
all_range,0.95,raw,raw_plus_review,logreg,all_train,4,0.014035087719298246,281,0.9859649122807017,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.7054521276595744,0.6875,0.723404255319149,99,45,39,102,0.5,0.7722419928825622,0.708185053380783,0.7318840579710145,0.6853146853146853,9,27,4,0.27692307692307694,5,5
hybrid_max_allrange_fn,0.95,raw,raw_plus_review,logreg,all_train,0,0.0,285,1.0,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.7054521276595744,0.6875,0.723404255319149,99,45,39,102,,0.7684210526315789,0.7052631578947368,0.723404255319149,0.6875,9,27,4,0.27692307692307694,5,5
hybrid_mean_all_std_abs_fn,0.95,raw,raw_plus_review,logreg,all_train,20,0.07017543859649122,265,0.9298245614035088,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.7054521276595744,0.6875,0.723404255319149,99,45,39,102,0.9,0.7584905660377359,0.690566037735849,0.688,0.6928571428571428,9,27,4,0.27692307692307694,5,5
hybrid_overall_then_fn,0.95,raw,raw_plus_review,logreg,all_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.7054521276595744,0.6875,0.723404255319149,99,45,39,102,0.9047619047619048,0.7575757575757576,0.6893939393939394,0.6854838709677419,0.6928571428571428,9,27,4,0.27692307692307694,5,5
hybrid_max_allrange_fn,0.95,raw,raw_plus_review,logreg,review_train,0,0.0,285,1.0,0.7684210526315789,0.7684692671394799,0.7052631578947368,0.7054521276595744,0.6875,0.723404255319149,99,45,39,102,,0.7684210526315789,0.7052631578947368,0.723404255319149,0.6875,9,27,4,0.27692307692307694,5,5
