gate_score,gate_target_accept_acc,gate_selection_mode,feature_set,model,train_scope,accept_n,accept_frac,review_n,review_frac,base_accuracy,base_balanced_accuracy,final_accuracy,final_balanced_accuracy,final_specificity_low,final_sensitivity_high,final_tn,final_fp,final_fn,final_tp,accept_accuracy,review_base_accuracy,review_final_accuracy,review_final_sensitivity_high,review_final_specificity_low,rescued_total,hurt_total,rescued_fn,hardcore_final_accuracy,hardcore_rescued,hardcore_hurt
hybrid_overall_then_fn,0.9,raw,raw_plus_review,gb,all_train,30,0.10526315789473684,255,0.8947368421052632,0.7684210526315789,0.7684692671394799,0.7578947368421053,0.7575354609929078,0.7916666666666666,0.723404255319149,114,30,39,102,0.8666666666666667,0.7568627450980392,0.7450980392156863,0.6859504132231405,0.7985074626865671,9,12,0,0.26153846153846155,6,7
upper_low_conf,0.95,raw,raw_plus_review,gb,all_train,58,0.20350877192982456,227,0.7964912280701755,0.7684210526315789,0.7684692671394799,0.7578947368421053,0.7575354609929078,0.7916666666666666,0.723404255319149,114,30,39,102,0.9137931034482759,0.7312775330396476,0.7180616740088106,0.6875,0.7478260869565218,9,12,0,0.26153846153846155,6,7
all_range,0.95,raw,raw_plus_review,gb,all_train,4,0.014035087719298246,281,0.9859649122807017,0.7684210526315789,0.7684692671394799,0.7578947368421053,0.7575354609929078,0.7916666666666666,0.723404255319149,114,30,39,102,0.5,0.7722419928825622,0.7615658362989324,0.7318840579710145,0.7902097902097902,9,12,0,0.26153846153846155,6,7
hybrid_max_allrange_fn,0.95,raw,raw_plus_review,gb,all_train,0,0.0,285,1.0,0.7684210526315789,0.7684692671394799,0.7578947368421053,0.7575354609929078,0.7916666666666666,0.723404255319149,114,30,39,102,,0.7684210526315789,0.7578947368421053,0.723404255319149,0.7916666666666666,9,12,0,0.26153846153846155,6,7
hybrid_mean_all_std_abs_fn,0.95,raw,raw_plus_review,gb,all_train,20,0.07017543859649122,265,0.9298245614035088,0.7684210526315789,0.7684692671394799,0.7578947368421053,0.7575354609929078,0.7916666666666666,0.723404255319149,114,30,39,102,0.9,0.7584905660377359,0.7471698113207547,0.688,0.8,9,12,0,0.26153846153846155,6,7
hybrid_overall_then_fn,0.95,raw,raw_plus_review,gb,all_train,21,0.07368421052631578,264,0.9263157894736842,0.7684210526315789,0.7684692671394799,0.7578947368421053,0.7575354609929078,0.7916666666666666,0.723404255319149,114,30,39,102,0.9047619047619048,0.7575757575757576,0.7462121212121212,0.6854838709677419,0.8,9,12,0,0.26153846153846155,6,7
hybrid_max_allrange_fn,0.95,raw,raw_plus_review,gb,review_train,0,0.0,285,1.0,0.7684210526315789,0.7684692671394799,0.7578947368421053,0.7575354609929078,0.7916666666666666,0.723404255319149,114,30,39,102,,0.7684210526315789,0.7578947368421053,0.723404255319149,0.7916666666666666,9,12,0,0.26153846153846155,6,7
upper_low_conf,0.95,raw,raw_plus_review,gb,review_train,58,0.20350877192982456,227,0.7964912280701755,0.7684210526315789,0.7684692671394799,0.7578947368421053,0.7574615839243499,0.7986111111111112,0.7163120567375887,115,29,40,101,0.9137931034482759,0.7312775330396476,0.7180616740088106,0.6785714285714286,0.7565217391304347,12,15,2,0.3076923076923077,9,7
hybrid_mean_all_std_abs_fn,0.9,raw,raw_outputs,rf,review_train,34,0.11929824561403508,251,0.8807017543859649,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7544326241134751,0.75,0.7588652482269503,108,36,34,107,0.8823529411764706,0.7529880478087649,0.7370517928286853,0.7264957264957265,0.746268656716418,2,6,1,0.23076923076923078,0,3
hybrid_mean_all_std_abs_fn,0.95,raw,raw_outputs,rf,review_train,20,0.07017543859649122,265,0.9298245614035088,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7543587470449172,0.7569444444444444,0.75177304964539,109,35,35,106,0.9,0.7584905660377359,0.7433962264150943,0.72,0.7642857142857142,1,5,0,0.23076923076923078,0,3
hybrid_mean_all_std_abs_fn,0.9,raw,raw_plus_review,rf,review_train,34,0.11929824561403508,251,0.8807017543859649,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7542848699763594,0.7638888888888888,0.7446808510638298,110,34,36,105,0.8823529411764706,0.7529880478087649,0.7370517928286853,0.7094017094017094,0.7611940298507462,1,5,0,0.24615384615384617,1,3
hybrid_mean_all_std_abs_fn,0.95,raw,raw_plus_review,rf,review_train,20,0.07017543859649122,265,0.9298245614035088,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7542848699763594,0.7638888888888888,0.7446808510638298,110,34,36,105,0.9,0.7584905660377359,0.7433962264150943,0.712,0.7714285714285715,0,4,0,0.24615384615384617,0,2
upper_low_conf,0.9,raw,raw_outputs,extra,review_train,100,0.3508771929824561,185,0.6491228070175439,0.7684210526315789,0.7684692671394799,0.7543859649122807,0.7542109929078014,0.7708333333333334,0.7375886524822695,111,33,37,104,0.89,0.7027027027027027,0.6810810810810811,0.6666666666666666,0.6956521739130435,1,5,0,0.24615384615384617,0,2
