accuracy,balanced_accuracy,auc,f1,sensitivity,specificity,tn,fp,fn,tp,fold_id,threshold,inner_accuracy,inner_balanced_accuracy,inner_auc,inner_f1,inner_sensitivity,inner_specificity,inner_tn,inner_fp,inner_fn,inner_tp,feature_set,model,threshold_mode
0.8947368421052632,0.8947044334975369,0.9384236453201972,0.8928571428571429,0.8928571428571429,0.896551724137931,26,3,3,25,5,0.495,0.8114035087719298,0.8111196614082339,0.8164678722585608,0.8036529680365296,0.7787610619469026,0.8434782608695652,97,18,25,88,candidates_only,logreg_c01,acc
0.8421052631578947,0.8405172413793103,0.8645320197044334,0.8571428571428571,0.9310344827586207,0.75,21,7,2,27,1,0.42500000000000004,0.8245614035087719,0.8240455665024631,0.828740763546798,0.8165137614678899,0.7946428571428571,0.853448275862069,99,17,23,89,candidates_only,logreg_c01,f1
0.7543859649122807,0.7524630541871922,0.7931034482758621,0.72,0.6428571428571429,0.8620689655172413,25,4,10,18,2,0.345,0.8421052631578947,0.8423239707579839,0.8543285879184301,0.8448275862068966,0.8672566371681416,0.8173913043478261,94,21,15,98,candidates_only,logreg_c01,f1
0.8070175438596491,0.8066502463054187,0.8583743842364533,0.8,0.7857142857142857,0.8275862068965517,24,5,6,22,3,0.38273697193089873,0.8333333333333334,0.8333205078876491,0.8210080800307811,0.831858407079646,0.831858407079646,0.8347826086956521,96,19,19,94,candidates_only,logreg_c01,f1
0.7719298245614035,0.7727832512315271,0.8349753694581281,0.7796610169491526,0.8214285714285714,0.7241379310344828,21,8,5,23,4,0.405,0.8333333333333334,0.8332435552135437,0.8310119276644863,0.8303571428571429,0.8230088495575221,0.8434782608695652,97,18,20,93,candidates_only,logreg_c01,f1
0.8947368421052632,0.8947044334975369,0.9384236453201972,0.8928571428571429,0.8928571428571429,0.896551724137931,26,3,3,25,5,0.495,0.8114035087719298,0.8111196614082339,0.8164678722585608,0.8036529680365296,0.7787610619469026,0.8434782608695652,97,18,25,88,candidates_only,logreg_c01,f1
0.8421052631578947,0.8405172413793103,0.8645320197044334,0.8571428571428571,0.9310344827586207,0.75,21,7,2,27,1,0.42500000000000004,0.8245614035087719,0.8240455665024631,0.828740763546798,0.8165137614678899,0.7946428571428571,0.853448275862069,99,17,23,89,candidates_only,logreg_c01,bacc_sens80
0.7543859649122807,0.7524630541871922,0.7931034482758621,0.72,0.6428571428571429,0.8620689655172413,25,4,10,18,2,0.345,0.8421052631578947,0.8423239707579839,0.8543285879184301,0.8448275862068966,0.8672566371681416,0.8173913043478261,94,21,15,98,candidates_only,logreg_c01,bacc_sens80
0.8070175438596491,0.8066502463054187,0.8583743842364533,0.8,0.7857142857142857,0.8275862068965517,24,5,6,22,3,0.38273697193089873,0.8333333333333334,0.8333205078876491,0.8210080800307811,0.831858407079646,0.831858407079646,0.8347826086956521,96,19,19,94,candidates_only,logreg_c01,bacc_sens80
0.7719298245614035,0.7727832512315271,0.8349753694581281,0.7796610169491526,0.8214285714285714,0.7241379310344828,21,8,5,23,4,0.405,0.8333333333333334,0.8332435552135437,0.8310119276644863,0.8303571428571429,0.8230088495575221,0.8434782608695652,97,18,20,93,candidates_only,logreg_c01,bacc_sens80
0.8771929824561403,0.8780788177339902,0.9384236453201972,0.8813559322033898,0.9285714285714286,0.8275862068965517,24,5,2,26,5,0.345,0.7982456140350878,0.7983070411696807,0.8164678722585608,0.7982456140350878,0.8053097345132744,0.7913043478260869,91,24,22,91,candidates_only,logreg_c01,bacc_sens80
0.8421052631578947,0.8405172413793103,0.8645320197044334,0.8571428571428571,0.9310344827586207,0.75,21,7,2,27,1,0.42500000000000004,0.8245614035087719,0.8240455665024631,0.828740763546798,0.8165137614678899,0.7946428571428571,0.853448275862069,99,17,23,89,candidates_only,logreg_c01,acc_sens80
0.7543859649122807,0.7524630541871922,0.7931034482758621,0.72,0.6428571428571429,0.8620689655172413,25,4,10,18,2,0.345,0.8421052631578947,0.8423239707579839,0.8543285879184301,0.8448275862068966,0.8672566371681416,0.8173913043478261,94,21,15,98,candidates_only,logreg_c01,acc_sens80
0.8070175438596491,0.8066502463054187,0.8583743842364533,0.8,0.7857142857142857,0.8275862068965517,24,5,6,22,3,0.38273697193089873,0.8333333333333334,0.8333205078876491,0.8210080800307811,0.831858407079646,0.831858407079646,0.8347826086956521,96,19,19,94,candidates_only,logreg_c01,acc_sens80
0.7719298245614035,0.7727832512315271,0.8349753694581281,0.7796610169491526,0.8214285714285714,0.7241379310344828,21,8,5,23,4,0.405,0.8333333333333334,0.8332435552135437,0.8310119276644863,0.8303571428571429,0.8230088495575221,0.8434782608695652,97,18,20,93,candidates_only,logreg_c01,acc_sens80
0.8771929824561403,0.8780788177339902,0.9384236453201972,0.8813559322033898,0.9285714285714286,0.8275862068965517,24,5,2,26,5,0.345,0.7982456140350878,0.7983070411696807,0.8164678722585608,0.7982456140350878,0.8053097345132744,0.7913043478260869,91,24,22,91,candidates_only,logreg_c01,acc_sens80
0.8421052631578947,0.8405172413793103,0.8743842364532021,0.8571428571428571,0.9310344827586207,0.75,21,7,2,27,1,0.515,0.8289473684210527,0.8280480295566502,0.8316656403940887,0.8169014084507042,0.7767857142857143,0.8793103448275862,102,14,25,87,candidates_only,logreg_c03,bacc
0.7894736842105263,0.7869458128078818,0.7943349753694582,0.75,0.6428571428571429,0.9310344827586207,27,2,10,18,2,0.48,0.8421052631578947,0.8420931127356676,0.8509426702577915,0.8407079646017699,0.8407079646017699,0.8434782608695652,97,18,18,95,candidates_only,logreg_c03,bacc
0.8070175438596491,0.8066502463054187,0.8448275862068966,0.8,0.7857142857142857,0.8275862068965517,24,5,6,22,3,0.42500000000000004,0.8377192982456141,0.8376683339746056,0.8200846479415158,0.8355555555555556,0.831858407079646,0.8434782608695652,97,18,19,94,candidates_only,logreg_c03,bacc
0.8070175438596491,0.8066502463054187,0.8374384236453202,0.8,0.7857142857142857,0.8275862068965517,24,5,6,22,4,0.5,0.8377192982456141,0.8375144286263948,0.8383224317045017,0.832579185520362,0.8141592920353983,0.8608695652173913,99,16,21,92,candidates_only,logreg_c03,bacc
