fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,10,0.715177304964539,0.8258333333333334,0.7154471544715447,0.7179166666666666
2,7,0.7322480620155039,0.766241134751773,0.7459016393442623,0.7139007092198582
3,1,0.6865243708187321,0.791937984496124,0.7372881355932204,0.723875968992248
4,6,0.7476190476190476,0.771901879579484,0.6982758620689655,0.6933736858872253
5,3,0.7125,0.7741496598639456,0.6696428571428571,0.7071428571428571
