feature_model,input_variant,image_size,estimator,weight_mode,objective,all_threshold,all_accuracy,all_balanced_accuracy,all_f1,all_tn,all_fp,all_fn,all_tp,all_sensitivity_high,all_specificity_low,all_auc,old_threshold,old_accuracy,old_balanced_accuracy,old_f1,old_tn,old_fp,old_fn,old_tp,old_sensitivity_high,old_specificity_low,old_auc,third_threshold,third_accuracy,third_balanced_accuracy,third_f1,third_tn,third_fp,third_fn,third_tp,third_sensitivity_high,third_specificity_low,third_auc,selection_score,old_guard_090,old_guard_092
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,logreg_plain_c0.3,none,balanced_accuracy,0.48999999999999994,0.6937394247038917,0.673681516864886,0.5932584269662922,278,90,91,132,0.5919282511210763,0.7554347826086957,0.7309904464807955,0.48999999999999994,0.6947368421052632,0.6942228132387707,0.6765799256505576,107,37,50,91,0.6453900709219859,0.7430555555555556,0.7631501182033097,0.48999999999999994,0.6928104575163399,0.6316964285714286,0.4659090909090909,171,53,41,41,0.5,0.7633928571428571,0.6713850174216027,0.2700220745726436,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,logreg_bal_c0.3,domain_label,balanced_accuracy,0.5349999999999999,0.6818950930626058,0.6677044745564438,0.591304347826087,267,101,87,136,0.6098654708520179,0.7255434782608695,0.7279562292844609,0.5349999999999999,0.6842105263157895,0.6840277777777777,0.6762589928057554,101,43,47,94,0.6666666666666666,0.7013888888888888,0.7613770685579196,0.5349999999999999,0.6797385620915033,0.6266332752613241,0.46153846153846156,166,58,40,42,0.5121951219512195,0.7410714285714286,0.666920731707317,0.262393781860198,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,logreg_plain_c0.003,none,balanced_accuracy,0.5249999999999999,0.6751269035532995,0.663153148761942,0.5879828326180258,262,106,86,137,0.6143497757847534,0.7119565217391305,0.7257384480405538,0.5249999999999999,0.6736842105263158,0.6736111111111112,0.6690391459074733,98,46,47,94,0.6666666666666666,0.6805555555555556,0.7366036249014973,0.5249999999999999,0.6764705882352942,0.6282665505226481,0.4648648648648649,164,60,39,43,0.524390243902439,0.7321428571428571,0.6871189024390244,0.2586687126712046,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d4,label,high_sensitivity,0.6,0.5329949238578681,0.5870113569896667,0.5660377358490566,135,233,43,180,0.8071748878923767,0.36684782608695654,0.6395008773640086,0.6,0.5719298245614035,0.5743203309692672,0.6494252873563219,50,94,28,113,0.8014184397163121,0.3472222222222222,0.6300728920409772,0.6,0.49673202614379086,0.5982687282229965,0.4652777777777778,85,139,15,67,0.8170731707317073,0.3794642857142857,0.6211890243902439,0.2374389124601214,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d3,none,high_sensitivity,0.48999999999999994,0.5313028764805414,0.5847692045232988,0.5637795275590551,135,233,44,179,0.8026905829596412,0.36684782608695654,0.6680517644765063,0.48999999999999994,0.5789473684210527,0.5817080378250591,0.664804469273743,46,98,22,119,0.8439716312056738,0.3194444444444444,0.6537135539795115,0.48999999999999994,0.4869281045751634,0.5645143728222997,0.4332129963898917,89,135,22,60,0.7317073170731707,0.39732142857142855,0.6471036585365854,0.2359891862145035,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d2,domain_label,high_sensitivity,0.62,0.560067681895093,0.596382092025736,0.5608108108108109,165,203,57,166,0.7443946188340808,0.4483695652173913,0.6460201793721972,0.62,0.5894736842105263,0.5915336879432624,0.6548672566371682,57,87,30,111,0.7872340425531915,0.3958333333333333,0.6200256107171,0.62,0.5326797385620915,0.5764372822299652,0.43478260869565216,108,116,27,55,0.6707317073170732,0.48214285714285715,0.6332752613240419,0.23502736713409134,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d2,label,high_sensitivity,0.615,0.5380710659898477,0.5857867030610255,0.5603864734299517,144,224,49,174,0.7802690582959642,0.391304347826087,0.6397445895886137,0.615,0.5719298245614035,0.5743203309692672,0.6494252873563219,50,94,28,113,0.8014184397163121,0.3472222222222222,0.6135736800630418,0.615,0.5065359477124183,0.5817726480836237,0.4468864468864469,94,130,21,61,0.7439024390243902,0.41964285714285715,0.6325130662020906,0.23445087273203513,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d3,domain_label,high_sensitivity,0.61,0.5245346869712352,0.5872855332423474,0.5722983257229832,122,246,35,188,0.8430493273542601,0.33152173913043476,0.6599848898420746,0.61,0.5719298245614035,0.5748374704491725,0.6629834254143646,43,101,21,120,0.851063829787234,0.2986111111111111,0.6420409771473602,0.61,0.4803921568627451,0.5909734320557491,0.4610169491525424,79,145,14,68,0.8292682926829268,0.35267857142857145,0.6465047909407664,0.2321374915977097,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d4,domain_label_third_up,high_sensitivity,0.58,0.5228426395939086,0.5788591830766231,0.5607476635514018,129,239,43,180,0.8071748878923767,0.35054347826086957,0.6431687463443166,0.58,0.5649122807017544,0.5673758865248227,0.6457142857142857,48,96,28,113,0.8014184397163121,0.3333333333333333,0.6186958234830575,0.58,0.48366013071895425,0.5893401567944251,0.4589041095890411,81,143,15,67,0.8170731707317073,0.36160714285714285,0.6555966898954704,0.22164157598167034,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d3,domain_label,balanced_accuracy,0.62,0.6277495769881557,0.6321773250146228,0.5686274509803921,226,142,78,145,0.6502242152466368,0.6141304347826086,0.6599848898420746,0.62,0.6070175438596491,0.6078605200945626,0.6339869281045751,76,68,44,97,0.6879432624113475,0.5277777777777778,0.6420409771473602,0.62,0.6470588235294118,0.6275043554006968,0.47058823529411764,150,74,34,48,0.5853658536585366,0.6696428571428571,0.6465047909407664,0.21380813364457574,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d4,domain_label,high_sensitivity,0.6,0.5126903553299492,0.5813084909339052,0.5714285714285714,111,257,31,192,0.8609865470852018,0.3016304347826087,0.6399395593682978,0.6,0.5614035087719298,0.5645685579196218,0.6612466124661247,38,106,19,122,0.8652482269503546,0.2638888888888889,0.6355890464933018,0.6,0.4673202614379085,0.5897756968641115,0.46204620462046203,73,151,12,70,0.8536585365853658,0.32589285714285715,0.6132948606271776,0.21345153924901739,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d3,domain_label_third_up,high_sensitivity,0.585,0.505922165820643,0.5811744492103724,0.5755813953488372,101,267,25,198,0.8878923766816144,0.27445652173913043,0.6488959836225384,0.585,0.5578947368421052,0.5613179669030732,0.6648936170212766,34,110,16,125,0.8865248226950354,0.2361111111111111,0.613179669030733,0.585,0.45751633986928103,0.5946755226480837,0.46794871794871795,67,157,9,73,0.8902439024390244,0.29910714285714285,0.6617486933797909,0.20777499904972963,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d4,none,high_sensitivity,0.4799999999999999,0.49915397631133673,0.5713223825307077,0.5659824046920822,102,266,30,193,0.8654708520179372,0.27717391304347827,0.65319750438682,0.4799999999999999,0.5543859649122806,0.557845744680851,0.6631299734748011,33,111,16,125,0.8865248226950354,0.22916666666666666,0.6455870764381403,0.4799999999999999,0.4477124183006536,0.5686520034843205,0.4459016393442623,69,155,14,68,0.8292682926829268,0.3080357142857143,0.6269599303135889,0.192754966004419,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d2,none,high_sensitivity,0.48999999999999994,0.4805414551607445,0.5616774712419575,0.5645390070921986,85,283,24,199,0.8923766816143498,0.23097826086956522,0.6500048742444922,0.48999999999999994,0.5508771929824562,0.5545212765957447,0.6649214659685864,30,114,14,127,0.900709219858156,0.20833333333333334,0.6290878644602049,0.48999999999999994,0.4150326797385621,0.5617922473867596,0.4458204334365325,55,169,10,72,0.8780487804878049,0.24553571428571427,0.630498693379791,0.17895322472141117,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,logreg_plain_c0.3,domain_label_third_up,accuracy,0.725,0.7157360406091371,0.6701415968024956,0.5625,315,53,115,108,0.484304932735426,0.8559782608695652,0.7238253070774029,0.725,0.6912280701754386,0.6895685579196218,0.6302521008403361,122,22,66,75,0.5319148936170213,0.8472222222222222,0.7479314420803783,0.725,0.738562091503268,0.6320230836236934,0.4520547945205479,193,31,49,33,0.4024390243902439,0.8616071428571429,0.6771559233449478,0.1761026193644185,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,logreg_bal_c0.3,domain_label_third_up,accuracy,0.735,0.7123519458544839,0.6674242054981477,0.5595854922279793,313,55,115,108,0.484304932735426,0.8505434782608695,0.7229357574575941,0.735,0.6877192982456141,0.6860963356973995,0.6276150627615062,121,23,66,75,0.5319148936170213,0.8402777777777778,0.7476359338061466,0.735,0.7352941176470589,0.6297909407665505,0.4489795918367347,192,32,49,33,0.4024390243902439,0.8571428571428571,0.6757948606271778,0.16952718875357764,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,logreg_plain_c0.1,domain_label_third_up,accuracy,0.715,0.7157360406091371,0.6710250536166894,0.5647668393782384,314,54,114,109,0.48878923766816146,0.8532608695652174,0.7257262624293235,0.715,0.6947368421052632,0.6931885342789599,0.6390041493775933,121,23,64,77,0.5460992907801419,0.8402777777777778,0.7508865248226949,0.715,0.7352941176470589,0.6259255226480837,0.4413793103448276,193,31,50,32,0.3902439024390244,0.8616071428571429,0.6782992160278747,0.1667211535728652,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d3,none,balanced_accuracy,0.49999999999999994,0.649746192893401,0.6295208617664263,0.541019955654102,262,106,101,122,0.547085201793722,0.7119565217391305,0.6680517644765063,0.49999999999999994,0.5964912280701754,0.5961140661938534,0.5787545787545788,91,53,62,79,0.5602836879432624,0.6319444444444444,0.6537135539795115,0.49999999999999994,0.6993464052287581,0.6438915505226481,0.48314606741573035,171,53,39,43,0.524390243902439,0.7633928571428571,0.6471036585365854,0.15205068364735164,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d2,domain_label_third_up,high_sensitivity,0.59,0.4619289340101523,0.5493821895106258,0.5595567867036011,71,297,21,202,0.905829596412556,0.19293478260869565,0.6342001364788458,0.59,0.5368421052631579,0.5407062647754137,0.6597938144329897,25,119,13,128,0.9078014184397163,0.1736111111111111,0.5969267139479906,0.59,0.39215686274509803,0.5538980836236934,0.4431137724550898,46,178,8,74,0.9024390243902439,0.20535714285714285,0.6482469512195123,0.15102320338454112,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,logreg_bal_c0.1,domain_label_third_up,accuracy,0.735,0.7123519458544839,0.6647738350555664,0.5526315789473685,316,52,118,105,0.47085201793721976,0.8586956521739131,0.7246661142522908,0.735,0.6947368421052632,0.6931146572104019,0.6359832635983264,122,22,65,76,0.5390070921985816,0.8472222222222222,0.7499507486209613,0.735,0.7287581699346405,0.6098649825783973,0.41134751773049644,194,30,53,29,0.35365853658536583,0.8660714285714286,0.6779725609756099,0.12398827303524951,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,logreg_bal_c0.3,none,accuracy,0.72,0.7089678510998308,0.6647068141938,0.5567010309278351,311,57,115,108,0.484304932735426,0.845108695652174,0.727395691167869,0.72,0.6842105263157895,0.6828457446808511,0.6341463414634146,117,27,63,78,0.5531914893617021,0.8125,0.7597025216706067,0.72,0.7320261437908496,0.615962543554007,0.4225352112676056,194,30,52,30,0.36585365853658536,0.8660714285714286,0.6689351045296167,0.12295400534416012,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,logreg_bal_c0.3,label,accuracy,0.72,0.7089678510998308,0.6647068141938,0.5567010309278351,311,57,115,108,0.484304932735426,0.845108695652174,0.727395691167869,0.72,0.6842105263157895,0.6828457446808511,0.6341463414634146,117,27,63,78,0.5531914893617021,0.8125,0.7597025216706067,0.72,0.7320261437908496,0.615962543554007,0.4225352112676056,194,30,52,30,0.36585365853658536,0.8660714285714286,0.6688806620209059,0.12295400534416012,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,logreg_plain_c0.3,label,accuracy,0.72,0.7089678510998308,0.6647068141938,0.5567010309278351,311,57,115,108,0.484304932735426,0.845108695652174,0.727395691167869,0.72,0.6842105263157895,0.6828457446808511,0.6341463414634146,117,27,63,78,0.5531914893617021,0.8125,0.7597025216706067,0.72,0.7320261437908496,0.615962543554007,0.4225352112676056,194,30,52,30,0.36585365853658536,0.8660714285714286,0.6689351045296167,0.12295400534416012,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d3,domain_label_third_up,balanced_accuracy,0.6,0.622673434856176,0.6095486449600311,0.5265392781316348,244,124,99,124,0.5560538116591929,0.6630434782608695,0.6488959836225384,0.6,0.5649122807017544,0.5649379432624113,0.5633802816901409,81,63,61,80,0.5673758865248227,0.5625,0.613179669030733,0.6,0.6764705882352942,0.632131968641115,0.47058823529411764,163,61,38,44,0.5365853658536586,0.7276785714285714,0.6617486933797909,0.10889519391388058,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d3,label,balanced_accuracy,0.62,0.6463620981387479,0.6250365568336909,0.534521158129176,262,106,103,120,0.5381165919282511,0.7119565217391305,0.6631287775394814,0.62,0.5929824561403508,0.592863475177305,0.5857142857142857,87,57,59,82,0.5815602836879432,0.6041666666666666,0.6428782505910167,0.62,0.696078431372549,0.6223323170731707,0.44970414201183434,175,49,44,38,0.4634146341463415,0.78125,0.6534734320557493,0.07876800546441493,False,False
vit_base_patch16_dinov3.lvd1689m,whole_plus_crop,512,extra_d4,domain_label_third_up,balanced_accuracy,0.6,0.649746192893401,0.6136186391109378,0.5012048192771085,280,88,119,104,0.4663677130044843,0.7608695652173914,0.6431687463443166,0.6,0.5894736842105263,0.5882830969267139,0.5338645418326693,101,43,74,67,0.475177304964539,0.7013888888888888,0.6186958234830575,0.6,0.7058823529411765,0.6251633275261325,0.45121951219512196,179,45,45,37,0.45121951219512196,0.7991071428571429,0.6555966898954704,0.0637983311718428,False,False
