candidate,objective,selection_split,holdout_used_for_selection,adapt_threshold,adapt_accuracy,adapt_balanced_accuracy,adapt_f1,adapt_tn,adapt_fp,adapt_fn,adapt_tp,adapt_sensitivity_high,adapt_specificity_low,adapt_auc,holdout_threshold,holdout_accuracy,holdout_balanced_accuracy,holdout_f1,holdout_tn,holdout_fp,holdout_fn,holdout_tp,holdout_sensitivity_high,holdout_specificity_low,holdout_auc
single__04_whole_crop_64style__base_prob_high,balanced_accuracy,third_adapt72_only,0,0.48999999999999994,0.6111111111111112,0.6298701298701299,0.631578947368421,20,8,20,24,0.5454545454545454,0.7142857142857143,0.6006493506493507,0.48999999999999994,0.7435897435897436,0.7090494092373791,0.45454545454545453,149,47,13,25,0.6578947368421053,0.7602040816326531,0.7346938775510203
single__04_whole_crop_64style__base_prob_high,accuracy,third_adapt72_only,0,0.48999999999999994,0.6111111111111112,0.6298701298701299,0.631578947368421,20,8,20,24,0.5454545454545454,0.7142857142857143,0.6006493506493507,0.48999999999999994,0.7435897435897436,0.7090494092373791,0.45454545454545453,149,47,13,25,0.6578947368421053,0.7602040816326531,0.7346938775510203
single__04_whole_crop_64style__final_prob_high,balanced_accuracy,third_adapt72_only,0,0.48999999999999994,0.6111111111111112,0.6298701298701299,0.631578947368421,20,8,20,24,0.5454545454545454,0.7142857142857143,0.6006493506493507,0.48999999999999994,0.7435897435897436,0.7090494092373791,0.45454545454545453,149,47,13,25,0.6578947368421053,0.7602040816326531,0.7360365198711063
single__04_whole_crop_64style__final_prob_high,accuracy,third_adapt72_only,0,0.48999999999999994,0.6111111111111112,0.6298701298701299,0.631578947368421,20,8,20,24,0.5454545454545454,0.7142857142857143,0.6006493506493507,0.48999999999999994,0.7435897435897436,0.7090494092373791,0.45454545454545453,149,47,13,25,0.6578947368421053,0.7602040816326531,0.7360365198711063
single__04_whole_crop_64style__base_prob_high,high_sens75,third_adapt72_only,0,0.4799999999999999,0.6111111111111112,0.6168831168831169,0.65,18,10,18,26,0.5909090909090909,0.6428571428571429,0.6006493506493507,0.4799999999999999,0.7094017094017094,0.6992481203007519,0.43333333333333335,140,56,12,26,0.6842105263157895,0.7142857142857143,0.7346938775510203
single__04_whole_crop_64style__final_prob_high,high_sens75,third_adapt72_only,0,0.4799999999999999,0.6111111111111112,0.6168831168831169,0.65,18,10,18,26,0.5909090909090909,0.6428571428571429,0.6006493506493507,0.4799999999999999,0.7094017094017094,0.6992481203007519,0.43333333333333335,140,56,12,26,0.6842105263157895,0.7142857142857143,0.7360365198711063
single__04_whole_crop_64style__reviewer_prob_high,balanced_accuracy,third_adapt72_only,0,0.5349999999999999,0.5277777777777778,0.5876623376623377,0.45161290322580644,24,4,30,14,0.3181818181818182,0.8571428571428571,0.5616883116883118,0.5349999999999999,0.7948717948717948,0.6760204081632653,0.4418604651162791,167,29,19,19,0.5,0.8520408163265306,0.6981740064446832
median__all_signals,balanced_accuracy,third_adapt72_only,0,0.49999999999999994,0.5416666666666666,0.586038961038961,0.5074626865671642,22,6,27,17,0.38636363636363635,0.7857142857142857,0.5827922077922078,0.49999999999999994,0.7777777777777778,0.6658163265306123,0.4222222222222222,163,33,19,19,0.5,0.8316326530612245,0.7046186895810956
single__06_rawtop_whole_crop__extra_d3_l8__acc,balanced_accuracy,third_adapt72_only,0,0.49999999999999994,0.5694444444444444,0.6022727272727273,0.5633802816901409,21,7,24,20,0.45454545454545453,0.75,0.5714285714285714,0.49999999999999994,0.7564102564102564,0.6636680988184747,0.41237113402061853,157,39,18,20,0.5263157894736842,0.8010204081632653,0.7043501611170784
single__06_rawtop_whole_crop__extra_d3_l8__bacc,balanced_accuracy,third_adapt72_only,0,0.49999999999999994,0.5694444444444444,0.6022727272727273,0.5633802816901409,21,7,24,20,0.45454545454545453,0.75,0.5714285714285714,0.49999999999999994,0.7564102564102564,0.6636680988184747,0.41237113402061853,157,39,18,20,0.5263157894736842,0.8010204081632653,0.7043501611170784
single__06_rawtop_whole_crop__extra_d3_l8__sens90,balanced_accuracy,third_adapt72_only,0,0.49999999999999994,0.5694444444444444,0.6022727272727273,0.5633802816901409,21,7,24,20,0.45454545454545453,0.75,0.5714285714285714,0.49999999999999994,0.7564102564102564,0.6636680988184747,0.41237113402061853,157,39,18,20,0.5263157894736842,0.8010204081632653,0.7043501611170784
single__03_crop_64style__base_prob_high,balanced_accuracy,third_adapt72_only,0,0.5299999999999999,0.5416666666666666,0.586038961038961,0.5074626865671642,22,6,27,17,0.38636363636363635,0.7857142857142857,0.5369318181818181,0.5299999999999999,0.7564102564102564,0.6636680988184747,0.41237113402061853,157,39,18,20,0.5263157894736842,0.8010204081632653,0.7125402792696025
single__08_bgnorm085_whole_crop_64style__reviewer_prob_high,balanced_accuracy,third_adapt72_only,0,0.4699999999999999,0.625,0.6152597402597402,0.6823529411764706,16,12,15,29,0.6590909090909091,0.5714285714285714,0.6266233766233766,0.4699999999999999,0.6965811965811965,0.6597744360902256,0.39316239316239315,140,56,15,23,0.6052631578947368,0.7142857142857143,0.7255639097744362
mean_top12_by_adapt_bacc,balanced_accuracy,third_adapt72_only,0,0.36999999999999994,0.6944444444444444,0.6655844155844155,0.7608695652173914,15,13,9,35,0.7954545454545454,0.5357142857142857,0.6469155844155844,0.36999999999999994,0.5641025641025641,0.6549409237379162,0.37037037037037035,102,94,8,30,0.7894736842105263,0.5204081632653061,0.7005907626208377
mean_top12_by_adapt_bacc,accuracy,third_adapt72_only,0,0.36999999999999994,0.6944444444444444,0.6655844155844155,0.7608695652173914,15,13,9,35,0.7954545454545454,0.5357142857142857,0.6469155844155844,0.36999999999999994,0.5641025641025641,0.6549409237379162,0.37037037037037035,102,94,8,30,0.7894736842105263,0.5204081632653061,0.7005907626208377
mean_top12_by_adapt_bacc,high_sens75,third_adapt72_only,0,0.36999999999999994,0.6944444444444444,0.6655844155844155,0.7608695652173914,15,13,9,35,0.7954545454545454,0.5357142857142857,0.6469155844155844,0.36999999999999994,0.5641025641025641,0.6549409237379162,0.37037037037037035,102,94,8,30,0.7894736842105263,0.5204081632653061,0.7005907626208377
mean_top12_by_adapt_bacc,high_sens85,third_adapt72_only,0,0.36999999999999994,0.6944444444444444,0.6655844155844155,0.7608695652173914,15,13,9,35,0.7954545454545454,0.5357142857142857,0.6469155844155844,0.36999999999999994,0.5641025641025641,0.6549409237379162,0.37037037037037035,102,94,8,30,0.7894736842105263,0.5204081632653061,0.7005907626208377
single__03_crop_64style__final_prob_high,balanced_accuracy,third_adapt72_only,0,0.5299999999999999,0.5555555555555556,0.5974025974025974,0.5294117647058824,22,6,26,18,0.4090909090909091,0.7857142857142857,0.5340909090909092,0.5299999999999999,0.7393162393162394,0.6534640171858217,0.39603960396039606,153,43,18,20,0.5263157894736842,0.7806122448979592,0.7095193340494093
mean_top16_by_adapt_bacc,balanced_accuracy,third_adapt72_only,0,0.36499999999999994,0.6527777777777778,0.6314935064935066,0.7191011235955056,15,13,12,32,0.7272727272727273,0.5357142857142857,0.6290584415584415,0.36499999999999994,0.5769230769230769,0.6519871106337272,0.36942675159235666,106,90,9,29,0.7631578947368421,0.5408163265306123,0.6979054779806659
mean_top16_by_adapt_bacc,high_sens75,third_adapt72_only,0,0.36499999999999994,0.6527777777777778,0.6314935064935066,0.7191011235955056,15,13,12,32,0.7272727272727273,0.5357142857142857,0.6290584415584415,0.36499999999999994,0.5769230769230769,0.6519871106337272,0.36942675159235666,106,90,9,29,0.7631578947368421,0.5408163265306123,0.6979054779806659
single__06_rawtop_whole_crop__rf_d3_l8__acc,balanced_accuracy,third_adapt72_only,0,0.5049999999999999,0.5555555555555556,0.5909090909090909,0.5428571428571428,21,7,25,19,0.4318181818181818,0.75,0.577922077922078,0.5049999999999999,0.7521367521367521,0.6505102040816326,0.3958333333333333,157,39,19,19,0.5,0.8010204081632653,0.7050214822771214
single__06_rawtop_whole_crop__rf_d3_l8__bacc,balanced_accuracy,third_adapt72_only,0,0.5049999999999999,0.5555555555555556,0.5909090909090909,0.5428571428571428,21,7,25,19,0.4318181818181818,0.75,0.577922077922078,0.5049999999999999,0.7521367521367521,0.6505102040816326,0.3958333333333333,157,39,19,19,0.5,0.8010204081632653,0.7050214822771214
single__06_rawtop_whole_crop__rf_d3_l8__sens90,balanced_accuracy,third_adapt72_only,0,0.5049999999999999,0.5555555555555556,0.5909090909090909,0.5428571428571428,21,7,25,19,0.4318181818181818,0.75,0.577922077922078,0.5049999999999999,0.7521367521367521,0.6505102040816326,0.3958333333333333,157,39,19,19,0.5,0.8010204081632653,0.7050214822771214
single__02_rawtop_whole__gb_d1_lr05__acc,balanced_accuracy,third_adapt72_only,0,0.5249999999999999,0.5416666666666666,0.599025974025974,0.47619047619047616,24,4,29,15,0.3409090909090909,0.8571428571428571,0.5945616883116883,0.5249999999999999,0.8034188034188035,0.6493018259935552,0.41025641025641024,172,24,22,16,0.42105263157894735,0.8775510204081632,0.700187969924812
single__02_rawtop_whole__gb_d1_lr05__bacc,balanced_accuracy,third_adapt72_only,0,0.5249999999999999,0.5416666666666666,0.599025974025974,0.47619047619047616,24,4,29,15,0.3409090909090909,0.8571428571428571,0.5945616883116883,0.5249999999999999,0.8034188034188035,0.6493018259935552,0.41025641025641024,172,24,22,16,0.42105263157894735,0.8775510204081632,0.700187969924812
single__02_rawtop_whole__gb_d1_lr05__sens90,balanced_accuracy,third_adapt72_only,0,0.5249999999999999,0.5416666666666666,0.599025974025974,0.47619047619047616,24,4,29,15,0.3409090909090909,0.8571428571428571,0.5945616883116883,0.5249999999999999,0.8034188034188035,0.6493018259935552,0.41025641025641024,172,24,22,16,0.42105263157894735,0.8775510204081632,0.700187969924812
median_top12_by_adapt_bacc,balanced_accuracy,third_adapt72_only,0,0.36999999999999994,0.6805555555555556,0.6412337662337663,0.7578947368421053,13,15,8,36,0.8181818181818182,0.4642857142857143,0.6258116883116882,0.36999999999999994,0.5512820512820513,0.6472878625134264,0.36363636363636365,99,97,8,30,0.7894736842105263,0.5051020408163265,0.7164339419978518
median_top12_by_adapt_bacc,accuracy,third_adapt72_only,0,0.36999999999999994,0.6805555555555556,0.6412337662337663,0.7578947368421053,13,15,8,36,0.8181818181818182,0.4642857142857143,0.6258116883116882,0.36999999999999994,0.5512820512820513,0.6472878625134264,0.36363636363636365,99,97,8,30,0.7894736842105263,0.5051020408163265,0.7164339419978518
median_top12_by_adapt_bacc,high_sens75,third_adapt72_only,0,0.36999999999999994,0.6805555555555556,0.6412337662337663,0.7578947368421053,13,15,8,36,0.8181818181818182,0.4642857142857143,0.6258116883116882,0.36999999999999994,0.5512820512820513,0.6472878625134264,0.36363636363636365,99,97,8,30,0.7894736842105263,0.5051020408163265,0.7164339419978518
median_top12_by_adapt_bacc,high_sens85,third_adapt72_only,0,0.36999999999999994,0.6805555555555556,0.6412337662337663,0.7578947368421053,13,15,8,36,0.8181818181818182,0.4642857142857143,0.6258116883116882,0.36999999999999994,0.5512820512820513,0.6472878625134264,0.36363636363636365,99,97,8,30,0.7894736842105263,0.5051020408163265,0.7164339419978518
single__06_rawtop_whole_crop__logreg_c003__acc,balanced_accuracy,third_adapt72_only,0,0.625,0.5416666666666666,0.599025974025974,0.47619047619047616,24,4,29,15,0.3409090909090909,0.8571428571428571,0.5584415584415584,0.625,0.7948717948717948,0.6441997851772288,0.4,170,26,22,16,0.42105263157894735,0.8673469387755102,0.674140708915145
single__06_rawtop_whole_crop__logreg_c003__bacc,balanced_accuracy,third_adapt72_only,0,0.625,0.5416666666666666,0.599025974025974,0.47619047619047616,24,4,29,15,0.3409090909090909,0.8571428571428571,0.5584415584415584,0.625,0.7948717948717948,0.6441997851772288,0.4,170,26,22,16,0.42105263157894735,0.8673469387755102,0.674140708915145
single__06_rawtop_whole_crop__logreg_c003__sens90,balanced_accuracy,third_adapt72_only,0,0.625,0.5416666666666666,0.599025974025974,0.47619047619047616,24,4,29,15,0.3409090909090909,0.8571428571428571,0.5584415584415584,0.625,0.7948717948717948,0.6441997851772288,0.4,170,26,22,16,0.42105263157894735,0.8673469387755102,0.674140708915145
mean_top24_by_adapt_bacc,balanced_accuracy,third_adapt72_only,0,0.33499999999999996,0.6666666666666666,0.6363636363636364,0.7391304347826086,14,14,10,34,0.7727272727272727,0.5,0.6258116883116883,0.33499999999999996,0.5811965811965812,0.6439312567132116,0.36363636363636365,108,88,10,28,0.7368421052631579,0.5510204081632653,0.7008592910848549
mean_top24_by_adapt_bacc,accuracy,third_adapt72_only,0,0.33499999999999996,0.6666666666666666,0.6363636363636364,0.7391304347826086,14,14,10,34,0.7727272727272727,0.5,0.6258116883116883,0.33499999999999996,0.5811965811965812,0.6439312567132116,0.36363636363636365,108,88,10,28,0.7368421052631579,0.5510204081632653,0.7008592910848549
mean_top24_by_adapt_bacc,high_sens75,third_adapt72_only,0,0.33499999999999996,0.6666666666666666,0.6363636363636364,0.7391304347826086,14,14,10,34,0.7727272727272727,0.5,0.6258116883116883,0.33499999999999996,0.5811965811965812,0.6439312567132116,0.36363636363636365,108,88,10,28,0.7368421052631579,0.5510204081632653,0.7008592910848549
mean_top24_by_adapt_bacc,high_sens85,third_adapt72_only,0,0.33499999999999996,0.6666666666666666,0.6363636363636364,0.7391304347826086,14,14,10,34,0.7727272727272727,0.5,0.6258116883116883,0.33499999999999996,0.5811965811965812,0.6439312567132116,0.36363636363636365,108,88,10,28,0.7368421052631579,0.5510204081632653,0.7008592910848549
mean_top16_by_adapt_bacc,high_sens85,third_adapt72_only,0,0.33999999999999997,0.6527777777777778,0.599025974025974,0.7474747474747475,10,18,7,37,0.8409090909090909,0.35714285714285715,0.6290584415584415,0.33999999999999997,0.5427350427350427,0.6421858216970999,0.3592814371257485,97,99,8,30,0.7894736842105263,0.49489795918367346,0.6979054779806659
trimmed_mean__all_signals,balanced_accuracy,third_adapt72_only,0,0.33499999999999996,0.6388888888888888,0.6006493506493507,0.723404255319149,12,16,10,34,0.7727272727272727,0.42857142857142855,0.5965909090909092,0.33499999999999996,0.594017094017094,0.6409774436090225,0.3624161073825503,112,84,11,27,0.7105263157894737,0.5714285714285714,0.6885069817400644
trimmed_mean__all_signals,accuracy,third_adapt72_only,0,0.33499999999999996,0.6388888888888888,0.6006493506493507,0.723404255319149,12,16,10,34,0.7727272727272727,0.42857142857142855,0.5965909090909092,0.33499999999999996,0.594017094017094,0.6409774436090225,0.3624161073825503,112,84,11,27,0.7105263157894737,0.5714285714285714,0.6885069817400644
trimmed_mean__all_signals,high_sens75,third_adapt72_only,0,0.33499999999999996,0.6388888888888888,0.6006493506493507,0.723404255319149,12,16,10,34,0.7727272727272727,0.42857142857142855,0.5965909090909092,0.33499999999999996,0.594017094017094,0.6409774436090225,0.3624161073825503,112,84,11,27,0.7105263157894737,0.5714285714285714,0.6885069817400644
single__01_whole_64style__base_prob_high,balanced_accuracy,third_adapt72_only,0,0.5599999999999999,0.5416666666666666,0.5925324675324675,0.49230769230769234,23,5,28,16,0.36363636363636365,0.8214285714285714,0.5933441558441559,0.5599999999999999,0.782051282051282,0.6365467239527389,0.3855421686746988,167,29,22,16,0.42105263157894735,0.8520408163265306,0.6938775510204083
mean__all_signals,balanced_accuracy,third_adapt72_only,0,0.33499999999999996,0.6388888888888888,0.6006493506493507,0.723404255319149,12,16,10,34,0.7727272727272727,0.42857142857142855,0.5982142857142857,0.33499999999999996,0.5854700854700855,0.635875402792696,0.3576158940397351,110,86,11,27,0.7105263157894737,0.5612244897959183,0.6879699248120299
mean__all_signals,high_sens75,third_adapt72_only,0,0.33499999999999996,0.6388888888888888,0.6006493506493507,0.723404255319149,12,16,10,34,0.7727272727272727,0.42857142857142855,0.5982142857142857,0.33499999999999996,0.5854700854700855,0.635875402792696,0.3576158940397351,110,86,11,27,0.7105263157894737,0.5612244897959183,0.6879699248120299
median_top5_by_adapt_bacc,balanced_accuracy,third_adapt72_only,0,0.44499999999999995,0.6527777777777778,0.6444805194805194,0.7058823529411765,17,11,14,30,0.6818181818181818,0.6071428571428571,0.6444805194805194,0.44499999999999995,0.6025641025641025,0.6354726100966703,0.3586206896551724,115,81,12,26,0.6842105263157895,0.5867346938775511,0.6889097744360902
median_top5_by_adapt_bacc,accuracy,third_adapt72_only,0,0.44499999999999995,0.6527777777777778,0.6444805194805194,0.7058823529411765,17,11,14,30,0.6818181818181818,0.6071428571428571,0.6444805194805194,0.44499999999999995,0.6025641025641025,0.6354726100966703,0.3586206896551724,115,81,12,26,0.6842105263157895,0.5867346938775511,0.6889097744360902
mean_top8_by_adapt_auc,balanced_accuracy,third_adapt72_only,0,0.3499999999999999,0.6666666666666666,0.6428571428571428,0.7333333333333333,15,13,11,33,0.75,0.5357142857142857,0.6404220779220778,0.3499999999999999,0.5811965811965812,0.6333243823845327,0.35526315789473684,109,87,11,27,0.7105263157894737,0.5561224489795918,0.6926691729323309
mean_top8_by_adapt_auc,accuracy,third_adapt72_only,0,0.3499999999999999,0.6666666666666666,0.6428571428571428,0.7333333333333333,15,13,11,33,0.75,0.5357142857142857,0.6404220779220778,0.3499999999999999,0.5811965811965812,0.6333243823845327,0.35526315789473684,109,87,11,27,0.7105263157894737,0.5561224489795918,0.6926691729323309
mean_top8_by_adapt_auc,high_sens75,third_adapt72_only,0,0.3499999999999999,0.6666666666666666,0.6428571428571428,0.7333333333333333,15,13,11,33,0.75,0.5357142857142857,0.6404220779220778,0.3499999999999999,0.5811965811965812,0.6333243823845327,0.35526315789473684,109,87,11,27,0.7105263157894737,0.5561224489795918,0.6926691729323309
median_top8_by_adapt_auc,balanced_accuracy,third_adapt72_only,0,0.3449999999999999,0.6666666666666666,0.6428571428571428,0.7333333333333333,15,13,11,33,0.75,0.5357142857142857,0.6530032467532468,0.3449999999999999,0.5811965811965812,0.6333243823845327,0.35526315789473684,109,87,11,27,0.7105263157894737,0.5561224489795918,0.688641245972073
median_top8_by_adapt_auc,accuracy,third_adapt72_only,0,0.3449999999999999,0.6666666666666666,0.6428571428571428,0.7333333333333333,15,13,11,33,0.75,0.5357142857142857,0.6530032467532468,0.3449999999999999,0.5811965811965812,0.6333243823845327,0.35526315789473684,109,87,11,27,0.7105263157894737,0.5561224489795918,0.688641245972073
median_top8_by_adapt_auc,high_sens75,third_adapt72_only,0,0.3449999999999999,0.6666666666666666,0.6428571428571428,0.7333333333333333,15,13,11,33,0.75,0.5357142857142857,0.6530032467532468,0.3449999999999999,0.5811965811965812,0.6333243823845327,0.35526315789473684,109,87,11,27,0.7105263157894737,0.5561224489795918,0.688641245972073
mean_top3_by_adapt_auc,balanced_accuracy,third_adapt72_only,0,0.42499999999999993,0.6805555555555556,0.6672077922077921,0.735632183908046,17,11,12,32,0.7272727272727273,0.6071428571428571,0.6590909090909091,0.42499999999999993,0.6324786324786325,0.6321160042964554,0.3582089552238806,124,72,14,24,0.631578947368421,0.6326530612244898,0.6831364124597208
mean_top3_by_adapt_auc,accuracy,third_adapt72_only,0,0.42499999999999993,0.6805555555555556,0.6672077922077921,0.735632183908046,17,11,12,32,0.7272727272727273,0.6071428571428571,0.6590909090909091,0.42499999999999993,0.6324786324786325,0.6321160042964554,0.3582089552238806,124,72,14,24,0.631578947368421,0.6326530612244898,0.6831364124597208
single__02_rawtop_whole__extra_d2_l10__acc,balanced_accuracy,third_adapt72_only,0,0.5099999999999999,0.5416666666666666,0.5795454545454546,0.5217391304347826,21,7,26,18,0.4090909090909091,0.75,0.5746753246753246,0.5099999999999999,0.7564102564102564,0.6318474758324383,0.37362637362637363,160,36,21,17,0.4473684210526316,0.8163265306122449,0.7016648764769065
single__02_rawtop_whole__extra_d2_l10__bacc,balanced_accuracy,third_adapt72_only,0,0.5099999999999999,0.5416666666666666,0.5795454545454546,0.5217391304347826,21,7,26,18,0.4090909090909091,0.75,0.5746753246753246,0.5099999999999999,0.7564102564102564,0.6318474758324383,0.37362637362637363,160,36,21,17,0.4473684210526316,0.8163265306122449,0.7016648764769065
single__02_rawtop_whole__extra_d2_l10__sens90,balanced_accuracy,third_adapt72_only,0,0.5099999999999999,0.5416666666666666,0.5795454545454546,0.5217391304347826,21,7,26,18,0.4090909090909091,0.75,0.5746753246753246,0.5099999999999999,0.7564102564102564,0.6318474758324383,0.37362637362637363,160,36,21,17,0.4473684210526316,0.8163265306122449,0.7016648764769065
mean_top5_by_adapt_auc,high_sens75,third_adapt72_only,0,0.32999999999999996,0.6527777777777778,0.625,0.7252747252747253,14,14,11,33,0.75,0.5,0.6461038961038961,0.32999999999999996,0.5555555555555556,0.6286251342642319,0.35,102,94,10,28,0.7368421052631579,0.5204081632653061,0.6891783029001075
mean_top24_by_adapt_auc,balanced_accuracy,third_adapt72_only,0,0.32499999999999996,0.6944444444444444,0.6525974025974026,0.7708333333333334,13,15,7,37,0.8409090909090909,0.4642857142857143,0.6323051948051948,0.32499999999999996,0.5512820512820513,0.6260741138560687,0.34782608695652173,101,95,10,28,0.7368421052631579,0.5153061224489796,0.6983082706766918
mean_top24_by_adapt_auc,accuracy,third_adapt72_only,0,0.32499999999999996,0.6944444444444444,0.6525974025974026,0.7708333333333334,13,15,7,37,0.8409090909090909,0.4642857142857143,0.6323051948051948,0.32499999999999996,0.5512820512820513,0.6260741138560687,0.34782608695652173,101,95,10,28,0.7368421052631579,0.5153061224489796,0.6983082706766918
mean_top24_by_adapt_auc,high_sens75,third_adapt72_only,0,0.32499999999999996,0.6944444444444444,0.6525974025974026,0.7708333333333334,13,15,7,37,0.8409090909090909,0.4642857142857143,0.6323051948051948,0.32499999999999996,0.5512820512820513,0.6260741138560687,0.34782608695652173,101,95,10,28,0.7368421052631579,0.5153061224489796,0.6983082706766918
mean_top24_by_adapt_auc,high_sens85,third_adapt72_only,0,0.32499999999999996,0.6944444444444444,0.6525974025974026,0.7708333333333334,13,15,7,37,0.8409090909090909,0.4642857142857143,0.6323051948051948,0.32499999999999996,0.5512820512820513,0.6260741138560687,0.34782608695652173,101,95,10,28,0.7368421052631579,0.5153061224489796,0.6983082706766918
median_top8_by_adapt_bacc,balanced_accuracy,third_adapt72_only,0,0.43499999999999994,0.6805555555555556,0.6672077922077921,0.735632183908046,17,11,12,32,0.7272727272727273,0.6071428571428571,0.6761363636363636,0.43499999999999994,0.5854700854700855,0.6252685284640171,0.348993288590604,111,85,12,26,0.6842105263157895,0.5663265306122449,0.6954887218045113
median_top8_by_adapt_bacc,accuracy,third_adapt72_only,0,0.43499999999999994,0.6805555555555556,0.6672077922077921,0.735632183908046,17,11,12,32,0.7272727272727273,0.6071428571428571,0.6761363636363636,0.43499999999999994,0.5854700854700855,0.6252685284640171,0.348993288590604,111,85,12,26,0.6842105263157895,0.5663265306122449,0.6954887218045113
single__08_bgnorm085_whole_crop_64style__base_prob_high,balanced_accuracy,third_adapt72_only,0,0.3499999999999999,0.6944444444444444,0.6785714285714286,0.75,17,11,11,33,0.75,0.6071428571428571,0.6680194805194806,0.3499999999999999,0.6196581196581197,0.6244629430719656,0.35036496350364965,121,75,14,24,0.631578947368421,0.6173469387755102,0.6780343716433942
single__08_bgnorm085_whole_crop_64style__base_prob_high,accuracy,third_adapt72_only,0,0.3499999999999999,0.6944444444444444,0.6785714285714286,0.75,17,11,11,33,0.75,0.6071428571428571,0.6680194805194806,0.3499999999999999,0.6196581196581197,0.6244629430719656,0.35036496350364965,121,75,14,24,0.631578947368421,0.6173469387755102,0.6780343716433942
single__08_bgnorm085_whole_crop_64style__base_prob_high,high_sens75,third_adapt72_only,0,0.3499999999999999,0.6944444444444444,0.6785714285714286,0.75,17,11,11,33,0.75,0.6071428571428571,0.6680194805194806,0.3499999999999999,0.6196581196581197,0.6244629430719656,0.35036496350364965,121,75,14,24,0.631578947368421,0.6173469387755102,0.6780343716433942
median_top3_by_adapt_bacc,high_sens85,third_adapt72_only,0,0.33499999999999996,0.6666666666666666,0.6363636363636364,0.7391304347826086,14,14,10,34,0.7727272727272727,0.5,0.640422077922078,0.33499999999999996,0.5641025641025641,0.6231203007518797,0.34615384615384615,105,91,11,27,0.7105263157894737,0.5357142857142857,0.6732008592910848
median_top12_by_adapt_auc,balanced_accuracy,third_adapt72_only,0,0.37499999999999994,0.6527777777777778,0.625,0.7252747252747253,14,14,11,33,0.75,0.5,0.6213474025974026,0.37499999999999994,0.5641025641025641,0.6231203007518797,0.34615384615384615,105,91,11,27,0.7105263157894737,0.5357142857142857,0.7048872180451129
median_top12_by_adapt_auc,accuracy,third_adapt72_only,0,0.37499999999999994,0.6527777777777778,0.625,0.7252747252747253,14,14,11,33,0.75,0.5,0.6213474025974026,0.37499999999999994,0.5641025641025641,0.6231203007518797,0.34615384615384615,105,91,11,27,0.7105263157894737,0.5357142857142857,0.7048872180451129
median_top12_by_adapt_auc,high_sens75,third_adapt72_only,0,0.37499999999999994,0.6527777777777778,0.625,0.7252747252747253,14,14,11,33,0.75,0.5,0.6213474025974026,0.37499999999999994,0.5641025641025641,0.6231203007518797,0.34615384615384615,105,91,11,27,0.7105263157894737,0.5357142857142857,0.7048872180451129
single__08_bgnorm085_whole_crop_64style__base_prob_high,high_sens85,third_adapt72_only,0,0.33499999999999996,0.6944444444444444,0.672077922077922,0.7555555555555555,16,12,10,34,0.7727272727272727,0.5714285714285714,0.6680194805194806,0.33499999999999996,0.5982905982905983,0.6223147153598282,0.3472222222222222,115,81,13,25,0.6578947368421053,0.5867346938775511,0.6780343716433942
mean_top3_by_adapt_auc,high_sens85,third_adapt72_only,0,0.4049999999999999,0.6805555555555556,0.6477272727272727,0.7526881720430108,14,14,9,35,0.7954545454545454,0.5,0.6590909090909091,0.4049999999999999,0.5769230769230769,0.6201664876476907,0.3443708609271523,109,87,12,26,0.6842105263157895,0.5561224489795918,0.6831364124597208
median_top16_by_adapt_bacc,balanced_accuracy,third_adapt72_only,0,0.30499999999999994,0.6666666666666666,0.6103896103896104,0.76,10,18,6,38,0.8636363636363636,0.35714285714285715,0.6185064935064934,0.30499999999999994,0.5042735042735043,0.6192266380236305,0.3409090909090909,88,108,8,30,0.7894736842105263,0.4489795918367347,0.7077067669172932
median_top16_by_adapt_bacc,accuracy,third_adapt72_only,0,0.30499999999999994,0.6666666666666666,0.6103896103896104,0.76,10,18,6,38,0.8636363636363636,0.35714285714285715,0.6185064935064934,0.30499999999999994,0.5042735042735043,0.6192266380236305,0.3409090909090909,88,108,8,30,0.7894736842105263,0.4489795918367347,0.7077067669172932
median_top16_by_adapt_bacc,high_sens75,third_adapt72_only,0,0.30499999999999994,0.6666666666666666,0.6103896103896104,0.76,10,18,6,38,0.8636363636363636,0.35714285714285715,0.6185064935064934,0.30499999999999994,0.5042735042735043,0.6192266380236305,0.3409090909090909,88,108,8,30,0.7894736842105263,0.4489795918367347,0.7077067669172932
median_top16_by_adapt_bacc,high_sens85,third_adapt72_only,0,0.30499999999999994,0.6666666666666666,0.6103896103896104,0.76,10,18,6,38,0.8636363636363636,0.35714285714285715,0.6185064935064934,0.30499999999999994,0.5042735042735043,0.6192266380236305,0.3409090909090909,88,108,8,30,0.7894736842105263,0.4489795918367347,0.7077067669172932
mean__all_signals,accuracy,third_adapt72_only,0,0.31999999999999995,0.6527777777777778,0.599025974025974,0.7474747474747475,10,18,7,37,0.8409090909090909,0.35714285714285715,0.5982142857142857,0.31999999999999995,0.5213675213675214,0.6188238453276047,0.3411764705882353,93,103,9,29,0.7631578947368421,0.4744897959183674,0.6879699248120299
mean__all_signals,high_sens85,third_adapt72_only,0,0.31999999999999995,0.6527777777777778,0.599025974025974,0.7474747474747475,10,18,7,37,0.8409090909090909,0.35714285714285715,0.5982142857142857,0.31999999999999995,0.5213675213675214,0.6188238453276047,0.3411764705882353,93,103,9,29,0.7631578947368421,0.4744897959183674,0.6879699248120299
