fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,10,0.715177304964539,0.8247222222222221,0.7235772357723578,0.7208333333333333
2,7,0.753798449612403,0.762836879432624,0.7295081967213115,0.7045390070921986
3,6,0.7214080917489647,0.7739534883720931,0.6779661016949152,0.6970542635658915
4,3,0.6595238095238095,0.7661675692895826,0.6724137931034483,0.6154826377827334
5,1,0.72,0.7850340136054422,0.6964285714285714,0.6714285714285715
