split,level,aggregation,auc,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp
test_oof,case,mean,0.7713126340417235,0.700507614213198,0.6826501267303569,0.6098654708520179,0.7554347826086957,0.6017699115044248,0.6057906458797327,278,90,87,136
test_oof:batch1,case,mean,0.8108187134502924,0.717948717948718,0.7171052631578947,0.6842105263157895,0.75,0.7222222222222222,0.7027027027027027,45,15,18,39
test_oof:batch2,case,mean,0.6832482993197279,0.625,0.625,0.6071428571428571,0.6428571428571429,0.6296296296296297,0.6181818181818182,54,30,33,51
test_oof:third_batch_adapt72_highfocus,case,mean,0.7280844155844156,0.5972222222222222,0.599025974025974,0.5909090909090909,0.6071428571428571,0.7027027027027027,0.6419753086419753,17,11,18,26
test_oof:third_batch_holdout,case,mean,0.7491944146079483,0.7777777777777778,0.6764232008592911,0.5263157894736842,0.826530612244898,0.37037037037037035,0.43478260869565216,162,34,18,20
test_oof:old,case,mean,0.7369976359338062,0.6631578947368421,0.6628989361702128,0.6382978723404256,0.6875,0.6666666666666666,0.6521739130434783,99,45,51,90
test_oof:third,case,mean,0.7821210801393728,0.7352941176470589,0.6800413763066202,0.5609756097560976,0.7991071428571429,0.5054945054945055,0.5317919075144508,179,45,36,46
