fold,kind,repeat_adapt,threshold_objective,threshold,fold_accuracy,fold_balanced_accuracy,fold_f1,fold_tn,fold_fp,fold_fn,fold_tp,fold_auc
0,extratrees_3,1,accuracy,0.5299999999999999,0.8064516129032258,0.7019607843137254,0.5714285714285714,42,3,9,8,0.7568627450980392
1,extratrees_3,1,accuracy,0.5299999999999999,0.819672131147541,0.6763888888888889,0.5217391304347826,44,1,10,6,0.8347222222222223
2,extratrees_3,1,accuracy,0.5299999999999999,0.7049180327868853,0.5583333333333333,0.3076923076923077,39,6,12,4,0.6361111111111111
3,extratrees_3,1,accuracy,0.5399999999999999,0.7540983606557377,0.6319444444444444,0.4444444444444444,40,5,10,6,0.7152777777777778
4,extratrees_3,1,accuracy,0.5299999999999999,0.8032786885245902,0.6651069518716578,0.5,43,1,11,6,0.8114973262032085
