fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,5,0.7056737588652482,0.8113888888888889,0.7398373983739838,0.7641666666666667
2,6,0.7353488372093023,0.7463829787234042,0.6639344262295082,0.6591489361702128
3,1,0.64606562599554,0.7748837209302326,0.6610169491525424,0.7035658914728682
4,5,0.769047619047619,0.714240203886588,0.5775862068965517,0.6213762344695762
5,6,0.7175,0.7700680272108844,0.6517857142857143,0.6642857142857144
