fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,4,0.6634042553191489,0.7833333333333334,0.6991869918699187,0.6708333333333334
2,5,0.703875968992248,0.7512056737588653,0.7049180327868853,0.676595744680851
3,2,0.6605606881172348,0.7252713178294573,0.6779661016949152,0.6524031007751938
4,6,0.7166666666666667,0.7295316979929913,0.5086206896551724,0.5809174896463842
5,3,0.7091666666666667,0.779251700680272,0.7232142857142857,0.7309523809523809
