score,selection_mode,target_accept_acc,accept_n,accept_frac,review_n,review_frac,review_error_precision,error_recall_in_review,fn_recall_in_review,hardcore_recall_in_review,accept_accuracy,accept_balanced_accuracy,accept_specificity_low,accept_sensitivity_high,accept_tn,accept_fp,accept_fn,accept_tp,review_base_n,review_base_accuracy,review_base_balanced_accuracy,review_base_specificity_low,review_base_sensitivity_high,review_base_tn,review_base_fp,review_base_fn,review_base_tp,final_if_review_corrected_n,final_if_review_corrected_accuracy,final_if_review_corrected_balanced_accuracy,final_if_review_corrected_specificity_low,final_if_review_corrected_sensitivity_high,final_if_review_corrected_tn,final_if_review_corrected_fp,final_if_review_corrected_fn,final_if_review_corrected_tp
learn_upper_wrong_rf,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_wrong_extra,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_wrong_gb,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_fn_logreg,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_fn_rf,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_fn_extra,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_fn_gb,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_rank_allrange_075_fn_025,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_rank_allrange_050_fn_050,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_rank_allrange_025_fn_075,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_max_allrange_fn,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_mean_all_std_abs_fn,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_overall_then_fn,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_fn_then_overall,wilson95,0.9,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
upper_low_conf,raw,0.95,58,0.20350877192982456,227,0.7964912280701755,0.2687224669603524,0.9242424242424242,0.875,0.9230769230769231,0.9137931034482759,0.9137931034482758,0.9655172413793104,0.8620689655172413,28,1,4,25,227,0.7312775330396476,0.7315217391304347,0.7130434782608696,0.75,82,33,28,84,285,0.9824561403508771,0.9823433806146572,0.9930555555555556,0.9716312056737588,143,1,4,137
hybrid_overall_then_fn,raw,0.95,21,0.07368421052631578,264,0.9263157894736842,0.24242424242424243,0.9696969696969697,1.0,0.9692307692307692,0.9047619047619048,0.75,0.5,1.0,2,2,0,17,264,0.7575757575757576,0.7566820276497697,0.7714285714285715,0.7419354838709677,108,32,32,92,285,0.9929824561403509,0.9930555555555556,0.9861111111111112,1.0,142,2,0,141
learn_hard_core_rf,raw,0.95,20,0.07017543859649122,265,0.9298245614035088,0.2339622641509434,0.9393939393939394,0.90625,0.9384615384615385,0.8,0.8080808080808081,0.8888888888888888,0.7272727272727273,8,1,3,8,265,0.7660377358490567,0.7662393162393162,0.7555555555555555,0.7769230769230769,102,33,29,101,285,0.9859649122807017,0.9858894799054374,0.9930555555555556,0.9787234042553191,143,1,3,138
hybrid_mean_all_std_abs_fn,raw,0.95,20,0.07017543859649122,265,0.9298245614035088,0.24150943396226415,0.9696969696969697,1.0,0.9692307692307692,0.9,0.75,0.5,1.0,2,2,0,16,265,0.7584905660377359,0.7577142857142858,0.7714285714285715,0.744,108,32,32,93,285,0.9929824561403509,0.9930555555555556,0.9861111111111112,1.0,142,2,0,141
learn_upper_wrong_rf,raw,0.95,18,0.06315789473684211,267,0.9368421052631579,0.23220973782771537,0.9393939393939394,0.90625,0.9384615384615385,0.7777777777777778,0.7875,0.875,0.7,7,1,3,7,267,0.7677902621722846,0.7679894476874719,0.7573529411764706,0.7786259541984732,103,33,29,102,285,0.9859649122807017,0.9858894799054374,0.9930555555555556,0.9787234042553191,143,1,3,138
hybrid_rank_allrange_075_fn_025,raw,0.95,17,0.05964912280701754,268,0.9403508771929825,0.23880597014925373,0.9696969696969697,1.0,0.9692307692307692,0.8823529411764706,0.5,0.0,1.0,0,2,0,15,268,0.7611940298507462,0.7603398166778448,0.7746478873239436,0.746031746031746,110,32,32,94,285,0.9929824561403509,0.9930555555555556,0.9861111111111112,1.0,142,2,0,141
learn_hard_core_extra,raw,0.95,16,0.056140350877192984,269,0.9438596491228071,0.22676579925650558,0.9242424242424242,0.90625,0.9230769230769231,0.6875,0.6875,0.75,0.625,6,2,3,5,269,0.7732342007434945,0.7733303847854931,0.7647058823529411,0.7819548872180451,104,32,29,104,285,0.9824561403508771,0.9824172576832151,0.9861111111111112,0.9787234042553191,142,2,3,138
hybrid_rank_allrange_050_fn_050,raw,0.95,13,0.0456140350877193,272,0.9543859649122807,0.23529411764705882,0.9696969696969697,1.0,0.9692307692307692,0.8461538461538461,0.5,0.0,1.0,0,2,0,11,272,0.7647058823529411,0.7642470205850487,0.7746478873239436,0.7538461538461538,110,32,32,98,285,0.9929824561403509,0.9930555555555556,0.9861111111111112,1.0,142,2,0,141
all_std,raw,0.95,9,0.031578947368421054,276,0.968421052631579,0.2210144927536232,0.9242424242424242,0.875,0.9230769230769231,0.4444444444444444,0.5,0.6666666666666666,0.3333333333333333,2,1,4,2,276,0.7789855072463768,0.7792750197005516,0.7659574468085106,0.7925925925925926,108,33,28,107,285,0.9824561403508771,0.9823433806146572,0.9930555555555556,0.9716312056737588,143,1,4,137
all_range,raw,0.95,4,0.014035087719298246,281,0.9859649122807017,0.2277580071174377,0.9696969696969697,0.9375,0.9692307692307692,0.5,0.6666666666666666,1.0,0.3333333333333333,1,0,2,1,281,0.7722419928825622,0.7724232289449681,0.7622377622377622,0.782608695652174,109,34,30,108,285,0.9929824561403509,0.9929078014184397,1.0,0.9858156028368794,144,0,2,139
max_absdiff_to_upper,raw,0.95,4,0.014035087719298246,281,0.9859649122807017,0.2277580071174377,0.9696969696969697,0.9375,0.9692307692307692,0.5,0.6666666666666666,1.0,0.3333333333333333,1,0,2,1,281,0.7722419928825622,0.7724232289449681,0.7622377622377622,0.782608695652174,109,34,30,108,285,0.9929824561403509,0.9929078014184397,1.0,0.9858156028368794,144,0,2,139
learn_upper_wrong_logreg,raw,0.95,4,0.014035087719298246,281,0.9859649122807017,0.2277580071174377,0.9696969696969697,0.9375,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,1,0,2,1,281,0.7722419928825622,0.7724232289449681,0.7622377622377622,0.782608695652174,109,34,30,108,285,0.9929824561403509,0.9929078014184397,1.0,0.9858156028368794,144,0,2,139
all_vote_disagree,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
mean_absdiff_to_upper,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
upper_predlow_pupper,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_ensemble_mean,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_ensemble_median,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_range,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_disagree_mean,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_vote_frac,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_hard_core_logreg,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_hard_core_gb,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_wrong_extra,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_wrong_gb,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_fn_logreg,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_fn_rf,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_fn_extra,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_fn_gb,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_rank_allrange_025_fn_075,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_max_allrange_fn,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_fn_then_overall,raw,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
upper_low_conf,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
all_std,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
all_range,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
all_vote_disagree,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
mean_absdiff_to_upper,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
max_absdiff_to_upper,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
upper_predlow_pupper,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_ensemble_mean,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_ensemble_median,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_range,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_disagree_mean,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_vote_frac,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_hard_core_logreg,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_hard_core_rf,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_hard_core_extra,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_hard_core_gb,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_wrong_logreg,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_wrong_rf,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_wrong_extra,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_wrong_gb,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_fn_logreg,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_fn_rf,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_fn_extra,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_fn_gb,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_rank_allrange_075_fn_025,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_rank_allrange_050_fn_050,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_rank_allrange_025_fn_075,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_max_allrange_fn,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_mean_all_std_abs_fn,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_overall_then_fn,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
hybrid_fn_then_overall,wilson90,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
upper_low_conf,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
all_std,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
all_range,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
all_vote_disagree,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
mean_absdiff_to_upper,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
max_absdiff_to_upper,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
upper_predlow_pupper,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_ensemble_mean,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_ensemble_median,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_range,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_disagree_mean,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
predlow_vote_frac,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_hard_core_logreg,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_hard_core_rf,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_hard_core_extra,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_hard_core_gb,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_wrong_logreg,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
learn_upper_wrong_rf,wilson95,0.95,0,0.0,285,1.0,0.23157894736842105,1.0,1.0,1.0,,,,,0,0,0,0,285,0.7684210526315789,0.7684692671394799,0.7638888888888888,0.7730496453900709,110,34,32,109,285,1.0,1.0,1.0,1.0,144,0,0,141
