profile,model_kind,repeat_adapt,threshold_objective,threshold,task_l6_label,n,correct,accuracy
adapt180_mixed,logreg_0.003,2,balanced_accuracy,0.3499999999999999,TC,13,12,0.9230769230769231
adapt180_mixed,logreg_0.003,2,accuracy,0.4699999999999999,AB,102,78,0.7647058823529411
adapt180_mixed,logreg_0.003,2,accuracy,0.4699999999999999,B1,4,1,0.25
adapt180_mixed,logreg_0.003,2,accuracy,0.4699999999999999,B2,7,5,0.7142857142857143
adapt180_mixed,logreg_0.003,2,accuracy,0.4699999999999999,TC,13,12,0.9230769230769231
adapt180_mixed,logreg_0.003,4,balanced_accuracy,0.37999999999999995,AB,102,71,0.696078431372549
adapt180_mixed,logreg_0.003,4,balanced_accuracy,0.37999999999999995,B1,4,1,0.25
adapt180_mixed,logreg_0.003,4,balanced_accuracy,0.37999999999999995,B2,7,5,0.7142857142857143
adapt180_mixed,logreg_0.003,4,balanced_accuracy,0.37999999999999995,TC,13,12,0.9230769230769231
adapt180_mixed,logreg_0.003,4,accuracy,0.6799999999999999,AB,102,92,0.9019607843137255
adapt180_mixed,logreg_0.003,4,accuracy,0.6799999999999999,B1,4,3,0.75
adapt180_mixed,logreg_0.003,4,accuracy,0.6799999999999999,B2,7,4,0.5714285714285714
adapt180_mixed,logreg_0.003,4,accuracy,0.6799999999999999,TC,13,10,0.7692307692307693
adapt180_mixed,extratrees_3,1,balanced_accuracy,0.48999999999999994,AB,102,67,0.6568627450980392
adapt180_mixed,extratrees_3,1,balanced_accuracy,0.48999999999999994,B1,4,1,0.25
adapt180_mixed,extratrees_3,1,balanced_accuracy,0.48999999999999994,B2,7,6,0.8571428571428571
adapt180_mixed,extratrees_3,1,balanced_accuracy,0.48999999999999994,TC,13,12,0.9230769230769231
adapt180_mixed,extratrees_3,1,accuracy,0.5299999999999999,AB,102,98,0.9607843137254902
adapt180_mixed,extratrees_3,1,accuracy,0.5299999999999999,B1,4,3,0.75
adapt180_mixed,extratrees_3,1,accuracy,0.5299999999999999,B2,7,5,0.7142857142857143
adapt180_mixed,extratrees_3,1,accuracy,0.5299999999999999,TC,13,8,0.6153846153846154
adapt180_mixed,extratrees_3,2,balanced_accuracy,0.49999999999999994,AB,102,75,0.7352941176470589
adapt180_mixed,extratrees_3,2,balanced_accuracy,0.49999999999999994,B1,4,1,0.25
adapt180_mixed,extratrees_3,2,balanced_accuracy,0.49999999999999994,B2,7,6,0.8571428571428571
adapt180_mixed,extratrees_3,2,balanced_accuracy,0.49999999999999994,TC,13,12,0.9230769230769231
adapt180_mixed,extratrees_3,2,accuracy,0.5099999999999999,AB,102,83,0.8137254901960784
adapt180_mixed,extratrees_3,2,accuracy,0.5099999999999999,B1,4,1,0.25
adapt180_mixed,extratrees_3,2,accuracy,0.5099999999999999,B2,7,6,0.8571428571428571
adapt180_mixed,extratrees_3,2,accuracy,0.5099999999999999,TC,13,11,0.8461538461538461
adapt180_mixed,extratrees_3,4,balanced_accuracy,0.5099999999999999,AB,102,75,0.7352941176470589
adapt180_mixed,extratrees_3,4,balanced_accuracy,0.5099999999999999,B1,4,0,0.0
adapt180_mixed,extratrees_3,4,balanced_accuracy,0.5099999999999999,B2,7,6,0.8571428571428571
adapt180_mixed,extratrees_3,4,balanced_accuracy,0.5099999999999999,TC,13,11,0.8461538461538461
adapt180_mixed,extratrees_3,4,accuracy,0.5099999999999999,AB,102,75,0.7352941176470589
adapt180_mixed,extratrees_3,4,accuracy,0.5099999999999999,B1,4,0,0.0
adapt180_mixed,extratrees_3,4,accuracy,0.5099999999999999,B2,7,6,0.8571428571428571
adapt180_mixed,extratrees_3,4,accuracy,0.5099999999999999,TC,13,11,0.8461538461538461
adapt180_mixed,extratrees_5,1,balanced_accuracy,0.5099999999999999,AB,102,91,0.8921568627450981
adapt180_mixed,extratrees_5,1,balanced_accuracy,0.5099999999999999,B1,4,3,0.75
adapt180_mixed,extratrees_5,1,balanced_accuracy,0.5099999999999999,B2,7,5,0.7142857142857143
adapt180_mixed,extratrees_5,1,balanced_accuracy,0.5099999999999999,TC,13,11,0.8461538461538461
adapt180_mixed,extratrees_5,1,accuracy,0.5099999999999999,AB,102,91,0.8921568627450981
adapt180_mixed,extratrees_5,1,accuracy,0.5099999999999999,B1,4,3,0.75
adapt180_mixed,extratrees_5,1,accuracy,0.5099999999999999,B2,7,5,0.7142857142857143
adapt180_mixed,extratrees_5,1,accuracy,0.5099999999999999,TC,13,11,0.8461538461538461
adapt180_mixed,extratrees_5,2,balanced_accuracy,0.5099999999999999,AB,102,82,0.803921568627451
adapt180_mixed,extratrees_5,2,balanced_accuracy,0.5099999999999999,B1,4,1,0.25
adapt180_mixed,extratrees_5,2,balanced_accuracy,0.5099999999999999,B2,7,5,0.7142857142857143
adapt180_mixed,extratrees_5,2,balanced_accuracy,0.5099999999999999,TC,13,10,0.7692307692307693
adapt180_mixed,extratrees_5,2,accuracy,0.5099999999999999,AB,102,82,0.803921568627451
adapt180_mixed,extratrees_5,2,accuracy,0.5099999999999999,B1,4,1,0.25
adapt180_mixed,extratrees_5,2,accuracy,0.5099999999999999,B2,7,5,0.7142857142857143
adapt180_mixed,extratrees_5,2,accuracy,0.5099999999999999,TC,13,10,0.7692307692307693
adapt180_mixed,extratrees_5,4,balanced_accuracy,0.49999999999999994,AB,102,79,0.7745098039215687
adapt180_mixed,extratrees_5,4,balanced_accuracy,0.49999999999999994,B1,4,1,0.25
adapt180_mixed,extratrees_5,4,balanced_accuracy,0.49999999999999994,B2,7,6,0.8571428571428571
adapt180_mixed,extratrees_5,4,balanced_accuracy,0.49999999999999994,TC,13,12,0.9230769230769231
adapt180_mixed,extratrees_5,4,accuracy,0.5499999999999999,AB,102,96,0.9411764705882353
adapt180_mixed,extratrees_5,4,accuracy,0.5499999999999999,B1,4,4,1.0
adapt180_mixed,extratrees_5,4,accuracy,0.5499999999999999,B2,7,5,0.7142857142857143
adapt180_mixed,extratrees_5,4,accuracy,0.5499999999999999,TC,13,7,0.5384615384615384
