candidate,variant,model_kind,repeat_adapt,threshold_objective,threshold,train_accuracy,train_balanced_accuracy,train_f1,train_tn,train_fp,train_fn,train_tp,train_auc,old_oof_accuracy,old_oof_balanced_accuracy,old_oof_f1,old_oof_tn,old_oof_fp,old_oof_fn,old_oof_tp,old_oof_auc,adapt_oof_accuracy,adapt_oof_balanced_accuracy,adapt_oof_f1,adapt_oof_tn,adapt_oof_fp,adapt_oof_fn,adapt_oof_tp,adapt_oof_auc,holdout_accuracy,holdout_balanced_accuracy,holdout_f1,holdout_tn,holdout_fp,holdout_fn,holdout_tp,holdout_auc,selection_score,error
raw__knn_5__r2,raw,knn_5,2.0,balanced_accuracy,0.3999999999999999,0.5994397759103641,0.5949245757385292,0.6503667481662592,81.0,91.0,52.0,133.0,0.600958516656191,0.5894736842105263,0.5907949172576832,0.6332288401253918,67.0,77.0,40.0,101.0,0.5913120567375887,0.6388888888888888,0.6136363636363636,0.7111111111111111,14.0,14.0,12.0,32.0,0.6444805194805194,0.5555555555555556,0.6074113856068744,0.3333333333333333,104.0,92.0,12.0,26.0,0.6613856068743287,0.691659550556833,
raw__knn_5__r2,raw,knn_5,2.0,accuracy,0.3999999999999999,0.5994397759103641,0.5949245757385292,0.6503667481662592,81.0,91.0,52.0,133.0,0.600958516656191,0.5894736842105263,0.5907949172576832,0.6332288401253918,67.0,77.0,40.0,101.0,0.5913120567375887,0.6388888888888888,0.6136363636363636,0.7111111111111111,14.0,14.0,12.0,32.0,0.6444805194805194,0.5555555555555556,0.6074113856068744,0.3333333333333333,104.0,92.0,12.0,26.0,0.6613856068743287,0.691659550556833,
raw__knn_5__r4,raw,knn_5,4.0,balanced_accuracy,0.20999999999999996,0.5966386554621849,0.5891577624135764,0.6712328767123288,66.0,106.0,38.0,147.0,0.5933532369578882,0.5789473684210527,0.5812647754137116,0.653179190751445,52.0,92.0,28.0,113.0,0.5852048857368006,0.6666666666666666,0.6363636363636364,0.7391304347826086,14.0,14.0,10.0,34.0,0.6343344155844156,0.4700854700854701,0.5457841031149302,0.28735632183908044,85.0,111.0,13.0,25.0,0.6419172932330828,0.6809110753243933,
raw__knn_5__r4,raw,knn_5,4.0,accuracy,0.20999999999999996,0.5966386554621849,0.5891577624135764,0.6712328767123288,66.0,106.0,38.0,147.0,0.5933532369578882,0.5789473684210527,0.5812647754137116,0.653179190751445,52.0,92.0,28.0,113.0,0.5852048857368006,0.6666666666666666,0.6363636363636364,0.7391304347826086,14.0,14.0,10.0,34.0,0.6343344155844156,0.4700854700854701,0.5457841031149302,0.28735632183908044,85.0,111.0,13.0,25.0,0.6419172932330828,0.6809110753243933,
raw__knn_9__r1,raw,knn_9,1.0,balanced_accuracy,0.49999999999999994,0.6078431372549019,0.6042583280955374,0.65,87.0,85.0,55.0,130.0,0.6418918918918919,0.6280701754385964,0.6291371158392436,0.6602564102564102,76.0,68.0,38.0,103.0,0.6652383766745469,0.5277777777777778,0.5032467532467533,0.6136363636363636,11.0,17.0,17.0,27.0,0.5381493506493507,0.6111111111111112,0.619360902255639,0.34532374100719426,119.0,77.0,14.0,24.0,0.658968850698174,0.6021466415071066,
raw__knn_9__r1,raw,knn_9,1.0,accuracy,0.49999999999999994,0.6078431372549019,0.6042583280955374,0.65,87.0,85.0,55.0,130.0,0.6418918918918919,0.6280701754385964,0.6291371158392436,0.6602564102564102,76.0,68.0,38.0,103.0,0.6652383766745469,0.5277777777777778,0.5032467532467533,0.6136363636363636,11.0,17.0,17.0,27.0,0.5381493506493507,0.6111111111111112,0.619360902255639,0.34532374100719426,119.0,77.0,14.0,24.0,0.658968850698174,0.6021466415071066,
raw__knn_9__r2,raw,knn_9,2.0,balanced_accuracy,0.6499999999999999,0.6134453781512605,0.6180389692017599,0.56875,128.0,44.0,94.0,91.0,0.6453959773727216,0.6385964912280702,0.6371897163120568,0.5795918367346938,111.0,33.0,70.0,71.0,0.6610520094562649,0.5138888888888888,0.5308441558441558,0.5333333333333333,17.0,11.0,24.0,20.0,0.5665584415584415,0.7350427350427351,0.5766648764769066,0.29545454545454547,159.0,37.0,25.0,13.0,0.6409774436090225,0.6307032765928114,
raw__knn_9__r2,raw,knn_9,2.0,accuracy,0.5299999999999999,0.6190476190476191,0.6169076052796982,0.6476683937823834,96.0,76.0,60.0,125.0,0.6453959773727216,0.624561403508772,0.6251477541371158,0.6421404682274248,82.0,62.0,45.0,96.0,0.6610520094562649,0.5972222222222222,0.5795454545454546,0.6666666666666666,14.0,14.0,15.0,29.0,0.5665584415584415,0.6153846153846154,0.6113050483351234,0.3382352941176471,121.0,75.0,15.0,23.0,0.6409774436090225,0.6834354782901295,
raw__knn_9__r4,raw,knn_9,4.0,balanced_accuracy,0.6499999999999999,0.6190476190476191,0.6234443746071653,0.577639751552795,128.0,44.0,92.0,93.0,0.6401634192331866,0.6175438596491228,0.6163563829787233,0.5657370517928287,105.0,39.0,70.0,71.0,0.6337421197793538,0.625,0.6607142857142857,0.6197183098591549,23.0,5.0,22.0,22.0,0.6806006493506493,0.6923076923076923,0.5511546723952739,0.2653061224489796,149.0,47.0,25.0,13.0,0.6287593984962406,0.7220469009140393,
raw__knn_9__r4,raw,knn_9,4.0,accuracy,0.57,0.6190476190476191,0.6216059082338152,0.6,119.0,53.0,83.0,102.0,0.6401634192331866,0.6105263157894737,0.6099290780141844,0.5842696629213483,96.0,48.0,63.0,78.0,0.6337421197793538,0.6527777777777778,0.6834415584415584,0.6575342465753424,23.0,5.0,20.0,24.0,0.6806006493506493,0.6794871794871795,0.5753222341568206,0.29906542056074764,143.0,53.0,22.0,16.0,0.6287593984962406,0.7150481027917159,
raw__extratrees_3__r1,raw,extratrees_3,1.0,balanced_accuracy,0.5099999999999999,0.6722689075630253,0.6739786297925833,0.664756446991404,124.0,48.0,69.0,116.0,0.7221873035826525,0.6807017543859649,0.680186170212766,0.6617100371747212,105.0,39.0,52.0,89.0,0.7190208825847124,0.6388888888888888,0.6461038961038961,0.675,19.0,9.0,17.0,27.0,0.7272727272727272,0.7991452991452992,0.7103920515574651,0.4835164835164835,165.0,31.0,16.0,22.0,0.8018259935553168,0.7589257761234505,
raw__extratrees_3__r1,raw,extratrees_3,1.0,accuracy,0.5099999999999999,0.6722689075630253,0.6739786297925833,0.664756446991404,124.0,48.0,69.0,116.0,0.7221873035826525,0.6807017543859649,0.680186170212766,0.6617100371747212,105.0,39.0,52.0,89.0,0.7190208825847124,0.6388888888888888,0.6461038961038961,0.675,19.0,9.0,17.0,27.0,0.7272727272727272,0.7991452991452992,0.7103920515574651,0.4835164835164835,165.0,31.0,16.0,22.0,0.8018259935553168,0.7589257761234505,
raw__extratrees_3__r2,raw,extratrees_3,2.0,balanced_accuracy,0.5099999999999999,0.6750700280112045,0.6774984286612193,0.6608187134502924,128.0,44.0,72.0,113.0,0.7196731615336267,0.6736842105263158,0.6727984633569739,0.640926640926641,109.0,35.0,58.0,83.0,0.7105496453900708,0.6805555555555556,0.6801948051948052,0.7228915662650602,19.0,9.0,14.0,30.0,0.739448051948052,0.7564102564102564,0.6954887218045113,0.44660194174757284,154.0,42.0,15.0,23.0,0.7980665950590762,0.787782485322636,
raw__extratrees_3__r2,raw,extratrees_3,2.0,accuracy,0.5099999999999999,0.6750700280112045,0.6774984286612193,0.6608187134502924,128.0,44.0,72.0,113.0,0.7196731615336267,0.6736842105263158,0.6727984633569739,0.640926640926641,109.0,35.0,58.0,83.0,0.7105496453900708,0.6805555555555556,0.6801948051948052,0.7228915662650602,19.0,9.0,14.0,30.0,0.739448051948052,0.7564102564102564,0.6954887218045113,0.44660194174757284,154.0,42.0,15.0,23.0,0.7980665950590762,0.787782485322636,
raw__extratrees_3__r4,raw,extratrees_3,4.0,balanced_accuracy,0.5099999999999999,0.6134453781512605,0.6147705845380265,0.6079545454545454,112.0,60.0,78.0,107.0,0.6614393463230672,0.6175438596491228,0.616725768321513,0.5823754789272031,100.0,44.0,65.0,76.0,0.6484436564223799,0.5972222222222222,0.5665584415584416,0.6813186813186813,12.0,16.0,13.0,31.0,0.6712662337662337,0.6965811965811965,0.6279538131041891,0.36036036036036034,143.0,53.0,18.0,20.0,0.7673200859291085,0.6701920228141158,
raw__extratrees_3__r4,raw,extratrees_3,4.0,accuracy,0.49999999999999994,0.6134453781512605,0.6123192960402263,0.6329787234042553,100.0,72.0,66.0,119.0,0.6614393463230672,0.6035087719298246,0.6032801418439716,0.592057761732852,90.0,54.0,59.0,82.0,0.6484436564223799,0.6527777777777778,0.599025974025974,0.7474747474747475,10.0,18.0,7.0,37.0,0.6712662337662337,0.6538461538461539,0.6766917293233083,0.4,126.0,70.0,11.0,27.0,0.7673200859291085,0.7026797281472924,
raw__extratrees_5__r1,raw,extratrees_5,1.0,balanced_accuracy,0.5299999999999999,0.6414565826330533,0.6450659962287869,0.6121212121212121,128.0,44.0,84.0,101.0,0.6992457573852923,0.6526315789473685,0.6515218676122931,0.6086956521739131,109.0,35.0,64.0,77.0,0.7021276595744681,0.5972222222222222,0.612012987012987,0.6233766233766234,19.0,9.0,20.0,24.0,0.6655844155844156,0.8461538461538461,0.7278464017185822,0.5384615384615384,177.0,19.0,17.0,21.0,0.7893394199785178,0.7192820176715525,
raw__extratrees_5__r1,raw,extratrees_5,1.0,accuracy,0.5299999999999999,0.6414565826330533,0.6450659962287869,0.6121212121212121,128.0,44.0,84.0,101.0,0.6992457573852923,0.6526315789473685,0.6515218676122931,0.6086956521739131,109.0,35.0,64.0,77.0,0.7021276595744681,0.5972222222222222,0.612012987012987,0.6233766233766234,19.0,9.0,20.0,24.0,0.6655844155844156,0.8461538461538461,0.7278464017185822,0.5384615384615384,177.0,19.0,17.0,21.0,0.7893394199785178,0.7192820176715525,
raw__extratrees_5__r2,raw,extratrees_5,2.0,balanced_accuracy,0.5199999999999999,0.680672268907563,0.6831081081081081,0.6666666666666666,129.0,43.0,71.0,114.0,0.7232243871778755,0.6596491228070176,0.6585401891252955,0.616600790513834,110.0,34.0,63.0,78.0,0.7114361702127661,0.7638888888888888,0.7483766233766234,0.8089887640449438,19.0,9.0,8.0,36.0,0.734577922077922,0.7735042735042735,0.6738721804511278,0.43010752688172044,161.0,35.0,18.0,20.0,0.7528195488721804,0.7734956182386195,
raw__extratrees_5__r2,raw,extratrees_5,2.0,accuracy,0.5099999999999999,0.680672268907563,0.6804525455688246,0.6902173913043478,116.0,56.0,58.0,127.0,0.7232243871778755,0.6631578947368421,0.6628989361702128,0.6521739130434783,99.0,45.0,51.0,90.0,0.7114361702127661,0.75,0.724025974025974,0.8043478260869565,17.0,11.0,7.0,37.0,0.734577922077922,0.717948717948718,0.6619226638023631,0.4,146.0,50.0,16.0,22.0,0.7528195488721804,0.7777111363753137,
