score,recall_target,model,train_scope,pass_n,pass_frac,pass_acc,hardlike_n,hard_recall,hard_precision,base_acc,base_bacc,final_acc,final_bacc,final_auc,final_sens,final_spec,final_tn,final_fp,final_fn,final_tp,hard_base_acc,hard_final_acc,rescued,hurt,rescued_hard,hurt_hard,feature_set
review_score_hybrid_max_allrange_fn,0.6,hgb_leaf5_l20.05,flag_train,159,0.5578947368421052,0.8616352201257862,126,0.6153846153846154,0.3174603174603174,0.7684210526315789,0.7684692671394799,0.8140350877192982,0.8140514184397163,0.8406225374310481,0.8156028368794326,0.8125,117,27,26,115,0.2769230769230769,0.5076923076923077,22,9,15,0,raw_plus_review_gross
