fold_id,best_epoch,best_val_selection_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,8,0.7097872340425532,0.8286111111111111,0.7398373983739838,0.7491666666666666
2,4,0.7255813953488373,0.755177304964539,0.7377049180327869,0.7072340425531916
3,9,0.6927365402994584,0.7813953488372093,0.6949152542372882,0.6607751937984496
4,3,0.6,0.7578846766486141,0.7155172413793104,0.644950621216948
5,3,0.7150000000000001,0.7585034013605442,0.6696428571428571,0.6547619047619048
