n,flip_n,flip_rate,base_errors,final_errors,net_errors_reduced,rescued_n,hurt_n,base_n,base_accuracy,base_balanced_accuracy,base_f1,base_sensitivity_high,base_specificity_low,base_tn,base_fp,base_fn,base_tp,base_auc,final_n,final_accuracy,final_balanced_accuracy,final_f1,final_sensitivity_high,final_specificity_low,final_tn,final_fp,final_fn,final_tp,final_auc,delta_bacc,eval_scope,rule_name,base_model,pseudo_subset,signal,mode,threshold
306,35,0.11437908496732026,59,66,-7,14,21,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7843137254901961,0.6748693379790941,0.5217391304347826,0.43902439024390244,0.9107142857142857,204,20,46,36,0.8161476480836237,-0.062010017421602726,third_batch,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.883766,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.8837660733634999
105,11,0.10476190476190476,32,33,-1,5,6,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.6857142857142857,0.6751650770359501,0.6206896551724138,0.574468085106383,0.7758620689655172,45,13,20,27,0.6621423330887748,-0.018708730741012536,strict_external,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.883766,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.8837660733634999
696,70,0.10057471264367816,136,162,-26,22,48,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7672413793103449,0.7332290036515389,0.6596638655462185,0.5814814814814815,0.8849765258215962,377,49,113,157,0.8477743001217182,-0.05492957746478877,all_three_domains,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.883766,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.8837660733634999
119,3,0.025210084033613446,12,15,-3,0,3,119,0.8991596638655462,0.8377932551319649,0.7857142857142857,0.7096774193548387,0.9659090909090909,85,3,9,22,0.8911290322580645,119,0.8739495798319328,0.7894061583577713,0.7169811320754716,0.6129032258064516,0.9659090909090909,85,3,12,19,0.8911290322580645,-0.048387096774193616,quality_top20_internal,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.904672,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9046721520191116
285,19,0.06666666666666667,45,60,-15,2,17,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.7894736842105263,0.7884899527186762,0.765625,0.6950354609929078,0.8819444444444444,127,17,43,98,0.9036643026004727,-0.05319148936170204,old_data,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.904672,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9046721520191116
306,23,0.07516339869281045,59,66,-7,8,15,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7843137254901961,0.678734756097561,0.5285714285714286,0.45121951219512196,0.90625,203,21,45,37,0.8161476480836237,-0.05814459930313587,third_batch,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.904672,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9046721520191116
105,7,0.06666666666666667,32,29,3,5,2,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.7238095238095238,0.7157006603081438,0.6741573033707865,0.6382978723404256,0.7931034482758621,46,12,17,30,0.6621423330887748,0.021826852531181218,strict_external,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.904672,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9046721520191116
696,49,0.07040229885057471,136,155,-19,15,34,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7772988505747126,0.7468701095461658,0.6804123711340206,0.6111111111111112,0.8826291079812206,376,50,105,165,0.8477743001217182,-0.0412884715701618,all_three_domains,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.904672,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9046721520191116
119,3,0.025210084033613446,12,15,-3,0,3,119,0.8991596638655462,0.8377932551319649,0.7857142857142857,0.7096774193548387,0.9659090909090909,85,3,9,22,0.8911290322580645,119,0.8739495798319328,0.7894061583577713,0.7169811320754716,0.6129032258064516,0.9659090909090909,85,3,12,19,0.8911290322580645,-0.048387096774193616,quality_top20_internal,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.921613,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9216130376710663
285,16,0.056140350877192984,45,57,-12,2,14,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.8,0.7990543735224587,0.7782101167315175,0.7092198581560284,0.8888888888888888,128,16,41,100,0.9036643026004727,-0.042627068557919534,old_data,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.921613,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9216130376710663
306,14,0.0457516339869281,59,65,-6,4,10,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7875816993464052,0.6925631533101045,0.5517241379310345,0.4878048780487805,0.8973214285714286,201,23,42,40,0.8161476480836237,-0.04431620209059228,third_batch,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.921613,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9216130376710663
105,3,0.02857142857142857,32,29,3,3,0,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.7238095238095238,0.7197358767424797,0.6881720430107527,0.6808510638297872,0.7586206896551724,44,14,15,32,0.6621423330887748,0.025862068965517127,strict_external,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.921613,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9216130376710663
696,33,0.04741379310344827,136,151,-15,9,24,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7830459770114943,0.7563119457485654,0.694949494949495,0.6370370370370371,0.8755868544600939,373,53,98,172,0.8477743001217182,-0.03184663536776222,all_three_domains,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.921613,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9216130376710663
119,3,0.025210084033613446,12,15,-3,0,3,119,0.8991596638655462,0.8377932551319649,0.7857142857142857,0.7096774193548387,0.9659090909090909,85,3,9,22,0.8911290322580645,119,0.8739495798319328,0.7894061583577713,0.7169811320754716,0.6129032258064516,0.9659090909090909,85,3,12,19,0.8911290322580645,-0.048387096774193616,quality_top20_internal,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.921630,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9216300181503256
285,16,0.056140350877192984,45,57,-12,2,14,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.8,0.7990543735224587,0.7782101167315175,0.7092198581560284,0.8888888888888888,128,16,41,100,0.9036643026004727,-0.042627068557919534,old_data,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.921630,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9216300181503256
306,14,0.0457516339869281,59,65,-6,4,10,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7875816993464052,0.6925631533101045,0.5517241379310345,0.4878048780487805,0.8973214285714286,201,23,42,40,0.8161476480836237,-0.04431620209059228,third_batch,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.921630,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9216300181503256
105,3,0.02857142857142857,32,29,3,3,0,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.7238095238095238,0.7197358767424797,0.6881720430107527,0.6808510638297872,0.7586206896551724,44,14,15,32,0.6621423330887748,0.025862068965517127,strict_external,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.921630,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9216300181503256
696,33,0.04741379310344827,136,151,-15,9,24,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7830459770114943,0.7563119457485654,0.694949494949495,0.6370370370370371,0.8755868544600939,373,53,98,172,0.8477743001217182,-0.03184663536776222,all_three_domains,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.921630,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9216300181503256
119,2,0.01680672268907563,12,14,-2,0,2,119,0.8991596638655462,0.8377932551319649,0.7857142857142857,0.7096774193548387,0.9659090909090909,85,3,9,22,0.8911290322580645,119,0.8823529411764706,0.8055351906158358,0.7407407407407407,0.6451612903225806,0.9659090909090909,85,3,11,20,0.8911290322580645,-0.032258064516129115,quality_top20_internal,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.946313,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9463131434490801
285,8,0.028070175438596492,45,51,-6,1,7,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.8210526315789474,0.8203309692671394,0.8060836501901141,0.75177304964539,0.8888888888888888,128,16,35,106,0.9036643026004727,-0.021350472813238763,old_data,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.946313,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9463131434490801
306,10,0.032679738562091505,59,63,-4,3,7,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7941176470588235,0.7047582752613241,0.5714285714285714,0.5121951219512195,0.8973214285714286,201,23,40,42,0.8161476480836237,-0.03212108013937276,third_batch,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.946313,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9463131434490801
105,1,0.009523809523809525,32,31,1,1,0,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.7047619047619048,0.702494497432135,0.6736842105263158,0.6808510638297872,0.7241379310344828,42,16,15,32,0.6621423330887748,0.008620689655172376,strict_external,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.946313,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9463131434490801
696,19,0.027298850574712645,136,145,-9,5,14,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7916666666666666,0.7687793427230047,0.7128712871287128,0.6666666666666666,0.8708920187793427,371,55,90,180,0.8477743001217182,-0.019379238393322895,all_three_domains,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.946313,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9463131434490801
119,2,0.01680672268907563,12,14,-2,0,2,119,0.8991596638655462,0.8377932551319649,0.7857142857142857,0.7096774193548387,0.9659090909090909,85,3,9,22,0.8911290322580645,119,0.8823529411764706,0.8055351906158358,0.7407407407407407,0.6451612903225806,0.9659090909090909,85,3,11,20,0.8911290322580645,-0.032258064516129115,quality_top20_internal,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.963132,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9631318051387268
285,6,0.021052631578947368,45,49,-4,1,5,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.8280701754385965,0.8274231678486997,0.8150943396226416,0.7659574468085106,0.8888888888888888,128,16,33,108,0.9036643026004727,-0.01425827423167847,old_data,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.963132,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9631318051387268
306,6,0.0196078431372549,59,61,-2,2,4,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.8006535947712419,0.7208188153310104,0.5960264900662252,0.5487804878048781,0.8928571428571429,200,24,37,45,0.8161476480836237,-0.01606054006968638,third_batch,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.963132,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9631318051387268
105,1,0.009523809523809525,32,31,1,1,0,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.7047619047619048,0.702494497432135,0.6736842105263158,0.6808510638297872,0.7241379310344828,42,16,15,32,0.6621423330887748,0.008620689655172376,strict_external,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.963132,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9631318051387268
696,13,0.01867816091954023,136,141,-5,4,9,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7974137931034483,0.7768648930620762,0.7240704500978473,0.6851851851851852,0.8685446009389671,370,56,85,185,0.8477743001217182,-0.01129368805425146,all_three_domains,robust_prob|quality_top20_internal|single:v144_concept_directional|all_preds|t=0.963132,robust_prob,quality_top20_internal,single:v144_concept_directional,all_preds,0.9631318051387268
119,7,0.058823529411764705,12,19,-7,0,7,119,0.8991596638655462,0.8377932551319649,0.7857142857142857,0.7096774193548387,0.9659090909090909,85,3,9,22,0.8911290322580645,119,0.8403361344537815,0.7248900293255132,0.6122448979591837,0.4838709677419355,0.9659090909090909,85,3,16,15,0.8911290322580645,-0.11290322580645173,quality_top20_internal,robust_prob|quality_top20_internal|single:v144_concept_directional|pred_high_only|t=0.854743,robust_prob,quality_top20_internal,single:v144_concept_directional,pred_high_only,0.8547430371880337
285,26,0.0912280701754386,45,65,-20,3,23,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.7719298245614035,0.7705378250591017,0.7346938775510204,0.6382978723404256,0.9027777777777778,130,14,51,90,0.9036643026004727,-0.07114361702127647,old_data,robust_prob|quality_top20_internal|single:v144_concept_directional|pred_high_only|t=0.854743,robust_prob,quality_top20_internal,single:v144_concept_directional,pred_high_only,0.8547430371880337
306,33,0.10784313725490197,59,60,-1,16,17,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.803921568627451,0.6689351045296168,0.5081967213114754,0.3780487804878049,0.9598214285714286,215,9,51,31,0.8161476480836237,-0.06794425087108003,third_batch,robust_prob|quality_top20_internal|single:v144_concept_directional|pred_high_only|t=0.854743,robust_prob,quality_top20_internal,single:v144_concept_directional,pred_high_only,0.8547430371880337
105,17,0.1619047619047619,32,35,-3,7,10,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.6666666666666666,0.6478356566397652,0.5569620253164557,0.46808510638297873,0.8275862068965517,48,10,25,22,0.6621423330887748,-0.04603815113719745,strict_external,robust_prob|quality_top20_internal|single:v144_concept_directional|pred_high_only|t=0.854743,robust_prob,quality_top20_internal,single:v144_concept_directional,pred_high_only,0.8547430371880337
696,76,0.10919540229885058,136,160,-24,26,50,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7701149425287356,0.7260824204486176,0.6412556053811659,0.5296296296296297,0.9225352112676056,393,33,127,143,0.8477743001217182,-0.062076160667710045,all_three_domains,robust_prob|quality_top20_internal|single:v144_concept_directional|pred_high_only|t=0.854743,robust_prob,quality_top20_internal,single:v144_concept_directional,pred_high_only,0.8547430371880337
119,4,0.03361344537815126,12,16,-4,0,4,119,0.8991596638655462,0.8377932551319649,0.7857142857142857,0.7096774193548387,0.9659090909090909,85,3,9,22,0.8911290322580645,119,0.865546218487395,0.7732771260997068,0.6923076923076923,0.5806451612903226,0.9659090909090909,85,3,13,18,0.8911290322580645,-0.06451612903225812,quality_top20_internal,robust_prob|quality_top20_internal|single:v144_concept_directional|pred_high_only|t=0.898363,robust_prob,quality_top20_internal,single:v144_concept_directional,pred_high_only,0.8983627980258128
285,19,0.06666666666666667,45,60,-15,2,17,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.7894736842105263,0.7883421985815603,0.7619047619047619,0.6808510638297872,0.8958333333333334,129,15,45,96,0.9036643026004727,-0.05333924349881791,old_data,robust_prob|quality_top20_internal|single:v144_concept_directional|pred_high_only|t=0.898363,robust_prob,quality_top20_internal,single:v144_concept_directional,pred_high_only,0.8983627980258128
306,22,0.0718954248366013,59,63,-4,9,13,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7941176470588235,0.6777003484320557,0.5263157894736842,0.4268292682926829,0.9285714285714286,208,16,47,35,0.8161476480836237,-0.05917900696864109,third_batch,robust_prob|quality_top20_internal|single:v144_concept_directional|pred_high_only|t=0.898363,robust_prob,quality_top20_internal,single:v144_concept_directional,pred_high_only,0.8983627980258128
105,8,0.0761904761904762,32,30,2,5,3,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.7142857142857143,0.7050623624358034,0.6590909090909091,0.6170212765957447,0.7931034482758621,46,12,18,29,0.6621423330887748,0.011188554658840832,strict_external,robust_prob|quality_top20_internal|single:v144_concept_directional|pred_high_only|t=0.898363,robust_prob,quality_top20_internal,single:v144_concept_directional,pred_high_only,0.8983627980258128
696,49,0.07040229885057471,136,153,-17,16,33,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7801724137931034,0.7458268127282212,0.6765327695560254,0.5925925925925926,0.8990610328638498,383,43,110,160,0.8477743001217182,-0.04233176838810648,all_three_domains,robust_prob|quality_top20_internal|single:v144_concept_directional|pred_high_only|t=0.898363,robust_prob,quality_top20_internal,single:v144_concept_directional,pred_high_only,0.8983627980258128
