n,flip_n,flip_rate,base_errors,final_errors,net_errors_reduced,rescued_n,hurt_n,base_n,base_accuracy,base_balanced_accuracy,base_f1,base_sensitivity_high,base_specificity_low,base_tn,base_fp,base_fn,base_tp,base_auc,final_n,final_accuracy,final_balanced_accuracy,final_f1,final_sensitivity_high,final_specificity_low,final_tn,final_fp,final_fn,final_tp,final_auc,delta_bacc,eval_scope,rule_name,base_model,pseudo_subset,signal,mode,threshold
306,6,0.0196078431372549,59,59,0,3,3,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.8071895424836601,0.7252831010452963,0.6040268456375839,0.5487804878048781,0.9017857142857143,202,22,37,45,0.8161476480836237,-0.01159625435540057,third_batch,robust_prob|quality_ge_0p10_internal|single:v144_concept_directional|pred_high_only|t=0.963042,robust_prob,quality_ge_0p10_internal,single:v144_concept_directional,pred_high_only,0.963042343941968
105,1,0.009523809523809525,32,31,1,1,0,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.7047619047619048,0.702494497432135,0.6736842105263158,0.6808510638297872,0.7241379310344828,42,16,15,32,0.6621423330887748,0.008620689655172376,strict_external,robust_prob|quality_ge_0p10_internal|single:v144_concept_directional|pred_high_only|t=0.963042,robust_prob,quality_ge_0p10_internal,single:v144_concept_directional,pred_high_only,0.963042343941968
696,13,0.01867816091954023,136,139,-3,5,8,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.8002873563218391,0.7792123109024518,0.7269155206286837,0.6851851851851852,0.8732394366197183,372,54,85,185,0.8477743001217182,-0.00894627021387584,all_three_domains,robust_prob|quality_ge_0p10_internal|single:v144_concept_directional|pred_high_only|t=0.963042,robust_prob,quality_ge_0p10_internal,single:v144_concept_directional,pred_high_only,0.963042343941968
23,0,0.0,4,4,0,0,0,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,0.0,quality_ge_0p10_internal,robust_prob|quality_ge_0p10_internal|single:v144_concept_directional|pred_high_only|t=0.963123,robust_prob,quality_ge_0p10_internal,single:v144_concept_directional,pred_high_only,0.9631228590190509
285,6,0.021052631578947368,45,49,-4,1,5,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.8280701754385965,0.8274231678486997,0.8150943396226416,0.7659574468085106,0.8888888888888888,128,16,33,108,0.9036643026004727,-0.01425827423167847,old_data,robust_prob|quality_ge_0p10_internal|single:v144_concept_directional|pred_high_only|t=0.963123,robust_prob,quality_ge_0p10_internal,single:v144_concept_directional,pred_high_only,0.9631228590190509
306,5,0.016339869281045753,59,60,-1,2,3,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.803921568627451,0.7230509581881533,0.6,0.5487804878048781,0.8973214285714286,201,23,37,45,0.8161476480836237,-0.013828397212543475,third_batch,robust_prob|quality_ge_0p10_internal|single:v144_concept_directional|pred_high_only|t=0.963123,robust_prob,quality_ge_0p10_internal,single:v144_concept_directional,pred_high_only,0.9631228590190509
105,1,0.009523809523809525,32,31,1,1,0,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.7047619047619048,0.702494497432135,0.6736842105263158,0.6808510638297872,0.7241379310344828,42,16,15,32,0.6621423330887748,0.008620689655172376,strict_external,robust_prob|quality_ge_0p10_internal|single:v144_concept_directional|pred_high_only|t=0.963123,robust_prob,quality_ge_0p10_internal,single:v144_concept_directional,pred_high_only,0.9631228590190509
696,12,0.017241379310344827,136,140,-4,4,8,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7988505747126436,0.778038601982264,0.7254901960784313,0.6851851851851852,0.8708920187793427,371,55,85,185,0.8477743001217182,-0.010119979134063595,all_three_domains,robust_prob|quality_ge_0p10_internal|single:v144_concept_directional|pred_high_only|t=0.963123,robust_prob,quality_ge_0p10_internal,single:v144_concept_directional,pred_high_only,0.9631228590190509
23,0,0.0,4,4,0,0,0,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,0.0,quality_ge_0p10_internal,robust_prob|quality_ge_0p10_internal|single:v144_concept_directional|pred_high_only|t=0.969767,robust_prob,quality_ge_0p10_internal,single:v144_concept_directional,pred_high_only,0.9697674833599265
285,4,0.014035087719298246,45,47,-2,1,3,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.8350877192982457,0.83451536643026,0.8239700374531835,0.7801418439716312,0.8888888888888888,128,16,31,110,0.9036643026004727,-0.0071660756501181755,old_data,robust_prob|quality_ge_0p10_internal|single:v144_concept_directional|pred_high_only|t=0.969767,robust_prob,quality_ge_0p10_internal,single:v144_concept_directional,pred_high_only,0.9697674833599265
306,3,0.00980392156862745,59,58,1,2,1,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.8104575163398693,0.7352460801393728,0.618421052631579,0.573170731707317,0.8973214285714286,201,23,35,47,0.8161476480836237,-0.001633275261324063,third_batch,robust_prob|quality_ge_0p10_internal|single:v144_concept_directional|pred_high_only|t=0.969767,robust_prob,quality_ge_0p10_internal,single:v144_concept_directional,pred_high_only,0.9697674833599265
105,0,0.0,32,32,0,0,0,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,0.0,strict_external,robust_prob|quality_ge_0p10_internal|single:v144_concept_directional|pred_high_only|t=0.969767,robust_prob,quality_ge_0p10_internal,single:v144_concept_directional,pred_high_only,0.9697674833599265
696,7,0.010057471264367816,136,137,-1,3,4,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.8031609195402298,0.7842723004694836,0.7339805825242719,0.7,0.8685446009389671,370,56,81,189,0.8477743001217182,-0.0038862806468440425,all_three_domains,robust_prob|quality_ge_0p10_internal|single:v144_concept_directional|pred_high_only|t=0.969767,robust_prob,quality_ge_0p10_internal,single:v144_concept_directional,pred_high_only,0.9697674833599265
23,1,0.043478260869565216,4,3,1,1,0,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,23,0.8695652173913043,0.8416666666666667,0.8,0.75,0.9333333333333333,14,1,2,6,0.9166666666666667,0.0625,quality_ge_0p10_internal,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.800625,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8006253482949903
285,51,0.17894736842105263,45,76,-31,10,41,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.7333333333333333,0.7320478723404256,0.6935483870967742,0.6099290780141844,0.8541666666666666,123,21,55,86,0.9036643026004727,-0.10963356973995264,old_data,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.800625,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8006253482949903
306,68,0.2222222222222222,59,69,-10,29,39,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7745098039215687,0.6797691637630662,0.5306122448979592,0.47560975609756095,0.8839285714285714,198,26,43,39,0.8161476480836237,-0.05711019163763065,third_batch,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.800625,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8006253482949903
105,34,0.3238095238095238,32,46,-14,10,24,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.5619047619047619,0.5449376375641966,0.43902439024390244,0.3829787234042553,0.7068965517241379,41,17,29,18,0.6621423330887748,-0.14893617021276606,strict_external,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.800625,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8006253482949903
696,153,0.21982758620689655,136,191,-55,49,104,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7255747126436781,0.6896974439227961,0.59958071278826,0.5296296296296297,0.8497652582159625,362,64,127,143,0.8477743001217182,-0.09846113719353156,all_three_domains,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.800625,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8006253482949903
23,1,0.043478260869565216,4,3,1,1,0,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,23,0.8695652173913043,0.8416666666666667,0.8,0.75,0.9333333333333333,14,1,2,6,0.9166666666666667,0.0625,quality_ge_0p10_internal,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.836804,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8368042082703842
285,37,0.12982456140350876,45,68,-23,7,30,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.7614035087719299,0.760121158392435,0.7258064516129032,0.6382978723404256,0.8819444444444444,127,17,51,90,0.9036643026004727,-0.08156028368794321,old_data,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.836804,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8368042082703842
306,52,0.16993464052287582,59,67,-8,22,30,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7810457516339869,0.6687717770034843,0.5109489051094891,0.4268292682926829,0.9107142857142857,204,20,47,35,0.8161476480836237,-0.06810757839721249,third_batch,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.836804,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8368042082703842
105,23,0.21904761904761905,32,39,-7,8,15,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.6285714285714286,0.6052824651504035,0.48,0.3829787234042553,0.8275862068965517,48,10,29,18,0.6621423330887748,-0.0885913426265591,strict_external,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.836804,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8368042082703842
696,112,0.16091954022988506,136,174,-38,37,75,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.75,0.7096504955659886,0.6217391304347826,0.5296296296296297,0.8896713615023474,379,47,127,143,0.8477743001217182,-0.07850808555033906,all_three_domains,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.836804,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8368042082703842
23,1,0.043478260869565216,4,3,1,1,0,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,23,0.8695652173913043,0.8416666666666667,0.8,0.75,0.9333333333333333,14,1,2,6,0.9166666666666667,0.0625,quality_ge_0p10_internal,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.875498,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8754975864025314
285,23,0.08070175438596491,45,62,-17,3,20,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.7824561403508772,0.7813238770685579,0.753968253968254,0.6737588652482269,0.8888888888888888,128,16,46,95,0.9036643026004727,-0.060357565011820324,old_data,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.875498,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8754975864025314
306,37,0.12091503267973856,59,64,-5,16,21,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7908496732026143,0.6793336236933798,0.5294117647058824,0.43902439024390244,0.9196428571428571,206,18,46,36,0.8161476480836237,-0.05754573170731703,third_batch,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.875498,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8754975864025314
105,13,0.12380952380952381,32,33,-1,6,7,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.6857142857142857,0.6711298606016141,0.6024096385542169,0.5319148936170213,0.8103448275862069,47,11,22,25,0.6621423330887748,-0.022743947175348556,strict_external,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.875498,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8754975864025314
696,73,0.10488505747126436,136,159,-23,25,48,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.771551724137931,0.7360719874804382,0.6624203821656051,0.5777777777777777,0.8943661971830986,381,45,114,156,0.8477743001217182,-0.05208659363588941,all_three_domains,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.875498,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8754975864025314
23,1,0.043478260869565216,4,3,1,1,0,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,23,0.8695652173913043,0.8416666666666667,0.8,0.75,0.9333333333333333,14,1,2,6,0.9166666666666667,0.0625,quality_ge_0p10_internal,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.881026,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8810259656709819
285,23,0.08070175438596491,45,62,-17,3,20,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.7824561403508772,0.7813238770685579,0.753968253968254,0.6737588652482269,0.8888888888888888,128,16,46,95,0.9036643026004727,-0.060357565011820324,old_data,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.881026,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8810259656709819
306,36,0.11764705882352941,59,65,-6,15,21,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7875816993464052,0.6771014808362369,0.5255474452554745,0.43902439024390244,0.9151785714285714,205,19,46,36,0.8161476480836237,-0.05977787456445993,third_batch,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.881026,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8810259656709819
105,10,0.09523809523809523,32,32,0,5,5,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.6952380952380952,0.6837857666911226,0.627906976744186,0.574468085106383,0.7931034482758621,46,12,20,27,0.6621423330887748,-0.01008804108584005,strict_external,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.881026,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8810259656709819
696,69,0.09913793103448276,136,159,-23,23,46,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.771551724137931,0.7374282733437663,0.6652631578947369,0.5851851851851851,0.8896713615023474,379,47,112,158,0.8477743001217182,-0.05073030777256138,all_three_domains,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.881026,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.8810259656709819
23,0,0.0,4,4,0,0,0,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,0.0,quality_ge_0p10_internal,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.901030,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9010302294757397
285,18,0.06315789473684211,45,59,-14,2,16,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.7929824561403509,0.7919621749408983,0.7686274509803922,0.6950354609929078,0.8888888888888888,128,16,43,98,0.9036643026004727,-0.04971926713947994,old_data,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.901030,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9010302294757397
306,24,0.0784313725490196,59,65,-6,9,15,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7875816993464052,0.6771014808362369,0.5255474452554745,0.43902439024390244,0.9151785714285714,205,19,46,36,0.8161476480836237,-0.05977787456445993,third_batch,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.901030,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9010302294757397
105,8,0.0761904761904762,32,30,2,5,3,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.7142857142857143,0.7050623624358034,0.6590909090909091,0.6170212765957447,0.7931034482758621,46,12,18,29,0.6621423330887748,0.011188554658840832,strict_external,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.901030,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9010302294757397
696,50,0.07183908045977011,136,154,-18,16,34,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7787356321839081,0.7466875326030256,0.6791666666666667,0.6037037037037037,0.8896713615023474,379,47,107,163,0.8477743001217182,-0.04147104851330208,all_three_domains,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.901030,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9010302294757397
23,0,0.0,4,4,0,0,0,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,0.0,quality_ge_0p10_internal,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.917551,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9175505494545333
285,14,0.04912280701754386,45,55,-10,2,12,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.8070175438596491,0.8060726950354611,0.7859922178988327,0.7163120567375887,0.8958333333333334,129,15,40,101,0.9036643026004727,-0.03560874704491712,old_data,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.917551,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9175505494545333
306,16,0.05228758169934641,59,67,-8,4,12,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7810457516339869,0.680368031358885,0.5314685314685315,0.4634146341463415,0.8973214285714286,201,23,44,38,0.8161476480836237,-0.056511324041811806,third_batch,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.917551,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9175505494545333
105,3,0.02857142857142857,32,31,1,2,1,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.7047619047619048,0.700476889214967,0.6666666666666666,0.6595744680851063,0.7413793103448276,43,15,16,31,0.6621423330887748,0.006603081438004366,strict_external,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.917551,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9175505494545333
696,33,0.04741379310344827,136,153,-17,8,25,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7801724137931034,0.7526082420448618,0.6896551724137931,0.6296296296296297,0.8755868544600939,373,53,100,170,0.8477743001217182,-0.035550339071465875,all_three_domains,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.917551,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9175505494545333
23,0,0.0,4,4,0,0,0,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,0.0,quality_ge_0p10_internal,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.918209,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9182085500886148
285,14,0.04912280701754386,45,55,-10,2,12,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.8070175438596491,0.8060726950354611,0.7859922178988327,0.7163120567375887,0.8958333333333334,129,15,40,101,0.9036643026004727,-0.03560874704491712,old_data,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.918209,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9182085500886148
306,16,0.05228758169934641,59,67,-8,4,12,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7810457516339869,0.680368031358885,0.5314685314685315,0.4634146341463415,0.8973214285714286,201,23,44,38,0.8161476480836237,-0.056511324041811806,third_batch,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.918209,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9182085500886148
105,3,0.02857142857142857,32,31,1,2,1,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.7047619047619048,0.700476889214967,0.6666666666666666,0.6595744680851063,0.7413793103448276,43,15,16,31,0.6621423330887748,0.006603081438004366,strict_external,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.918209,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9182085500886148
696,33,0.04741379310344827,136,153,-17,8,25,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7801724137931034,0.7526082420448618,0.6896551724137931,0.6296296296296297,0.8755868544600939,373,53,100,170,0.8477743001217182,-0.035550339071465875,all_three_domains,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.918209,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9182085500886148
23,0,0.0,4,4,0,0,0,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,23,0.8260869565217391,0.7791666666666667,0.7142857142857143,0.625,0.9333333333333333,14,1,3,5,0.9166666666666667,0.0,quality_ge_0p10_internal,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.938301,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9383011703259034
285,7,0.02456140350877193,45,50,-5,1,6,285,0.8421052631578947,0.8416814420803782,0.8339483394833949,0.8014184397163121,0.8819444444444444,127,17,28,113,0.9036643026004727,285,0.8245614035087719,0.8238770685579195,0.8106060606060606,0.7588652482269503,0.8888888888888888,128,16,34,107,0.9036643026004727,-0.017804373522458672,old_data,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.938301,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9383011703259034
306,11,0.03594771241830065,59,64,-5,3,8,306,0.8071895424836601,0.7368793554006968,0.6193548387096774,0.5853658536585366,0.8883928571428571,199,25,34,48,0.8161476480836237,306,0.7908496732026143,0.6986607142857143,0.5616438356164384,0.5,0.8973214285714286,201,23,41,41,0.8161476480836237,-0.03821864111498252,third_batch,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.938301,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9383011703259034
105,2,0.01904761904761905,32,30,2,2,0,105,0.6952380952380952,0.6938738077769626,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6621423330887748,105,0.7142857142857143,0.7111151870873074,0.6808510638297872,0.6808510638297872,0.7413793103448276,43,15,15,32,0.6621423330887748,0.01724137931034475,strict_external,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.938301,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9383011703259034
696,20,0.028735632183908046,136,144,-8,6,14,696,0.8045977011494253,0.7881585811163276,0.7394636015325671,0.7148148148148148,0.8615023474178404,367,59,77,193,0.8477743001217182,696,0.7931034482758621,0.7699530516431925,0.7142857142857143,0.6666666666666666,0.8732394366197183,372,54,90,180,0.8477743001217182,-0.01820552947313514,all_three_domains,robust_prob|quality_ge_0p10_internal|single:v144_concept_plus_base_directional|all_preds|t=0.938301,robust_prob,quality_ge_0p10_internal,single:v144_concept_plus_base_directional,all_preds,0.9383011703259034
