score,recall_target,model,train_scope,pass_n,pass_frac,pass_acc,hardlike_n,hard_recall,hard_precision,base_acc,base_bacc,final_acc,final_bacc,final_auc,final_sens,final_spec,final_tn,final_fp,final_fn,final_tp,hard_base_acc,hard_final_acc,rescued,hurt,rescued_hard,hurt_hard,feature_set
review_score_learn_hard_core_extra,0.65,gb,all_train,148,0.519298245614035,0.8378378378378378,137,0.6307692307692307,0.29927007299270075,0.7684210526315789,0.7684692671394799,0.7789473684210526,0.7788120567375887,0.8413859338061466,0.7659574468085106,0.7916666666666666,114,30,33,108,0.27692307692307694,0.2923076923076923,11,8,5,4,raw_plus_review_gross
review_score_upper_low_conf,0.65,logreg,all_train,154,0.5403508771929825,0.8441558441558441,131,0.676923076923077,0.33587786259541985,0.7684210526315789,0.7684692671394799,0.7789473684210526,0.7788120567375887,0.8315602836879432,0.7659574468085106,0.7916666666666666,114,30,33,108,0.27692307692307694,0.4153846153846154,17,14,12,3,raw_plus_review_gross
review_score_learn_hard_core_extra,0.7,gb,all_train,135,0.47368421052631576,0.8518518518518519,150,0.6923076923076923,0.3,0.7684210526315789,0.7684692671394799,0.7789473684210526,0.7787381796690307,0.8435037431048069,0.7588652482269503,0.7986111111111112,115,29,34,107,0.27692307692307694,0.3076923076923077,12,9,6,4,raw_plus_review_gross
review_score_upper_low_conf,0.7,gb,all_train,142,0.4982456140350877,0.852112676056338,143,0.7076923076923077,0.32167832167832167,0.7684210526315789,0.7684692671394799,0.7789473684210526,0.7787381796690307,0.8414351851851852,0.7588652482269503,0.7986111111111112,115,29,34,107,0.27692307692307694,0.3384615384615385,12,9,8,4,raw_plus_review_gross
review_score_learn_hard_core_extra,0.75,gb,all_train,115,0.40350877192982454,0.8521739130434782,170,0.7384615384615385,0.2823529411764706,0.7684210526315789,0.7684692671394799,0.7789473684210526,0.7787381796690307,0.8396128841607565,0.7588652482269503,0.7986111111111112,115,29,34,107,0.27692307692307694,0.3076923076923077,12,9,6,4,raw_plus_review_gross
review_score_upper_low_conf,0.65,gb,all_train,154,0.5403508771929825,0.8441558441558441,131,0.676923076923077,0.33587786259541985,0.7684210526315789,0.7684692671394799,0.7789473684210526,0.7787381796690307,0.8390711189913317,0.7588652482269503,0.7986111111111112,115,29,34,107,0.27692307692307694,0.3384615384615385,12,9,8,4,raw_plus_review_gross
review_score_learn_hard_core_extra,0.85,gb,all_train,57,0.2,0.8421052631578947,228,0.8615384615384616,0.24561403508771928,0.7684210526315789,0.7684692671394799,0.7789473684210526,0.7787381796690307,0.830821513002364,0.7588652482269503,0.7986111111111112,115,29,34,107,0.27692307692307694,0.3230769230769231,13,10,7,4,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.75,gb,all_train,94,0.3298245614035088,0.851063829787234,191,0.7692307692307693,0.2617801047120419,0.7684210526315789,0.7684692671394799,0.7789473684210526,0.7787381796690307,0.8256008668242709,0.7588652482269503,0.7986111111111112,115,29,34,107,0.27692307692307694,0.3384615384615385,13,10,8,4,raw_plus_review_gross
review_score_learn_hard_core_extra,0.75,gb,flag_train,115,0.40350877192982454,0.8521739130434782,170,0.7384615384615385,0.2823529411764706,0.7684210526315789,0.7684692671394799,0.775438596491228,0.7754875886524824,0.8317080378250591,0.7801418439716312,0.7708333333333334,111,33,31,110,0.27692307692307694,0.46153846153846156,21,19,13,1,raw_plus_review_gross
review_score_upper_low_conf,0.75,logreg,all_train,129,0.45263157894736844,0.8527131782945736,156,0.7230769230769231,0.30128205128205127,0.7684210526315789,0.7684692671394799,0.775438596491228,0.7754137115839244,0.8300334909377464,0.7730496453900709,0.7777777777777778,112,32,32,109,0.27692307692307694,0.4153846153846154,18,16,12,3,raw_plus_review_gross
review_score_learn_hard_core_extra,0.65,rf,all_train,148,0.519298245614035,0.8378378378378378,137,0.6307692307692307,0.29927007299270075,0.7684210526315789,0.7684692671394799,0.775438596491228,0.7754137115839244,0.8264381402679275,0.7730496453900709,0.7777777777777778,112,32,32,109,0.27692307692307694,0.26153846153846155,3,1,0,1,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.65,rf,flag_train,151,0.5298245614035088,0.8609271523178808,134,0.6461538461538462,0.31343283582089554,0.7684210526315789,0.7684692671394799,0.775438596491228,0.7753398345153664,0.815553585500394,0.7659574468085106,0.7847222222222222,113,31,33,108,0.27692307692307694,0.3230769230769231,9,7,5,2,raw_plus_review_gross
review_score_learn_hard_core_extra,0.9,gb,flag_train,30,0.10526315789473684,0.8333333333333334,255,0.9230769230769231,0.23529411764705882,0.7684210526315789,0.7684692671394799,0.775438596491228,0.7753398345153664,0.8145685579196217,0.7659574468085106,0.7847222222222222,113,31,33,108,0.27692307692307694,0.3384615384615385,12,10,7,3,raw_plus_review_gross
review_score_upper_low_conf,0.75,gb,flag_train,129,0.45263157894736844,0.8527131782945736,156,0.7230769230769231,0.30128205128205127,0.7684210526315789,0.7684692671394799,0.775438596491228,0.7752659574468085,0.8350078802206462,0.7588652482269503,0.7916666666666666,114,30,34,107,0.27692307692307694,0.4307692307692308,17,15,12,2,raw_plus_review_gross
review_score_learn_hard_core_extra,0.95,gb,flag_train,25,0.08771929824561403,0.8,260,0.9230769230769231,0.23076923076923078,0.7684210526315789,0.7684692671394799,0.775438596491228,0.7751920803782506,0.8195429472025216,0.75177304964539,0.7986111111111112,115,29,35,106,0.27692307692307694,0.3384615384615385,13,11,8,4,raw_plus_review_gross
review_score_learn_hard_core_extra,0.8,gb,flag_train,79,0.2771929824561403,0.8481012658227848,206,0.8153846153846154,0.25728155339805825,0.7684210526315789,0.7684692671394799,0.775438596491228,0.7751920803782506,0.8191489361702129,0.75177304964539,0.7986111111111112,115,29,35,106,0.27692307692307694,0.4307692307692308,14,12,11,1,raw_plus_review_gross
review_score_learn_hard_core_extra,0.85,gb,flag_train,57,0.2,0.8421052631578947,228,0.8615384615384616,0.24561403508771928,0.7684210526315789,0.7684692671394799,0.775438596491228,0.7751920803782506,0.8190258077226161,0.75177304964539,0.7986111111111112,115,29,35,106,0.27692307692307694,0.4,15,13,10,2,raw_plus_review_gross
review_score_learn_hard_core_extra,0.65,logreg,all_train,148,0.519298245614035,0.8378378378378378,137,0.6307692307692307,0.29927007299270075,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.772089243498818,0.839095744680851,0.7872340425531915,0.7569444444444444,109,35,30,111,0.27692307692307694,0.38461538461538464,17,16,11,4,raw_plus_review_gross
review_score_learn_hard_core_extra,0.7,logreg,all_train,135,0.47368421052631576,0.8518518518518519,150,0.6923076923076923,0.3,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.77201536643026,0.8368301812450748,0.7801418439716312,0.7638888888888888,110,34,31,110,0.27692307692307694,0.4,18,17,12,4,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.85,extra,flag_train,56,0.19649122807017544,0.8214285714285714,229,0.8307692307692308,0.23580786026200873,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.77201536643026,0.7934889676910953,0.7801418439716312,0.7638888888888888,110,34,31,110,0.27692307692307694,0.27692307692307694,1,0,0,0,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.8,extra,flag_train,74,0.2596491228070175,0.8378378378378378,211,0.7846153846153846,0.24170616113744076,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.77201536643026,0.7893518518518519,0.7801418439716312,0.7638888888888888,110,34,31,110,0.27692307692307694,0.27692307692307694,1,0,0,0,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.75,extra,flag_train,94,0.3298245614035088,0.851063829787234,191,0.7692307692307693,0.2617801047120419,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.77201536643026,0.7886623325453113,0.7801418439716312,0.7638888888888888,110,34,31,110,0.27692307692307694,0.27692307692307694,1,0,0,0,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.65,rf,all_train,151,0.5298245614035088,0.8609271523178808,134,0.6461538461538462,0.31343283582089554,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7719414893617021,0.8186071710007881,0.7730496453900709,0.7708333333333334,111,33,32,109,0.27692307692307694,0.27692307692307694,2,1,0,0,raw_plus_review_gross
review_score_upper_low_conf,0.85,rf,flag_train,97,0.34035087719298246,0.8969072164948454,188,0.8461538461538461,0.2925531914893617,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8352048857368006,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.27692307692307694,4,3,1,1,raw_plus_review_gross
review_score_upper_low_conf,0.9,rf,flag_train,83,0.2912280701754386,0.9156626506024096,202,0.8769230769230769,0.28217821782178215,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8308215130023641,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_upper_low_conf,0.9,rf,all_train,83,0.2912280701754386,0.9156626506024096,202,0.8769230769230769,0.28217821782178215,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8273246650906225,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_learn_hard_core_extra,0.7,rf,all_train,135,0.47368421052631576,0.8518518518518519,150,0.6923076923076923,0.3,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8258963750985028,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_upper_low_conf,0.85,rf,all_train,97,0.34035087719298246,0.8969072164948454,188,0.8461538461538461,0.2925531914893617,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8258471237194641,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_upper_low_conf,0.75,rf,all_train,129,0.45263157894736844,0.8527131782945736,156,0.7230769230769231,0.30128205128205127,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8254038613081167,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_upper_low_conf,0.65,rf,all_train,154,0.5403508771929825,0.8441558441558441,131,0.676923076923077,0.33587786259541985,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8250591016548463,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_upper_low_conf,0.7,rf,all_train,142,0.4982456140350877,0.852112676056338,143,0.7076923076923077,0.32167832167832167,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8247635933806146,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_upper_low_conf,0.8,rf,all_train,111,0.3894736842105263,0.8648648648648649,174,0.8,0.2988505747126437,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.823433806146572,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_learn_hard_core_extra,0.75,rf,all_train,115,0.40350877192982454,0.8521739130434782,170,0.7384615384615385,0.2823529411764706,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8202324665090622,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_upper_low_conf,0.95,rf,all_train,51,0.17894736842105263,0.9215686274509803,234,0.9384615384615385,0.2606837606837607,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8191981875492513,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_learn_hard_core_extra,0.8,rf,all_train,79,0.2771929824561403,0.8481012658227848,206,0.8153846153846154,0.25728155339805825,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.812894011032309,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_learn_hard_core_extra,0.85,rf,all_train,57,0.2,0.8421052631578947,228,0.8615384615384616,0.24561403508771928,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8085106382978724,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_learn_hard_core_extra,0.9,rf,all_train,30,0.10526315789473684,0.8333333333333334,255,0.9230769230769231,0.23529411764705882,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8074271079590228,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_learn_hard_core_extra,0.95,rf,all_train,25,0.08771929824561403,0.8,260,0.9230769230769231,0.23076923076923078,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8059988179669031,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.95,rf,all_train,27,0.09473684210526316,0.8888888888888888,258,0.9538461538461539,0.24031007751937986,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8053585500394012,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.9,rf,all_train,41,0.14385964912280702,0.8536585365853658,244,0.9076923076923077,0.24180327868852458,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8047182821118992,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_learn_hard_core_extra,0.9,rf,flag_train,30,0.10526315789473684,0.8333333333333334,255,0.9230769230769231,0.23529411764705882,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8032899921197794,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.27692307692307694,3,2,1,1,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.8,rf,all_train,74,0.2596491228070175,0.8378378378378378,211,0.7846153846153846,0.24170616113744076,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8025019700551616,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.85,rf,all_train,56,0.19649122807017544,0.8214285714285714,229,0.8307692307692308,0.23580786026200873,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7718676122931443,0.8008274231678487,0.7659574468085106,0.7777777777777778,112,32,33,108,0.27692307692307694,0.26153846153846155,3,2,0,1,raw_plus_review_gross
review_score_upper_low_conf,0.85,gb,flag_train,97,0.34035087719298246,0.8969072164948454,188,0.8461538461538461,0.2925531914893617,0.7684210526315789,0.7684692671394799,0.7719298245614035,0.7716459810874705,0.8392434988179669,0.7446808510638298,0.7986111111111112,115,29,36,105,0.27692307692307694,0.4307692307692308,20,19,12,2,raw_plus_review_gross
review_score_learn_hard_core_extra,0.75,logreg,all_train,115,0.40350877192982454,0.8521739130434782,170,0.7384615384615385,0.2823529411764706,0.7684210526315789,0.7684692671394799,0.7684210526315789,0.7685431442080378,0.8292947202521671,0.7801418439716312,0.7569444444444444,109,35,31,110,0.27692307692307694,0.4153846153846154,19,19,13,4,raw_plus_review_gross
review_score_learn_hard_core_extra,0.8,extra,flag_train,79,0.2771929824561403,0.8481012658227848,206,0.8153846153846154,0.25728155339805825,0.7684210526315789,0.7684692671394799,0.7684210526315789,0.7684692671394799,0.8174251379038614,0.7730496453900709,0.7638888888888888,110,34,32,109,0.27692307692307694,0.26153846153846155,1,1,0,1,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.65,extra,all_train,151,0.5298245614035088,0.8609271523178808,134,0.6461538461538462,0.31343283582089554,0.7684210526315789,0.7684692671394799,0.7684210526315789,0.7684692671394799,0.8143223010244287,0.7730496453900709,0.7638888888888888,110,34,32,109,0.27692307692307694,0.27692307692307694,0,0,0,0,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.7,extra,all_train,129,0.45263157894736844,0.8682170542635659,156,0.7230769230769231,0.30128205128205127,0.7684210526315789,0.7684692671394799,0.7684210526315789,0.7684692671394799,0.8135835303388496,0.7730496453900709,0.7638888888888888,110,34,32,109,0.27692307692307694,0.27692307692307694,0,0,0,0,raw_plus_review_gross
review_score_learn_hard_core_extra,0.85,extra,flag_train,57,0.2,0.8421052631578947,228,0.8615384615384616,0.24561403508771928,0.7684210526315789,0.7684692671394799,0.7684210526315789,0.7684692671394799,0.8119582348305752,0.7730496453900709,0.7638888888888888,110,34,32,109,0.27692307692307694,0.26153846153846155,1,1,0,1,raw_plus_review_gross
review_score_learn_hard_core_extra,0.95,extra,flag_train,25,0.08771929824561403,0.8,260,0.9230769230769231,0.23076923076923078,0.7684210526315789,0.7684692671394799,0.7684210526315789,0.7684692671394799,0.8065898345153664,0.7730496453900709,0.7638888888888888,110,34,32,109,0.27692307692307694,0.26153846153846155,1,1,0,1,raw_plus_review_gross
review_score_learn_hard_core_extra,0.9,extra,flag_train,30,0.10526315789473684,0.8333333333333334,255,0.9230769230769231,0.23529411764705882,0.7684210526315789,0.7684692671394799,0.7684210526315789,0.7684692671394799,0.8048167848699763,0.7730496453900709,0.7638888888888888,110,34,32,109,0.27692307692307694,0.26153846153846155,1,1,0,1,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.95,extra,flag_train,27,0.09473684210526316,0.8888888888888888,258,0.9538461538461539,0.24031007751937986,0.7684210526315789,0.7684692671394799,0.7684210526315789,0.7684692671394799,0.8016646966115051,0.7730496453900709,0.7638888888888888,110,34,32,109,0.27692307692307694,0.26153846153846155,1,1,0,1,raw_plus_review_gross
review_score_hybrid_max_allrange_fn,0.9,extra,flag_train,41,0.14385964912280702,0.8536585365853658,244,0.9076923076923077,0.24180327868852458,0.7684210526315789,0.7684692671394799,0.7684210526315789,0.7684692671394799,0.7998916469661151,0.7730496453900709,0.7638888888888888,110,34,32,109,0.27692307692307694,0.26153846153846155,1,1,0,1,raw_plus_review_gross
