accuracy,balanced_accuracy,auc,ap,f1,precision,recall,tn,fp,fn,tp,threshold,top10_precision,top10_recall,top20_precision,top20_recall,top30_precision,top30_recall,top38_precision,top38_recall,top65_precision,top65_recall,top80_precision,top80_recall,top100_precision,top100_recall,run_name,target,feature_set,classifier,positives,top47_precision,top47_recall,top27_precision,top27_recall
0.8982456140350877,0.9286713286713286,0.9483916083916084,0.7689104399466878,0.8152866242038217,0.6956521739130435,0.9846153846153847,192,28,1,64,0.57,0.9,0.13846153846153847,0.85,0.26153846153846155,0.7333333333333333,0.3384615384615385,0.7105263157894737,0.4153846153846154,0.7538461538461538,0.7538461538461538,0.7125,0.8769230769230769,0.65,1.0,hard_core__model_visible__extra,hard_core,model_visible,extra,65,,,,
0.8842105263157894,0.925,0.9462237762237762,0.7400671173819503,0.7975460122699386,0.6632653061224489,1.0,187,33,0,65,0.3,0.8,0.12307692307692308,0.75,0.23076923076923078,0.7,0.3230769230769231,0.7105263157894737,0.4153846153846154,0.7538461538461538,0.7538461538461538,0.7375,0.9076923076923077,0.65,1.0,hard_core__model_visible__logreg,hard_core,model_visible,logreg,65,,,,
0.8736842105263158,0.9181818181818182,0.9430769230769231,0.7343826499126487,0.7831325301204819,0.6435643564356436,1.0,184,36,0,65,0.24999999999999994,0.8,0.12307692307692308,0.8,0.24615384615384617,0.7666666666666667,0.35384615384615387,0.7631578947368421,0.4461538461538462,0.6923076923076923,0.6923076923076923,0.7125,0.8769230769230769,0.64,0.9846153846153847,hard_core__gross_hand_model__logreg,hard_core,gross_hand_model,logreg,65,,,,
0.8736842105263158,0.9181818181818182,0.9430769230769231,0.7327440759974537,0.7831325301204819,0.6435643564356436,1.0,184,36,0,65,0.24999999999999994,0.8,0.12307692307692308,0.8,0.24615384615384617,0.8,0.36923076923076925,0.7631578947368421,0.4461538461538462,0.6923076923076923,0.6923076923076923,0.7,0.8615384615384616,0.64,0.9846153846153847,hard_core__gross_text_hand_model__logreg,hard_core,gross_text_hand_model,logreg,65,,,,
0.8701754385964913,0.9159090909090909,0.9426573426573426,0.731140540449635,0.7784431137724551,0.6372549019607843,1.0,183,37,0,65,0.13999999999999999,0.8,0.12307692307692308,0.7,0.2153846153846154,0.7333333333333333,0.3384615384615385,0.7368421052631579,0.4307692307692308,0.7538461538461538,0.7538461538461538,0.7,0.8615384615384616,0.63,0.9692307692307692,hard_core__model_visible__logreg_c1,hard_core,model_visible,logreg_c1,65,,,,
0.8736842105263158,0.9073426573426573,0.9404895104895106,0.7266823153140002,0.7777777777777778,0.6494845360824743,0.9692307692307692,186,34,2,63,0.19,0.7,0.1076923076923077,0.8,0.24615384615384617,0.7333333333333333,0.3384615384615385,0.7368421052631579,0.4307692307692308,0.7230769230769231,0.7230769230769231,0.6875,0.8461538461538461,0.63,0.9692307692307692,hard_core__gross_text_hand_model__logreg_c1,hard_core,gross_text_hand_model,logreg_c1,65,,,,
0.8596491228070176,0.9036713286713287,0.9394405594405595,0.7201454036052735,0.7619047619047619,0.6213592233009708,0.9846153846153847,181,39,1,64,0.13,0.7,0.1076923076923077,0.8,0.24615384615384617,0.7333333333333333,0.3384615384615385,0.7368421052631579,0.4307692307692308,0.7230769230769231,0.7230769230769231,0.7,0.8615384615384616,0.62,0.9538461538461539,hard_core__gross_hand_model__logreg_c1,hard_core,gross_hand_model,logreg_c1,65,,,,
0.8280701754385965,0.8886363636363637,0.9086713286713287,0.6304221363472801,0.7262569832402235,0.5701754385964912,1.0,171,49,0,65,0.4699999999999999,0.7,0.1076923076923077,0.6,0.18461538461538463,0.6,0.27692307692307694,0.6578947368421053,0.38461538461538464,0.6307692307692307,0.6307692307692307,0.6125,0.7538461538461538,0.61,0.9384615384615385,hard_core__gross_text_hand_model__extra,hard_core,gross_text_hand_model,extra,65,,,,
0.7614035087719299,0.709965034965035,0.7163636363636364,0.4445599875071261,0.5405405405405406,0.4819277108433735,0.6153846153846154,177,43,25,40,0.35999999999999993,0.2,0.03076923076923077,0.45,0.13846153846153847,0.5333333333333333,0.24615384615384617,0.631578947368421,0.36923076923076925,0.5384615384615384,0.5384615384615384,0.4875,0.6,0.41,0.6307692307692307,hard_core__gross_text_hand__logreg_c1,hard_core,gross_text_hand,logreg_c1,65,,,,
0.8175438596491228,0.6921328671328671,0.6797552447552447,0.4418465284617515,0.5357142857142857,0.6382978723404256,0.46153846153846156,203,17,35,30,0.5099999999999999,0.6,0.09230769230769231,0.5,0.15384615384615385,0.5666666666666667,0.26153846153846155,0.631578947368421,0.36923076923076925,0.46153846153846156,0.46153846153846156,0.4375,0.5384615384615384,0.37,0.5692307692307692,hard_core__gross_hand__extra,hard_core,gross_hand,extra,65,,,,
0.8175438596491228,0.6921328671328671,0.7040559440559441,0.43190358674946094,0.5357142857142857,0.6382978723404256,0.46153846153846156,203,17,35,30,0.49999999999999994,0.3,0.046153846153846156,0.45,0.13846153846153847,0.5666666666666667,0.26153846153846155,0.631578947368421,0.36923076923076925,0.5076923076923077,0.5076923076923077,0.45,0.5538461538461539,0.39,0.6,hard_core__gross_text_hand__logreg,hard_core,gross_text_hand,logreg,65,,,,
