policy,score_name,extra_rate,split,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp,control_n,control_rate,extra_captured_wrong_n,captured_wrong_n,captured_fn_n,captured_fp_n,remaining_error_n
v50_plus_rank_ood,main_robust_disagreement,0.125,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,82,0.7592592592592593,0,29,14,15,3
v50_plus_rank_ood,main_robust_disagreement,0.15,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,444,0.751269035532995,0,84,32,52,7
v50_plus_rank_ood,main_robust_disagreement,0.15,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,82,0.7592592592592593,0,29,14,15,3
v50_plus_rank_ood,main_robust_disagreement,0.2,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,450,0.7614213197969543,1,85,33,52,6
v50_plus_rank_ood,main_robust_disagreement,0.2,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,82,0.7592592592592593,0,29,14,15,3
v50_plus_rank_ood,main_robust_disagreement,0.25,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,453,0.766497461928934,1,85,33,52,6
v50_plus_rank_ood,main_robust_disagreement,0.25,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,82,0.7592592592592593,0,29,14,15,3
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.025,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,434,0.7343485617597293,0,84,32,52,7
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.025,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,0,29,14,15,3
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.05,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,441,0.7461928934010152,0,84,32,52,7
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.05,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,0,29,14,15,3
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.075,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,447,0.7563451776649747,0,84,32,52,7
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.075,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,80,0.7407407407407407,0,29,14,15,3
