policy,score_name,extra_rate,split,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp,control_n,control_rate,extra_captured_wrong_n,captured_wrong_n,captured_fn_n,captured_fp_n,remaining_error_n
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.1,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,454,0.7681895093062606,0,84,32,52,7
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.1,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,80,0.7407407407407407,0,29,14,15,3
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.125,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,459,0.7766497461928934,0,84,32,52,7
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.125,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,80,0.7407407407407407,0,29,14,15,3
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.15,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,466,0.7884940778341794,0,84,32,52,7
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.15,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,81,0.75,0,29,14,15,3
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.2,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,480,0.8121827411167513,1,85,33,52,6
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.2,external,0.9814814814814815,0.9811649808161842,0.9787234042553191,0.9836065573770492,0.9787234042553191,0.9787234042553191,60,1,1,46,82,0.7592592592592593,1,30,14,16,2
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.25,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,495,0.8375634517766497,1,85,33,52,6
v50_plus_rank_ood,model_prob_compact_isolation_forest,0.25,external,0.9814814814814815,0.9811649808161842,0.9787234042553191,0.9836065573770492,0.9787234042553191,0.9787234042553191,60,1,1,46,84,0.7777777777777778,1,30,14,16,2
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.025,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,432,0.7309644670050761,0,84,32,52,7
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.025,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,0,29,14,15,3
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.05,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,433,0.7326565143824028,0,84,32,52,7
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.05,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,0,29,14,15,3
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.075,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,436,0.7377326565143824,0,84,32,52,7
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.075,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,0,29,14,15,3
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.1,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,439,0.7428087986463621,1,85,33,52,6
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.1,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,0,29,14,15,3
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.125,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,440,0.7445008460236887,1,85,33,52,6
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.125,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,80,0.7407407407407407,0,29,14,15,3
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.15,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,444,0.751269035532995,1,85,33,52,6
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.15,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,82,0.7592592592592593,0,29,14,15,3
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.2,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,449,0.7597292724196277,1,85,33,52,6
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.2,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,83,0.7685185185185185,0,29,14,15,3
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.25,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,460,0.7783417935702199,1,85,33,52,6
v50_plus_rank_ood,model_prob_compact_mahalanobis,0.25,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,88,0.8148148148148148,0,29,14,15,3
v50_plus_rank_ood,model_prob_isolation_forest,0.025,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,435,0.7360406091370558,0,84,32,52,7
v50_plus_rank_ood,model_prob_isolation_forest,0.025,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,0,29,14,15,3
v50_plus_rank_ood,model_prob_isolation_forest,0.05,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,440,0.7445008460236887,0,84,32,52,7
v50_plus_rank_ood,model_prob_isolation_forest,0.05,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,0,29,14,15,3
v50_plus_rank_ood,model_prob_isolation_forest,0.075,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,448,0.7580372250423012,0,84,32,52,7
v50_plus_rank_ood,model_prob_isolation_forest,0.075,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,0,29,14,15,3
v50_plus_rank_ood,model_prob_isolation_forest,0.1,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,455,0.7698815566835872,1,85,33,52,6
v50_plus_rank_ood,model_prob_isolation_forest,0.1,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,80,0.7407407407407407,0,29,14,15,3
v50_plus_rank_ood,model_prob_isolation_forest,0.125,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,459,0.7766497461928934,1,85,33,52,6
v50_plus_rank_ood,model_prob_isolation_forest,0.125,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,81,0.75,0,29,14,15,3
v50_plus_rank_ood,model_prob_isolation_forest,0.15,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,463,0.7834179357021996,1,85,33,52,6
v50_plus_rank_ood,model_prob_isolation_forest,0.15,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,81,0.75,0,29,14,15,3
v50_plus_rank_ood,model_prob_isolation_forest,0.2,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,478,0.8087986463620981,1,85,33,52,6
v50_plus_rank_ood,model_prob_isolation_forest,0.2,external,0.9814814814814815,0.9811649808161842,0.9787234042553191,0.9836065573770492,0.9787234042553191,0.9787234042553191,60,1,1,46,84,0.7777777777777778,1,30,14,16,2
v50_plus_rank_ood,model_prob_isolation_forest,0.25,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,490,0.8291032148900169,1,85,33,52,6
v50_plus_rank_ood,model_prob_isolation_forest,0.25,external,0.9814814814814815,0.9811649808161842,0.9787234042553191,0.9836065573770492,0.9787234042553191,0.9787234042553191,60,1,1,46,85,0.7870370370370371,1,30,14,16,2
v50_plus_rank_ood,model_prob_mahalanobis,0.025,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,432,0.7309644670050761,0,84,32,52,7
v50_plus_rank_ood,model_prob_mahalanobis,0.025,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,0,29,14,15,3
v50_plus_rank_ood,model_prob_mahalanobis,0.05,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,433,0.7326565143824028,0,84,32,52,7
v50_plus_rank_ood,model_prob_mahalanobis,0.05,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,0,29,14,15,3
v50_plus_rank_ood,model_prob_mahalanobis,0.075,development,0.988155668358714,0.9869553031780074,0.9820627802690582,0.9918478260869565,0.9864864864864865,0.9842696629213483,365,3,4,219,438,0.7411167512690355,0,84,32,52,7
v50_plus_rank_ood,model_prob_mahalanobis,0.075,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,0,29,14,15,3
v50_plus_rank_ood,model_prob_mahalanobis,0.1,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,440,0.7445008460236887,1,85,33,52,6
v50_plus_rank_ood,model_prob_mahalanobis,0.1,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,79,0.7314814814814815,0,29,14,15,3
v50_plus_rank_ood,model_prob_mahalanobis,0.125,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,443,0.7495769881556683,1,85,33,52,6
v50_plus_rank_ood,model_prob_mahalanobis,0.125,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,81,0.75,0,29,14,15,3
v50_plus_rank_ood,model_prob_mahalanobis,0.15,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,446,0.754653130287648,1,85,33,52,6
v50_plus_rank_ood,model_prob_mahalanobis,0.15,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,82,0.7592592592592593,0,29,14,15,3
v50_plus_rank_ood,model_prob_mahalanobis,0.2,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,450,0.7614213197969543,1,85,33,52,6
v50_plus_rank_ood,model_prob_mahalanobis,0.2,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,83,0.7685185185185185,0,29,14,15,3
v50_plus_rank_ood,model_prob_mahalanobis,0.25,development,0.9898477157360406,0.9891974556443751,0.9865470852017937,0.9918478260869565,0.9865470852017937,0.9865470852017937,365,3,3,220,455,0.7698815566835872,1,85,33,52,6
v50_plus_rank_ood,model_prob_mahalanobis,0.25,external,0.9722222222222222,0.9729682595047087,0.9787234042553191,0.9672131147540983,0.9583333333333334,0.968421052631579,59,2,1,46,87,0.8055555555555556,0,29,14,15,3
