accuracy,balanced_accuracy,f1,tn,fp,fn,tp,auc,candidate,threshold
0.7087719298245614,0.7092198581560283,0.7186440677966102,96,48,35,106,0.7621404649330181,svc_c1,0.4699999999999999
0.7052631578947368,0.7044178486997636,0.676923076923077,113,31,53,88,0.7545311268715524,logreg_c001,0.62
0.7017543859649122,0.7022754137115839,0.7138047138047138,94,50,35,106,0.757141449960599,logreg_c0003,0.4499999999999999
0.7017543859649122,0.7021276595744681,0.7098976109215017,96,48,37,104,0.7474389282899921,logreg_c10,0.31999999999999995
0.6982456140350877,0.6995419621749408,0.7295597484276729,83,61,25,116,0.7368498817966903,rf_d7,0.4599999999999999
0.6982456140350877,0.6986554373522458,0.7074829931972789,95,49,37,104,0.7443853427895982,extra_d7_l8,0.48999999999999994
0.6982456140350877,0.697621158392435,0.6766917293233082,109,35,51,90,0.7494089834515366,logreg_c01,0.6499999999999999
0.6947368421052632,0.6956264775413712,0.7166123778501629,88,56,31,110,0.7513790386130812,logreg_c003,0.33999999999999997
0.6947368421052632,0.6951093380614657,0.7030716723549488,95,49,38,103,0.748473207249803,logreg_c03,0.36999999999999994
0.6947368421052632,0.6946660756501182,0.6903914590747331,101,43,44,97,0.7423167848699762,extra_dnone_l2,0.48999999999999994
0.6947368421052632,0.6944444444444444,0.6836363636363636,104,40,47,94,0.7400019700551616,extra_d5_l2,0.49999999999999994
0.6947368421052632,0.6943705673758864,0.6813186813186813,105,39,48,93,0.7390169424743892,extra_dnone_l4,0.49999999999999994
0.6947368421052632,0.6932624113475178,0.6419753086419753,120,24,63,78,0.7480791962174941,extra_d7_l2,0.5299999999999999
0.6912280701754386,0.6917848699763594,0.7046979865771812,92,52,36,105,0.7386229314420802,extra_d5_l4,0.48999999999999994
0.6912280701754386,0.6914154846335698,0.6944444444444444,97,47,41,100,0.7311367218282112,extra_d3_l4,0.49999999999999994
0.6912280701754386,0.6911199763593381,0.6857142857142857,101,43,45,96,0.7436958234830576,extra_dnone_l8,0.49999999999999994
0.6842105263157895,0.6855791962174941,0.71875,80,64,26,115,0.7327620173364855,extra_d7_l4,0.4599999999999999
0.6842105263157895,0.6851359338061466,0.7077922077922078,86,58,32,109,0.7387214342001576,rf_d5,0.4699999999999999
0.6807017543859649,0.6798906619385343,0.6513409961685823,109,35,56,85,0.7353723404255319,extra_d3_l8,0.5099999999999999
0.6771929824561403,0.6778221040189125,0.6933333333333334,89,55,37,104,0.7427600472813238,extra_d5_l8,0.48999999999999994
0.6771929824561403,0.6770833333333333,0.6714285714285714,99,45,47,94,0.7301516942474389,rf_d3,0.49999999999999994
0.6771929824561403,0.6768617021276596,0.6642335766423357,102,42,50,91,0.7255220646178093,extra_d3_l2,0.49999999999999994
0.6701754385964912,0.6701388888888888,0.6666666666666666,97,47,47,94,0.7232811268715524,svc_c03,0.49999999999999994
0.656140350877193,0.65447695035461,0.5882352941176471,117,27,71,70,0.703654452324665,mlp64_32_a003,0.7
0.6385964912280702,0.6391843971631206,0.6555183946488294,84,60,43,98,0.6748423955870764,gb_d2_lr03,0.4799999999999999
0.631578947368421,0.6298758865248226,0.5569620253164557,114,30,75,66,0.6641055949566588,mlp96_a003,0.7
0.624561403508772,0.6251477541371158,0.6421404682274248,82,62,45,96,0.6510539795114264,gb_d1_lr03,0.4799999999999999
0.6035087719298246,0.6042405437352245,0.6270627062706271,77,67,46,95,0.6554127265563436,knn11,0.49999999999999994
0.6035087719298246,0.6017287234042553,0.5191489361702127,111,33,80,61,0.6569641449960599,knn7,0.58
