accuracy,balanced_accuracy,auc,f1,sensitivity,specificity,tn,fp,fn,tp,config,route,feature,objective,routed_n,rescue_n,hurt_n,net_rescue,train_groups,apply_groups
0.8912280701754386,0.8912529550827423,0.916518912529551,0.8904593639575972,0.8936170212765957,0.8888888888888888,128,16,15,126,train_allhard_apply_allhard__image_review_gross_hand_text__balanced_accuracy,train_allhard_apply_allhard,image_review_gross_hand_text,balanced_accuracy,99,31,15,16,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.887719298245614,0.887854609929078,0.9294227738376675,0.8881118881118881,0.900709219858156,0.875,126,18,14,127,train_allhard_apply_allhard__image_core_gross_hand_notext__balanced_accuracy,train_allhard_apply_allhard,image_core_gross_hand_notext,balanced_accuracy,99,33,18,15,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.887719298245614,0.887854609929078,0.9294227738376675,0.8881118881118881,0.900709219858156,0.875,126,18,14,127,train_allhard_apply_allhard__image_core_gross_hand_notext__accuracy,train_allhard_apply_allhard,image_core_gross_hand_notext,accuracy,99,33,18,15,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.887719298245614,0.887854609929078,0.9294227738376675,0.8881118881118881,0.900709219858156,0.875,126,18,14,127,train_allhard_apply_allhard__image_core_gross_hand_notext__f1,train_allhard_apply_allhard,image_core_gross_hand_notext,f1,99,33,18,15,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.887719298245614,0.8877807328605201,0.9204097714736014,0.8873239436619719,0.8936170212765957,0.8819444444444444,127,17,15,126,train_allhard_apply_allhard__image_review_gross_hand_notext__accuracy,train_allhard_apply_allhard,image_review_gross_hand_notext,accuracy,99,31,16,15,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.887719298245614,0.8877807328605201,0.9217888100866826,0.8873239436619719,0.8936170212765957,0.8819444444444444,127,17,15,126,train_allhard_apply_allhard__image_review_gross_hand_notext__f1,train_allhard_apply_allhard,image_review_gross_hand_notext,f1,99,31,16,15,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.887719298245614,0.8877807328605201,0.9206067769897558,0.8873239436619719,0.8936170212765957,0.8819444444444444,127,17,15,126,train_allhard_apply_allhard__image_review_gross_hand_text__accuracy,train_allhard_apply_allhard,image_review_gross_hand_text,accuracy,99,31,16,15,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.887719298245614,0.8877807328605201,0.9206067769897558,0.8873239436619719,0.8936170212765957,0.8819444444444444,127,17,15,126,train_allhard_apply_allhard__image_review_gross_hand_text__f1,train_allhard_apply_allhard,image_review_gross_hand_text,f1,99,31,16,15,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.8842105263157894,0.8843823877068557,0.9169129235618597,0.8850174216027874,0.900709219858156,0.8680555555555556,125,19,14,127,train_allhard_apply_allhard__image_core_gross_hand_text__accuracy,train_allhard_apply_allhard,image_core_gross_hand_text,accuracy,99,33,19,14,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.8842105263157894,0.8843823877068557,0.9169129235618597,0.8850174216027874,0.900709219858156,0.8680555555555556,125,19,14,127,train_allhard_apply_allhard__image_core_gross_hand_text__f1,train_allhard_apply_allhard,image_core_gross_hand_text,f1,99,33,19,14,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.8807017543859649,0.8808362884160756,0.9156816390858945,0.8811188811188811,0.8936170212765957,0.8680555555555556,125,19,15,126,train_allhard_apply_allhard__image_core_gross_hand_text__balanced_accuracy,train_allhard_apply_allhard,image_core_gross_hand_text,balanced_accuracy,99,33,20,13,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.8526315789473684,0.8521719858156028,0.887854609929078,0.8444444444444444,0.8085106382978723,0.8958333333333334,129,15,27,114,train_allhard_apply_hardcore__gross_hand_text__balanced_accuracy,train_allhard_apply_hardcore,gross_hand_text,balanced_accuracy,65,15,10,5,hard_core|hard_salvage_teacher,hard_core
0.8491228070175438,0.8486258865248227,0.8790386130811663,0.8401486988847584,0.8014184397163121,0.8958333333333334,129,15,28,113,train_allhard_apply_hardcore__gross_hand__balanced_accuracy,train_allhard_apply_hardcore,gross_hand,balanced_accuracy,65,14,10,4,hard_core|hard_salvage_teacher,hard_core
0.8491228070175438,0.8486258865248227,0.8953900709219857,0.8401486988847584,0.8014184397163121,0.8958333333333334,129,15,28,113,train_allhard_apply_hardcore__gross_hand_text__accuracy,train_allhard_apply_hardcore,gross_hand_text,accuracy,65,14,10,4,hard_core|hard_salvage_teacher,hard_core
0.8456140350877193,0.8450797872340425,0.8863770685579195,0.835820895522388,0.7943262411347518,0.8958333333333334,129,15,29,112,train_allhard_apply_hardcore__gross_hand__accuracy,train_allhard_apply_hardcore,gross_hand,accuracy,65,13,10,3,hard_core|hard_salvage_teacher,hard_core
0.8421052631578947,0.8417553191489362,0.8825847123719464,0.8351648351648352,0.8085106382978723,0.875,126,18,27,114,train_allhard_apply_allhard__gross_hand_text__balanced_accuracy,train_allhard_apply_allhard,gross_hand_text,balanced_accuracy,99,16,14,2,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.8421052631578947,0.8416075650118203,0.904403073286052,0.8327137546468402,0.7943262411347518,0.8888888888888888,128,16,29,112,train_hardcore_apply_hardcore__gross_hand__balanced_accuracy,train_hardcore_apply_hardcore,gross_hand,balanced_accuracy,65,17,15,2,hard_core,hard_core
0.8421052631578947,0.8416075650118203,0.9045015760441292,0.8327137546468402,0.7943262411347518,0.8888888888888888,128,16,29,112,train_hardcore_apply_hardcore__gross_hand_text__balanced_accuracy,train_hardcore_apply_hardcore,gross_hand_text,balanced_accuracy,65,17,15,2,hard_core,hard_core
0.8385964912280702,0.8391696217494089,0.8714046493301814,0.8456375838926175,0.8936170212765957,0.7847222222222222,113,31,15,126,train_allhard_apply_hardcore__gross_hand__f1,train_allhard_apply_hardcore,gross_hand,f1,65,18,17,1,hard_core|hard_salvage_teacher,hard_core
0.8385964912280702,0.8391696217494089,0.8823384554767534,0.8456375838926175,0.8936170212765957,0.7847222222222222,113,31,15,126,train_allhard_apply_hardcore__gross_hand_text__f1,train_allhard_apply_hardcore,gross_hand_text,f1,65,18,17,1,hard_core|hard_salvage_teacher,hard_core
0.8385964912280702,0.8382092198581561,0.8707643814026792,0.8308823529411765,0.8014184397163121,0.875,126,18,28,113,train_allhard_apply_allhard__gross_hand__balanced_accuracy,train_allhard_apply_allhard,gross_hand,balanced_accuracy,99,15,14,1,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.8385964912280702,0.8382092198581561,0.8913022064617809,0.8308823529411765,0.8014184397163121,0.875,126,18,28,113,train_allhard_apply_allhard__gross_hand_text__accuracy,train_allhard_apply_allhard,gross_hand_text,accuracy,99,15,14,1,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.8350877192982457,0.8356973995271868,0.9067178881008668,0.842809364548495,0.8936170212765957,0.7777777777777778,112,32,15,126,train_hardcore_apply_hardcore__gross_hand__f1,train_hardcore_apply_hardcore,gross_hand,f1,65,17,17,0,hard_core,hard_core
0.8350877192982457,0.8356973995271868,0.9068163908589439,0.842809364548495,0.8936170212765957,0.7777777777777778,112,32,15,126,train_hardcore_apply_hardcore__gross_hand_text__f1,train_hardcore_apply_hardcore,gross_hand_text,f1,65,17,17,0,hard_core,hard_core
0.8350877192982457,0.8346631205673759,0.8791371158392435,0.8265682656826568,0.7943262411347518,0.875,126,18,29,112,train_allhard_apply_allhard__gross_hand__accuracy,train_allhard_apply_allhard,gross_hand,accuracy,99,14,14,0,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.8245614035087719,0.8240248226950355,0.894355791962175,0.8134328358208955,0.7730496453900709,0.875,126,18,32,109,train_hardcore_apply_hardcore__gross_hand__accuracy,train_hardcore_apply_hardcore,gross_hand,accuracy,65,18,21,-3,hard_core,hard_core
0.8245614035087719,0.8240248226950355,0.894355791962175,0.8134328358208955,0.7730496453900709,0.875,126,18,32,109,train_hardcore_apply_hardcore__gross_hand_text__accuracy,train_hardcore_apply_hardcore,gross_hand_text,accuracy,65,18,21,-3,hard_core,hard_core
0.8140350877192982,0.8153812056737588,0.8868203309692672,0.8338557993730408,0.9432624113475178,0.6875,99,45,8,133,train_allhard_apply_allhard__gross_hand_text__f1,train_allhard_apply_allhard,gross_hand_text,f1,99,25,31,-6,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
0.8070175438596491,0.8084367612293144,0.8748029944838455,0.8286604361370716,0.9432624113475178,0.6736111111111112,97,47,8,133,train_allhard_apply_allhard__gross_hand__f1,train_allhard_apply_allhard,gross_hand,f1,99,25,33,-8,hard_core|hard_salvage_teacher,hard_core|hard_salvage_teacher
