rule_name,signal,mode,threshold,eval_domain,n,flip_n,flip_rate,base_errors,final_errors,net_errors_reduced,rescued_n,hurt_n,rescued_fn,rescued_fp,hurt_to_fn,hurt_to_fp,base_n,base_accuracy,base_balanced_accuracy,base_f1,base_sensitivity_high,base_specificity_low,base_tn,base_fp,base_fn,base_tp,base_auc,final_n,final_accuracy,final_balanced_accuracy,final_f1,final_sensitivity_high,final_specificity_low,final_tn,final_fp,final_fn,final_tp,final_auc
prob_mean_core|single:v143_pca_any|pred_low_only|t=0.909975,single:v143_pca_any,pred_low_only,0.9099754203761676,third_batch,306,4,0.013071895424836602,65,67,-2,1,3,1,0,0,3,306,0.7875816993464052,0.7544098432055749,0.632768361581921,0.6829268292682927,0.8258928571428571,185,39,26,56,0.818270905923345,306,0.7810457516339869,0.7538109756097561,0.6298342541436464,0.6951219512195121,0.8125,182,42,25,57,0.818270905923345
prob_mean_core|single:v143_pca_any|pred_low_only|t=0.909975,single:v143_pca_any,pred_low_only,0.9099754203761676,strict_external,105,0,0.0,51,51,0,0,0,0,0,0,0,105,0.5142857142857142,0.5320983125458547,0.5641025641025641,0.7021276595744681,0.3620689655172414,21,37,14,33,0.6661775495231108,105,0.5142857142857142,0.5320983125458547,0.5641025641025641,0.7021276595744681,0.3620689655172414,21,37,14,33,0.6661775495231108
prob_mean_core|single:v143_pca_any|pred_low_only|t=0.909975,single:v143_pca_any,pred_low_only,0.9099754203761676,all_three_domains,696,6,0.008620689655172414,177,179,-2,2,4,2,0,0,4,696,0.7456896551724138,0.7495305164319249,0.700507614213198,0.7666666666666667,0.7323943661971831,312,114,63,207,0.8353069031472786,696,0.742816091954023,0.7485393844548773,0.7001675041876047,0.774074074074074,0.7230046948356808,308,118,61,209,0.8353069031472786
prob_mean_core|single:v143_pca_any|pred_low_only|t=0.934547,single:v143_pca_any,pred_low_only,0.9345469600353552,old_data,285,0,0.0,61,61,0,0,0,0,0,0,0,285,0.7859649122807018,0.7864952718676124,0.7946127946127947,0.8368794326241135,0.7361111111111112,106,38,23,118,0.8737687155240348,285,0.7859649122807018,0.7864952718676124,0.7946127946127947,0.8368794326241135,0.7361111111111112,106,38,23,118,0.8737687155240348
prob_mean_core|single:v143_pca_any|pred_low_only|t=0.934547,single:v143_pca_any,pred_low_only,0.9345469600353552,third_batch,306,3,0.00980392156862745,65,68,-3,0,3,0,0,0,3,306,0.7875816993464052,0.7544098432055749,0.632768361581921,0.6829268292682927,0.8258928571428571,185,39,26,56,0.818270905923345,306,0.7777777777777778,0.7477134146341464,0.6222222222222222,0.6829268292682927,0.8125,182,42,26,56,0.818270905923345
prob_mean_core|single:v143_pca_any|pred_low_only|t=0.934547,single:v143_pca_any,pred_low_only,0.9345469600353552,strict_external,105,0,0.0,51,51,0,0,0,0,0,0,0,105,0.5142857142857142,0.5320983125458547,0.5641025641025641,0.7021276595744681,0.3620689655172414,21,37,14,33,0.6661775495231108,105,0.5142857142857142,0.5320983125458547,0.5641025641025641,0.7021276595744681,0.3620689655172414,21,37,14,33,0.6661775495231108
prob_mean_core|single:v143_pca_any|pred_low_only|t=0.934547,single:v143_pca_any,pred_low_only,0.9345469600353552,all_three_domains,696,3,0.004310344827586207,177,180,-3,0,3,0,0,0,3,696,0.7456896551724138,0.7495305164319249,0.700507614213198,0.7666666666666667,0.7323943661971831,312,114,63,207,0.8353069031472786,696,0.7413793103448276,0.7460093896713615,0.696969696969697,0.7666666666666667,0.7253521126760564,309,117,63,207,0.8353069031472786
prob_mean_core|single:v143_pca_any|pred_low_only|t=0.941040,single:v143_pca_any,pred_low_only,0.9410395876820881,old_data,285,0,0.0,61,61,0,0,0,0,0,0,0,285,0.7859649122807018,0.7864952718676124,0.7946127946127947,0.8368794326241135,0.7361111111111112,106,38,23,118,0.8737687155240348,285,0.7859649122807018,0.7864952718676124,0.7946127946127947,0.8368794326241135,0.7361111111111112,106,38,23,118,0.8737687155240348
prob_mean_core|single:v143_pca_any|pred_low_only|t=0.941040,single:v143_pca_any,pred_low_only,0.9410395876820881,third_batch,306,2,0.006535947712418301,65,67,-2,0,2,0,0,0,2,306,0.7875816993464052,0.7544098432055749,0.632768361581921,0.6829268292682927,0.8258928571428571,185,39,26,56,0.818270905923345,306,0.7810457516339869,0.7499455574912892,0.6256983240223464,0.6829268292682927,0.8169642857142857,183,41,26,56,0.818270905923345
prob_mean_core|single:v143_pca_any|pred_low_only|t=0.941040,single:v143_pca_any,pred_low_only,0.9410395876820881,strict_external,105,0,0.0,51,51,0,0,0,0,0,0,0,105,0.5142857142857142,0.5320983125458547,0.5641025641025641,0.7021276595744681,0.3620689655172414,21,37,14,33,0.6661775495231108,105,0.5142857142857142,0.5320983125458547,0.5641025641025641,0.7021276595744681,0.3620689655172414,21,37,14,33,0.6661775495231108
