scope,base_model,target,router,positive_n,positive_rate,auroc,average_precision
internal_oof,prob_mean_core,any_error,pred_concept_plus_base_probs:extra_d3,126,0.2131979695431472,0.7555726233145589,0.44173731852115866
internal_oof,prob_mean_core,any_error,confidence_only:logreg_c03,126,0.2131979695431472,0.7535074244751664,0.4350485834895913
internal_oof,prob_mean_core,any_error,pred_concept:extra_d3,126,0.2131979695431472,0.7529612561870627,0.4406644142617297
internal_oof,prob_mean_core,any_error,confidence_only:extra_d3,126,0.2131979695431472,0.7504010923365761,0.43895012881042766
internal_oof,prob_mean_core,any_error,confidence_only:logreg_c03:directional,126,0.2131979695431472,0.7495989076634237,0.42957618080347565
internal_oof,prob_mean_core,any_error,confidence_only:extra_d3:directional,126,0.2131979695431472,0.7492746202423621,0.4429438671579562
internal_oof,prob_mean_core,any_error,pred_concept:extra_d3:directional,126,0.2131979695431472,0.7458098651647039,0.42891496835368964
internal_oof,prob_mean_core,any_error,pred_concept_plus_base_probs:extra_d3:directional,126,0.2131979695431472,0.7444956477214543,0.45257085092442406
internal_oof,prob_mean_core,any_error,pred_concept:logreg_c03,126,0.2131979695431472,0.7366956818569722,0.41705922621893726
internal_oof,prob_mean_core,any_error,pred_concept_plus_base_probs:logreg_c03,126,0.2131979695431472,0.7360641747738522,0.42443454511099066
internal_oof,prob_mean_core,any_error,heuristic_low_conf,126,0.2131979695431472,0.7325311486601809,0.3614160954587525
internal_oof,prob_mean_core,any_error,pred_concept_plus_base_probs:logreg_c03:directional,126,0.2131979695431472,0.7217443249701314,0.38958755716584026
internal_oof,prob_mean_core,any_error,pred_concept:logreg_c03:directional,126,0.2131979695431472,0.7053251408090118,0.3539017006883383
internal_oof,prob_mean_core,fn_error,confidence_only:logreg_c03,49,0.0829103214890017,0.8165147978010392,0.21142721268424952
internal_oof,prob_mean_core,fn_error,confidence_only:extra_d3,49,0.0829103214890017,0.8109797424504857,0.20807861903743483
internal_oof,prob_mean_core,fn_error,pred_concept:extra_d3,49,0.0829103214890017,0.8005120867535206,0.18142239054129805
internal_oof,prob_mean_core,fn_error,pred_concept_plus_base_probs:extra_d3,49,0.0829103214890017,0.7949393779652082,0.17526533301285258
internal_oof,prob_mean_core,fn_error,pred_concept_plus_base_probs:logreg_c03,49,0.0829103214890017,0.7844717222682429,0.17720779028137582
internal_oof,prob_mean_core,fn_error,pred_concept:logreg_c03,49,0.0829103214890017,0.7729497703140297,0.1671030882141816
internal_oof,prob_mean_core,fp_error,confidence_only:logreg_c03,77,0.13028764805414553,0.920208196472788,0.5110362496193784
internal_oof,prob_mean_core,fp_error,confidence_only:extra_d3,77,0.13028764805414553,0.9194754661680731,0.529493672868811
internal_oof,prob_mean_core,fp_error,pred_concept:extra_d3,77,0.13028764805414553,0.9192733336702208,0.5125198845326329
internal_oof,prob_mean_core,fp_error,pred_concept_plus_base_probs:extra_d3,77,0.13028764805414553,0.9184395371165799,0.5501817597900692
internal_oof,prob_mean_core,fp_error,pred_concept_plus_base_probs:logreg_c03,77,0.13028764805414553,0.9162666127646673,0.5004688409728695
internal_oof,prob_mean_core,fp_error,pred_concept:logreg_c03,77,0.13028764805414553,0.9096215068977714,0.455100316776821
internal_oof,robust_prob,any_error,confidence_only:logreg_c03,104,0.17597292724196278,0.7242339282893698,0.32488791260229755
internal_oof,robust_prob,any_error,confidence_only:extra_d3,104,0.17597292724196278,0.7212032064444795,0.3257494427351233
internal_oof,robust_prob,any_error,confidence_only:logreg_c03:directional,104,0.17597292724196278,0.7201863844574318,0.31502932518613547
internal_oof,robust_prob,any_error,confidence_only:extra_d3:directional,104,0.17597292724196278,0.7176196493444954,0.32881030750451234
internal_oof,robust_prob,any_error,pred_concept_plus_base_probs:extra_d3,104,0.17597292724196278,0.7113015321434212,0.29654742305345483
internal_oof,robust_prob,any_error,pred_concept:extra_d3:directional,104,0.17597292724196278,0.7109856262833676,0.30653892667529764
internal_oof,robust_prob,any_error,pred_concept_plus_base_probs:extra_d3:directional,104,0.17597292724196278,0.7104722792607803,0.3145578538300929
internal_oof,robust_prob,any_error,pred_concept:extra_d3,104,0.17597292724196278,0.7087347970304848,0.30165434784569856
internal_oof,robust_prob,any_error,heuristic_low_conf,104,0.17597292724196278,0.7082017058916443,0.29270553188289977
internal_oof,robust_prob,any_error,pred_concept_plus_base_probs:logreg_c03,104,0.17597292724196278,0.7022192386668772,0.2994441789759847
internal_oof,robust_prob,any_error,pred_concept:logreg_c03,104,0.17597292724196278,0.6988035065550466,0.2907860561110433
internal_oof,robust_prob,any_error,pred_concept_plus_base_probs:logreg_c03:directional,104,0.17597292724196278,0.6931764334228401,0.2998753824069933
internal_oof,robust_prob,any_error,pred_concept:logreg_c03:directional,104,0.17597292724196278,0.6842915811088295,0.28913826309730306
internal_oof,robust_prob,fn_error,confidence_only:logreg_c03,62,0.10490693739424704,0.8077626684553936,0.26064072739639116
internal_oof,robust_prob,fn_error,pred_concept:extra_d3,62,0.10490693739424704,0.805445453991097,0.26035348495396965
internal_oof,robust_prob,fn_error,confidence_only:extra_d3,62,0.10490693739424704,0.802945301542777,0.2727744689112253
internal_oof,robust_prob,fn_error,pred_concept_plus_base_probs:extra_d3,62,0.10490693739424704,0.8014208183425817,0.26524000207690673
internal_oof,robust_prob,fn_error,pred_concept_plus_base_probs:logreg_c03,62,0.10490693739424704,0.7819989023720959,0.24489865533848681
internal_oof,robust_prob,fn_error,pred_concept:logreg_c03,62,0.10490693739424704,0.774467955363132,0.22458654535908595
internal_oof,robust_prob,fp_error,confidence_only:extra_d3,42,0.07106598984771574,0.9294821753838148,0.3958236151203674
internal_oof,robust_prob,fp_error,confidence_only:logreg_c03,42,0.07106598984771574,0.9277907884465261,0.36165545882167993
internal_oof,robust_prob,fp_error,pred_concept_plus_base_probs:extra_d3,42,0.07106598984771574,0.9270968861132796,0.3751766878435521
internal_oof,robust_prob,fp_error,pred_concept:extra_d3,42,0.07106598984771574,0.9211119784890276,0.3564689708170896
internal_oof,robust_prob,fp_error,pred_concept_plus_base_probs:logreg_c03,42,0.07106598984771574,0.9172955156561714,0.36319396767678325
internal_oof,robust_prob,fp_error,pred_concept:logreg_c03,42,0.07106598984771574,0.9163847688437853,0.3596600373595864
strict_external_locked,prob_mean_core,any_error,pred_concept:logreg_c03:directional,51,0.4857142857142857,0.75599128540305,0.7974472732832392
strict_external_locked,prob_mean_core,any_error,pred_concept_plus_base_probs:logreg_c03:directional,51,0.4857142857142857,0.7447349310094408,0.7858390210316077
strict_external_locked,prob_mean_core,any_error,heuristic_low_conf,51,0.4857142857142857,0.7331154684095861,0.7661580586385943
strict_external_locked,prob_mean_core,any_error,confidence_only:logreg_c03:directional,51,0.4857142857142857,0.7233115468409587,0.7805515842904001
strict_external_locked,prob_mean_core,any_error,confidence_only:extra_d3:directional,51,0.4857142857142857,0.7087872185911402,0.754148268812085
strict_external_locked,prob_mean_core,any_error,pred_concept:extra_d3,51,0.4857142857142857,0.7062454611474218,0.7440882325309415
strict_external_locked,prob_mean_core,any_error,pred_concept:extra_d3:directional,51,0.4857142857142857,0.7055192447349311,0.7708589136238617
strict_external_locked,prob_mean_core,any_error,pred_concept_plus_base_probs:logreg_c03,51,0.4857142857142857,0.7051561365286856,0.7599958531217487
strict_external_locked,prob_mean_core,any_error,pred_concept:logreg_c03,51,0.4857142857142857,0.7033405954974583,0.7588348467695316
strict_external_locked,prob_mean_core,any_error,pred_concept_plus_base_probs:extra_d3,51,0.4857142857142857,0.6986201888162672,0.7473685403434762
strict_external_locked,prob_mean_core,any_error,confidence_only:extra_d3,51,0.4857142857142857,0.6969862018881626,0.7389994547740055
strict_external_locked,prob_mean_core,any_error,confidence_only:logreg_c03,51,0.4857142857142857,0.6946259985475671,0.7555696624089497
strict_external_locked,prob_mean_core,any_error,pred_concept_plus_base_probs:extra_d3:directional,51,0.4857142857142857,0.6793754538852578,0.7501959920714818
strict_external_locked,prob_mean_core,fn_error,pred_concept:logreg_c03,14,0.13333333333333333,0.9489795918367346,0.7772828894403612
strict_external_locked,prob_mean_core,fn_error,pred_concept_plus_base_probs:logreg_c03,14,0.13333333333333333,0.945054945054945,0.75948902288188
strict_external_locked,prob_mean_core,fn_error,pred_concept:extra_d3,14,0.13333333333333333,0.9411302982731553,0.6770593441646073
strict_external_locked,prob_mean_core,fn_error,confidence_only:extra_d3,14,0.13333333333333333,0.9360282574568288,0.7227749848717591
strict_external_locked,prob_mean_core,fn_error,confidence_only:logreg_c03,14,0.13333333333333333,0.9356357927786499,0.6482310763992791
strict_external_locked,prob_mean_core,fn_error,pred_concept_plus_base_probs:extra_d3,14,0.13333333333333333,0.924646781789639,0.5903721337019656
strict_external_locked,prob_mean_core,fp_error,pred_concept:extra_d3,37,0.3523809523809524,0.8823529411764706,0.8462195070269489
strict_external_locked,prob_mean_core,fp_error,pred_concept_plus_base_probs:logreg_c03,37,0.3523809523809524,0.881160572337043,0.8154015607866303
strict_external_locked,prob_mean_core,fp_error,pred_concept:logreg_c03,37,0.3523809523809524,0.8799682034976153,0.8160724632205862
strict_external_locked,prob_mean_core,fp_error,confidence_only:logreg_c03,37,0.3523809523809524,0.8767885532591415,0.8285813312992059
strict_external_locked,prob_mean_core,fp_error,confidence_only:extra_d3,37,0.3523809523809524,0.875,0.8090623645538368
strict_external_locked,prob_mean_core,fp_error,pred_concept_plus_base_probs:extra_d3,37,0.3523809523809524,0.8724165341812401,0.829176957946469
strict_external_locked,robust_prob,any_error,pred_concept:logreg_c03:directional,32,0.3047619047619048,0.4803082191780822,0.40160922263049825
strict_external_locked,robust_prob,any_error,pred_concept_plus_base_probs:logreg_c03:directional,32,0.3047619047619048,0.47902397260273977,0.39134620330352826
strict_external_locked,robust_prob,any_error,confidence_only:logreg_c03,32,0.3047619047619048,0.45162671232876717,0.34952794901968853
strict_external_locked,robust_prob,any_error,pred_concept:extra_d3:directional,32,0.3047619047619048,0.44306506849315075,0.3427456808316388
strict_external_locked,robust_prob,any_error,pred_concept_plus_base_probs:logreg_c03,32,0.3047619047619048,0.4417808219178082,0.3372598441368252
strict_external_locked,robust_prob,any_error,pred_concept_plus_base_probs:extra_d3:directional,32,0.3047619047619048,0.4404965753424658,0.32144791243729165
strict_external_locked,robust_prob,any_error,confidence_only:logreg_c03:directional,32,0.3047619047619048,0.43707191780821913,0.34715065300884457
strict_external_locked,robust_prob,any_error,confidence_only:extra_d3,32,0.3047619047619048,0.4368578767123288,0.2870751464263223
strict_external_locked,robust_prob,any_error,pred_concept:logreg_c03,32,0.3047619047619048,0.4332191780821918,0.3055109170651177
strict_external_locked,robust_prob,any_error,confidence_only:extra_d3:directional,32,0.3047619047619048,0.4300085616438356,0.33598015129072045
strict_external_locked,robust_prob,any_error,pred_concept_plus_base_probs:extra_d3,32,0.3047619047619048,0.4289383561643836,0.28236318096391244
strict_external_locked,robust_prob,any_error,heuristic_low_conf,32,0.3047619047619048,0.4285102739726028,0.2644302896026282
strict_external_locked,robust_prob,any_error,pred_concept:extra_d3,32,0.3047619047619048,0.4190924657534246,0.25973574030839575
strict_external_locked,robust_prob,fn_error,pred_concept_plus_base_probs:logreg_c03,15,0.14285714285714285,0.7614814814814815,0.263480436318032
strict_external_locked,robust_prob,fn_error,pred_concept:logreg_c03,15,0.14285714285714285,0.757037037037037,0.2478020178613518
strict_external_locked,robust_prob,fn_error,pred_concept:extra_d3,15,0.14285714285714285,0.7348148148148148,0.23232748950396007
strict_external_locked,robust_prob,fn_error,pred_concept_plus_base_probs:extra_d3,15,0.14285714285714285,0.7325925925925926,0.2340527276057072
strict_external_locked,robust_prob,fn_error,confidence_only:extra_d3,15,0.14285714285714285,0.7133333333333334,0.21839115841481108
strict_external_locked,robust_prob,fn_error,confidence_only:logreg_c03,15,0.14285714285714285,0.7088888888888889,0.2146912467771036
strict_external_locked,robust_prob,fp_error,pred_concept:logreg_c03,17,0.1619047619047619,0.821524064171123,0.5304767901132422
strict_external_locked,robust_prob,fp_error,pred_concept_plus_base_probs:logreg_c03,17,0.1619047619047619,0.8181818181818181,0.49710675083463407
strict_external_locked,robust_prob,fp_error,confidence_only:logreg_c03,17,0.1619047619047619,0.8175133689839573,0.4407696479000922
strict_external_locked,robust_prob,fp_error,pred_concept:extra_d3,17,0.1619047619047619,0.8014705882352942,0.4227296148412141
strict_external_locked,robust_prob,fp_error,confidence_only:extra_d3,17,0.1619047619047619,0.8004679144385027,0.4168259657702873
strict_external_locked,robust_prob,fp_error,pred_concept_plus_base_probs:extra_d3,17,0.1619047619047619,0.7874331550802139,0.37861819714983713
