domain,n,control_rate,remaining_error_n,remaining_error_rate,fn,fp,median_core_prob_correct,median_core_prob_wrong,median_abs_margin_correct,median_abs_margin_wrong,median_main_robust_gap_correct,median_main_robust_gap_wrong
old_data,285,0.7263157894736842,1,0.0035087719298245615,0,1,0.5409732076627813,0.7586991883027903,0.1888453118333997,0.25869918830279026,0.10764990889634238,0.13283338050465054
third_batch,306,0.7254901960784313,9,0.029411764705882353,7,2,0.3523305254147886,0.2990292265834333,0.2140901132878565,0.26019844104129486,0.0747202874878703,0.1084898017354915
strict_external,108,0.8240740740740741,1,0.009259259259259259,0,1,0.5760955569046157,0.8894925423938198,0.16195949571202328,0.3894925423938198,0.07903766466479734,0.038720279343633646
