fold_id,best_c,best_val_primary_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,,0.8809523809523809,0.8485221674876847,0.8070175438596491,0.8054187192118227
2,,0.9166666666666666,0.7931034482758621,0.7368421052631579,0.7352216748768473
3,,0.8947368421052632,0.7573891625615763,0.7719298245614035,0.770320197044335
4,,0.9782608695652174,0.7401477832512315,0.6666666666666666,0.6656403940886699
5,,0.8260869565217391,0.8472906403940887,0.7368421052631579,0.7370689655172413
