align,pca_components,pca_explained,model,weighting,pseudo,threshold_objective,old_cv_threshold,old_cv_threshold_score,old_accuracy,old_balanced_accuracy,old_f1,old_tn,old_fp,old_fn,old_tp,old_auc,all_accuracy,all_balanced_accuracy,all_f1,all_tn,all_fp,all_fn,all_tp,all_auc,strict_accuracy,strict_balanced_accuracy,strict_f1,strict_tn,strict_fp,strict_fn,strict_tp,strict_auc
diag,32,0.6239640116691589,rf_d5,none,none,balanced_accuracy,0.4799999999999999,0.6777482269503546,0.6771929824561403,0.6777482269503546,0.6912751677852349,90,54,38,103,0.7499014972419228,0.6018518518518519,0.6084757586327171,0.5904761904761905,34,27,16,31,0.6110917335193582,0.6,0.6056493030080704,0.5961538461538461,32,26,16,31,0.6038151137197358
mean,32,0.6241477727890015,svc_c1,none,none,balanced_accuracy,0.5299999999999999,0.6868351063829787,0.6877192982456141,0.6868351063829787,0.6563706563706564,111,33,56,85,0.7245616627265564,0.6203703703703703,0.6126613184513429,0.5591397849462365,41,20,21,26,0.5882455528426926,0.6095238095238096,0.6041819515774027,0.5591397849462365,38,20,21,26,0.5794203961848863
coral,64,0.7597695589065552,svc_c1,none,none,balanced_accuracy,0.49999999999999994,0.6100029550827424,0.6105263157894737,0.6100029550827424,0.587360594795539,95,49,62,79,0.648542159180457,0.6111111111111112,0.6020230205790025,0.5434782608695652,41,20,22,25,0.6044645971398674,0.6095238095238096,0.6021643433602348,0.5494505494505495,39,19,22,25,0.6012472487160675
coral,64,0.7600921392440796,logreg_c001,none,none,balanced_accuracy,0.4699999999999999,0.6079343971631206,0.6070175438596491,0.6079343971631206,0.6363636363636364,75,69,43,98,0.6315011820330969,0.5833333333333334,0.5969654691314963,0.5945945945945946,30,31,14,33,0.5688873386815486,0.580952380952381,0.5924431401320617,0.6,28,30,14,33,0.5645634629493764
coral,32,0.6241310834884644,logreg_c001,none,p85,balanced_accuracy,0.5299999999999999,0.6760490543735225,0.6771929824561403,0.6760490543735225,0.6349206349206349,113,31,61,80,0.7187253743104807,0.6111111111111112,0.5995814440181374,0.5333333333333333,42,19,23,24,0.6079525636553889,0.6,0.5915260454878943,0.5333333333333333,39,19,23,24,0.5964783565663977
mean,32,0.6240434050559998,logreg_c01,none,none,balanced_accuracy,0.5099999999999999,0.7124704491725768,0.712280701754386,0.7124704491725768,0.7152777777777778,100,44,38,103,0.7457151300236404,0.6018518518518519,0.6011510289501221,0.5656565656565656,37,24,19,28,0.5545866759679107,0.5904761904761905,0.590975788701394,0.5656565656565656,34,24,19,28,0.5440205429200293
coral,32,0.6241102814674377,logreg_c001,none,none,balanced_accuracy,0.5199999999999999,0.6695478723404256,0.6701754385964912,0.6695478723404256,0.6466165413533834,105,39,55,86,0.7007486209613869,0.6018518518518519,0.5962678758283921,0.5473684210526316,39,22,21,26,0.5967910708057202,0.5904761904761905,0.586940572267058,0.5473684210526316,36,22,21,26,0.5843727072633895
coral,128,0.8904756307601929,logreg_c001,none,none,balanced_accuracy,0.57,0.6292848699763594,0.631578947368421,0.6292848699763594,0.5248868778280543,122,22,83,58,0.6619385342789599,0.6018518518518519,0.584059993024067,0.49411764705882355,44,17,26,21,0.5371468433903034,0.6,0.5854732208363903,0.5,42,16,26,21,0.5341159207630227
diag,64,0.7600433826446533,svc_c1,none,none,balanced_accuracy,0.5299999999999999,0.6760490543735225,0.6771929824561403,0.6760490543735225,0.6349206349206349,113,31,61,80,0.7173955870764381,0.6018518518518519,0.588943146145797,0.5168539325842697,42,19,24,23,0.6164980816184165,0.5904761904761905,0.580887747615554,0.5168539325842697,39,19,24,23,0.6106016140865739
diag,32,0.6239607334136963,svc_c1,none,none,balanced_accuracy,0.4599999999999999,0.670951536643026,0.6701754385964912,0.670951536643026,0.6907894736842105,86,58,36,105,0.7191193853427897,0.5740740740740741,0.5838855946982908,0.5740740740740741,31,30,16,31,0.6041158004883154,0.5714285714285714,0.5797872340425532,0.5794392523364486,29,29,16,31,0.5961115187087307
none,64,0.7602641582489014,extra_d5,top5sim,none,balanced_accuracy,0.49999999999999994,0.646128841607565,0.6456140350877193,0.646128841607565,0.6599326599326599,86,58,43,98,0.6867119779353823,0.5833333333333334,0.5920823160097664,0.5794392523364486,32,29,16,31,0.5647017788629229,0.5714285714285714,0.5797872340425532,0.5794392523364486,29,29,16,31,0.5557593543653705
none,32,0.6242663860321045,extra_d5,top5sim,none,balanced_accuracy,0.5099999999999999,0.6767878250591017,0.6771929824561403,0.6767878250591017,0.6617647058823529,103,41,51,90,0.7352245862884161,0.6018518518518519,0.586501569584932,0.5057471264367817,43,18,25,22,0.600976630624346,0.5904761904761905,0.5788701393983859,0.5057471264367817,40,18,25,22,0.5873074101247249
coral,32,0.6241171360015869,logreg_c001,maxsim,none,balanced_accuracy,0.5099999999999999,0.6837322695035462,0.6842105263157895,0.6837322695035462,0.6666666666666666,105,39,51,90,0.7161643026004728,0.5925925925925926,0.5880711545169166,0.5416666666666666,38,23,21,26,0.617718869898849,0.580952380952381,0.5783198826118856,0.5416666666666666,35,23,21,26,0.6052824651504035
coral,64,0.7599667310714722,extra_d5,top5sim,none,balanced_accuracy,0.48999999999999994,0.6214539007092199,0.6210526315789474,0.6214539007092199,0.6326530612244898,84,60,48,93,0.6312549251379039,0.5648148148148148,0.5732472968259505,0.5607476635514018,31,30,17,30,0.5702825252877572,0.5714285714285714,0.5777696258253853,0.5714285714285714,30,28,17,30,0.5682318415260454
none,32,0.6239948868751526,logreg_c01,maxsim,none,balanced_accuracy,0.5299999999999999,0.6980644208037825,0.6982456140350877,0.6980644208037825,0.6906474820143885,103,41,45,96,0.7348798266351457,0.6111111111111112,0.5824904080920823,0.4473684210526316,49,12,30,17,0.5929543076386466,0.6,0.5774027879677183,0.4473684210526316,46,12,30,17,0.5821716801173882
none,32,0.624013364315033,logreg_c1,none,none,balanced_accuracy,0.38999999999999996,0.6955526004728132,0.6947368421052632,0.6955526004728132,0.7147540983606557,89,55,32,109,0.7314814814814815,0.6018518518518519,0.584059993024067,0.49411764705882355,44,17,26,21,0.5608650156958492,0.5904761904761905,0.5768525311812178,0.49411764705882355,41,17,26,21,0.5513573000733676
