accuracy,balanced_accuracy,auc,f1,sensitivity,specificity,tn,fp,fn,tp,config,use_text,use_numeric,ngram_range,min_df,objective
0.7894736842105263,0.7888593380614657,0.8299842395587077,0.7744360902255639,0.7304964539007093,0.8472222222222222,122,22,38,103,gross_text_plus_numeric_ng24_mindf1__balanced_accuracy,True,True,"(2, 4)",1,balanced_accuracy
0.7894736842105263,0.7888593380614657,0.8299842395587077,0.7744360902255639,0.7304964539007093,0.8472222222222222,122,22,38,103,gross_text_plus_numeric_ng24_mindf1__accuracy,True,True,"(2, 4)",1,accuracy
0.7824561403508772,0.7817671394799055,0.8319542947202521,0.7651515151515151,0.7163120567375887,0.8472222222222222,122,22,40,101,numeric_only_ng11_mindf1__balanced_accuracy,False,True,"(1, 1)",1,balanced_accuracy
0.7824561403508772,0.7817671394799055,0.8319542947202521,0.7651515151515151,0.7163120567375887,0.8472222222222222,122,22,40,101,numeric_only_ng11_mindf1__accuracy,False,True,"(1, 1)",1,accuracy
0.6947368421052632,0.6937795508274232,0.7401497241922773,0.6614785992217899,0.6028368794326241,0.7847222222222222,113,31,56,85,gross_text_only_ng24_mindf1__balanced_accuracy,True,False,"(2, 4)",1,balanced_accuracy
0.6947368421052632,0.6937795508274232,0.7401497241922773,0.6614785992217899,0.6028368794326241,0.7847222222222222,113,31,56,85,gross_text_only_ng24_mindf1__accuracy,True,False,"(2, 4)",1,accuracy
