ranker,split,budget,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp,review_n,review_rate,captured_p2_wrong_n,captured_p2_wrong_rate,missed_p2_wrong_n,review_on_p2_correct_n,review_precision_vs_p2_error,random_accuracy_mean,random_accuracy_sd,random_balanced_accuracy_mean,random_balanced_accuracy_sd,random_captured_p2_wrong_rate_mean,random_captured_p2_wrong_rate_sd,random_review_precision_vs_p2_error_mean,random_review_precision_vs_p2_error_sd,random_fn_mean,random_fn_sd,random_fp_mean,random_fp_sd
learned_hard_gate,development,0.4,0.9458544839255499,0.9362022324039774,0.8968609865470852,0.9755434782608695,0.9569377990430622,0.9259259259259259,359.0,9.0,23.0,200.0,236.0,0.3993231810490694,59.0,0.6483516483516484,32.0,177.0,0.25,,,,,,,,,,,,
learned_hard_gate,external,0.4,0.8888888888888888,0.882106731775375,0.8297872340425532,0.9344262295081968,0.9069767441860465,0.8666666666666666,57.0,4.0,8.0,39.0,43.0,0.39814814814814814,20.0,0.625,12.0,23.0,0.46511627906976744,,,,,,,,,,,,
learned_hard_gate,development,0.425,0.9509306260575296,0.9420452329888866,0.905829596412556,0.9782608695652174,0.9619047619047619,0.9330254041570438,360.0,8.0,21.0,202.0,251.0,0.42470389170896783,62.0,0.6813186813186813,29.0,189.0,0.24701195219123506,,,,,,,,,,,,
learned_hard_gate,external,0.425,0.8981481481481481,0.8927450296477154,0.851063829787234,0.9344262295081968,0.9090909090909091,0.8791208791208791,57.0,4.0,7.0,40.0,46.0,0.42592592592592593,21.0,0.65625,11.0,25.0,0.45652173913043476,,,,,,,,,,,,
learned_hard_gate,development,0.45,0.9526226734348562,0.9442873854552545,0.9103139013452914,0.9782608695652174,0.9620853080568721,0.935483870967742,360.0,8.0,20.0,203.0,266.0,0.4500846023688663,63.0,0.6923076923076923,28.0,203.0,0.23684210526315788,,,,,,,,,,,,
learned_hard_gate,external,0.45,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57.0,4.0,6.0,41.0,49.0,0.4537037037037037,22.0,0.6875,10.0,27.0,0.4489795918367347,,,,,,,,,,,,
learned_hard_gate,development,0.475,0.9543147208121827,0.9465295379216221,0.9147982062780269,0.9782608695652174,0.9622641509433962,0.9379310344827586,360.0,8.0,19.0,204.0,281.0,0.4754653130287648,64.0,0.7032967032967034,27.0,217.0,0.2277580071174377,,,,,,,,,,,,
learned_hard_gate,external,0.475,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57.0,4.0,6.0,41.0,51.0,0.4722222222222222,22.0,0.6875,10.0,29.0,0.43137254901960786,,,,,,,,,,,,
learned_hard_gate,development,0.5,0.9593908629441624,0.9523725385065315,0.9237668161434978,0.9809782608695652,0.9671361502347418,0.944954128440367,361.0,7.0,17.0,206.0,296.0,0.5008460236886633,67.0,0.7362637362637363,24.0,229.0,0.22635135135135134,,,,,,,,,,,,
learned_hard_gate,external,0.5,0.9074074074074074,0.9033833275200558,0.8723404255319149,0.9344262295081968,0.9111111111111111,0.891304347826087,57.0,4.0,6.0,41.0,54.0,0.5,22.0,0.6875,10.0,32.0,0.4074074074074074,,,,,,,,,,,,
learned_hard_gate,development,0.525,0.9627749576988156,0.9559733866250731,0.9282511210762332,0.9836956521739131,0.971830985915493,0.9495412844036697,362.0,6.0,16.0,207.0,310.0,0.5245346869712352,69.0,0.7582417582417582,22.0,241.0,0.22258064516129034,,,,,,,,,,,,
learned_hard_gate,external,0.525,0.9166666666666666,0.9115800488315312,0.8723404255319149,0.9508196721311475,0.9318181818181818,0.9010989010989012,58.0,3.0,6.0,41.0,57.0,0.5277777777777778,23.0,0.71875,9.0,34.0,0.40350877192982454,,,,,,,,,,,,
learned_hard_gate,development,0.55,0.9695431472081218,0.9640585396763501,0.9417040358744395,0.9864130434782609,0.9767441860465116,0.9589041095890412,363.0,5.0,13.0,210.0,325.0,0.5499153976311336,73.0,0.8021978021978022,18.0,252.0,0.2246153846153846,,,,,,,,,,,,
learned_hard_gate,external,0.55,0.9259259259259259,0.9222183467038716,0.8936170212765957,0.9508196721311475,0.9333333333333333,0.9130434782608695,58.0,3.0,5.0,42.0,59.0,0.5462962962962963,24.0,0.75,8.0,35.0,0.4067796610169492,,,,,,,,,,,,
learned_hard_gate,development,0.575,0.9746192893401016,0.9699015402612594,0.9506726457399103,0.9891304347826086,0.9814814814814815,0.9658314350797267,364.0,4.0,11.0,212.0,340.0,0.5752961082910322,76.0,0.8351648351648352,15.0,264.0,0.2235294117647059,,,,,,,,,,,,
learned_hard_gate,external,0.575,0.9259259259259259,0.9222183467038716,0.8936170212765957,0.9508196721311475,0.9333333333333333,0.9130434782608695,58.0,3.0,5.0,42.0,62.0,0.5740740740740741,24.0,0.75,8.0,38.0,0.3870967741935484,,,,,,,,,,,,
learned_hard_gate,development,0.6,0.9763113367174281,0.9721436927276272,0.9551569506726457,0.9891304347826086,0.9815668202764977,0.9681818181818181,364.0,4.0,10.0,213.0,355.0,0.6006768189509306,77.0,0.8461538461538461,14.0,278.0,0.21690140845070421,,,,,,,,,,,,
learned_hard_gate,external,0.6,0.9351851851851852,0.930415068015347,0.8936170212765957,0.9672131147540983,0.9545454545454546,0.9230769230769231,59.0,2.0,5.0,42.0,65.0,0.6018518518518519,25.0,0.78125,7.0,40.0,0.38461538461538464,,,,,,,,,,,,
learned_hard_gate,development,0.625,0.9763113367174281,0.9721436927276272,0.9551569506726457,0.9891304347826086,0.9815668202764977,0.9681818181818181,364.0,4.0,10.0,213.0,369.0,0.6243654822335025,77.0,0.8461538461538461,14.0,292.0,0.2086720867208672,,,,,,,,,,,,
