route_mode,common_score,low_score,high_score,recall_target,model,train_scope,flip_threshold,pass_n,pass_frac,pass_acc,review_n,flip_n,hard_recall,hard_precision,base_acc,base_bacc,final_acc,final_bacc,final_auc,final_sens,final_spec,final_tn,final_fp,final_fn,final_tp,hard_base_acc,hard_final_acc,rescued,hurt,rescued_fn,rescued_fp,hurt_from_lowpred,hurt_from_highpred,rescued_hard,hurt_hard,feature_set
common_hard,review_score_hybrid_max_allrange_fn,review_score_hybrid_max_allrange_fn,review_score_hybrid_max_allrange_fn,0.65,gb_d1_lr05_n100,flag_train,0.5,151,0.5298245614035088,0.8609271523178808,134,28,0.6461538461538462,0.31343283582089554,0.7684210526315789,0.7684692671394799,0.7333333333333333,0.7330082742316785,0.7947202521670607,0.7021276595744681,0.7638888888888888,110,34,42,99,0.27692307692307694,0.3076923076923077,9,19,1,8,8,11,5,3,raw_plus_review_gross
common_hard,review_score_hybrid_max_allrange_fn,review_score_hybrid_max_allrange_fn,review_score_hybrid_max_allrange_fn,0.65,gb_d2_lr035_n100,flag_train,0.5,151,0.5298245614035088,0.8609271523178808,134,32,0.6461538461538462,0.31343283582089554,0.7684210526315789,0.7684692671394799,0.7333333333333333,0.7330082742316785,0.7914204097714735,0.7021276595744681,0.7638888888888888,110,34,42,99,0.27692307692307694,0.35384615384615387,11,21,1,10,10,11,8,3,raw_plus_review_gross
common_hard,review_score_hybrid_max_allrange_fn,review_score_hybrid_max_allrange_fn,review_score_hybrid_max_allrange_fn,0.65,rf_d3_l8,flag_train,0.5,151,0.5298245614035088,0.8609271523178808,134,34,0.6461538461538462,0.31343283582089554,0.7684210526315789,0.7684692671394799,0.7333333333333333,0.7327127659574468,0.7882683215130023,0.6737588652482269,0.7916666666666666,114,30,46,95,0.27692307692307694,0.3230769230769231,12,22,1,11,7,15,8,5,raw_plus_review_gross
common_hard,review_score_hybrid_max_allrange_fn,review_score_hybrid_max_allrange_fn,review_score_hybrid_max_allrange_fn,0.65,extra_d3_l8,flag_train,0.5,151,0.5298245614035088,0.8609271523178808,134,44,0.6461538461538462,0.31343283582089554,0.7684210526315789,0.7684692671394799,0.7263157894736842,0.7261377068557919,0.7857072498029944,0.7092198581560284,0.7430555555555556,107,37,41,100,0.27692307692307694,0.38461538461538464,16,28,2,14,17,11,10,3,raw_plus_review_gross
common_hard,review_score_hybrid_max_allrange_fn,review_score_hybrid_max_allrange_fn,review_score_hybrid_max_allrange_fn,0.65,logreg_c03,flag_train,0.5,151,0.5298245614035088,0.8609271523178808,134,69,0.6461538461538462,0.31343283582089554,0.7684210526315789,0.7684692671394799,0.6947368421052632,0.6952570921985816,0.7710303388494877,0.7446808510638298,0.6458333333333334,93,51,36,105,0.27692307692307694,0.38461538461538464,24,45,10,14,31,14,15,8,raw_plus_review_gross
