accuracy,balanced_accuracy,auc,f1,sensitivity,specificity,tn,fp,fn,tp,model,pca_components,feature_set
0.6701754385964912,0.6705821513002364,0.7391646966115052,0.6802721088435374,0.7092198581560284,0.6319444444444444,91,53,41,100,logreg_c01,16,embedding_only
0.6701754385964912,0.6698433806146572,0.7277876280535855,0.656934306569343,0.6382978723404256,0.7013888888888888,101,43,51,90,rf_d3_l8,16,embedding_only
0.6631578947368421,0.6634899527186762,0.6819838455476752,0.6712328767123288,0.6950354609929078,0.6319444444444444,91,53,43,98,logreg_c003,8,embedding_only
0.6631578947368421,0.6634899527186762,0.6816390858944049,0.6712328767123288,0.6950354609929078,0.6319444444444444,91,53,43,98,logreg_c01,8,embedding_only
0.6631578947368421,0.6634899527186762,0.6810973207249803,0.6712328767123288,0.6950354609929078,0.6319444444444444,91,53,43,98,logreg_c03,8,embedding_only
0.6631578947368421,0.662677304964539,0.7027679275019699,0.6444444444444445,0.6170212765957447,0.7083333333333334,102,42,54,87,gb_d1_lr05,16,embedding_only
0.6596491228070176,0.6595005910165486,0.7266055949566588,0.6523297491039427,0.6453900709219859,0.6736111111111112,97,47,50,91,rf_d3_l8,64,embedding_only
0.6596491228070176,0.6592789598108747,0.7072498029944838,0.6446886446886447,0.624113475177305,0.6944444444444444,100,44,53,88,hgb_leaf3,16,embedding_only
0.6526315789473685,0.652556146572104,0.6797182821118991,0.6476868327402135,0.6453900709219859,0.6597222222222222,95,49,50,91,extra_d3_l8,8,embedding_only
0.6491228070175439,0.648936170212766,0.7144897557131599,0.6402877697841727,0.6312056737588653,0.6666666666666666,96,48,52,89,rf_d3_l8,32,embedding_only
0.6421052631578947,0.6422133569739953,0.6719858156028369,0.6433566433566433,0.6524822695035462,0.6319444444444444,91,53,49,92,extra_d2_l10,8,embedding_only
0.6385964912280702,0.6381501182033097,0.6936564223798267,0.6199261992619927,0.5957446808510638,0.6805555555555556,98,46,57,84,gb_d1_lr05,64,embedding_only
0.6280701754385964,0.6275118203309693,0.6930900315208826,0.6044776119402985,0.574468085106383,0.6805555555555556,98,46,60,81,gb_d1_lr05,32,embedding_only
0.6210526315789474,0.6203457446808511,0.6852344365642238,0.5909090909090909,0.5531914893617021,0.6875,99,45,63,78,hgb_leaf3,32,embedding_only
0.6140350877192983,0.6138445626477541,0.6894208037825059,0.60431654676259,0.5957446808510638,0.6319444444444444,91,53,57,84,hgb_leaf3,64,embedding_only
0.6140350877192983,0.6138445626477541,0.6402679275019701,0.60431654676259,0.5957446808510638,0.6319444444444444,91,53,57,84,hgb_leaf3,8,embedding_only
0.5964912280701754,0.5958924349881797,0.6434200157604413,0.5692883895131086,0.5390070921985816,0.6527777777777778,94,50,65,76,rf_d3_l8,8,embedding_only
0.5859649122807018,0.5857712765957447,0.6385195035460992,0.5755395683453237,0.5673758865248227,0.6041666666666666,87,57,61,80,gb_d1_lr05,8,embedding_only
0.5368421052631579,0.5373817966903073,0.5160066981875493,0.5570469798657718,0.5886524822695035,0.4861111111111111,70,74,58,83,logreg_c003,4,embedding_only
0.5368421052631579,0.5373817966903073,0.515908195429472,0.5570469798657718,0.5886524822695035,0.4861111111111111,70,74,58,83,logreg_c01,4,embedding_only
0.5368421052631579,0.5373817966903073,0.5157111899133175,0.5570469798657718,0.5886524822695035,0.4861111111111111,70,74,58,83,logreg_c03,4,embedding_only
0.5298245614035088,0.5302157210401892,0.5168932230102443,0.54421768707483,0.5673758865248227,0.4930555555555556,71,73,61,80,extra_d2_l10,4,embedding_only
0.512280701754386,0.5125591016548463,0.5130023640661938,0.5223367697594502,0.5390070921985816,0.4861111111111111,70,74,65,76,extra_d3_l8,4,embedding_only
0.5052631578947369,0.5051713947990544,0.5216706067769897,0.498220640569395,0.49645390070921985,0.5138888888888888,74,70,71,70,rf_d3_l8,4,embedding_only
0.4982456140350877,0.4985224586288416,0.4894848305752561,0.5085910652920962,0.524822695035461,0.4722222222222222,68,76,67,74,gb_d1_lr05,4,embedding_only
0.49473684210526314,0.49423758865248224,0.5115740740740741,0.4666666666666667,0.44680851063829785,0.5416666666666666,78,66,78,63,hgb_leaf3,4,embedding_only
