fold_id,best_c,best_val_primary_metric,test_case_mean_primary_metric,test_case_mean_accuracy,test_case_mean_balanced_accuracy
1,,0.8809523809523809,0.8509852216748769,0.7894736842105263,0.7881773399014778
2,,0.8958333333333334,0.8029556650246304,0.7368421052631579,0.7358374384236454
3,,0.868421052631579,0.7672413793103449,0.7543859649122807,0.7536945812807883
4,,1.0,0.7216748768472906,0.6666666666666666,0.666256157635468
5,,0.8478260869565217,0.8928571428571429,0.8070175438596491,0.8078817733990147
