accuracy,balanced_accuracy,f1,tn,fp,fn,tp,task_l6_label,n
0.6886792452830188,0.6886792452830188,0.0,146,66,0,0,AB,212
0.5,0.5,0.0,6,6,0,0,B1,12
0.3448275862068966,0.3448275862068966,0.5128205128205128,0,0,19,10,B2,29
0.6415094339622641,0.6415094339622641,0.7816091954022989,0,0,19,34,TC,53
