align,pca_components,pca_explained,model,weighting,pseudo,threshold_objective,old_cv_threshold,old_cv_threshold_score,old_accuracy,old_balanced_accuracy,old_f1,old_tn,old_fp,old_fn,old_tp,old_auc,all_accuracy,all_balanced_accuracy,all_f1,all_tn,all_fp,all_fn,all_tp,all_auc,strict_accuracy,strict_balanced_accuracy,strict_f1,strict_tn,strict_fp,strict_fn,strict_tp,strict_auc
coral,64,0.8868179321289062,logreg_c01,maxsim,none,balanced_accuracy,0.57,0.6092641843971631,0.6105263157894737,0.6092641843971631,0.5542168674698795,105,39,72,69,0.6175630417651693,0.5370370370370371,0.5242413672828741,0.4444444444444444,38,23,27,20,0.5179630275549354,0.5333333333333333,0.5231107850330154,0.449438202247191,36,22,27,20,0.5095377842993397
none,200,0.9931659698486328,logreg_c001,none,p90,balanced_accuracy,0.4499999999999999,0.5742464539007093,0.5719298245614035,0.5742464539007093,0.6473988439306358,51,93,29,112,0.6074665090622537,0.5370370370370371,0.5242413672828741,0.4444444444444444,38,23,27,20,0.49808161841646326,0.5333333333333333,0.5231107850330154,0.449438202247191,36,22,27,20,0.5066030814380045
coral,64,0.8870502710342407,extra_d5,none,none,balanced_accuracy,0.4799999999999999,0.5246010638297872,0.5228070175438596,0.5246010638297872,0.5903614457831325,51,93,43,98,0.5050236406619385,0.49074074074074076,0.5247645622602023,0.5736434108527132,16,45,10,37,0.5371468433903035,0.49523809523809526,0.522927366104182,0.5826771653543307,15,43,10,37,0.5297138664710199
coral,32,0.7666683197021484,rf_d5,none,p80,balanced_accuracy,0.49999999999999994,0.5862884160756501,0.5859649122807018,0.5862884160756501,0.5958904109589042,80,64,54,87,0.5913613081166272,0.5370370370370371,0.5340076735263342,0.4897959183673469,34,27,23,24,0.5444715730728985,0.5238095238095238,0.522560528246515,0.4897959183673469,31,27,23,24,0.537417461482025
coral,200,0.9931513071060181,logreg_c001,top5sim,none,balanced_accuracy,0.43999999999999995,0.5421099290780143,0.5403508771929825,0.5421099290780143,0.6042296072507553,54,90,41,100,0.5191587864460205,0.5,0.5207534007673527,0.5423728813559322,22,39,15,32,0.5186606208580398,0.5047619047619047,0.5214600146735143,0.5517241379310345,21,37,15,32,0.5135730007336757
coral,200,0.9931632876396179,logreg_c01,none,p85,balanced_accuracy,0.38999999999999996,0.5767582742316785,0.5754385964912281,0.5767582742316785,0.6206896551724138,65,79,42,99,0.5895390070921985,0.5,0.5207534007673527,0.5423728813559322,22,39,15,32,0.509591907917684,0.5047619047619047,0.5214600146735143,0.5517241379310345,21,37,15,32,0.5018341892883346
diag,128,0.967337965965271,logreg_c1,none,none,balanced_accuracy,0.08,0.6050531914893617,0.6035087719298246,0.6050531914893617,0.6523076923076923,66,78,35,106,0.619853230890465,0.49074074074074076,0.5223229856993372,0.5669291338582677,17,44,11,36,0.5266829438437391,0.49523809523809526,0.5209097578870139,0.576,16,42,11,36,0.5212765957446808
none,64,0.8870581388473511,rf_d5,none,p80,balanced_accuracy,0.48999999999999994,0.6146572104018913,0.6140350877192983,0.6146572104018913,0.6333333333333333,80,64,46,95,0.6493301812450749,0.5277777777777778,0.5233693756539937,0.4742268041237113,34,27,24,23,0.5029647715381932,0.5238095238095238,0.520542920029347,0.4791666666666667,32,26,24,23,0.4944974321349963
none,128,0.9673553109169006,extra_d5,none,none,balanced_accuracy,0.48999999999999994,0.6190898345153664,0.6175438596491228,0.6190898345153664,0.6646153846153846,68,76,33,108,0.6191390858944051,0.5185185185185185,0.5151726543425184,0.46938775510204084,33,28,24,23,0.4966864318102546,0.5238095238095238,0.520542920029347,0.4791666666666667,32,26,24,23,0.5033015407190022
coral,128,0.9673625230789185,extra_d5,maxsim,none,balanced_accuracy,0.49999999999999994,0.5152925531914894,0.5157894736842106,0.5152925531914894,0.4888888888888889,81,63,75,66,0.5035460992907801,0.5277777777777778,0.5233693756539937,0.4742268041237113,34,27,24,23,0.5249389605859784,0.5238095238095238,0.520542920029347,0.4791666666666667,32,26,24,23,0.5216434336023479
coral,64,0.8869748115539551,svc_c1,none,none,balanced_accuracy,0.3999999999999999,0.5173611111111112,0.512280701754386,0.5173611111111112,0.669833729216152,5,139,0,141,0.4449123325453113,0.4722222222222222,0.5254621555633066,0.6068965517241379,7,54,3,44,0.5155214509940704,0.47619047619047616,0.5198092443140132,0.6153846153846154,6,52,3,44,0.5014673514306677
diag,200,0.9931676983833313,logreg_c01,none,none,balanced_accuracy,0.38999999999999996,0.6362293144208038,0.6350877192982456,0.6362293144208038,0.6687898089171974,76,68,36,105,0.6588356973995272,0.5,0.5183118242064876,0.5344827586206896,23,38,16,31,0.5270317404952912,0.5047619047619047,0.5194424064563463,0.543859649122807,22,36,16,31,0.5267791636096846
coral,200,0.9931626319885254,logreg_c01,none,p90,balanced_accuracy,0.38999999999999996,0.5661199763593381,0.5649122807017544,0.5661199763593381,0.6075949367088608,65,79,45,96,0.5658490937746257,0.5,0.5183118242064876,0.5344827586206896,23,38,16,31,0.5200558074642483,0.5047619047619047,0.5194424064563463,0.543859649122807,22,36,16,31,0.5102714600146736
coral,128,0.9673158526420593,rf_d5,none,none,balanced_accuracy,0.4699999999999999,0.5390070921985816,0.5368421052631579,0.5390070921985816,0.6140350877192983,48,96,36,105,0.525315208825847,0.5,0.5280781304499477,0.5645161290322581,19,42,12,35,0.5169166376002791,0.49523809523809526,0.5188921496698459,0.5691056910569106,17,41,12,35,0.5121056493030081
coral,200,0.9931572079658508,rf_d5,top5sim,none,balanced_accuracy,0.48999999999999994,0.5161790780141844,0.5157894736842106,0.5161790780141844,0.5306122448979592,69,75,63,78,0.4969464144996061,0.5185185185185185,0.5224973840251134,0.5,30,31,21,26,0.5308685036623648,0.5142857142857142,0.5179750550256786,0.5048543689320388,28,30,21,26,0.5249449743213499
none,64,0.8869272470474243,logreg_c01,none,p85,balanced_accuracy,0.26999999999999996,0.606604609929078,0.6035087719298246,0.606604609929078,0.6920980926430518,45,99,14,127,0.6424842395587076,0.5,0.5158702476456226,0.5263157894736842,24,37,17,30,0.5598186257411929,0.5047619047619047,0.5174247982391783,0.5357142857142857,23,35,17,30,0.5524578136463683
coral,64,0.8869706392288208,rf_d5,none,none,balanced_accuracy,0.4499999999999999,0.5534869976359338,0.5508771929824562,0.5534869976359338,0.6384180790960452,44,100,28,113,0.5504334121355399,0.48148148148148145,0.5190094175095918,0.5757575757575758,14,47,9,38,0.5029647715381932,0.4857142857142857,0.5163242846661775,0.5846153846153846,13,45,9,38,0.491562729273661
coral,200,0.9931544065475464,extra_d5,none,p85,balanced_accuracy,0.4699999999999999,0.5258569739952719,0.5228070175438596,0.5258569739952719,0.6284153005464481,34,110,26,115,0.4945823483057526,0.48148148148148145,0.5190094175095918,0.5757575757575758,14,47,9,38,0.507150331356819,0.4857142857142857,0.5163242846661775,0.5846153846153846,13,45,9,38,0.5018341892883346
none,200,0.9931636452674866,logreg_c001,top5sim,none,balanced_accuracy,0.4499999999999999,0.556146572104019,0.5543859649122806,0.556146572104019,0.6163141993957704,56,88,39,102,0.5665386130811663,0.5185185185185185,0.5200558074642483,0.49019607843137253,31,30,22,25,0.5137774677363097,0.5142857142857142,0.5159574468085106,0.49504950495049505,29,29,22,25,0.5183418928833455
none,200,0.9931517839431763,logreg_c01,none,p85,balanced_accuracy,0.35999999999999993,0.6120715130023641,0.6105263157894737,0.6120715130023641,0.6584615384615384,67,77,34,107,0.6327324665090622,0.5092592592592593,0.511859086152773,0.4854368932038835,30,31,22,25,0.5190094175095918,0.5142857142857142,0.5159574468085106,0.49504950495049505,29,29,22,25,0.5242112986060161
coral,200,0.9931516647338867,extra_d5,none,none,balanced_accuracy,0.5199999999999999,0.5136672576832151,0.5157894736842106,0.5136672576832151,0.3893805309734513,103,41,97,44,0.48286052009456265,0.5462962962962963,0.5129054761074293,0.3287671232876712,47,14,35,12,0.5305197070108126,0.5428571428571428,0.5155906089508437,0.3333333333333333,45,13,35,12,0.5260454878943507
coral,32,0.766554594039917,extra_d5,none,p90,balanced_accuracy,0.48999999999999994,0.6118498817966903,0.6105263157894737,0.6118498817966903,0.6520376175548589,70,74,37,104,0.6259357762017336,0.5185185185185185,0.5298221137077084,0.5272727272727272,27,34,18,29,0.5504011161492849,0.5047619047619047,0.5154071900220103,0.5272727272727272,24,34,18,29,0.5352164343360235
none,200,0.9931644201278687,logreg_c001,none,none,balanced_accuracy,0.5299999999999999,0.584589243498818,0.5859649122807018,0.584589243498818,0.5203252032520326,103,41,77,64,0.5671788810086682,0.5370370370370371,0.514475061039414,0.3902439024390244,42,19,31,16,0.5141262643878619,0.5333333333333333,0.5150403521643434,0.3950617283950617,40,18,31,16,0.5187087307410125
diag,64,0.8868829011917114,logreg_c01,none,none,balanced_accuracy,0.29,0.6373374704491725,0.6350877192982456,0.6373374704491725,0.6976744186046512,61,83,21,120,0.6408589440504334,0.48148148148148145,0.5165678409487269,0.5692307692307692,15,46,10,37,0.5165678409487269,0.4857142857142857,0.5143066764490095,0.578125,14,44,10,37,0.5066030814380044
coral,32,0.766624927520752,extra_d5,none,none,balanced_accuracy,0.48999999999999994,0.5731382978723404,0.5719298245614035,0.5731382978723404,0.6139240506329114,66,78,44,97,0.5965327029156816,0.5185185185185185,0.5273805371468434,0.5185185185185185,28,33,19,28,0.5486571328915242,0.5047619047619047,0.5133895818048422,0.5185185185185185,25,33,19,28,0.5355832721936904
coral,200,0.9931662082672119,logreg_c001,maxsim,none,balanced_accuracy,0.4799999999999999,0.5727689125295509,0.5719298245614035,0.5727689125295509,0.6013071895424836,71,73,49,92,0.5563435776201734,0.5092592592592593,0.519183815835368,0.5137614678899083,27,34,19,28,0.5284269271014999,0.5047619047619047,0.5133895818048422,0.5185185185185185,25,33,19,28,0.5212765957446809
mean,64,0.8868796229362488,rf_d5,none,none,balanced_accuracy,0.5299999999999999,0.6225620567375887,0.624561403508772,0.6225620567375887,0.5327510917030568,117,27,80,61,0.6683904649330181,0.5370370370370371,0.512033484478549,0.375,43,18,32,15,0.5577258458318801,0.5333333333333333,0.5130227439471753,0.379746835443038,41,17,32,15,0.5561261922230374
none,128,0.9672901034355164,rf_d5,none,p80,balanced_accuracy,0.5199999999999999,0.6262559101654847,0.6280701754385964,0.6262559101654847,0.5470085470085471,115,29,77,64,0.6643026004728133,0.5648148148148148,0.5146494593651901,0.2033898305084746,55,6,41,6,0.44157656086501573,0.5523809523809524,0.5121056493030081,0.2033898305084746,52,6,41,6,0.4431401320616287
none,64,0.8868559002876282,logreg_c01,none,p90,balanced_accuracy,0.4599999999999999,0.6077127659574468,0.6070175438596491,0.6077127659574468,0.6291390728476821,78,66,46,95,0.6315996847911741,0.5277777777777778,0.5233693756539937,0.4742268041237113,34,27,24,23,0.524241367282874,0.5142857142857142,0.5119222303741746,0.4742268041237113,31,27,24,23,0.5161408657373441
mean,200,0.9931472539901733,svc_c1,none,none,balanced_accuracy,0.48999999999999994,0.5868794326241135,0.5859649122807018,0.5868794326241135,0.6168831168831169,72,72,46,95,0.6173906619385343,0.46296296296296297,0.5074991280083712,0.5797101449275363,10,51,7,40,0.46773630973142655,0.47619047619047616,0.5117388114453412,0.5925925925925926,10,48,7,40,0.4765223771093177
coral,200,0.993164598941803,rf_d5,maxsim,none,balanced_accuracy,0.43999999999999995,0.5158835697399528,0.512280701754386,0.5158835697399528,0.6351706036745407,25,119,20,121,0.44533096926713944,0.48148148148148145,0.523892570631322,0.5882352941176471,12,49,7,40,0.5343564701778862,0.47619047619047616,0.5117388114453412,0.5925925925925926,10,48,7,40,0.5264123257520176
none,64,0.8870152235031128,rf_d5,none,p90,balanced_accuracy,0.5099999999999999,0.6483451536643026,0.6491228070175439,0.6483451536643026,0.6183206106870229,104,40,60,81,0.6761229314420804,0.5555555555555556,0.5162190442971748,0.29411764705882354,50,11,37,10,0.5308685036623648,0.5428571428571428,0.5115553925165077,0.29411764705882354,47,11,37,10,0.5271460014673515
none,64,0.8869003653526306,logreg_c1,none,none,balanced_accuracy,0.3499999999999999,0.6219710401891253,0.6210526315789474,0.6219710401891253,0.6493506493506493,77,67,41,100,0.6458333333333334,0.5092592592592593,0.516742239274503,0.5046728971962616,28,33,20,27,0.5434251831182421,0.5047619047619047,0.5113719735876743,0.5094339622641509,26,32,20,27,0.5348495964783566
diag,32,0.7666872143745422,rf_d5,none,none,balanced_accuracy,0.4599999999999999,0.5978871158392436,0.5964912280701754,0.5978871158392436,0.6417445482866043,67,77,38,103,0.6301713947990544,0.5,0.5183118242064876,0.5344827586206896,23,38,16,31,0.5200558074642483,0.49523809523809526,0.5108217168011738,0.5391304347826087,21,37,16,31,0.5106382978723404
none,64,0.8868542313575745,rf_d5,none,p85,balanced_accuracy,0.5199999999999999,0.6019503546099291,0.6035087719298246,0.6019503546099291,0.5311203319502075,108,36,77,64,0.6144109535066982,0.5648148148148148,0.512207882804325,0.17543859649122806,56,5,42,5,0.5064527380537147,0.5523809523809524,0.51008804108584,0.17543859649122806,53,5,42,5,0.5073367571533383
none,200,0.9931433200836182,rf_d5,none,none,balanced_accuracy,0.5299999999999999,0.5619089834515366,0.5649122807017544,0.5619089834515366,0.38613861386138615,122,22,102,39,0.5760441292356187,0.5648148148148148,0.512207882804325,0.17543859649122806,56,5,42,5,0.5273805371468434,0.5523809523809524,0.51008804108584,0.17543859649122806,53,5,42,5,0.5348495964783565
mean,64,0.8869926929473877,logreg_c01,none,none,balanced_accuracy,0.5499999999999999,0.595596926713948,0.5964912280701754,0.595596926713948,0.555984555984556,98,46,69,72,0.6076142631993695,0.5185185185185185,0.5127310777816533,0.4583333333333333,34,27,25,22,0.5531914893617021,0.5142857142857142,0.5099046221570066,0.4631578947368421,32,26,25,22,0.5451210564930301
none,64,0.8868778944015503,logreg_c01,maxsim,none,balanced_accuracy,0.3499999999999999,0.602098108747045,0.6,0.602098108747045,0.6647058823529411,58,86,28,113,0.6216016548463357,0.5,0.5061039414021625,0.49056603773584906,28,33,21,26,0.5165678409487269,0.5047619047619047,0.5093543653705063,0.5,27,31,21,26,0.508070432868672
coral,64,0.8870104551315308,rf_d5,maxsim,none,balanced_accuracy,0.48999999999999994,0.5299202127659575,0.5298245614035088,0.5299202127659575,0.5314685314685315,75,69,65,76,0.5078802206461781,0.5,0.5061039414021625,0.49056603773584906,28,33,21,26,0.5043599581444018,0.5047619047619047,0.5093543653705063,0.5,27,31,21,26,0.5003668378576669
coral,200,0.9931511282920837,extra_d5,none,p80,balanced_accuracy,0.4599999999999999,0.5093823877068557,0.5052631578947369,0.5093823877068557,0.6430379746835443,17,127,14,127,0.47616233254531126,0.4722222222222222,0.5230205790024416,0.6013986013986014,8,53,4,43,0.5183118242064876,0.4666666666666667,0.5091709464416728,0.6056338028169014,6,52,4,43,0.5124724871606751
coral,32,0.7665464282035828,extra_d5,none,p80,balanced_accuracy,0.48999999999999994,0.5869533096926713,0.5859649122807018,0.5869533096926713,0.6193548387096774,71,73,45,96,0.5966312056737588,0.5,0.5158702476456226,0.5263157894736842,24,37,17,30,0.5448203697244507,0.49523809523809526,0.5088041085840058,0.5309734513274337,22,36,17,30,0.532648569332355
none,32,0.7666891813278198,rf_d5,none,p90,balanced_accuracy,0.4699999999999999,0.6432476359338062,0.6421052631578947,0.6432476359338062,0.6751592356687898,77,67,35,106,0.6424842395587077,0.5277777777777778,0.5087199162888036,0.4,40,21,30,17,0.519009417509592,0.5238095238095238,0.5084372707263389,0.40476190476190477,38,20,30,17,0.5099046221570066
coral,200,0.9931653141975403,logreg_c001,none,p85,balanced_accuracy,0.7,0.5429225768321513,0.5473684210526316,0.5429225768321513,0.2085889570552147,139,5,124,17,0.5365445232466509,0.5648148148148148,0.5097663062434601,0.14545454545454545,57,4,43,4,0.5008719916288804,0.5523809523809524,0.508070432868672,0.14545454545454545,54,4,43,4,0.49376375641966247
coral,64,0.8870447874069214,extra_d5,none,p85,balanced_accuracy,0.5299999999999999,0.5580673758865248,0.5614035087719298,0.5580673758865248,0.35233160621761656,126,18,107,34,0.5392533490937746,0.5555555555555556,0.5113358911754446,0.25,52,9,39,8,0.495291245204046,0.5428571428571428,0.5075201760821717,0.25,49,9,39,8,0.4842259721203228
coral,32,0.7666400074958801,extra_d5,maxsim,none,balanced_accuracy,0.48999999999999994,0.6043144208037825,0.6035087719298246,0.6043144208037825,0.6295081967213115,76,68,45,96,0.6031816390858944,0.5092592592592593,0.511859086152773,0.4854368932038835,30,31,22,25,0.545517963027555,0.5047619047619047,0.5073367571533383,0.49019607843137253,28,30,22,25,0.5403521643433602
coral,200,0.9931580424308777,logreg_c01,none,none,balanced_accuracy,0.18,0.5576979905437353,0.5543859649122806,0.5576979905437353,0.6595174262734584,35,109,18,123,0.5517631993695823,0.4537037037037037,0.5041855598186257,0.5874125874125874,7,54,5,42,0.5172654342518311,0.4666666666666667,0.5071533382245047,0.6,7,51,5,42,0.508070432868672
mean,128,0.9673875570297241,rf_d5,none,none,balanced_accuracy,0.5299999999999999,0.5625,0.5649122807017544,0.5625,0.43119266055045874,114,30,94,47,0.5774724192277384,0.5370370370370371,0.5047087547959539,0.32432432432432434,46,15,35,12,0.4925008719916289,0.5333333333333333,0.5069699192956713,0.3287671232876712,44,14,35,12,0.4948642699926632
none,128,0.9674015045166016,rf_d5,none,p85,balanced_accuracy,0.5099999999999999,0.6026152482269503,0.6035087719298246,0.6026152482269503,0.5637065637065637,99,45,68,73,0.6210106382978723,0.5370370370370371,0.5047087547959539,0.32432432432432434,46,15,35,12,0.4771538193233345,0.5333333333333333,0.5069699192956713,0.3287671232876712,44,14,35,12,0.47798972853998534
mean,200,0.9931550621986389,extra_d5,none,none,balanced_accuracy,0.49999999999999994,0.5542996453900709,0.5543859649122806,0.5542996453900709,0.5480427046263345,81,63,64,77,0.567080378250591,0.5,0.5134286710847575,0.5178571428571429,25,36,18,29,0.5441227764213463,0.49523809523809526,0.5067865003668379,0.5225225225225225,23,35,18,29,0.5407190022010271
none,200,0.9931618571281433,logreg_c001,none,p85,balanced_accuracy,0.5099999999999999,0.6137706855791962,0.6140350877192983,0.6137706855791962,0.6014492753623188,92,52,58,83,0.6118498817966903,0.5277777777777778,0.5062783397279386,0.3855421686746988,41,20,31,16,0.5399372166027205,0.5238095238095238,0.5064196625091709,0.3902439024390244,39,19,31,16,0.5436537050623624
diag,128,0.9673339128494263,logreg_c001,none,none,balanced_accuracy,0.4499999999999999,0.6366725768321513,0.6350877192982456,0.6366725768321513,0.6809815950920245,70,74,30,111,0.6713455476753349,0.48148148148148145,0.5068015347052668,0.5409836065573771,19,42,14,33,0.47924659923264734,0.4857142857142857,0.5062362435803375,0.55,18,40,14,33,0.4761555392516508
coral,128,0.967393696308136,logreg_c001,none,p80,balanced_accuracy,0.4499999999999999,0.5564420803782506,0.5543859649122806,0.5564420803782506,0.6253687315634219,52,92,35,106,0.5163022064617808,0.48148148148148145,0.5068015347052668,0.5409836065573771,19,42,14,33,0.4918032786885246,0.4857142857142857,0.5062362435803375,0.55,18,40,14,33,0.4838591342626559
coral,32,0.766638994216919,rf_d5,maxsim,none,balanced_accuracy,0.48999999999999994,0.5755762411347518,0.5754385964912281,0.5755762411347518,0.578397212543554,81,63,58,83,0.5866331757289204,0.5185185185185185,0.5176142309033833,0.48,32,29,23,24,0.5172654342518312,0.5047619047619047,0.5053191489361701,0.48,29,29,23,24,0.5044020542920029
none,200,0.9931372404098511,extra_d5,none,p90,balanced_accuracy,0.48999999999999994,0.5734338061465721,0.5719298245614035,0.5734338061465721,0.6234567901234568,62,82,40,101,0.5854511426319937,0.5,0.5012207882804325,0.47058823529411764,30,31,23,24,0.5224973840251134,0.5047619047619047,0.5053191489361701,0.48,29,29,23,24,0.5238444607483492
none,64,0.8869777321815491,extra_d5,none,p85,balanced_accuracy,0.5099999999999999,0.6269946808510638,0.6280701754385964,0.6269946808510638,0.5826771653543307,105,39,67,74,0.6670606776989756,0.5462962962962963,0.5104638995465643,0.30985915492957744,48,13,36,11,0.540983606557377,0.5333333333333333,0.5049523110785032,0.30985915492957744,45,13,36,11,0.5348495964783566
none,200,0.9931569695472717,rf_d5,none,p85,balanced_accuracy,0.4799999999999999,0.5909426713947991,0.5894736842105263,0.5909426713947991,0.6377708978328174,65,79,38,103,0.6069739952718676,0.49074074074074076,0.5027903732124172,0.5045045045045045,25,36,19,28,0.5081967213114754,0.49523809523809526,0.5047688921496698,0.5137614678899083,24,34,19,28,0.5117388114453412
coral,128,0.9674026370048523,logreg_c01,none,none,balanced_accuracy,0.38999999999999996,0.57350768321513,0.5719298245614035,0.57350768321513,0.6257668711656442,61,83,39,102,0.5662431048069345,0.48148148148148145,0.5043599581444018,0.5333333333333333,20,41,15,32,0.492849668643181,0.4857142857142857,0.5042186353631695,0.5423728813559322,19,39,15,32,0.48789435069699194
coral,200,0.9931573867797852,rf_d5,none,p85,balanced_accuracy,0.61,0.5215721040189125,0.5263157894736842,0.5215721040189125,0.12903225806451613,140,4,131,10,0.4883274231678487,0.5648148148148148,0.50488315312173,0.0784313725490196,59,2,45,2,0.5322636902685735,0.5523809523809524,0.504035216434336,0.0784313725490196,56,2,45,2,0.5271460014673515
coral,128,0.9673684239387512,logreg_c01,none,p85,balanced_accuracy,0.31999999999999995,0.5811908983451537,0.5789473684210527,0.5811908983451537,0.6511627906976745,53,91,29,112,0.5816095350669819,0.4722222222222222,0.5059295430763865,0.5581395348837209,15,46,11,36,0.4872689222183467,0.47619047619047616,0.5036683785766691,0.5669291338582677,14,44,11,36,0.48239178283198825
none,32,0.7667046785354614,extra_d5,none,none,balanced_accuracy,0.5099999999999999,0.6380762411347518,0.6385964912280702,0.6380762411347518,0.6171003717472119,99,45,58,83,0.6702620173364855,0.5462962962962963,0.5080223229856994,0.2898550724637681,49,12,37,10,0.5723753051970701,0.5333333333333333,0.5029347028613353,0.2898550724637681,46,12,37,10,0.5652971386647102
coral,200,0.9931586384773254,logreg_c001,none,p90,balanced_accuracy,0.4099999999999999,0.5428486997635934,0.5403508771929825,0.5428486997635934,0.6267806267806267,44,100,31,110,0.5183215130023641,0.4722222222222222,0.5034879665155214,0.5511811023622047,16,45,12,35,0.5068015347052669,0.47619047619047616,0.5016507703595011,0.56,15,43,12,35,0.5
mean,64,0.8869892358779907,logreg_c001,none,none,balanced_accuracy,0.49999999999999994,0.6312795508274232,0.631578947368421,0.6312795508274232,0.6181818181818182,95,49,56,85,0.6516449960598898,0.5092592592592593,0.514300662713638,0.49523809523809526,29,32,21,26,0.5155214509940704,0.49523809523809526,0.5007336757153338,0.49523809523809526,26,32,21,26,0.5073367571533383
none,64,0.8869591951370239,extra_d5,top5sim,none,balanced_accuracy,0.4799999999999999,0.6227836879432624,0.6210526315789474,0.6227836879432624,0.6727272727272727,66,78,30,111,0.658343183609141,0.5,0.5061039414021625,0.49056603773584906,28,33,21,26,0.5681897453784444,0.49523809523809526,0.5007336757153338,0.49523809523809526,26,32,21,26,0.5627292736610419
none,32,0.7666671276092529,rf_d5,none,p85,balanced_accuracy,0.48999999999999994,0.6283244680851063,0.6280701754385964,0.6283244680851063,0.6344827586206897,87,57,49,92,0.6342100078802207,0.5277777777777778,0.49895361004534355,0.33766233766233766,44,17,34,13,0.5092431112661318,0.5238095238095238,0.5003668378576669,0.34210526315789475,42,16,34,13,0.4985326485693323
none,200,0.9931644201278687,logreg_c001,none,p80,balanced_accuracy,0.4799999999999999,0.6114066193853428,0.6105263157894737,0.6114066193853428,0.6384364820846905,76,68,43,98,0.6226359338061467,0.5277777777777778,0.49895361004534355,0.33766233766233766,44,17,34,13,0.5249389605859784,0.5238095238095238,0.5003668378576669,0.34210526315789475,42,16,34,13,0.5304475421863536
coral,200,0.9931438565254211,logreg_c01,none,p80,balanced_accuracy,0.41999999999999993,0.6043882978723405,0.6035087719298246,0.6043882978723405,0.6319218241042345,75,69,44,97,0.5755516154452325,0.48148148148148145,0.4994768050226718,0.5172413793103449,22,39,17,30,0.5036623648412976,0.4857142857142857,0.5001834189288334,0.5263157894736842,21,37,17,30,0.4955979457079971
coral,200,0.9931694269180298,extra_d5,maxsim,none,balanced_accuracy,0.58,0.5037677304964538,0.5087719298245614,0.5037677304964538,0.05405405405405406,141,3,137,4,0.4478920409771474,0.5648148148148148,0.5,0.0,61,0,47,0,0.5186606208580398,0.5523809523809524,0.5,0.0,58,0,47,0,0.5117388114453412
none,200,0.9931554198265076,svc_c1,none,none,balanced_accuracy,0.4599999999999999,0.5781619385342789,0.5754385964912281,0.5781619385342789,0.6610644257703081,46,98,23,118,0.5851556343577621,0.4351851851851852,0.5,0.6064516129032258,0,61,0,47,0.47331705615626096,0.44761904761904764,0.5,0.618421052631579,0,58,0,47,0.47248716067498164
coral,200,0.9931627511978149,svc_c1,none,none,balanced_accuracy,0.3999999999999999,0.5134456264775414,0.5087719298245614,0.5134456264775414,0.6585365853658537,10,134,6,135,0.4637756107171001,0.4351851851851852,0.5,0.6064516129032258,0,61,0,47,0.5113358911754446,0.44761904761904764,0.5,0.618421052631579,0,58,0,47,0.5187087307410125
coral,64,0.8870172500610352,logreg_c01,none,p85,balanced_accuracy,0.59,0.5810431442080378,0.5824561403508772,0.5810431442080378,0.5142857142857142,103,41,78,63,0.6032308904649331,0.5277777777777778,0.5087199162888036,0.4,40,21,30,17,0.5162190442971748,0.5142857142857142,0.49981658107116655,0.4,37,21,30,17,0.5073367571533383
coral,128,0.9673887491226196,logreg_c001,none,p90,balanced_accuracy,0.43999999999999995,0.5745419621749409,0.5719298245614035,0.5745419621749409,0.655367231638418,47,97,25,116,0.5686564223798266,0.4722222222222222,0.5010463899546564,0.544,17,44,13,34,0.47750261597488664,0.47619047619047616,0.4996331621423331,0.5528455284552846,16,42,13,34,0.47212032281731475
none,32,0.766483724117279,rf_d5,top5sim,none,balanced_accuracy,0.5299999999999999,0.5949320330969268,0.5964912280701754,0.5949320330969268,0.5228215767634855,107,37,78,63,0.6007190701339638,0.5370370370370371,0.4949424485524939,0.24242424242424243,50,11,39,8,0.5633065922567144,0.5333333333333333,0.4988994864269993,0.24615384615384617,48,10,39,8,0.5586940572267057
coral,128,0.9673638343811035,rf_d5,maxsim,none,balanced_accuracy,0.43999999999999995,0.5407062647754137,0.5368421052631579,0.5407062647754137,0.6597938144329897,25,119,13,128,0.5388593380614657,0.46296296296296297,0.5123822811301011,0.5915492957746479,8,53,5,42,0.5441227764213464,0.45714285714285713,0.4985326485693323,0.5957446808510638,6,52,5,42,0.5359501100513574
none,128,0.9673447012901306,extra_d5,none,p85,balanced_accuracy,0.49999999999999994,0.6145833333333333,0.6140350877192983,0.6145833333333333,0.6308724832214765,81,63,47,94,0.6703605200945626,0.5277777777777778,0.4965120334844786,0.32,45,16,35,12,0.5252877572375305,0.5238095238095238,0.4983492296404989,0.32432432432432434,43,15,35,12,0.5278796771826852
none,64,0.8869872093200684,logreg_c01,none,p80,balanced_accuracy,0.4099999999999999,0.6434692671394799,0.6421052631578947,0.6434692671394799,0.68125,74,70,32,109,0.6540583136327817,0.49074074074074076,0.5052319497732822,0.5132743362831859,24,37,18,29,0.533658876874782,0.4857142857142857,0.49816581071166544,0.5178571428571429,22,36,18,29,0.5238444607483492
none,200,0.9931541085243225,rf_d5,top5sim,none,balanced_accuracy,0.4799999999999999,0.5804521276595744,0.5789473684210527,0.5804521276595744,0.6296296296296297,63,81,39,102,0.6084515366430261,0.49074074074074076,0.5052319497732822,0.5132743362831859,24,37,18,29,0.4879665155214509,0.4857142857142857,0.49816581071166544,0.5178571428571429,22,36,18,29,0.4827586206896552
