risk_policy,prediction_policy,target_coverage,pass_n,pass_rate,review_n,review_rate,pass_accuracy,pass_balanced_accuracy,pass_sensitivity,pass_specificity,pass_tn,pass_fp,pass_fn,pass_tp
heuristic_quality_score+safety_binary,safety_switch,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.7093023255813954,0.6883484162895928,0.5882352941176471,0.7884615384615384,41,11,14,20
heuristic_quality_score+safety_binary,main,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6956521739130435,0.6755952380952381,0.5833333333333334,0.7678571428571429,43,13,15,21
heuristic_quality_score+safety_binary,safety_switch,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6956521739130435,0.6755952380952381,0.5833333333333334,0.7678571428571429,43,13,15,21
heuristic_quality_score+safety_binary,main,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.6907216494845361,0.6699823165340406,0.5641025641025641,0.7758620689655172,45,13,17,22
heuristic_quality_score+safety_binary,safety_switch,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.7010309278350515,0.6870026525198939,0.6153846153846154,0.7586206896551724,44,14,15,24
heuristic_quality_score+safety_binary,main,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6699029126213593,0.6474806201550387,0.5116279069767442,0.7833333333333333,47,13,21,22
heuristic_quality_score+safety_binary,safety_switch,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6990291262135923,0.6922480620155038,0.6511627906976745,0.7333333333333333,44,16,15,28
heuristic_quality_score+safety_binary,main,0.9999999999999998,108,1.0,0,0.0,0.6481481481481481,0.627485176142309,0.46808510638297873,0.7868852459016393,48,13,25,22
heuristic_quality_score+safety_binary,safety_switch,0.9999999999999998,108,1.0,0,0.0,0.7037037037037037,0.7010812696198117,0.6808510638297872,0.7213114754098361,44,17,15,32
heuristic_quality_score+safety_soft,main,0.2,22,0.2037037037037037,86,0.7962962962962963,0.6363636363636364,0.5809523809523809,0.42857142857142855,0.7333333333333333,11,4,4,3
heuristic_quality_score+safety_soft,safety_switch,0.2,22,0.2037037037037037,86,0.7962962962962963,0.6363636363636364,0.5809523809523809,0.42857142857142855,0.7333333333333333,11,4,4,3
heuristic_quality_score+safety_soft,main,0.25,27,0.25,81,0.75,0.6666666666666666,0.6323529411764706,0.5,0.7647058823529411,13,4,5,5
heuristic_quality_score+safety_soft,safety_switch,0.25,27,0.25,81,0.75,0.6666666666666666,0.6323529411764706,0.5,0.7647058823529411,13,4,5,5
heuristic_quality_score+safety_soft,main,0.3,32,0.2962962962962963,76,0.7037037037037037,0.65625,0.6083333333333334,0.4166666666666667,0.8,16,4,7,5
heuristic_quality_score+safety_soft,safety_switch,0.3,32,0.2962962962962963,76,0.7037037037037037,0.65625,0.6083333333333334,0.4166666666666667,0.8,16,4,7,5
heuristic_quality_score+safety_soft,main,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6578947368421053,0.592948717948718,0.4166666666666667,0.7692307692307693,20,6,7,5
heuristic_quality_score+safety_soft,safety_switch,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6578947368421053,0.592948717948718,0.4166666666666667,0.7692307692307693,20,6,7,5
heuristic_quality_score+safety_soft,main,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6744186046511628,0.6293103448275862,0.5,0.7586206896551724,22,7,7,7
heuristic_quality_score+safety_soft,safety_switch,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6744186046511628,0.6293103448275862,0.5,0.7586206896551724,22,7,7,7
heuristic_quality_score+safety_soft,main,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.673469387755102,0.615686274509804,0.4666666666666667,0.7647058823529411,26,8,8,7
heuristic_quality_score+safety_soft,safety_switch,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.673469387755102,0.615686274509804,0.4666666666666667,0.7647058823529411,26,8,8,7
heuristic_quality_score+safety_soft,main,0.49999999999999994,54,0.5,54,0.5,0.6481481481481481,0.5842607313195549,0.4117647058823529,0.7567567567567568,28,9,10,7
heuristic_quality_score+safety_soft,safety_switch,0.49999999999999994,54,0.5,54,0.5,0.6481481481481481,0.5842607313195549,0.4117647058823529,0.7567567567567568,28,9,10,7
heuristic_quality_score+safety_soft,main,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.6440677966101694,0.5846153846153846,0.4,0.7692307692307693,30,9,12,8
heuristic_quality_score+safety_soft,safety_switch,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.6440677966101694,0.5846153846153846,0.4,0.7692307692307693,30,9,12,8
heuristic_quality_score+safety_soft,main,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6615384615384615,0.610248447204969,0.43478260869565216,0.7857142857142857,33,9,13,10
heuristic_quality_score+safety_soft,safety_switch,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6615384615384615,0.610248447204969,0.43478260869565216,0.7857142857142857,33,9,13,10
heuristic_quality_score+safety_soft,main,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.6571428571428571,0.6096014492753623,0.4583333333333333,0.7608695652173914,35,11,13,11
heuristic_quality_score+safety_soft,safety_switch,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.6571428571428571,0.6096014492753623,0.4583333333333333,0.7608695652173914,35,11,13,11
heuristic_quality_score+safety_soft,main,0.7,76,0.7037037037037037,32,0.2962962962962963,0.6842105263157895,0.64,0.5,0.78,39,11,13,13
heuristic_quality_score+safety_soft,safety_switch,0.7,76,0.7037037037037037,32,0.2962962962962963,0.6842105263157895,0.64,0.5,0.78,39,11,13,13
heuristic_quality_score+safety_soft,main,0.7499999999999998,81,0.75,27,0.25,0.7037037037037037,0.6700928381962865,0.5517241379310345,0.7884615384615384,41,11,13,16
heuristic_quality_score+safety_soft,safety_switch,0.7499999999999998,81,0.75,27,0.25,0.7037037037037037,0.6700928381962865,0.5517241379310345,0.7884615384615384,41,11,13,16
heuristic_quality_score+safety_soft,main,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.7093023255813954,0.6883484162895928,0.5882352941176471,0.7884615384615384,41,11,14,20
heuristic_quality_score+safety_soft,safety_switch,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.7093023255813954,0.6883484162895928,0.5882352941176471,0.7884615384615384,41,11,14,20
heuristic_quality_score+safety_soft,main,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6956521739130435,0.6755952380952381,0.5833333333333334,0.7678571428571429,43,13,15,21
heuristic_quality_score+safety_soft,safety_switch,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6956521739130435,0.6755952380952381,0.5833333333333334,0.7678571428571429,43,13,15,21
heuristic_quality_score+safety_soft,main,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.6804123711340206,0.6571618037135278,0.5384615384615384,0.7758620689655172,45,13,18,21
heuristic_quality_score+safety_soft,safety_switch,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.7010309278350515,0.6870026525198939,0.6153846153846154,0.7586206896551724,44,14,15,24
heuristic_quality_score+safety_soft,main,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6601941747572816,0.6358527131782945,0.4883720930232558,0.7833333333333333,47,13,22,21
heuristic_quality_score+safety_soft,safety_switch,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6990291262135923,0.6922480620155038,0.6511627906976745,0.7333333333333333,44,16,15,28
heuristic_quality_score+safety_soft,main,0.9999999999999998,108,1.0,0,0.0,0.6481481481481481,0.627485176142309,0.46808510638297873,0.7868852459016393,48,13,25,22
heuristic_quality_score+safety_soft,safety_switch,0.9999999999999998,108,1.0,0,0.0,0.7037037037037037,0.7010812696198117,0.6808510638297872,0.7213114754098361,44,17,15,32
quality_rf_oof,main,0.2,22,0.2037037037037037,86,0.7962962962962963,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.7272727272727273,8,3,5,6
quality_rf_oof,safety_switch,0.2,22,0.2037037037037037,86,0.7962962962962963,0.6818181818181818,0.6818181818181819,0.6363636363636364,0.7272727272727273,8,3,4,7
quality_rf_oof,main,0.25,27,0.25,81,0.75,0.6666666666666666,0.6620879120879121,0.5384615384615384,0.7857142857142857,11,3,6,7
quality_rf_oof,safety_switch,0.25,27,0.25,81,0.75,0.7037037037037037,0.7005494505494505,0.6153846153846154,0.7857142857142857,11,3,5,8
quality_rf_oof,main,0.3,32,0.2962962962962963,76,0.7037037037037037,0.625,0.6313725490196078,0.5294117647058824,0.7333333333333333,11,4,8,9
quality_rf_oof,safety_switch,0.3,32,0.2962962962962963,76,0.7037037037037037,0.6875,0.6901960784313725,0.6470588235294118,0.7333333333333333,11,4,6,11
quality_rf_oof,main,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6052631578947368,0.6148459383753502,0.5238095238095238,0.7058823529411765,12,5,10,11
quality_rf_oof,safety_switch,0.35,38,0.35185185185185186,70,0.6481481481481481,0.7105263157894737,0.7100840336134454,0.7142857142857143,0.7058823529411765,12,5,6,15
quality_rf_oof,main,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6046511627906976,0.6071428571428572,0.5,0.7142857142857143,15,6,11,11
quality_rf_oof,safety_switch,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.7209302325581395,0.7207792207792207,0.7272727272727273,0.7142857142857143,15,6,6,16
quality_rf_oof,main,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.5918367346938775,0.5941666666666667,0.48,0.7083333333333334,17,7,13,12
quality_rf_oof,safety_switch,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.6938775510204082,0.6933333333333334,0.72,0.6666666666666666,16,8,7,18
quality_rf_oof,main,0.49999999999999994,54,0.5,54,0.5,0.6296296296296297,0.625,0.5,0.75,21,7,13,13
quality_rf_oof,safety_switch,0.49999999999999994,54,0.5,54,0.5,0.7037037037037037,0.7046703296703296,0.7307692307692307,0.6785714285714286,19,9,7,19
quality_rf_oof,main,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.5932203389830508,0.5959770114942529,0.43333333333333335,0.7586206896551724,22,7,17,13
quality_rf_oof,safety_switch,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.711864406779661,0.7114942528735633,0.7333333333333333,0.6896551724137931,20,9,8,22
quality_rf_oof,main,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6,0.5970643939393939,0.40625,0.7878787878787878,26,7,19,13
quality_rf_oof,safety_switch,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.7076923076923077,0.7073863636363636,0.6875,0.7272727272727273,24,9,10,22
quality_rf_oof,main,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.6142857142857143,0.6142857142857143,0.42857142857142855,0.8,28,7,20,15
quality_rf_oof,safety_switch,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,25,10,10,25
quality_rf_oof,main,0.7,76,0.7037037037037037,32,0.2962962962962963,0.6052631578947368,0.6015246015246015,0.4594594594594595,0.7435897435897436,29,10,20,17
quality_rf_oof,safety_switch,0.7,76,0.7037037037037037,32,0.2962962962962963,0.6842105263157895,0.6853776853776854,0.7297297297297297,0.6410256410256411,25,14,10,27
quality_rf_oof,main,0.7499999999999998,81,0.75,27,0.25,0.6296296296296297,0.620563035495716,0.47368421052631576,0.7674418604651163,33,10,20,18
quality_rf_oof,safety_switch,0.7499999999999998,81,0.75,27,0.25,0.7037037037037037,0.7056303549571603,0.7368421052631579,0.6744186046511628,29,14,10,28
quality_rf_oof,main,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.6511627906976745,0.6413043478260869,0.5,0.782608695652174,36,10,20,20
quality_rf_oof,safety_switch,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.7209302325581395,0.7228260869565217,0.75,0.6956521739130435,32,14,10,30
quality_rf_oof,main,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6413043478260869,0.6319411485524442,0.4883720930232558,0.7755102040816326,38,11,22,21
quality_rf_oof,safety_switch,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.7065217391304348,0.7074038917892738,0.7209302325581395,0.6938775510204082,34,15,12,31
quality_rf_oof,main,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.6494845360824743,0.6386752136752136,0.4888888888888889,0.7884615384615384,41,11,23,22
quality_rf_oof,safety_switch,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.711340206185567,0.7113247863247864,0.7111111111111111,0.7115384615384616,37,15,13,32
quality_rf_oof,main,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6504854368932039,0.6338672768878719,0.4782608695652174,0.7894736842105263,45,12,24,22
quality_rf_oof,safety_switch,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.7087378640776699,0.7074752097635393,0.6956521739130435,0.7192982456140351,41,16,14,32
quality_rf_oof,main,0.9999999999999998,108,1.0,0,0.0,0.6481481481481481,0.627485176142309,0.46808510638297873,0.7868852459016393,48,13,25,22
quality_rf_oof,safety_switch,0.9999999999999998,108,1.0,0,0.0,0.7037037037037037,0.7010812696198117,0.6808510638297872,0.7213114754098361,44,17,15,32
quality_rf_oof+safety_binary,main,0.2,22,0.2037037037037037,86,0.7962962962962963,0.6818181818181818,0.675,0.6,0.75,9,3,4,6
quality_rf_oof+safety_binary,safety_switch,0.2,22,0.2037037037037037,86,0.7962962962962963,0.6818181818181818,0.675,0.6,0.75,9,3,4,6
quality_rf_oof+safety_binary,main,0.25,27,0.25,81,0.75,0.6666666666666666,0.6620879120879121,0.5384615384615384,0.7857142857142857,11,3,6,7
quality_rf_oof+safety_binary,safety_switch,0.25,27,0.25,81,0.75,0.6666666666666666,0.6620879120879121,0.5384615384615384,0.7857142857142857,11,3,6,7
quality_rf_oof+safety_binary,main,0.3,32,0.2962962962962963,76,0.7037037037037037,0.65625,0.65625,0.625,0.6875,11,5,6,10
quality_rf_oof+safety_binary,safety_switch,0.3,32,0.2962962962962963,76,0.7037037037037037,0.65625,0.65625,0.625,0.6875,11,5,6,10
quality_rf_oof+safety_binary,main,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6842105263157895,0.680672268907563,0.6470588235294118,0.7142857142857143,15,6,6,11
quality_rf_oof+safety_binary,safety_switch,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6842105263157895,0.680672268907563,0.6470588235294118,0.7142857142857143,15,6,6,11
quality_rf_oof+safety_binary,main,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6744186046511628,0.6699561403508771,0.631578947368421,0.7083333333333334,17,7,7,12
quality_rf_oof+safety_binary,safety_switch,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6744186046511628,0.6699561403508771,0.631578947368421,0.7083333333333334,17,7,7,12
quality_rf_oof+safety_binary,main,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.673469387755102,0.6658249158249159,0.5909090909090909,0.7407407407407407,20,7,9,13
quality_rf_oof+safety_binary,safety_switch,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.673469387755102,0.6658249158249159,0.5909090909090909,0.7407407407407407,20,7,9,13
quality_rf_oof+safety_binary,main,0.49999999999999994,54,0.5,54,0.5,0.6851851851851852,0.6697054698457223,0.5652173913043478,0.7741935483870968,24,7,10,13
quality_rf_oof+safety_binary,safety_switch,0.49999999999999994,54,0.5,54,0.5,0.6851851851851852,0.6697054698457223,0.5652173913043478,0.7741935483870968,24,7,10,13
quality_rf_oof+safety_binary,main,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.6779661016949152,0.6676470588235295,0.6,0.7352941176470589,25,9,10,15
quality_rf_oof+safety_binary,safety_switch,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.6779661016949152,0.6676470588235295,0.6,0.7352941176470589,25,9,10,15
quality_rf_oof+safety_binary,main,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6923076923076923,0.6862934362934363,0.6428571428571429,0.7297297297297297,27,10,10,18
quality_rf_oof+safety_binary,safety_switch,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6923076923076923,0.6862934362934363,0.6428571428571429,0.7297297297297297,27,10,10,18
quality_rf_oof+safety_binary,main,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.7142857142857143,0.7056349873843566,0.6551724137931034,0.7560975609756098,31,10,10,19
quality_rf_oof+safety_binary,safety_switch,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.7142857142857143,0.7056349873843566,0.6551724137931034,0.7560975609756098,31,10,10,19
quality_rf_oof+safety_binary,main,0.7,76,0.7037037037037037,32,0.2962962962962963,0.7105263157894737,0.703125,0.65625,0.75,33,11,11,21
quality_rf_oof+safety_binary,safety_switch,0.7,76,0.7037037037037037,32,0.2962962962962963,0.7105263157894737,0.703125,0.65625,0.75,33,11,11,21
quality_rf_oof+safety_binary,main,0.7499999999999998,81,0.75,27,0.25,0.7037037037037037,0.69180225281602,0.6176470588235294,0.7659574468085106,36,11,13,21
quality_rf_oof+safety_binary,safety_switch,0.7499999999999998,81,0.75,27,0.25,0.7037037037037037,0.69180225281602,0.6176470588235294,0.7659574468085106,36,11,13,21
quality_rf_oof+safety_binary,main,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.7209302325581395,0.7064425770308123,0.6285714285714286,0.7843137254901961,40,11,13,22
quality_rf_oof+safety_binary,safety_switch,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.7209302325581395,0.7064425770308123,0.6285714285714286,0.7843137254901961,40,11,13,22
quality_rf_oof+safety_binary,main,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6956521739130435,0.6791154791154792,0.5945945945945946,0.7636363636363637,42,13,15,22
quality_rf_oof+safety_binary,safety_switch,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6956521739130435,0.6791154791154792,0.5945945945945946,0.7636363636363637,42,13,15,22
quality_rf_oof+safety_binary,main,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.7010309278350515,0.6793041926851027,0.5789473684210527,0.7796610169491526,46,13,16,22
quality_rf_oof+safety_binary,safety_switch,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.6907216494845361,0.6755129348795719,0.6052631578947368,0.7457627118644068,44,15,15,23
quality_rf_oof+safety_binary,main,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6699029126213593,0.6474806201550387,0.5116279069767442,0.7833333333333333,47,13,21,22
quality_rf_oof+safety_binary,safety_switch,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6990291262135923,0.6922480620155038,0.6511627906976745,0.7333333333333333,44,16,15,28
quality_rf_oof+safety_binary,main,0.9999999999999998,108,1.0,0,0.0,0.6481481481481481,0.627485176142309,0.46808510638297873,0.7868852459016393,48,13,25,22
quality_rf_oof+safety_binary,safety_switch,0.9999999999999998,108,1.0,0,0.0,0.7037037037037037,0.7010812696198117,0.6808510638297872,0.7213114754098361,44,17,15,32
quality_rf_oof+safety_soft,main,0.2,22,0.2037037037037037,86,0.7962962962962963,0.6818181818181818,0.675,0.6,0.75,9,3,4,6
quality_rf_oof+safety_soft,safety_switch,0.2,22,0.2037037037037037,86,0.7962962962962963,0.6818181818181818,0.675,0.6,0.75,9,3,4,6
quality_rf_oof+safety_soft,main,0.25,27,0.25,81,0.75,0.6666666666666666,0.6620879120879121,0.5384615384615384,0.7857142857142857,11,3,6,7
quality_rf_oof+safety_soft,safety_switch,0.25,27,0.25,81,0.75,0.6666666666666666,0.6620879120879121,0.5384615384615384,0.7857142857142857,11,3,6,7
quality_rf_oof+safety_soft,main,0.3,32,0.2962962962962963,76,0.7037037037037037,0.65625,0.65625,0.625,0.6875,11,5,6,10
quality_rf_oof+safety_soft,safety_switch,0.3,32,0.2962962962962963,76,0.7037037037037037,0.65625,0.65625,0.625,0.6875,11,5,6,10
quality_rf_oof+safety_soft,main,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6842105263157895,0.680672268907563,0.6470588235294118,0.7142857142857143,15,6,6,11
quality_rf_oof+safety_soft,safety_switch,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6842105263157895,0.680672268907563,0.6470588235294118,0.7142857142857143,15,6,6,11
quality_rf_oof+safety_soft,main,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6744186046511628,0.6699561403508771,0.631578947368421,0.7083333333333334,17,7,7,12
quality_rf_oof+safety_soft,safety_switch,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6744186046511628,0.6699561403508771,0.631578947368421,0.7083333333333334,17,7,7,12
quality_rf_oof+safety_soft,main,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.673469387755102,0.6658249158249159,0.5909090909090909,0.7407407407407407,20,7,9,13
quality_rf_oof+safety_soft,safety_switch,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.673469387755102,0.6658249158249159,0.5909090909090909,0.7407407407407407,20,7,9,13
quality_rf_oof+safety_soft,main,0.49999999999999994,54,0.5,54,0.5,0.6851851851851852,0.6697054698457223,0.5652173913043478,0.7741935483870968,24,7,10,13
quality_rf_oof+safety_soft,safety_switch,0.49999999999999994,54,0.5,54,0.5,0.6851851851851852,0.6697054698457223,0.5652173913043478,0.7741935483870968,24,7,10,13
quality_rf_oof+safety_soft,main,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.6779661016949152,0.6676470588235295,0.6,0.7352941176470589,25,9,10,15
quality_rf_oof+safety_soft,safety_switch,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.6779661016949152,0.6676470588235295,0.6,0.7352941176470589,25,9,10,15
quality_rf_oof+safety_soft,main,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6923076923076923,0.6862934362934363,0.6428571428571429,0.7297297297297297,27,10,10,18
quality_rf_oof+safety_soft,safety_switch,0.5999999999999999,65,0.6018518518518519,43,0.39814814814814814,0.6923076923076923,0.6862934362934363,0.6428571428571429,0.7297297297297297,27,10,10,18
quality_rf_oof+safety_soft,main,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.7142857142857143,0.7056349873843566,0.6551724137931034,0.7560975609756098,31,10,10,19
quality_rf_oof+safety_soft,safety_switch,0.6499999999999999,70,0.6481481481481481,38,0.35185185185185186,0.7142857142857143,0.7056349873843566,0.6551724137931034,0.7560975609756098,31,10,10,19
quality_rf_oof+safety_soft,main,0.7,76,0.7037037037037037,32,0.2962962962962963,0.7105263157894737,0.703125,0.65625,0.75,33,11,11,21
quality_rf_oof+safety_soft,safety_switch,0.7,76,0.7037037037037037,32,0.2962962962962963,0.7105263157894737,0.703125,0.65625,0.75,33,11,11,21
quality_rf_oof+safety_soft,main,0.7499999999999998,81,0.75,27,0.25,0.7037037037037037,0.69180225281602,0.6176470588235294,0.7659574468085106,36,11,13,21
quality_rf_oof+safety_soft,safety_switch,0.7499999999999998,81,0.75,27,0.25,0.7037037037037037,0.69180225281602,0.6176470588235294,0.7659574468085106,36,11,13,21
quality_rf_oof+safety_soft,main,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.7209302325581395,0.7064425770308123,0.6285714285714286,0.7843137254901961,40,11,13,22
quality_rf_oof+safety_soft,safety_switch,0.7999999999999998,86,0.7962962962962963,22,0.2037037037037037,0.7209302325581395,0.7064425770308123,0.6285714285714286,0.7843137254901961,40,11,13,22
quality_rf_oof+safety_soft,main,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6956521739130435,0.6791154791154792,0.5945945945945946,0.7636363636363637,42,13,15,22
quality_rf_oof+safety_soft,safety_switch,0.8499999999999999,92,0.8518518518518519,16,0.14814814814814814,0.6847826086956522,0.67002457002457,0.5945945945945946,0.7454545454545455,41,14,15,22
quality_rf_oof+safety_soft,main,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.6701030927835051,0.6522212543554007,0.5365853658536586,0.7678571428571429,43,13,19,22
quality_rf_oof+safety_soft,safety_switch,0.8999999999999999,97,0.8981481481481481,11,0.10185185185185185,0.6907216494845361,0.6831445993031359,0.6341463414634146,0.7321428571428571,41,15,15,26
quality_rf_oof+safety_soft,main,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6407766990291263,0.6250953470633105,0.4782608695652174,0.7719298245614035,44,13,24,22
quality_rf_oof+safety_soft,safety_switch,0.9499999999999997,103,0.9537037037037037,5,0.046296296296296294,0.6990291262135923,0.6966056445461479,0.6739130434782609,0.7192982456140351,41,16,15,31
quality_rf_oof+safety_soft,main,0.9999999999999998,108,1.0,0,0.0,0.6481481481481481,0.627485176142309,0.46808510638297873,0.7868852459016393,48,13,25,22
quality_rf_oof+safety_soft,safety_switch,0.9999999999999998,108,1.0,0,0.0,0.7037037037037037,0.7010812696198117,0.6808510638297872,0.7213114754098361,44,17,15,32
quality_extra_trees_oof,main,0.2,22,0.2037037037037037,86,0.7962962962962963,0.5909090909090909,0.5916666666666667,0.5833333333333334,0.6,6,4,5,7
quality_extra_trees_oof,safety_switch,0.2,22,0.2037037037037037,86,0.7962962962962963,0.6363636363636364,0.6333333333333333,0.6666666666666666,0.6,6,4,4,8
quality_extra_trees_oof,main,0.25,27,0.25,81,0.75,0.6296296296296297,0.6318681318681318,0.5714285714285714,0.6923076923076923,9,4,6,8
quality_extra_trees_oof,safety_switch,0.25,27,0.25,81,0.75,0.6666666666666666,0.6675824175824177,0.6428571428571429,0.6923076923076923,9,4,5,9
quality_extra_trees_oof,main,0.3,32,0.2962962962962963,76,0.7037037037037037,0.65625,0.6568627450980392,0.6470588235294118,0.6666666666666666,10,5,6,11
quality_extra_trees_oof,safety_switch,0.3,32,0.2962962962962963,76,0.7037037037037037,0.6875,0.6862745098039216,0.7058823529411765,0.6666666666666666,10,5,5,12
quality_extra_trees_oof,main,0.35,38,0.35185185185185186,70,0.6481481481481481,0.631578947368421,0.6386554621848739,0.5714285714285714,0.7058823529411765,12,5,9,12
quality_extra_trees_oof,safety_switch,0.35,38,0.35185185185185186,70,0.6481481481481481,0.6842105263157895,0.680672268907563,0.7142857142857143,0.6470588235294118,11,6,6,15
quality_extra_trees_oof,main,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6511627906976745,0.6493506493506493,0.5714285714285714,0.7272727272727273,16,6,9,12
quality_extra_trees_oof,safety_switch,0.39999999999999997,43,0.39814814814814814,65,0.6018518518518519,0.6976744186046512,0.698051948051948,0.7142857142857143,0.6818181818181818,15,7,6,15
quality_extra_trees_oof,main,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.6938775510204082,0.6889632107023411,0.6086956521739131,0.7692307692307693,20,6,9,14
quality_extra_trees_oof,safety_switch,0.44999999999999996,49,0.4537037037037037,59,0.5462962962962963,0.7346938775510204,0.7349498327759196,0.7391304347826086,0.7307692307692307,19,7,6,17
quality_extra_trees_oof,main,0.49999999999999994,54,0.5,54,0.5,0.6481481481481481,0.6442307692307692,0.5384615384615384,0.75,21,7,12,14
quality_extra_trees_oof,safety_switch,0.49999999999999994,54,0.5,54,0.5,0.7222222222222222,0.7225274725274725,0.7307692307692307,0.7142857142857143,20,8,7,19
quality_extra_trees_oof,main,0.5499999999999999,59,0.5462962962962963,49,0.4537037037037037,0.6610169491525424,0.6591954022988507,0.5517241379310345,0.7666666666666667,23,7,13,16
