n,base_accuracy,base_balanced_accuracy,base_auc,auto_n,auto_rate,review_n,review_rate,fp_flip_n,fn_review_n,rescued_n,hurt_n,rescued_fn_n,rescued_fp_n,hurt_fn_n,hurt_fp_n,auto_accuracy,auto_balanced_accuracy,auto_f1,auto_sensitivity_high,auto_specificity_low,auto_tn,auto_fp,auto_fn,auto_tp,auto_auc,system_if_review_corrected_n,system_if_review_corrected_accuracy,system_if_review_corrected_balanced_accuracy,system_if_review_corrected_f1,system_if_review_corrected_sensitivity_high,system_if_review_corrected_specificity_low,system_if_review_corrected_tn,system_if_review_corrected_fp,system_if_review_corrected_fn,system_if_review_corrected_tp,system_if_review_corrected_auc,base_candidate,base_threshold,base_selection_score,fn_signal,fn_threshold,fp_low_signal,fp_threshold,scope
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,15,0,5,10,0,5,10,0,86.63%,85.47%,0.8200455580865603,0.8071748878923767,0.9021739130434783,332,36,43,180,0.9124220120881265,591,86.63%,85.47%,0.8200455580865603,0.8071748878923767,0.9021739130434783,332,36,43,180,0.9124220120881265,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.7845024789511741,prob_mean_core,0.4023282146160868,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,15,0,5,10,0,5,10,0,86.63%,85.47%,0.8200455580865603,0.8071748878923767,0.9021739130434783,332,36,43,180,0.9124220120881265,591,86.63%,85.47%,0.8200455580865603,0.8071748878923767,0.9021739130434783,332,36,43,180,0.9124220120881265,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.911101603949892,prob_mean_core,0.4023282146160868,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,15,0,5,10,0,5,10,0,86.63%,85.47%,0.8200455580865603,0.8071748878923767,0.9021739130434783,332,36,43,180,0.9124220120881265,591,86.63%,85.47%,0.8200455580865603,0.8071748878923767,0.9021739130434783,332,36,43,180,0.9124220120881265,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.9435052814380264,prob_mean_core,0.4023282146160868,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,15,3,5,10,0,5,10,0,86.56%,85.43%,0.8200455580865603,0.8071748878923767,0.9013698630136986,329,36,43,180,0.9128201978008477,591,86.63%,85.47%,0.8200455580865603,0.8071748878923767,0.9021739130434783,332,36,43,180,0.9124220120881265,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.8879346378092556,prob_mean_core,0.4023282146160868,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,559,94.59%,32,5.41%,17,32,4,13,0,4,13,0,85.69%,84.77%,0.815668202764977,0.8045454545454546,0.8908554572271387,302,37,43,177,0.8896621078037006,591,86.46%,85.33%,0.8181818181818182,0.8071748878923767,0.8994565217391305,331,37,43,180,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.5633359128577844,min_all6,0.15327316317371803,internal_old_third_rule_selected
591,82.40%,80.39%,87.48%,556,94.08%,35,5.92%,0,35,0,0,0,0,0,0,85.25%,84.13%,0.7970297029702971,0.8009950248756219,0.8816901408450705,313,42,40,161,0.8906033214210637,591,86.13%,85.32%,0.8169642857142857,0.820627802690583,0.8858695652173914,326,42,40,183,0.8747806589978553,robust_prob,0.57,0.8039213296938974,stack_gb_d2_multiview,0.4914212766861036,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,82.40%,80.39%,87.48%,556,94.08%,35,5.92%,0,35,0,0,0,0,0,0,85.25%,84.13%,0.7970297029702971,0.8009950248756219,0.8816901408450705,313,42,40,161,0.8906033214210637,591,86.13%,85.32%,0.8169642857142857,0.820627802690583,0.8858695652173914,326,42,40,183,0.8747806589978553,robust_prob,0.57,0.8039213296938974,stack_gb_d2_multiview,0.4914212766861036,prob_mean_core,0.17767263447772177,internal_old_third_rule_selected
591,82.40%,80.39%,87.48%,556,94.08%,35,5.92%,0,35,0,0,0,0,0,0,85.25%,84.13%,0.7970297029702971,0.8009950248756219,0.8816901408450705,313,42,40,161,0.8906033214210637,591,86.13%,85.32%,0.8169642857142857,0.820627802690583,0.8858695652173914,326,42,40,183,0.8747806589978553,robust_prob,0.57,0.8039213296938974,stack_gb_d2_multiview,0.4914212766861036,prob_mean_core,0.2425941581965666,internal_old_third_rule_selected
591,82.40%,80.39%,87.48%,556,94.08%,35,5.92%,0,35,0,0,0,0,0,0,85.25%,84.13%,0.7970297029702971,0.8009950248756219,0.8816901408450705,313,42,40,161,0.8906033214210637,591,86.13%,85.32%,0.8169642857142857,0.820627802690583,0.8858695652173914,326,42,40,183,0.8747806589978553,robust_prob,0.57,0.8039213296938974,stack_gb_d2_multiview,0.4914212766861036,prob_mean_core,0.3241438788821058,internal_old_third_rule_selected
591,82.40%,80.39%,87.48%,556,94.08%,35,5.92%,0,35,0,0,0,0,0,0,85.25%,84.13%,0.7970297029702971,0.8009950248756219,0.8816901408450705,313,42,40,161,0.8906033214210637,591,86.13%,85.32%,0.8169642857142857,0.820627802690583,0.8858695652173914,326,42,40,183,0.8747806589978553,robust_prob,0.57,0.8039213296938974,stack_gb_d2_multiview,0.4914212766861036,prob_mean_core,0.4023282146160868,internal_old_third_rule_selected
591,82.40%,80.39%,87.48%,556,94.08%,35,5.92%,0,35,0,0,0,0,0,0,85.25%,84.13%,0.7970297029702971,0.8009950248756219,0.8816901408450705,313,42,40,161,0.8906033214210637,591,86.13%,85.32%,0.8169642857142857,0.820627802690583,0.8858695652173914,326,42,40,183,0.8747806589978553,robust_prob,0.57,0.8039213296938974,stack_gb_d2_multiview,0.4914212766861036,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,82.40%,80.39%,87.48%,556,94.08%,35,5.92%,0,35,0,0,0,0,0,0,85.25%,84.13%,0.7970297029702971,0.8009950248756219,0.8816901408450705,313,42,40,161,0.8906033214210637,591,86.13%,85.32%,0.8169642857142857,0.820627802690583,0.8858695652173914,326,42,40,183,0.8747806589978553,robust_prob,0.57,0.8039213296938974,stack_gb_d2_multiview,0.4914212766861036,robust_prob,0.183862755116477,internal_old_third_rule_selected
591,82.40%,80.39%,87.48%,556,94.08%,35,5.92%,0,35,0,0,0,0,0,0,85.25%,84.13%,0.7970297029702971,0.8009950248756219,0.8816901408450705,313,42,40,161,0.8906033214210637,591,86.13%,85.32%,0.8169642857142857,0.820627802690583,0.8858695652173914,326,42,40,183,0.8747806589978553,robust_prob,0.57,0.8039213296938974,stack_gb_d2_multiview,0.4914212766861036,robust_prob,0.2433131844763915,internal_old_third_rule_selected
591,82.40%,80.39%,87.48%,556,94.08%,35,5.92%,0,35,0,0,0,0,0,0,85.25%,84.13%,0.7970297029702971,0.8009950248756219,0.8816901408450705,313,42,40,161,0.8906033214210637,591,86.13%,85.32%,0.8169642857142857,0.820627802690583,0.8858695652173914,326,42,40,183,0.8747806589978553,robust_prob,0.57,0.8039213296938974,stack_gb_d2_multiview,0.4914212766861036,robust_prob,0.3205360337064243,internal_old_third_rule_selected
591,82.40%,80.39%,87.48%,556,94.08%,35,5.92%,0,35,0,0,0,0,0,0,85.25%,84.13%,0.7970297029702971,0.8009950248756219,0.8816901408450705,313,42,40,161,0.8906033214210637,591,86.13%,85.32%,0.8169642857142857,0.820627802690583,0.8858695652173914,326,42,40,183,0.8747806589978553,robust_prob,0.57,0.8039213296938974,stack_gb_d2_multiview,0.4914212766861036,robust_prob,0.3959889528559579,internal_old_third_rule_selected
591,82.40%,80.39%,87.48%,556,94.08%,35,5.92%,0,35,0,0,0,0,0,0,85.25%,84.13%,0.7970297029702971,0.8009950248756219,0.8816901408450705,313,42,40,161,0.8906033214210637,591,86.13%,85.32%,0.8169642857142857,0.820627802690583,0.8858695652173914,326,42,40,183,0.8747806589978553,robust_prob,0.57,0.8039213296938974,stack_gb_d2_multiview,0.4914212766861036,stack_gb_d2_multiview,0.0489054291630551,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,11,0,2,9,0,2,9,0,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,591,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.8800374473486996,min_all6,0.11331519509839712,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,11,0,2,9,0,2,9,0,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,591,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.7151181623745764,min_all6,0.11331519509839712,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,11,0,2,9,0,2,9,0,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,591,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.8598471842740747,min_all6,0.11331519509839712,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,11,0,2,9,0,2,9,0,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,591,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.4914212766861036,min_all6,0.11331519509839712,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,11,0,2,9,0,2,9,0,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,591,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.7845024789511741,min_all6,0.11331519509839712,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,11,0,2,9,0,2,9,0,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,591,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.911101603949892,min_all6,0.11331519509839712,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,11,0,2,9,0,2,9,0,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,591,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.9435052814380264,min_all6,0.11331519509839712,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,11,3,2,9,0,2,9,0,86.22%,85.24%,0.8171557562076749,0.8116591928251121,0.8931506849315068,326,39,42,181,0.8929909699612998,591,86.29%,85.28%,0.8171557562076749,0.8116591928251121,0.8940217391304348,329,39,42,181,0.8925594657828038,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.8879346378092556,min_all6,0.11331519509839712,internal_old_third_rule_selected
591,82.40%,80.39%,87.48%,556,94.08%,35,5.92%,2,35,1,1,0,1,1,0,85.25%,84.03%,0.7960199004975125,0.7960199004975125,0.8845070422535212,314,41,41,160,0.8865531497442366,591,86.13%,85.24%,0.8161434977578476,0.8161434977578476,0.8885869565217391,327,41,41,182,0.8713686878533828,robust_prob,0.57,0.8039213296938974,stack_gb_d2_multiview,0.4914212766861036,min_all6,0.0569587266992009,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,579,97.97%,12,2.03%,17,12,4,13,0,4,13,0,86.01%,84.88%,0.8137931034482758,0.8009049773755657,0.8966480446927374,321,37,44,177,0.8903410096311838,591,86.29%,85.11%,0.8154897494305239,0.8026905829596412,0.8994565217391305,331,37,44,179,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.6308607530434369,min_all6,0.15327316317371803,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,578,97.80%,13,2.20%,17,13,4,13,0,4,13,0,85.99%,84.86%,0.8137931034482758,0.8009049773755657,0.896358543417367,320,37,44,177,0.8904774579515065,591,86.29%,85.11%,0.8154897494305239,0.8026905829596412,0.8994565217391305,331,37,44,179,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.644892168658409,min_all6,0.15327316317371803,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,17,3,4,13,0,4,13,0,86.05%,84.81%,0.8119266055045872,0.7972972972972973,0.8989071038251366,329,37,45,177,0.8895042583567173,591,86.13%,84.88%,0.8127853881278538,0.7982062780269058,0.8994565217391305,331,37,45,178,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.7402196600426076,min_all6,0.15327316317371803,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,574,97.12%,17,2.88%,17,17,4,13,0,4,13,0,85.71%,84.61%,0.8119266055045872,0.7972972972972973,0.8948863636363636,315,37,45,177,0.8900107493857495,591,86.13%,84.88%,0.8127853881278538,0.7982062780269058,0.8994565217391305,331,37,45,178,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.7696537062944722,min_all6,0.15327316317371803,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,556,94.08%,35,5.92%,26,35,5,21,0,5,21,0,85.25%,84.02%,0.8047619047619048,0.786046511627907,0.8944281524926686,305,36,46,169,0.8921571301916389,591,86.13%,84.79%,0.8119266055045872,0.7937219730941704,0.9021739130434783,332,36,46,177,0.8833227724702671,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.22377677631433102,min_all6,0.19460294656202898,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,17,0,4,13,0,4,13,0,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,591,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.8800374473486996,min_all6,0.15327316317371803,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,17,0,4,13,0,4,13,0,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,591,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.7151181623745764,min_all6,0.15327316317371803,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,17,0,4,13,0,4,13,0,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,591,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.8598471842740747,min_all6,0.15327316317371803,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,17,0,4,13,0,4,13,0,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,591,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.4914212766861036,min_all6,0.15327316317371803,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,17,0,4,13,0,4,13,0,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,591,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.7845024789511741,min_all6,0.15327316317371803,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,17,0,4,13,0,4,13,0,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,591,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.911101603949892,min_all6,0.15327316317371803,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,17,0,4,13,0,4,13,0,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,591,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.9435052814380264,min_all6,0.15327316317371803,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,17,3,4,13,0,4,13,0,85.88%,84.62%,0.8100686498855835,0.7937219730941704,0.8986301369863013,328,37,46,177,0.8898089563240985,591,85.96%,84.66%,0.8100686498855835,0.7937219730941704,0.8994565217391305,331,37,46,177,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.8879346378092556,min_all6,0.15327316317371803,internal_old_third_rule_selected
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,prob_mean_core,0.1159437982541614,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,prob_mean_core,0.17767263447772177,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,prob_mean_core,0.2425941581965666,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,prob_mean_core,0.3241438788821058,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,prob_mean_core,0.4023282146160868,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,robust_prob,0.12004962132072165,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,robust_prob,0.183862755116477,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,robust_prob,0.2433131844763915,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,robust_prob,0.3205360337064243,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,robust_prob,0.3959889528559579,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,stack_gb_d2_multiview,0.0489054291630551,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,stack_gb_d2_multiview,0.0601600491975303,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,stack_gb_d2_multiview,0.0774945269633817,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,stack_gb_d2_multiview,0.09606984729921865,strict_external_locked
105,66.67%,65.59%,64.16%,72,68.57%,33,31.43%,0,33,0,0,0,0,0,0,63.89%,63.62%,0.6666666666666666,0.6842105263157895,0.5882352941176471,20,14,12,26,0.5952012383900929,105,75.24%,75.17%,0.7291666666666666,0.7446808510638298,0.7586206896551724,44,14,12,35,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.4773824647710958,stack_gb_d2_multiview,0.1290604217046331,strict_external_locked
105,66.67%,65.59%,64.16%,85,80.95%,20,19.05%,0,20,0,0,0,0,0,0,67.06%,66.94%,0.65,0.65,0.6888888888888889,31,14,14,26,0.6261111111111112,105,73.33%,73.04%,0.7021276595744681,0.7021276595744681,0.7586206896551724,44,14,14,33,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.49869798636480445,prob_mean_core,0.1159437982541614,strict_external_locked
105,66.67%,65.59%,64.16%,85,80.95%,20,19.05%,0,20,0,0,0,0,0,0,67.06%,66.94%,0.65,0.65,0.6888888888888889,31,14,14,26,0.6261111111111112,105,73.33%,73.04%,0.7021276595744681,0.7021276595744681,0.7586206896551724,44,14,14,33,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.49869798636480445,prob_mean_core,0.17767263447772177,strict_external_locked
105,66.67%,65.59%,64.16%,85,80.95%,20,19.05%,0,20,0,0,0,0,0,0,67.06%,66.94%,0.65,0.65,0.6888888888888889,31,14,14,26,0.6261111111111112,105,73.33%,73.04%,0.7021276595744681,0.7021276595744681,0.7586206896551724,44,14,14,33,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.49869798636480445,prob_mean_core,0.2425941581965666,strict_external_locked
105,66.67%,65.59%,64.16%,85,80.95%,20,19.05%,0,20,0,0,0,0,0,0,67.06%,66.94%,0.65,0.65,0.6888888888888889,31,14,14,26,0.6261111111111112,105,73.33%,73.04%,0.7021276595744681,0.7021276595744681,0.7586206896551724,44,14,14,33,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.49869798636480445,prob_mean_core,0.3241438788821058,strict_external_locked
105,66.67%,65.59%,64.16%,85,80.95%,20,19.05%,0,20,0,0,0,0,0,0,67.06%,66.94%,0.65,0.65,0.6888888888888889,31,14,14,26,0.6261111111111112,105,73.33%,73.04%,0.7021276595744681,0.7021276595744681,0.7586206896551724,44,14,14,33,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.49869798636480445,prob_mean_core,0.4023282146160868,strict_external_locked
105,66.67%,65.59%,64.16%,85,80.95%,20,19.05%,0,20,0,0,0,0,0,0,67.06%,66.94%,0.65,0.65,0.6888888888888889,31,14,14,26,0.6261111111111112,105,73.33%,73.04%,0.7021276595744681,0.7021276595744681,0.7586206896551724,44,14,14,33,0.6415994130594278,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.49869798636480445,robust_prob,0.12004962132072165,strict_external_locked
