n,base_accuracy,base_balanced_accuracy,base_auc,auto_n,auto_rate,review_n,review_rate,fp_flip_n,fn_review_n,rescued_n,hurt_n,rescued_fn_n,rescued_fp_n,hurt_fn_n,hurt_fp_n,auto_accuracy,auto_balanced_accuracy,auto_f1,auto_sensitivity_high,auto_specificity_low,auto_tn,auto_fp,auto_fn,auto_tp,auto_auc,system_if_review_corrected_n,system_if_review_corrected_accuracy,system_if_review_corrected_balanced_accuracy,system_if_review_corrected_f1,system_if_review_corrected_sensitivity_high,system_if_review_corrected_specificity_low,system_if_review_corrected_tn,system_if_review_corrected_fp,system_if_review_corrected_fn,system_if_review_corrected_tp,system_if_review_corrected_auc,base_candidate,base_threshold,base_selection_score,fn_signal,fn_threshold,fp_low_signal,fp_threshold,scope
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.4914212766861036,stack_gb_d2_multiview,0.1290604217046331,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.7845024789511741,stack_gb_d2_multiview,0.0489054291630551,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.7845024789511741,stack_gb_d2_multiview,0.0601600491975303,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.7845024789511741,stack_gb_d2_multiview,0.0774945269633817,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.7845024789511741,stack_gb_d2_multiview,0.09606984729921865,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.7845024789511741,stack_gb_d2_multiview,0.1290604217046331,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.911101603949892,stack_gb_d2_multiview,0.0489054291630551,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.911101603949892,stack_gb_d2_multiview,0.0601600491975303,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.911101603949892,stack_gb_d2_multiview,0.0774945269633817,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.911101603949892,stack_gb_d2_multiview,0.09606984729921865,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.911101603949892,stack_gb_d2_multiview,0.1290604217046331,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.9435052814380264,stack_gb_d2_multiview,0.0489054291630551,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.9435052814380264,stack_gb_d2_multiview,0.0601600491975303,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.9435052814380264,stack_gb_d2_multiview,0.0774945269633817,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.9435052814380264,stack_gb_d2_multiview,0.09606984729921865,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,0,0,0,0,0,0,0,0,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.9435052814380264,stack_gb_d2_multiview,0.1290604217046331,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,0,3,0,0,0,0,0,0,87.41%,86.98%,0.8370044052863436,0.852017937219731,0.8876712328767123,324,41,33,190,0.9164567848147922,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.8879346378092556,stack_gb_d2_multiview,0.0489054291630551,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,0,3,0,0,0,0,0,0,87.41%,86.98%,0.8370044052863436,0.852017937219731,0.8876712328767123,324,41,33,190,0.9164567848147922,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.8879346378092556,stack_gb_d2_multiview,0.0601600491975303,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,0,3,0,0,0,0,0,0,87.41%,86.98%,0.8370044052863436,0.852017937219731,0.8876712328767123,324,41,33,190,0.9164567848147922,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.8879346378092556,stack_gb_d2_multiview,0.0774945269633817,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,0,3,0,0,0,0,0,0,87.41%,86.98%,0.8370044052863436,0.852017937219731,0.8876712328767123,324,41,33,190,0.9164567848147922,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.8879346378092556,stack_gb_d2_multiview,0.09606984729921865,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,0,3,0,0,0,0,0,0,87.41%,86.98%,0.8370044052863436,0.852017937219731,0.8876712328767123,324,41,33,190,0.9164567848147922,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.916162994735816,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.8879346378092556,stack_gb_d2_multiview,0.1290604217046331,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,1,3,0,1,0,0,1,0,87.41%,86.97%,0.8362831858407079,0.8513513513513513,0.8879781420765027,325,41,33,189,0.9148697878206076,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.9145666796646519,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.7402196600426076,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,1,3,0,1,0,0,1,0,87.41%,86.97%,0.8362831858407079,0.8513513513513513,0.8879781420765027,325,41,33,189,0.9153620833948702,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.9150662897250926,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.7402196600426076,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,574,97.12%,17,2.88%,1,17,0,1,0,0,1,0,87.11%,86.74%,0.8362831858407079,0.8513513513513513,0.8835227272727273,311,41,33,189,0.915028665028665,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.9145666796646519,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.7696537062944722,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,574,97.12%,17,2.88%,1,17,0,1,0,0,1,0,87.11%,86.74%,0.8362831858407079,0.8513513513513513,0.8835227272727273,311,41,33,189,0.9155405405405406,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.9150662897250926,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.7696537062944722,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,559,94.59%,32,5.41%,3,32,0,3,0,0,3,0,86.76%,86.45%,0.8348214285714286,0.85,0.8790560471976401,298,41,33,187,0.9138643067846608,591,87.48%,87.03%,0.8370044052863436,0.852017937219731,0.8885869565217391,327,41,33,190,0.9136405732111522,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.5633359128577844,robust_prob,0.183862755116477,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,526,89.00%,65,11.00%,11,65,3,8,0,3,8,0,86.12%,85.79%,0.8329519450800915,0.8387096774193549,0.8770226537216829,271,38,35,182,0.9165958271814832,591,87.65%,86.99%,0.8374164810690423,0.8430493273542601,0.8967391304347826,330,38,35,188,0.9131044063170208,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.48298269787526527,robust_prob,0.3959889528559579,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,3,3,1,2,0,1,2,0,87.41%,86.88%,0.8355555555555556,0.8468468468468469,0.8907103825136612,326,40,34,188,0.9085191749126175,591,87.48%,86.94%,0.8362831858407079,0.8475336322869955,0.8913043478260869,328,40,34,189,0.908266718658608,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.7402196600426076,min_all6,0.0569587266992009,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,579,97.97%,12,2.03%,4,12,1,3,0,1,3,0,87.22%,86.72%,0.8348214285714286,0.8461538461538461,0.888268156424581,318,40,34,187,0.9140145099724462,591,87.48%,86.94%,0.8362831858407079,0.8475336322869955,0.8913043478260869,328,40,34,189,0.9130556638720998,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.6308607530434369,prob_mean_core,0.17767263447772177,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,579,97.97%,12,2.03%,4,12,1,3,0,1,3,0,87.22%,86.72%,0.8348214285714286,0.8461538461538461,0.888268156424581,318,40,34,187,0.914823428296974,591,87.48%,86.94%,0.8362831858407079,0.8475336322869955,0.8913043478260869,328,40,34,189,0.9138599142132969,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.6308607530434369,robust_prob,0.2433131844763915,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,578,97.80%,13,2.20%,4,13,1,3,0,1,3,0,87.20%,86.71%,0.8348214285714286,0.8461538461538461,0.8879551820728291,317,40,34,187,0.9141158725933813,591,87.48%,86.94%,0.8362831858407079,0.8475336322869955,0.8913043478260869,328,40,34,189,0.9130556638720998,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.644892168658409,prob_mean_core,0.17767263447772177,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,578,97.80%,13,2.20%,4,13,1,3,0,1,3,0,87.20%,86.71%,0.8348214285714286,0.8461538461538461,0.8879551820728291,317,40,34,187,0.9149524063018872,591,87.48%,86.94%,0.8362831858407079,0.8475336322869955,0.8913043478260869,328,40,34,189,0.9138599142132969,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.644892168658409,robust_prob,0.2433131844763915,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,574,97.12%,17,2.88%,3,17,1,2,0,1,2,0,87.11%,86.66%,0.8355555555555556,0.8468468468468469,0.8863636363636364,312,40,34,188,0.9086558149058149,591,87.48%,86.94%,0.8362831858407079,0.8475336322869955,0.8913043478260869,328,40,34,189,0.908266718658608,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.7696537062944722,min_all6,0.0569587266992009,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,559,94.59%,32,5.41%,5,32,1,4,0,1,4,0,86.76%,86.37%,0.8340807174887892,0.8454545454545455,0.8820058997050148,299,40,34,186,0.9127916331456155,591,87.48%,86.94%,0.8362831858407079,0.8475336322869955,0.8913043478260869,328,40,34,189,0.9125682394228894,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.5633359128577844,prob_mean_core,0.2425941581965666,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,481,81.39%,110,18.61%,17,110,4,13,0,4,13,0,84.82%,84.65%,0.8290398126463701,0.8309859154929577,0.8619402985074627,231,37,36,177,0.8959165440403617,591,87.65%,86.90%,0.8366890380313199,0.8385650224215246,0.8994565217391305,331,37,36,187,0.8892571651394036,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.49869798636480445,min_all6,0.15327316317371803,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,526,89.00%,65,11.00%,10,65,2,8,0,2,8,0,85.93%,85.62%,0.8310502283105022,0.8387096774193549,0.8737864077669902,270,39,35,182,0.9157606669351109,591,87.48%,86.85%,0.8355555555555556,0.8430493273542601,0.8940217391304348,329,39,35,188,0.9120930005849095,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.48298269787526527,prob_mean_core,0.3241438788821058,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,526,89.00%,65,11.00%,15,65,5,10,0,5,10,0,86.12%,85.65%,0.8314087759815243,0.8294930875576036,0.883495145631068,273,36,37,180,0.916163333482469,591,87.65%,86.81%,0.8359550561797753,0.8340807174887892,0.9021739130434783,332,36,37,186,0.9124220120881265,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.48298269787526527,prob_mean_core,0.4023282146160868,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.8800374473486996,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.8800374473486996,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.7151181623745764,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.8598471842740747,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.7151181623745764,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.8598471842740747,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.4914212766861036,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.7845024789511741,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.911101603949892,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.9435052814380264,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.4914212766861036,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.7845024789511741,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.911101603949892,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,1,0,0,1,0,0,1,0,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,stack_gb_d2_multiview,0.9435052814380264,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,1,3,0,1,0,0,1,0,87.24%,86.76%,0.8344370860927153,0.8475336322869955,0.8876712328767123,324,41,34,189,0.9148842066466001,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9145666796646519,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.8879346378092556,prob_mean_core,0.1159437982541614,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,588,99.49%,3,0.51%,1,3,0,1,0,0,1,0,87.24%,86.76%,0.8344370860927153,0.8475336322869955,0.8876712328767123,324,41,34,189,0.9153879230910988,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9150662897250926,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,wholecrop_prob,0.8879346378092556,robust_prob,0.12004962132072165,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,579,97.97%,12,2.03%,3,12,0,3,0,0,3,0,87.05%,86.58%,0.8329621380846325,0.8461538461538461,0.8854748603351955,317,41,34,187,0.9146085593670212,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9136405732111522,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,avg_all6,0.6308607530434369,robust_prob,0.183862755116477,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,578,97.80%,13,2.20%,3,13,0,3,0,0,3,0,87.02%,86.57%,0.8329621380846325,0.8461538461538461,0.8851540616246498,316,41,34,187,0.9147369354981811,591,87.31%,86.81%,0.8344370860927153,0.8475336322869955,0.8885869565217391,327,41,34,189,0.9136405732111522,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.644892168658409,robust_prob,0.183862755116477,internal_old_third_rule_selected
591,78.68%,78.55%,86.00%,531,89.85%,60,10.15%,17,60,16,1,0,16,1,0,84.37%,85.28%,0.8065268065268065,0.8871794871794871,0.8184523809523809,275,61,22,173,0.9050824175824176,591,85.96%,86.78%,0.8288659793814434,0.9013452914798207,0.8342391304347826,307,61,22,201,0.8718439266913628,prob_mean_core,0.49499999999999994,0.7855149639305907,stack_gb_d2_multiview,0.22377677631433102,stack_gb_d2_multiview,0.09606984729921865,internal_old_third_rule_selected
591,87.48%,87.03%,91.62%,591,100.00%,0,0.00%,3,0,1,2,0,1,2,0,87.31%,86.72%,0.8337028824833703,0.8430493273542601,0.8913043478260869,328,40,35,188,0.908266718658608,591,87.31%,86.72%,0.8337028824833703,0.8430493273542601,0.8913043478260869,328,40,35,188,0.908266718658608,stack_gb_d2_multiview,0.30999999999999994,0.870302446870735,prob_mean_core,0.8800374473486996,min_all6,0.0569587266992009,internal_old_third_rule_selected
