safe_rate_target,review_rate_target,clear_auto_n,clear_auto_rate,middle_auto_n,middle_auto_rate,review_n,review_rate,clear_wrong_n,middle_wrong_n,review_captured_wrong_n,workflow_accuracy,workflow_balanced_accuracy,workflow_sensitivity,workflow_specificity,workflow_precision,workflow_f1,workflow_tn,workflow_fp,workflow_fn,workflow_tp,clear_n,clear_accuracy,clear_balanced_accuracy,clear_sensitivity,clear_specificity,clear_fn,clear_fp,middle_n,middle_accuracy,middle_balanced_accuracy,middle_sensitivity,middle_specificity,middle_precision,middle_f1,middle_tn,middle_fp,middle_fn,middle_tp,auto_all_n,auto_all_accuracy,auto_all_balanced_accuracy,auto_all_sensitivity,auto_all_specificity,auto_all_precision,auto_all_f1,auto_all_tn,auto_all_fp,auto_all_fn,auto_all_tp,split,clear_precision,clear_f1,clear_tn,clear_tp
0.1,0.3,59,0.09983079526226735,355,0.6006768189509306,177,0.29949238578680204,0,39,52,0.934010152284264,0.9231575355819848,0.8789237668161435,0.967391304347826,0.9423076923076923,0.9095127610208815,356,12,27,196,59,1.0,1.0,1.0,1.0,0,0,355,0.8901408450704226,0.8474285714285714,0.7428571428571429,0.952,0.8666666666666667,0.8,238.0,12,27,78.0,414,0.9057971014492754,0.8867544637204001,0.8187919463087249,0.9547169811320755,0.9104477611940298,0.8621908127208481,253,12,27,122,development,1.0,1.0,15.0,44.0
0.1,0.325,59,0.09983079526226735,340,0.5752961082910322,192,0.3248730964467005,0,37,54,0.937394247038917,0.9267583837005264,0.8834080717488789,0.970108695652174,0.9471153846153846,0.9141531322505799,357,11,26,197,59,1.0,1.0,1.0,1.0,0,0,340,0.8911764705882353,0.8470833333333334,0.74,0.9541666666666667,0.8705882352941177,0.7999999999999999,229.0,11,26,74.0,399,0.9072681704260651,0.8881535947712418,0.8194444444444444,0.9568627450980393,0.9147286821705426,0.8644688644688644,244,11,26,118,development,1.0,1.0,15.0,44.0
0.1,0.35,59,0.09983079526226735,325,0.5499153976311336,207,0.350253807106599,0,34,57,0.9424703891708968,0.9334848410996296,0.8968609865470852,0.970108695652174,0.9478672985781991,0.9216589861751152,357,11,23,200,59,1.0,1.0,1.0,1.0,0,0,325,0.8953846153846153,0.8538500506585613,0.7553191489361702,0.9523809523809523,0.8658536585365854,0.8068181818181819,220.0,11,23,71.0,384,0.9114583333333334,0.8943089430894309,0.8333333333333334,0.9552845528455285,0.9126984126984127,0.8712121212121212,235,11,23,115,development,1.0,1.0,15.0,44.0
0.1,0.375,59,0.09983079526226735,310,0.5245346869712352,222,0.3756345177664975,0,33,58,0.9441624365482234,0.9348435367518035,0.8968609865470852,0.9728260869565217,0.9523809523809523,0.9237875288683602,358,10,23,200,59,1.0,1.0,1.0,1.0,0,0,310,0.8935483870967742,0.8520642201834863,0.75,0.9541284403669725,0.8734177215189873,0.8070175438596491,208.0,10,23,69.0,369,0.9105691056910569,0.8939819490027772,0.8308823529411765,0.9570815450643777,0.9186991869918699,0.8725868725868727,223,10,23,113,development,1.0,1.0,15.0,44.0
0.1,0.4,59,0.09983079526226735,296,0.5008460236886633,236,0.3993231810490694,0,32,59,0.9458544839255499,0.9362022324039774,0.8968609865470852,0.9755434782608695,0.9569377990430622,0.9259259259259259,359,9,23,200,59,1.0,1.0,1.0,1.0,0,0,296,0.8918918918918919,0.8516751541141785,0.7472527472527473,0.9560975609756097,0.8831168831168831,0.8095238095238096,196.0,9,23,68.0,355,0.9098591549295775,0.8943602693602694,0.8296296296296296,0.9590909090909091,0.9256198347107438,0.875,211,9,23,112,development,1.0,1.0,15.0,44.0
0.1,0.425,59,0.09983079526226735,281,0.4754653130287648,251,0.42470389170896783,0,29,62,0.9509306260575296,0.9420452329888866,0.905829596412556,0.9782608695652174,0.9619047619047619,0.9330254041570438,360,8,21,202,59,1.0,1.0,1.0,1.0,0,0,281,0.896797153024911,0.856062424969988,0.7529411764705882,0.9591836734693877,0.8888888888888888,0.8152866242038216,188.0,8,21,64.0,340,0.9147058823529411,0.8996473051912268,0.8372093023255814,0.9620853080568721,0.9310344827586207,0.8816326530612245,203,8,21,108,development,1.0,1.0,15.0,44.0
0.1,0.45,59,0.09983079526226735,266,0.4500846023688663,266,0.4500846023688663,0,28,63,0.9526226734348562,0.9442873854552545,0.9103139013452914,0.9782608695652174,0.9620853080568721,0.935483870967742,360,8,20,203,59,1.0,1.0,1.0,1.0,0,0,266,0.8947368421052632,0.850518276050191,0.7435897435897436,0.9574468085106383,0.8787878787878788,0.8055555555555556,180.0,8,20,58.0,325,0.9138461538461539,0.898328353387709,0.8360655737704918,0.9605911330049262,0.9272727272727272,0.8793103448275862,195,8,20,102,development,1.0,1.0,15.0,44.0
0.1,0.475,59,0.09983079526226735,251,0.42470389170896783,281,0.4754653130287648,0,27,64,0.9543147208121827,0.9465295379216221,0.9147982062780269,0.9782608695652174,0.9622641509433962,0.9379310344827586,360,8,19,204,59,1.0,1.0,1.0,1.0,0,0,251,0.8924302788844621,0.8490227515651244,0.7432432432432432,0.9548022598870056,0.873015873015873,0.8029197080291971,169.0,8,19,55.0,310,0.9129032258064517,0.8986581920903955,0.8389830508474576,0.9583333333333334,0.9252336448598131,0.88,184,8,19,99,development,1.0,1.0,15.0,44.0
0.1,0.5,59,0.09983079526226735,236,0.3993231810490694,296,0.5008460236886633,0,24,67,0.9593908629441624,0.9523725385065315,0.9237668161434978,0.9809782608695652,0.9671361502347418,0.944954128440367,361,7,17,206,59,1.0,1.0,1.0,1.0,0,0,236,0.8983050847457628,0.8524242691866113,0.746268656716418,0.9585798816568047,0.8771929824561403,0.8064516129032258,162.0,7,17,50.0,295,0.9186440677966101,0.9044016842929887,0.8468468468468469,0.9619565217391305,0.9306930693069307,0.8867924528301886,177,7,17,94,development,1.0,1.0,15.0,44.0
0.1,0.525,59,0.09983079526226735,222,0.3756345177664975,310,0.5245346869712352,0,22,69,0.9627749576988156,0.9559733866250731,0.9282511210762332,0.9836956521739131,0.971830985915493,0.9495412844036697,362,6,16,207,59,1.0,1.0,1.0,1.0,0,0,222,0.9009009009009009,0.8560126582278481,0.75,0.9620253164556962,0.8888888888888888,0.8135593220338982,152.0,6,16,48.0,281,0.9217081850533808,0.9085848854634981,0.8518518518518519,0.9653179190751445,0.9387755102040817,0.8932038834951458,167,6,16,92,development,1.0,1.0,15.0,44.0
0.1,0.55,59,0.09983079526226735,207,0.350253807106599,325,0.5499153976311336,0,18,73,0.9695431472081218,0.9640585396763501,0.9417040358744395,0.9864130434782609,0.9767441860465116,0.9589041095890412,363,5,13,210,59,1.0,1.0,1.0,1.0,0,0,207,0.9130434782608695,0.8729386165826845,0.7796610169491526,0.9662162162162162,0.9019607843137255,0.8363636363636364,143.0,5,13,46.0,266,0.9323308270676691,0.9215557805706116,0.8737864077669902,0.9693251533742331,0.9473684210526315,0.909090909090909,158,5,13,90,development,1.0,1.0,15.0,44.0
0.1,0.575,59,0.09983079526226735,192,0.3248730964467005,340,0.5752961082910322,0,15,76,0.9746192893401016,0.9699015402612594,0.9506726457399103,0.9891304347826086,0.9814814814814815,0.9658314350797267,364,4,11,212,59,1.0,1.0,1.0,1.0,0,0,192,0.921875,0.8854014598540146,0.8,0.9708029197080292,0.9166666666666666,0.854368932038835,133.0,4,11,44.0,251,0.9402390438247012,0.9312865497076024,0.8888888888888888,0.9736842105263158,0.9565217391304348,0.9214659685863874,148,4,11,88,development,1.0,1.0,15.0,44.0
0.1,0.6,59,0.09983079526226735,177,0.29949238578680204,355,0.6006768189509306,0,14,77,0.9763113367174281,0.9721436927276272,0.9551569506726457,0.9891304347826086,0.9815668202764977,0.9681818181818181,364,4,10,213,59,1.0,1.0,1.0,1.0,0,0,177,0.9209039548022598,0.8895313451004261,0.8113207547169812,0.967741935483871,0.9148936170212766,0.8600000000000001,120.0,4,10,43.0,236,0.940677966101695,0.9340651190387896,0.8969072164948454,0.9712230215827338,0.9560439560439561,0.9255319148936171,135,4,10,87,development,1.0,1.0,15.0,44.0
0.1,0.625,59,0.09983079526226735,163,0.27580372250423013,369,0.6243654822335025,0,14,77,0.9763113367174281,0.9721436927276272,0.9551569506726457,0.9891304347826086,0.9815668202764977,0.9681818181818181,364,4,10,213,59,1.0,1.0,1.0,1.0,0,0,163,0.9141104294478528,0.8841036414565826,0.803921568627451,0.9642857142857143,0.9111111111111111,0.8541666666666666,108.0,4,10,41.0,222,0.9369369369369369,0.9316203895565686,0.8947368421052632,0.968503937007874,0.9550561797752809,0.9239130434782609,123,4,10,85,development,1.0,1.0,15.0,44.0
0.1,0.65,59,0.09983079526226735,148,0.25042301184433163,384,0.649746192893401,0,14,77,0.9763113367174281,0.9721436927276272,0.9551569506726457,0.9891304347826086,0.9815668202764977,0.9681818181818181,364,4,10,213,59,1.0,1.0,1.0,1.0,0,0,148,0.9054054054054054,0.8777571634714492,0.7959183673469388,0.9595959595959596,0.9069767441860465,0.8478260869565216,95.0,4,10,39.0,207,0.9323671497584541,0.9286926994906621,0.8924731182795699,0.9649122807017544,0.9540229885057471,0.9222222222222222,110,4,10,83,development,1.0,1.0,15.0,44.0
0.1,0.675,59,0.09983079526226735,133,0.22504230118443316,399,0.6751269035532995,0,12,79,0.9796954314720813,0.974861084031975,0.9551569506726457,0.9945652173913043,0.9906976744186047,0.9726027397260273,366,2,10,213,59,1.0,1.0,1.0,1.0,0,0,133,0.9097744360902256,0.8751276813074566,0.7727272727272727,0.9775280898876404,0.9444444444444444,0.85,87.0,2,10,34.0,192,0.9375,0.9335664335664335,0.8863636363636364,0.9807692307692307,0.975,0.9285714285714285,102,2,10,78,development,1.0,1.0,15.0,44.0
0.1,0.7,59,0.09983079526226735,118,0.1996615905245347,414,0.700507614213198,0,11,80,0.9813874788494078,0.976219779684149,0.9551569506726457,0.9972826086956522,0.9953271028037384,0.9748283752860412,367,1,10,213,59,1.0,1.0,1.0,1.0,0,0,118,0.9067796610169492,0.8715552739942984,0.7560975609756098,0.987012987012987,0.96875,0.8493150684931506,76.0,1,10,31.0,177,0.9378531073446328,0.9357416879795396,0.8823529411764706,0.9891304347826086,0.9868421052631579,0.9316770186335402,91,1,10,75,development,1.0,1.0,15.0,44.0
0.1,0.725,59,0.09983079526226735,104,0.17597292724196278,428,0.7241962774957699,0,11,80,0.9813874788494078,0.976219779684149,0.9551569506726457,0.9972826086956522,0.9953271028037384,0.9748283752860412,367,1,10,213,59,1.0,1.0,1.0,1.0,0,0,104,0.8942307692307693,0.8641025641025641,0.7435897435897436,0.9846153846153847,0.9666666666666667,0.8405797101449275,64.0,1,10,29.0,163,0.9325153374233128,0.9335090361445784,0.8795180722891566,0.9875,0.9864864864864865,0.9299363057324841,79,1,10,73,development,1.0,1.0,15.0,44.0
0.1,0.75,59,0.09983079526226735,89,0.1505922165820643,443,0.7495769881556683,0,8,83,0.9864636209813875,0.9820627802690582,0.9641255605381166,1.0,1.0,0.9817351598173517,368,0,8,215,59,1.0,1.0,1.0,1.0,0,0,89,0.9101123595505618,0.8787878787878788,0.7575757575757576,1.0,1.0,0.8620689655172413,56.0,0,8,25.0,148,0.9459459459459459,0.948051948051948,0.8961038961038961,1.0,1.0,0.9452054794520548,71,0,8,69,development,1.0,1.0,15.0,44.0
0.1,0.775,59,0.09983079526226735,74,0.12521150592216582,458,0.7749576988155669,0,5,86,0.9915397631133672,0.9887892376681615,0.9775784753363229,1.0,1.0,0.9886621315192743,368,0,5,218,59,1.0,1.0,1.0,1.0,0,0,74,0.9324324324324325,0.9038461538461539,0.8076923076923077,1.0,1.0,0.8936170212765957,48.0,0,5,21.0,133,0.9624060150375939,0.9642857142857143,0.9285714285714286,1.0,1.0,0.962962962962963,63,0,5,65,development,1.0,1.0,15.0,44.0
0.1,0.8,59,0.09983079526226735,59,0.09983079526226735,473,0.8003384094754653,0,3,88,0.9949238578680203,0.9932735426008968,0.9865470852017937,1.0,1.0,0.9932279909706546,368,0,3,220,59,1.0,1.0,1.0,1.0,0,0,59,0.9491525423728814,0.9285714285714286,0.8571428571428571,1.0,1.0,0.923076923076923,38.0,0,3,18.0,118,0.9745762711864406,0.976923076923077,0.9538461538461539,1.0,1.0,0.9763779527559054,53,0,3,62,development,1.0,1.0,15.0,44.0
0.125,0.0,74,0.12521150592216582,517,0.8747884940778342,0,0.0,0,91,0,0.8460236886632826,0.8445542503411971,0.8385650224215246,0.8505434782608695,0.7727272727272727,0.8043010752688172,313,55,36,187,74,1.0,1.0,1.0,1.0,0,0,517,0.8239845261121856,0.815638692281766,0.7906976744186046,0.8405797101449275,0.7120418848167539,0.7493112947658402,290.0,55,36,136.0,591,0.8460236886632826,0.8445542503411971,0.8385650224215246,0.8505434782608695,0.7727272727272727,0.8043010752688172,313,55,36,187,development,1.0,1.0,23.0,51.0
0.125,0.025,74,0.12521150592216582,502,0.8494077834179357,15,0.025380710659898477,0,80,11,0.8646362098138748,0.8594999025151102,0.8385650224215246,0.8804347826086957,0.8095238095238095,0.8237885462555067,324,44,36,187,74,1.0,1.0,1.0,1.0,0,0,502,0.8406374501992032,0.8269888793840889,0.7857142857142857,0.8682634730538922,0.75,0.7674418604651163,290.0,44,36,132.0,576,0.8611111111111112,0.8561835693181382,0.8356164383561644,0.876750700280112,0.8061674008810573,0.8206278026905829,313,44,36,183,development,1.0,1.0,23.0,51.0
0.125,0.05,74,0.12521150592216582,487,0.8240270727580372,30,0.050761421319796954,0,70,21,0.8815566835871405,0.8730868590368492,0.8385650224215246,0.907608695652174,0.8461538461538461,0.8423423423423423,334,34,36,187,74,1.0,1.0,1.0,1.0,0,0,487,0.8562628336755647,0.8371014163447701,0.7791411042944786,0.8950617283950617,0.7888198757763976,0.7839506172839507,290.0,34,36,127.0,561,0.875222816399287,0.8668964960004308,0.8317757009345794,0.9020172910662824,0.839622641509434,0.8356807511737089,313,34,36,178,development,1.0,1.0,23.0,51.0
0.125,0.075,74,0.12521150592216582,473,0.8003384094754653,44,0.07445008460236886,0,63,28,0.8934010152284264,0.8825977286020666,0.8385650224215246,0.9266304347826086,0.8738317757009346,0.8558352402745996,341,27,36,187,74,1.0,1.0,1.0,1.0,0,0,473,0.8668076109936576,0.8420286338267411,0.7692307692307693,0.9148264984227129,0.8163265306122449,0.7920792079207921,290.0,27,36,120.0,547,0.8848263254113345,0.8733375959079284,0.8260869565217391,0.9205882352941176,0.8636363636363636,0.8444444444444444,313,27,36,171,development,1.0,1.0,23.0,51.0
0.125,0.1,74,0.12521150592216582,458,0.7749576988155669,59,0.09983079526226735,0,59,32,0.9001692047377327,0.8880325112107623,0.8385650224215246,0.9375,0.8904761904761904,0.8637413394919168,345,23,36,187,74,1.0,1.0,1.0,1.0,0,0,458,0.87117903930131,0.8405735284467484,0.7551020408163265,0.9260450160771704,0.8283582089552238,0.7900355871886121,288.0,23,36,111.0,532,0.8890977443609023,0.8746597713663582,0.8181818181818182,0.9311377245508982,0.8756756756756757,0.8459530026109662,311,23,36,162,development,1.0,1.0,23.0,51.0
0.125,0.125,74,0.12521150592216582,443,0.7495769881556683,74,0.12521150592216582,0,54,37,0.9086294416243654,0.8948259894716319,0.8385650224215246,0.9510869565217391,0.9121951219512195,0.8738317757009346,350,18,36,187,74,1.0,1.0,1.0,1.0,0,0,443,0.8781038374717833,0.8425391010286036,0.7446808510638298,0.9403973509933775,0.8536585365853658,0.7954545454545454,284.0,18,36,105.0,517,0.8955512572533849,0.8785576923076923,0.8125,0.9446153846153846,0.896551724137931,0.8524590163934426,307,18,36,156,development,1.0,1.0,23.0,51.0
0.125,0.15,74,0.12521150592216582,428,0.7241962774957699,89,0.1505922165820643,0,51,40,0.9137055837563451,0.8997855332423474,0.8430493273542601,0.9565217391304348,0.9215686274509803,0.8805620608899296,352,16,35,188,74,1.0,1.0,1.0,1.0,0,0,428,0.8808411214953271,0.8413024085637824,0.7368421052631579,0.9457627118644067,0.8596491228070176,0.7935222672064777,279.0,16,35,98.0,502,0.898406374501992,0.8797340716434237,0.8097826086956522,0.949685534591195,0.9030303030303031,0.8538681948424071,302,16,35,149,development,1.0,1.0,23.0,51.0
0.125,0.175,74,0.12521150592216582,414,0.700507614213198,103,0.17428087986463622,0,49,42,0.9170896785109983,0.9033863813608891,0.8475336322869955,0.9592391304347826,0.9264705882352942,0.8852459016393444,353,15,34,189,74,1.0,1.0,1.0,1.0,0,0,414,0.8816425120772947,0.8409637237762237,0.734375,0.9475524475524476,0.8623853211009175,0.7932489451476793,271.0,15,34,94.0,488,0.8995901639344263,0.8807560883006997,0.8100558659217877,0.9514563106796117,0.90625,0.855457227138643,294,15,34,145,development,1.0,1.0,23.0,51.0
0.125,0.2,74,0.12521150592216582,399,0.6751269035532995,118,0.1996615905245347,0,47,44,0.9204737732656514,0.9069872294794308,0.852017937219731,0.9619565217391305,0.9313725490196079,0.8899297423887588,354,14,33,190,74,1.0,1.0,1.0,1.0,0,0,399,0.8822055137844611,0.8374103942652329,0.725,0.9498207885304659,0.8613861386138614,0.7873303167420814,265.0,14,33,87.0,473,0.9006342494714588,0.8803299639828046,0.8070175438596491,0.9536423841059603,0.9078947368421053,0.8544891640866874,288,14,33,138,development,1.0,1.0,23.0,51.0
0.125,0.225,74,0.12521150592216582,384,0.649746192893401,133,0.22504230118443316,0,44,47,0.9255499153976311,0.91283023006434,0.8609865470852018,0.9646739130434783,0.9365853658536586,0.897196261682243,355,13,31,192,74,1.0,1.0,1.0,1.0,0,0,384,0.8854166666666666,0.8410538225311136,0.7304347826086957,0.9516728624535316,0.865979381443299,0.7924528301886792,256.0,13,31,84.0,458,0.9039301310043668,0.8843662320514937,0.8132530120481928,0.9554794520547946,0.9121621621621622,0.8598726114649682,279,13,31,135,development,1.0,1.0,23.0,51.0
0.125,0.25,74,0.12521150592216582,369,0.6243654822335025,148,0.25042301184433163,0,42,49,0.9289340101522843,0.9164310781828816,0.8654708520179372,0.967391304347826,0.9414634146341463,0.9018691588785046,356,12,30,193,74,1.0,1.0,1.0,1.0,0,0,369,0.8861788617886179,0.8416090509113765,0.7297297297297297,0.9534883720930233,0.8709677419354839,0.7941176470588235,246.0,12,30,81.0,443,0.9051918735891648,0.8860550942401476,0.8148148148148148,0.9572953736654805,0.9166666666666666,0.8627450980392156,269,12,30,132,development,1.0,1.0,23.0,51.0
0.125,0.275,74,0.12521150592216582,354,0.5989847715736041,163,0.27580372250423013,0,42,49,0.9289340101522843,0.9164310781828816,0.8654708520179372,0.967391304347826,0.9414634146341463,0.9018691588785046,356,12,30,193,74,1.0,1.0,1.0,1.0,0,0,354,0.8813559322033898,0.834297017650639,0.7169811320754716,0.9516129032258065,0.8636363636363636,0.7835051546391751,236.0,12,30,76.0,428,0.9018691588785047,0.8823183773239007,0.8089171974522293,0.955719557195572,0.9136690647482014,0.8581081081081081,259,12,30,127,development,1.0,1.0,23.0,51.0
0.125,0.3,74,0.12521150592216582,340,0.5752961082910322,177,0.29949238578680204,0,39,52,0.934010152284264,0.9231575355819848,0.8789237668161435,0.967391304347826,0.9423076923076923,0.9095127610208815,356,12,27,196,74,1.0,1.0,1.0,1.0,0,0,340,0.8852941176470588,0.8374515095294317,0.7244897959183674,0.9504132231404959,0.8554216867469879,0.7845303867403315,230.0,12,27,71.0,414,0.9057971014492754,0.8867544637204001,0.8187919463087249,0.9547169811320755,0.9104477611940298,0.8621908127208481,253,12,27,122,development,1.0,1.0,23.0,51.0
0.125,0.325,74,0.12521150592216582,325,0.5499153976311336,192,0.3248730964467005,0,37,54,0.937394247038917,0.9267583837005264,0.8834080717488789,0.970108695652174,0.9471153846153846,0.9141531322505799,357,11,26,197,74,1.0,1.0,1.0,1.0,0,0,325,0.8861538461538462,0.8365081572117168,0.7204301075268817,0.9525862068965517,0.8589743589743589,0.7836257309941521,221.0,11,26,67.0,399,0.9072681704260651,0.8881535947712418,0.8194444444444444,0.9568627450980393,0.9147286821705426,0.8644688644688644,244,11,26,118,development,1.0,1.0,23.0,51.0
0.125,0.35,74,0.12521150592216582,310,0.5245346869712352,207,0.350253807106599,0,34,57,0.9424703891708968,0.9334848410996296,0.8968609865470852,0.970108695652174,0.9478672985781991,0.9216589861751152,357,11,23,200,74,1.0,1.0,1.0,1.0,0,0,310,0.8903225806451613,0.8431524148239782,0.735632183908046,0.9506726457399103,0.8533333333333334,0.7901234567901233,212.0,11,23,64.0,384,0.9114583333333334,0.8943089430894309,0.8333333333333334,0.9552845528455285,0.9126984126984127,0.8712121212121212,235,11,23,115,development,1.0,1.0,23.0,51.0
0.125,0.375,74,0.12521150592216582,295,0.49915397631133673,222,0.3756345177664975,0,33,58,0.9441624365482234,0.9348435367518035,0.8968609865470852,0.9728260869565217,0.9523809523809523,0.9237875288683602,358,10,23,200,74,1.0,1.0,1.0,1.0,0,0,295,0.888135593220339,0.8408963585434173,0.7294117647058823,0.9523809523809523,0.8611111111111112,0.7898089171974522,200.0,10,23,62.0,369,0.9105691056910569,0.8939819490027772,0.8308823529411765,0.9570815450643777,0.9186991869918699,0.8725868725868727,223,10,23,113,development,1.0,1.0,23.0,51.0
0.125,0.4,74,0.12521150592216582,281,0.4754653130287648,236,0.3993231810490694,0,32,59,0.9458544839255499,0.9362022324039774,0.8968609865470852,0.9755434782608695,0.9569377990430622,0.9259259259259259,359,9,23,200,74,1.0,1.0,1.0,1.0,0,0,281,0.8861209964412812,0.8402525985013294,0.7261904761904762,0.9543147208121827,0.8714285714285714,0.7922077922077921,188.0,9,23,61.0,355,0.9098591549295775,0.8943602693602694,0.8296296296296296,0.9590909090909091,0.9256198347107438,0.875,211,9,23,112,development,1.0,1.0,23.0,51.0
0.125,0.425,74,0.12521150592216582,266,0.4500846023688663,251,0.42470389170896783,0,29,62,0.9509306260575296,0.9420452329888866,0.905829596412556,0.9782608695652174,0.9619047619047619,0.9330254041570438,360,8,21,202,74,1.0,1.0,1.0,1.0,0,0,266,0.8909774436090225,0.8441080196399345,0.7307692307692307,0.9574468085106383,0.8769230769230769,0.7972027972027972,180.0,8,21,57.0,340,0.9147058823529411,0.8996473051912268,0.8372093023255814,0.9620853080568721,0.9310344827586207,0.8816326530612245,203,8,21,108,development,1.0,1.0,23.0,51.0
0.125,0.45,74,0.12521150592216582,251,0.42470389170896783,266,0.4500846023688663,0,28,63,0.9526226734348562,0.9442873854552545,0.9103139013452914,0.9782608695652174,0.9620853080568721,0.935483870967742,360,8,20,203,74,1.0,1.0,1.0,1.0,0,0,251,0.8884462151394422,0.8369327073552426,0.7183098591549296,0.9555555555555556,0.864406779661017,0.7846153846153846,172.0,8,20,51.0,325,0.9138461538461539,0.898328353387709,0.8360655737704918,0.9605911330049262,0.9272727272727272,0.8793103448275862,195,8,20,102,development,1.0,1.0,23.0,51.0
0.125,0.475,74,0.12521150592216582,236,0.3993231810490694,281,0.4754653130287648,0,27,64,0.9543147208121827,0.9465295379216221,0.9147982062780269,0.9782608695652174,0.9622641509433962,0.9379310344827586,360,8,19,204,74,1.0,1.0,1.0,1.0,0,0,236,0.885593220338983,0.8345403161706262,0.7164179104477612,0.9526627218934911,0.8571428571428571,0.7804878048780487,161.0,8,19,48.0,310,0.9129032258064517,0.8986581920903955,0.8389830508474576,0.9583333333333334,0.9252336448598131,0.88,184,8,19,99,development,1.0,1.0,23.0,51.0
0.125,0.5,74,0.12521150592216582,221,0.3739424703891709,296,0.5008460236886633,0,24,67,0.9593908629441624,0.9523725385065315,0.9237668161434978,0.9809782608695652,0.9671361502347418,0.944954128440367,361,7,17,206,74,1.0,1.0,1.0,1.0,0,0,221,0.8914027149321267,0.8365942028985507,0.7166666666666667,0.9565217391304348,0.86,0.7818181818181817,154.0,7,17,43.0,295,0.9186440677966101,0.9044016842929887,0.8468468468468469,0.9619565217391305,0.9306930693069307,0.8867924528301886,177,7,17,94,development,1.0,1.0,23.0,51.0
0.125,0.525,74,0.12521150592216582,207,0.350253807106599,310,0.5245346869712352,0,22,69,0.9627749576988156,0.9559733866250731,0.9282511210762332,0.9836956521739131,0.971830985915493,0.9495412844036697,362,6,16,207,74,1.0,1.0,1.0,1.0,0,0,207,0.893719806763285,0.8396491228070175,0.7192982456140351,0.96,0.8723404255319149,0.7884615384615385,144.0,6,16,41.0,281,0.9217081850533808,0.9085848854634981,0.8518518518518519,0.9653179190751445,0.9387755102040817,0.8932038834951458,167,6,16,92,development,1.0,1.0,23.0,51.0
0.125,0.55,74,0.12521150592216582,192,0.3248730964467005,325,0.5499153976311336,0,18,73,0.9695431472081218,0.9640585396763501,0.9417040358744395,0.9864130434782609,0.9767441860465116,0.9589041095890412,363,5,13,210,74,1.0,1.0,1.0,1.0,0,0,192,0.90625,0.8571428571428572,0.75,0.9642857142857143,0.8863636363636364,0.8125000000000001,135.0,5,13,39.0,266,0.9323308270676691,0.9215557805706116,0.8737864077669902,0.9693251533742331,0.9473684210526315,0.909090909090909,158,5,13,90,development,1.0,1.0,23.0,51.0
0.125,0.575,74,0.12521150592216582,177,0.29949238578680204,340,0.5752961082910322,0,15,76,0.9746192893401016,0.9699015402612594,0.9506726457399103,0.9891304347826086,0.9814814814814815,0.9658314350797267,364,4,11,212,74,1.0,1.0,1.0,1.0,0,0,177,0.9152542372881356,0.8699127906976745,0.7708333333333334,0.9689922480620154,0.9024390243902439,0.8314606741573034,125.0,4,11,37.0,251,0.9402390438247012,0.9312865497076024,0.8888888888888888,0.9736842105263158,0.9565217391304348,0.9214659685863874,148,4,11,88,development,1.0,1.0,23.0,51.0
0.125,0.6,74,0.12521150592216582,162,0.27411167512690354,355,0.6006768189509306,0,14,77,0.9763113367174281,0.9721436927276272,0.9551569506726457,0.9891304347826086,0.9815668202764977,0.9681818181818181,364,4,10,213,74,1.0,1.0,1.0,1.0,0,0,162,0.9135802469135802,0.8740629685157422,0.782608695652174,0.9655172413793104,0.9,0.8372093023255814,112.0,4,10,36.0,236,0.940677966101695,0.9340651190387896,0.8969072164948454,0.9712230215827338,0.9560439560439561,0.9255319148936171,135,4,10,87,development,1.0,1.0,23.0,51.0
0.125,0.625,74,0.12521150592216582,148,0.25042301184433163,369,0.6243654822335025,0,14,77,0.9763113367174281,0.9721436927276272,0.9551569506726457,0.9891304347826086,0.9815668202764977,0.9681818181818181,364,4,10,213,74,1.0,1.0,1.0,1.0,0,0,148,0.9054054054054054,0.8671328671328671,0.7727272727272727,0.9615384615384616,0.8947368421052632,0.8292682926829269,100.0,4,10,34.0,222,0.9369369369369369,0.9316203895565686,0.8947368421052632,0.968503937007874,0.9550561797752809,0.9239130434782609,123,4,10,85,development,1.0,1.0,23.0,51.0
0.125,0.65,74,0.12521150592216582,133,0.22504230118443316,384,0.649746192893401,0,14,77,0.9763113367174281,0.9721436927276272,0.9551569506726457,0.9891304347826086,0.9815668202764977,0.9681818181818181,364,4,10,213,74,1.0,1.0,1.0,1.0,0,0,133,0.8947368421052632,0.858974358974359,0.7619047619047619,0.9560439560439561,0.8888888888888888,0.8205128205128205,87.0,4,10,32.0,207,0.9323671497584541,0.9286926994906621,0.8924731182795699,0.9649122807017544,0.9540229885057471,0.9222222222222222,110,4,10,83,development,1.0,1.0,23.0,51.0
0.125,0.675,74,0.12521150592216582,118,0.1996615905245347,399,0.6751269035532995,0,12,79,0.9796954314720813,0.974861084031975,0.9551569506726457,0.9945652173913043,0.9906976744186047,0.9726027397260273,366,2,10,213,74,1.0,1.0,1.0,1.0,0,0,118,0.8983050847457628,0.8525191858525192,0.7297297297297297,0.9753086419753086,0.9310344827586207,0.8181818181818181,79.0,2,10,27.0,192,0.9375,0.9335664335664335,0.8863636363636364,0.9807692307692307,0.975,0.9285714285714285,102,2,10,78,development,1.0,1.0,23.0,51.0
